n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.00016940500005148352,0.00026028291991678996,53.64535865983171
1,1,0.00017187707999255508,0.0002655454201158136,54.49728383058161
1,2,0.00017402708006557078,0.00026581208017887546,52.74179172501283
1,3,0.00016691458004061132,0.00026269291003700346,57.3816439361311
1,4,0.00016476667020469903,0.00025655125005869195,55.70579276741084
4,0,0.00016781375015852972,0.0002814479099470191,67.71445109899626
4,1,0.00017071790993213653,0.00027511291991686446,61.1505904835801
4,2,0.0001607849998981692,0.0002786245898460038,73.29016389741987
4,3,0.00017022167012328281,0.0002690224998514168,58.04245115006664
4,4,0.00017412542016245424,0.00027231625019339843,56.390864664869056
16,0,0.0001819699999759905,0.0002881004201481119,58.32303137117353
16,1,0.0001824979201774113,0.00027987665991531687,53.35882164752398
16,2,0.00017977125011384487,0.0002829645900055766,57.40258235195106
16,3,0.00018262249999679626,0.0002875545801362023,57.45846220550417
16,4,0.0001795862498693168,0.00028112375002820045,56.53968509992915
64,0,0.00021421250014100224,0.0003331429100944661,55.51982721604931
64,1,0.00022906500002136453,0.00033074625011067835,44.38969291678352
64,2,0.00021833375009009615,0.0003512604199931957,60.88232801765504
64,3,0.00022844083985546604,0.0003309166699182242,44.85880463738198
64,4,0.00022418915992602706,0.0003367999999318272,50.23027877126485
128,0,0.000294673329917714,0.0003967950001242571,34.655891741224096
128,1,0.0002792483399389312,0.00040029124997090546,43.34597299967662
128,2,0.00028163916984340174,0.0003956991698942147,40.498628125566874
128,3,0.0002938662498490885,0.0003928062500199303,33.66837812156083
128,4,0.00029564500000560655,0.00039403999981004747,33.28146926299277
