step,env_id,cutoff_hz,input_action,output_action
192,3,20.0,1.0,1.0
193,0,2.0,1.0,0.9999998211860657
193,1,5.0,1.0,0.9999999403953552
193,2,10.0,1.0,1.0
193,3,20.0,1.0,1.0
194,0,2.0,1.0,0.9999998211860657
194,1,5.0,1.0,0.9999999403953552
194,2,10.0,1.0,1.0
194,3,20.0,1.0,1.0
195,0,2.0,1.0,0.9999998211860657
195,1,5.0,1.0,0.9999999403953552
195,2,10.0,1.0,1.0
195,3,20.0,1.0,1.0
196,0,2.0,1.0,0.9999998211860657
196,1,5.0,1.0,0.9999999403953552
196,2,10.0,1.0,1.0
196,3,20.0,1.0,1.0
197,0,2.0,1.0,0.9999998211860657
197,1,5.0,1.0,0.9999999403953552
197,2,10.0,1.0,1.0
197,3,20.0,1.0,1.0
198,0,2.0,1.0,0.9999998211860657
198,1,5.0,1.0,0.9999999403953552
198,2,10.0,1.0,1.0
198,3,20.0,1.0,1.0
199,0,2.0,1.0,0.9999998211860657
199,1,5.0,1.0,0.9999999403953552
199,2,10.0,1.0,1.0
199,3,20.0,1.0,1.0
200,0,2.0,1.0,0.9999998211860657
200,1,5.0,1.0,0.9999999403953552
200,2,10.0,1.0,1.0
200,3,20.0,1.0,1.0
201,0,2.0,1.0,0.9999998211860657
201,1,5.0,1.0,0.9999999403953552
201,2,10.0,1.0,1.0
201,3,20.0,1.0,1.0
202,0,2.0,1.0,0.9999998211860657
202,1,5.0,1.0,0.9999999403953552
202,2,10.0,1.0,1.0
202,3,20.0,1.0,1.0
203,0,2.0,1.0,0.9999998211860657
203,1,5.0,1.0,0.9999999403953552
203,2,10.0,1.0,1.0
203,3,20.0,1.0,1.0
204,0,2.0,1.0,0.9999998211860657
204,1,5.0,1.0,0.9999999403953552
204,2,10.0,1.0,1.0
204,3,20.0,1.0,1.0
205,0,2.0,1.0,0.9999998211860657
205,1,5.0,1.0,0.9999999403953552
205,2,10.0,1.0,1.0
205,3,20.0,1.0,1.0
206,0,2.0,1.0,0.9999998211860657
206,1,5.0,1.0,0.9999999403953552
206,2,10.0,1.0,1.0
206,3,20.0,1.0,1.0
207,0,2.0,1.0,0.9999998211860657
207,1,5.0,1.0,0.9999999403953552
207,2,10.0,1.0,1.0
207,3,20.0,1.0,1.0
208,0,2.0,1.0,0.9999998211860657
208,1,5.0,1.0,0.9999999403953552
208,2,10.0,1.0,1.0
208,3,20.0,1.0,1.0
209,0,2.0,1.0,0.9999998211860657
209,1,5.0,1.0,0.9999999403953552
209,2,10.0,1.0,1.0
209,3,20.0,1.0,1.0
210,0,2.0,1.0,0.9999998211860657
210,1,5.0,1.0,0.9999999403953552
210,2,10.0,1.0,1.0
210,3,20.0,1.0,1.0
211,0,2.0,1.0,0.9999998211860657
211,1,5.0,1.0,0.9999999403953552
211,2,10.0,1.0,1.0
211,3,20.0,1.0,1.0
212,0,2.0,1.0,0.9999998211860657
212,1,5.0,1.0,0.9999999403953552
212,2,10.0,1.0,1.0
212,3,20.0,1.0,1.0
213,0,2.0,1.0,0.9999998211860657
213,1,5.0,1.0,0.9999999403953552
213,2,10.0,1.0,1.0
213,3,20.0,1.0,1.0
214,0,2.0,1.0,0.9999998211860657
214,1,5.0,1.0,0.9999999403953552
214,2,10.0,1.0,1.0
214,3,20.0,1.0,1.0
215,0,2.0,1.0,0.9999998211860657
215,1,5.0,1.0,0.9999999403953552
215,2,10.0,1.0,1.0
215,3,20.0,1.0,1.0
216,0,2.0,1.0,0.9999998211860657
216,1,5.0,1.0,0.9999999403953552
216,2,10.0,1.0,1.0
216,3,20.0,1.0,1.0
217,0,2.0,1.0,0.9999998211860657
217,1,5.0,1.0,0.9999999403953552
217,2,10.0,1.0,1.0
217,3,20.0,1.0,1.0
218,0,2.0,1.0,0.9999998211860657
218,1,5.0,1.0,0.9999999403953552
218,2,10.0,1.0,1.0
218,3,20.0,1.0,1.0
219,0,2.0,1.0,0.9999998211860657
219,1,5.0,1.0,0.9999999403953552
219,2,10.0,1.0,1.0
219,3,20.0,1.0,1.0
220,0,2.0,1.0,0.9999998211860657
220,1,5.0,1.0,0.9999999403953552
220,2,10.0,1.0,1.0
220,3,20.0,1.0,1.0
221,0,2.0,1.0,0.9999998211860657
221,1,5.0,1.0,0.9999999403953552
221,2,10.0,1.0,1.0
221,3,20.0,1.0,1.0
222,0,2.0,1.0,0.9999998211860657
222,1,5.0,1.0,0.9999999403953552
222,2,10.0,1.0,1.0
222,3,20.0,1.0,1.0
223,0,2.0,1.0,0.9999998211860657
223,1,5.0,1.0,0.9999999403953552
223,2,10.0,1.0,1.0
223,3,20.0,1.0,1.0
224,0,2.0,1.0,0.9999998211860657
224,1,5.0,1.0,0.9999999403953552
224,2,10.0,1.0,1.0
224,3,20.0,1.0,1.0
225,0,2.0,1.0,0.9999998211860657
225,1,5.0,1.0,0.9999999403953552
225,2,10.0,1.0,1.0
225,3,20.0,1.0,1.0
226,0,2.0,1.0,0.9999998211860657
226,1,5.0,1.0,0.9999999403953552
226,2,10.0,1.0,1.0
226,3,20.0,1.0,1.0
227,0,2.0,1.0,0.9999998211860657
227,1,5.0,1.0,0.9999999403953552
227,2,10.0,1.0,1.0
227,3,20.0,1.0,1.0
228,0,2.0,1.0,0.9999998211860657
228,1,5.0,1.0,0.9999999403953552
228,2,10.0,1.0,1.0
228,3,20.0,1.0,1.0
229,0,2.0,1.0,0.9999998211860657
229,1,5.0,1.0,0.9999999403953552
229,2,10.0,1.0,1.0
229,3,20.0,1.0,1.0
230,0,2.0,1.0,0.9999998211860657
230,1,5.0,1.0,0.9999999403953552
230,2,10.0,1.0,1.0
230,3,20.0,1.0,1.0
231,0,2.0,1.0,0.9999998211860657
231,1,5.0,1.0,0.9999999403953552
231,2,10.0,1.0,1.0
231,3,20.0,1.0,1.0
232,0,2.0,1.0,0.9999998211860657
232,1,5.0,1.0,0.9999999403953552
232,2,10.0,1.0,1.0
232,3,20.0,1.0,1.0
233,0,2.0,1.0,0.9999998211860657
233,1,5.0,1.0,0.9999999403953552
233,2,10.0,1.0,1.0
233,3,20.0,1.0,1.0
234,0,2.0,1.0,0.9999998211860657
234,1,5.0,1.0,0.9999999403953552
234,2,10.0,1.0,1.0
234,3,20.0,1.0,1.0
235,0,2.0,1.0,0.9999998211860657
235,1,5.0,1.0,0.9999999403953552
235,2,10.0,1.0,1.0
235,3,20.0,1.0,1.0
236,0,2.0,1.0,0.9999998211860657
236,1,5.0,1.0,0.9999999403953552
236,2,10.0,1.0,1.0
236,3,20.0,1.0,1.0
237,0,2.0,1.0,0.9999998211860657
237,1,5.0,1.0,0.9999999403953552
237,2,10.0,1.0,1.0
237,3,20.0,1.0,1.0
238,0,2.0,1.0,0.9999998211860657
238,1,5.0,1.0,0.9999999403953552
238,2,10.0,1.0,1.0
238,3,20.0,1.0,1.0
239,0,2.0,1.0,0.9999998211860657
239,1,5.0,1.0,0.9999999403953552
239,2,10.0,1.0,1.0
239,3,20.0,1.0,1.0
240,0,2.0,1.0,0.9999998211860657
240,1,5.0,1.0,0.9999999403953552
240,2,10.0,1.0,1.0
240,3,20.0,1.0,1.0
241,0,2.0,1.0,0.9999998211860657
241,1,5.0,1.0,0.9999999403953552
241,2,10.0,1.0,1.0
241,3,20.0,1.0,1.0
242,0,2.0,1.0,0.9999998211860657
242,1,5.0,1.0,0.9999999403953552
242,2,10.0,1.0,1.0
242,3,20.0,1.0,1.0
243,0,2.0,1.0,0.9999998211860657
243,1,5.0,1.0,0.9999999403953552
243,2,10.0,1.0,1.0
243,3,20.0,1.0,1.0
244,0,2.0,1.0,0.9999998211860657
244,1,5.0,1.0,0.9999999403953552
244,2,10.0,1.0,1.0
244,3,20.0,1.0,1.0
245,0,2.0,1.0,0.9999998211860657
245,1,5.0,1.0,0.9999999403953552
245,2,10.0,1.0,1.0
245,3,20.0,1.0,1.0
246,0,2.0,1.0,0.9999998211860657
246,1,5.0,1.0,0.9999999403953552
246,2,10.0,1.0,1.0
246,3,20.0,1.0,1.0
247,0,2.0,1.0,0.9999998211860657
247,1,5.0,1.0,0.9999999403953552
247,2,10.0,1.0,1.0
247,3,20.0,1.0,1.0
248,0,2.0,1.0,0.9999998211860657
248,1,5.0,1.0,0.9999999403953552
248,2,10.0,1.0,1.0
248,3,20.0,1.0,1.0
249,0,2.0,1.0,0.9999998211860657
249,1,5.0,1.0,0.9999999403953552
249,2,10.0,1.0,1.0
249,3,20.0,1.0,1.0
250,0,2.0,1.0,0.9999998211860657
250,1,5.0,1.0,0.9999999403953552
250,2,10.0,1.0,1.0
250,3,20.0,1.0,1.0
251,0,2.0,1.0,0.9999998211860657
251,1,5.0,1.0,0.9999999403953552
251,2,10.0,1.0,1.0
251,3,20.0,1.0,1.0
252,0,2.0,1.0,0.9999998211860657
252,1,5.0,1.0,0.9999999403953552
252,2,10.0,1.0,1.0
252,3,20.0,1.0,1.0
253,0,2.0,1.0,0.9999998211860657
253,1,5.0,1.0,0.9999999403953552
253,2,10.0,1.0,1.0
253,3,20.0,1.0,1.0
254,0,2.0,1.0,0.9999998211860657
254,1,5.0,1.0,0.9999999403953552
254,2,10.0,1.0,1.0
254,3,20.0,1.0,1.0
255,0,2.0,1.0,0.9999998211860657
255,1,5.0,1.0,0.9999999403953552
255,2,10.0,1.0,1.0
255,3,20.0,1.0,1.0
256,0,2.0,1.0,0.9999998211860657
256,1,5.0,1.0,0.9999999403953552
256,2,10.0,1.0,1.0
256,3,20.0,1.0,1.0
257,0,2.0,1.0,0.9999998211860657
257,1,5.0,1.0,0.9999999403953552
257,2,10.0,1.0,1.0
257,3,20.0,1.0,1.0
258,0,2.0,1.0,0.9999998211860657
258,1,5.0,1.0,0.9999999403953552
258,2,10.0,1.0,1.0
258,3,20.0,1.0,1.0
259,0,2.0,1.0,0.9999998211860657
259,1,5.0,1.0,0.9999999403953552
259,2,10.0,1.0,1.0
259,3,20.0,1.0,1.0
260,0,2.0,1.0,0.9999998211860657
260,1,5.0,1.0,0.9999999403953552
260,2,10.0,1.0,1.0
260,3,20.0,1.0,1.0
261,0,2.0,1.0,0.9999998211860657
261,1,5.0,1.0,0.9999999403953552
261,2,10.0,1.0,1.0
261,3,20.0,1.0,1.0
262,0,2.0,1.0,0.9999998211860657
262,1,5.0,1.0,0.9999999403953552
262,2,10.0,1.0,1.0
262,3,20.0,1.0,1.0
263,0,2.0,1.0,0.9999998211860657
263,1,5.0,1.0,0.9999999403953552
263,2,10.0,1.0,1.0
263,3,20.0,1.0,1.0
264,0,2.0,1.0,0.9999998211860657
264,1,5.0,1.0,0.9999999403953552
264,2,10.0,1.0,1.0
264,3,20.0,1.0,1.0
265,0,2.0,1.0,0.9999998211860657
265,1,5.0,1.0,0.9999999403953552
265,2,10.0,1.0,1.0
265,3,20.0,1.0,1.0
266,0,2.0,1.0,0.9999998211860657
266,1,5.0,1.0,0.9999999403953552
266,2,10.0,1.0,1.0
266,3,20.0,1.0,1.0
267,0,2.0,1.0,0.9999998211860657
267,1,5.0,1.0,0.9999999403953552
267,2,10.0,1.0,1.0
267,3,20.0,1.0,1.0
268,0,2.0,1.0,0.9999998211860657
268,1,5.0,1.0,0.9999999403953552
268,2,10.0,1.0,1.0
268,3,20.0,1.0,1.0
269,0,2.0,1.0,0.9999998211860657
269,1,5.0,1.0,0.9999999403953552
269,2,10.0,1.0,1.0
269,3,20.0,1.0,1.0
270,0,2.0,1.0,0.9999998211860657
270,1,5.0,1.0,0.9999999403953552
270,2,10.0,1.0,1.0
270,3,20.0,1.0,1.0
271,0,2.0,1.0,0.9999998211860657
271,1,5.0,1.0,0.9999999403953552
271,2,10.0,1.0,1.0
271,3,20.0,1.0,1.0
272,0,2.0,1.0,0.9999998211860657
272,1,5.0,1.0,0.9999999403953552
272,2,10.0,1.0,1.0
272,3,20.0,1.0,1.0
273,0,2.0,1.0,0.9999998211860657
273,1,5.0,1.0,0.9999999403953552
273,2,10.0,1.0,1.0
273,3,20.0,1.0,1.0
274,0,2.0,1.0,0.9999998211860657
274,1,5.0,1.0,0.9999999403953552
274,2,10.0,1.0,1.0
274,3,20.0,1.0,1.0
275,0,2.0,1.0,0.9999998211860657
275,1,5.0,1.0,0.9999999403953552
275,2,10.0,1.0,1.0
275,3,20.0,1.0,1.0
276,0,2.0,1.0,0.9999998211860657
276,1,5.0,1.0,0.9999999403953552
276,2,10.0,1.0,1.0
276,3,20.0,1.0,1.0
277,0,2.0,1.0,0.9999998211860657
277,1,5.0,1.0,0.9999999403953552
277,2,10.0,1.0,1.0
277,3,20.0,1.0,1.0
278,0,2.0,1.0,0.9999998211860657
278,1,5.0,1.0,0.9999999403953552
278,2,10.0,1.0,1.0
278,3,20.0,1.0,1.0
279,0,2.0,1.0,0.9999998211860657
279,1,5.0,1.0,0.9999999403953552
279,2,10.0,1.0,1.0
279,3,20.0,1.0,1.0
280,0,2.0,1.0,0.9999998211860657
280,1,5.0,1.0,0.9999999403953552
280,2,10.0,1.0,1.0
280,3,20.0,1.0,1.0
281,0,2.0,1.0,0.9999998211860657
281,1,5.0,1.0,0.9999999403953552
281,2,10.0,1.0,1.0
281,3,20.0,1.0,1.0
282,0,2.0,1.0,0.9999998211860657
282,1,5.0,1.0,0.9999999403953552
282,2,10.0,1.0,1.0
282,3,20.0,1.0,1.0
283,0,2.0,1.0,0.9999998211860657
283,1,5.0,1.0,0.9999999403953552
283,2,10.0,1.0,1.0
283,3,20.0,1.0,1.0
284,0,2.0,1.0,0.9999998211860657
284,1,5.0,1.0,0.9999999403953552
284,2,10.0,1.0,1.0
284,3,20.0,1.0,1.0
285,0,2.0,1.0,0.9999998211860657
285,1,5.0,1.0,0.9999999403953552
285,2,10.0,1.0,1.0
285,3,20.0,1.0,1.0
286,0,2.0,1.0,0.9999998211860657
286,1,5.0,1.0,0.9999999403953552
286,2,10.0,1.0,1.0
286,3,20.0,1.0,1.0
287,0,2.0,1.0,0.9999998211860657
287,1,5.0,1.0,0.9999999403953552
287,2,10.0,1.0,1.0
287,3,20.0,1.0,1.0
288,0,2.0,1.0,0.9999998211860657
288,1,5.0,1.0,0.9999999403953552
288,2,10.0,1.0,1.0
288,3,20.0,1.0,1.0
289,0,2.0,1.0,0.9999998211860657
289,1,5.0,1.0,0.9999999403953552
289,2,10.0,1.0,1.0
289,3,20.0,1.0,1.0
290,0,2.0,1.0,0.9999998211860657
290,1,5.0,1.0,0.9999999403953552
290,2,10.0,1.0,1.0
290,3,20.0,1.0,1.0
291,0,2.0,1.0,0.9999998211860657
291,1,5.0,1.0,0.9999999403953552
291,2,10.0,1.0,1.0
291,3,20.0,1.0,1.0
292,0,2.0,1.0,0.9999998211860657
292,1,5.0,1.0,0.9999999403953552
292,2,10.0,1.0,1.0
292,3,20.0,1.0,1.0
293,0,2.0,1.0,0.9999998211860657
293,1,5.0,1.0,0.9999999403953552
293,2,10.0,1.0,1.0
293,3,20.0,1.0,1.0
294,0,2.0,1.0,0.9999998211860657
294,1,5.0,1.0,0.9999999403953552
294,2,10.0,1.0,1.0
294,3,20.0,1.0,1.0
295,0,2.0,1.0,0.9999998211860657
295,1,5.0,1.0,0.9999999403953552
295,2,10.0,1.0,1.0
295,3,20.0,1.0,1.0
296,0,2.0,1.0,0.9999998211860657
296,1,5.0,1.0,0.9999999403953552
296,2,10.0,1.0,1.0
296,3,20.0,1.0,1.0
297,0,2.0,1.0,0.9999998211860657
297,1,5.0,1.0,0.9999999403953552
297,2,10.0,1.0,1.0
297,3,20.0,1.0,1.0
298,0,2.0,1.0,0.9999998211860657
298,1,5.0,1.0,0.9999999403953552
298,2,10.0,1.0,1.0
298,3,20.0,1.0,1.0
299,0,2.0,1.0,0.9999998211860657
299,1,5.0,1.0,0.9999999403953552
299,2,10.0,1.0,1.0
299,3,20.0,1.0,1.0
300,0,2.0,1.0,0.9999998211860657
300,1,5.0,1.0,0.9999999403953552
300,2,10.0,1.0,1.0
300,3,20.0,1.0,1.0
301,0,2.0,1.0,0.9999998211860657
301,1,5.0,1.0,0.9999999403953552
301,2,10.0,1.0,1.0
301,3,20.0,1.0,1.0
302,0,2.0,1.0,0.9999998211860657
302,1,5.0,1.0,0.9999999403953552
302,2,10.0,1.0,1.0
302,3,20.0,1.0,1.0
303,0,2.0,1.0,0.9999998211860657
303,1,5.0,1.0,0.9999999403953552
303,2,10.0,1.0,1.0
303,3,20.0,1.0,1.0
304,0,2.0,1.0,0.9999998211860657
304,1,5.0,1.0,0.9999999403953552
304,2,10.0,1.0,1.0
304,3,20.0,1.0,1.0
305,0,2.0,1.0,0.9999998211860657
305,1,5.0,1.0,0.9999999403953552
305,2,10.0,1.0,1.0
305,3,20.0,1.0,1.0
306,0,2.0,1.0,0.9999998211860657
306,1,5.0,1.0,0.9999999403953552
306,2,10.0,1.0,1.0
306,3,20.0,1.0,1.0
307,0,2.0,1.0,0.9999998211860657
307,1,5.0,1.0,0.9999999403953552
307,2,10.0,1.0,1.0
307,3,20.0,1.0,1.0
308,0,2.0,1.0,0.9999998211860657
308,1,5.0,1.0,0.9999999403953552
308,2,10.0,1.0,1.0
308,3,20.0,1.0,1.0
309,0,2.0,1.0,0.9999998211860657
309,1,5.0,1.0,0.9999999403953552
309,2,10.0,1.0,1.0
309,3,20.0,1.0,1.0
310,0,2.0,1.0,0.9999998211860657
310,1,5.0,1.0,0.9999999403953552
310,2,10.0,1.0,1.0
310,3,20.0,1.0,1.0
311,0,2.0,1.0,0.9999998211860657
311,1,5.0,1.0,0.9999999403953552
311,2,10.0,1.0,1.0
311,3,20.0,1.0,1.0
312,0,2.0,1.0,0.9999998211860657
312,1,5.0,1.0,0.9999999403953552
312,2,10.0,1.0,1.0
312,3,20.0,1.0,1.0
313,0,2.0,1.0,0.9999998211860657
313,1,5.0,1.0,0.9999999403953552
313,2,10.0,1.0,1.0
313,3,20.0,1.0,1.0
314,0,2.0,1.0,0.9999998211860657
314,1,5.0,1.0,0.9999999403953552
314,2,10.0,1.0,1.0
314,3,20.0,1.0,1.0
315,0,2.0,1.0,0.9999998211860657
315,1,5.0,1.0,0.9999999403953552
315,2,10.0,1.0,1.0
315,3,20.0,1.0,1.0
316,0,2.0,1.0,0.9999998211860657
316,1,5.0,1.0,0.9999999403953552
316,2,10.0,1.0,1.0
316,3,20.0,1.0,1.0
317,0,2.0,1.0,0.9999998211860657
317,1,5.0,1.0,0.9999999403953552
317,2,10.0,1.0,1.0
317,3,20.0,1.0,1.0
318,0,2.0,1.0,0.9999998211860657
318,1,5.0,1.0,0.9999999403953552
318,2,10.0,1.0,1.0
318,3,20.0,1.0,1.0
319,0,2.0,1.0,0.9999998211860657
319,1,5.0,1.0,0.9999999403953552
319,2,10.0,1.0,1.0
319,3,20.0,1.0,1.0
320,0,2.0,1.0,0.9999998211860657
320,1,5.0,1.0,0.9999999403953552
320,2,10.0,1.0,1.0
320,3,20.0,1.0,1.0
321,0,2.0,1.0,0.9999998211860657
321,1,5.0,1.0,0.9999999403953552
321,2,10.0,1.0,1.0
321,3,20.0,1.0,1.0
322,0,2.0,1.0,0.9999998211860657
322,1,5.0,1.0,0.9999999403953552
322,2,10.0,1.0,1.0
322,3,20.0,1.0,1.0
323,0,2.0,1.0,0.9999998211860657
323,1,5.0,1.0,0.9999999403953552
323,2,10.0,1.0,1.0
323,3,20.0,1.0,1.0
324,0,2.0,1.0,0.9999998211860657
324,1,5.0,1.0,0.9999999403953552
324,2,10.0,1.0,1.0
324,3,20.0,1.0,1.0
325,0,2.0,1.0,0.9999998211860657
325,1,5.0,1.0,0.9999999403953552
325,2,10.0,1.0,1.0
325,3,20.0,1.0,1.0
326,0,2.0,1.0,0.9999998211860657
326,1,5.0,1.0,0.9999999403953552
326,2,10.0,1.0,1.0
326,3,20.0,1.0,1.0
327,0,2.0,1.0,0.9999998211860657
327,1,5.0,1.0,0.9999999403953552
327,2,10.0,1.0,1.0
327,3,20.0,1.0,1.0
328,0,2.0,1.0,0.9999998211860657
328,1,5.0,1.0,0.9999999403953552
328,2,10.0,1.0,1.0
328,3,20.0,1.0,1.0
329,0,2.0,1.0,0.9999998211860657
329,1,5.0,1.0,0.9999999403953552
329,2,10.0,1.0,1.0
329,3,20.0,1.0,1.0
330,0,2.0,1.0,0.9999998211860657
330,1,5.0,1.0,0.9999999403953552
330,2,10.0,1.0,1.0
330,3,20.0,1.0,1.0
331,0,2.0,1.0,0.9999998211860657
331,1,5.0,1.0,0.9999999403953552
331,2,10.0,1.0,1.0
331,3,20.0,1.0,1.0
332,0,2.0,1.0,0.9999998211860657
332,1,5.0,1.0,0.9999999403953552
332,2,10.0,1.0,1.0
332,3,20.0,1.0,1.0
333,0,2.0,1.0,0.9999998211860657
333,1,5.0,1.0,0.9999999403953552
333,2,10.0,1.0,1.0
333,3,20.0,1.0,1.0
334,0,2.0,1.0,0.9999998211860657
334,1,5.0,1.0,0.9999999403953552
334,2,10.0,1.0,1.0
334,3,20.0,1.0,1.0
335,0,2.0,1.0,0.9999998211860657
335,1,5.0,1.0,0.9999999403953552
335,2,10.0,1.0,1.0
335,3,20.0,1.0,1.0
336,0,2.0,1.0,0.9999998211860657
336,1,5.0,1.0,0.9999999403953552
336,2,10.0,1.0,1.0
336,3,20.0,1.0,1.0
337,0,2.0,1.0,0.9999998211860657
337,1,5.0,1.0,0.9999999403953552
337,2,10.0,1.0,1.0
337,3,20.0,1.0,1.0
338,0,2.0,1.0,0.9999998211860657
338,1,5.0,1.0,0.9999999403953552
338,2,10.0,1.0,1.0
338,3,20.0,1.0,1.0
339,0,2.0,1.0,0.9999998211860657
339,1,5.0,1.0,0.9999999403953552
339,2,10.0,1.0,1.0
339,3,20.0,1.0,1.0
340,0,2.0,1.0,0.9999998211860657
340,1,5.0,1.0,0.9999999403953552
340,2,10.0,1.0,1.0
340,3,20.0,1.0,1.0
341,0,2.0,1.0,0.9999998211860657
341,1,5.0,1.0,0.9999999403953552
341,2,10.0,1.0,1.0
341,3,20.0,1.0,1.0
342,0,2.0,1.0,0.9999998211860657
342,1,5.0,1.0,0.9999999403953552
342,2,10.0,1.0,1.0
342,3,20.0,1.0,1.0
343,0,2.0,1.0,0.9999998211860657
343,1,5.0,1.0,0.9999999403953552
343,2,10.0,1.0,1.0
343,3,20.0,1.0,1.0
344,0,2.0,1.0,0.9999998211860657
344,1,5.0,1.0,0.9999999403953552
344,2,10.0,1.0,1.0
344,3,20.0,1.0,1.0
345,0,2.0,1.0,0.9999998211860657
345,1,5.0,1.0,0.9999999403953552
345,2,10.0,1.0,1.0
345,3,20.0,1.0,1.0
346,0,2.0,1.0,0.9999998211860657
346,1,5.0,1.0,0.9999999403953552
346,2,10.0,1.0,1.0
346,3,20.0,1.0,1.0
347,0,2.0,1.0,0.9999998211860657
347,1,5.0,1.0,0.9999999403953552
347,2,10.0,1.0,1.0
347,3,20.0,1.0,1.0
348,0,2.0,1.0,0.9999998211860657
348,1,5.0,1.0,0.9999999403953552
348,2,10.0,1.0,1.0
348,3,20.0,1.0,1.0
349,0,2.0,1.0,0.9999998211860657
349,1,5.0,1.0,0.9999999403953552
349,2,10.0,1.0,1.0
349,3,20.0,1.0,1.0
350,0,2.0,1.0,0.9999998211860657
350,1,5.0,1.0,0.9999999403953552
350,2,10.0,1.0,1.0
350,3,20.0,1.0,1.0
351,0,2.0,1.0,0.9999998211860657
351,1,5.0,1.0,0.9999999403953552
351,2,10.0,1.0,1.0
351,3,20.0,1.0,1.0
352,0,2.0,1.0,0.9999998211860657
352,1,5.0,1.0,0.9999999403953552
352,2,10.0,1.0,1.0
352,3,20.0,1.0,1.0
353,0,2.0,1.0,0.9999998211860657
353,1,5.0,1.0,0.9999999403953552
353,2,10.0,1.0,1.0
353,3,20.0,1.0,1.0
354,0,2.0,1.0,0.9999998211860657
354,1,5.0,1.0,0.9999999403953552
354,2,10.0,1.0,1.0
354,3,20.0,1.0,1.0
355,0,2.0,1.0,0.9999998211860657
355,1,5.0,1.0,0.9999999403953552
355,2,10.0,1.0,1.0
355,3,20.0,1.0,1.0
356,0,2.0,1.0,0.9999998211860657
356,1,5.0,1.0,0.9999999403953552
356,2,10.0,1.0,1.0
356,3,20.0,1.0,1.0
357,0,2.0,1.0,0.9999998211860657
357,1,5.0,1.0,0.9999999403953552
357,2,10.0,1.0,1.0
357,3,20.0,1.0,1.0
358,0,2.0,1.0,0.9999998211860657
358,1,5.0,1.0,0.9999999403953552
358,2,10.0,1.0,1.0
358,3,20.0,1.0,1.0
359,0,2.0,1.0,0.9999998211860657
359,1,5.0,1.0,0.9999999403953552
359,2,10.0,1.0,1.0
359,3,20.0,1.0,1.0
360,0,2.0,1.0,0.9999998211860657
360,1,5.0,1.0,0.9999999403953552
360,2,10.0,1.0,1.0
360,3,20.0,1.0,1.0
361,0,2.0,1.0,0.9999998211860657
361,1,5.0,1.0,0.9999999403953552
361,2,10.0,1.0,1.0
361,3,20.0,1.0,1.0
362,0,2.0,1.0,0.9999998211860657
362,1,5.0,1.0,0.9999999403953552
362,2,10.0,1.0,1.0
362,3,20.0,1.0,1.0
363,0,2.0,1.0,0.9999998211860657
363,1,5.0,1.0,0.9999999403953552
363,2,10.0,1.0,1.0
363,3,20.0,1.0,1.0
364,0,2.0,1.0,0.9999998211860657
364,1,5.0,1.0,0.9999999403953552
364,2,10.0,1.0,1.0
364,3,20.0,1.0,1.0
365,0,2.0,1.0,0.9999998211860657
365,1,5.0,1.0,0.9999999403953552
365,2,10.0,1.0,1.0
365,3,20.0,1.0,1.0
366,0,2.0,1.0,0.9999998211860657
366,1,5.0,1.0,0.9999999403953552
366,2,10.0,1.0,1.0
366,3,20.0,1.0,1.0
367,0,2.0,1.0,0.9999998211860657
367,1,5.0,1.0,0.9999999403953552
367,2,10.0,1.0,1.0
367,3,20.0,1.0,1.0
368,0,2.0,1.0,0.9999998211860657
368,1,5.0,1.0,0.9999999403953552
368,2,10.0,1.0,1.0
368,3,20.0,1.0,1.0
369,0,2.0,1.0,0.9999998211860657
369,1,5.0,1.0,0.9999999403953552
369,2,10.0,1.0,1.0
369,3,20.0,1.0,1.0
370,0,2.0,1.0,0.9999998211860657
370,1,5.0,1.0,0.9999999403953552
370,2,10.0,1.0,1.0
370,3,20.0,1.0,1.0
371,0,2.0,1.0,0.9999998211860657
371,1,5.0,1.0,0.9999999403953552
371,2,10.0,1.0,1.0
371,3,20.0,1.0,1.0
372,0,2.0,1.0,0.9999998211860657
372,1,5.0,1.0,0.9999999403953552
372,2,10.0,1.0,1.0
372,3,20.0,1.0,1.0
373,0,2.0,1.0,0.9999998211860657
373,1,5.0,1.0,0.9999999403953552
373,2,10.0,1.0,1.0
373,3,20.0,1.0,1.0
374,0,2.0,1.0,0.9999998211860657
374,1,5.0,1.0,0.9999999403953552
374,2,10.0,1.0,1.0
374,3,20.0,1.0,1.0
375,0,2.0,1.0,0.9999998211860657
375,1,5.0,1.0,0.9999999403953552
375,2,10.0,1.0,1.0
375,3,20.0,1.0,1.0
376,0,2.0,1.0,0.9999998211860657
376,1,5.0,1.0,0.9999999403953552
376,2,10.0,1.0,1.0
376,3,20.0,1.0,1.0
377,0,2.0,1.0,0.9999998211860657
377,1,5.0,1.0,0.9999999403953552
377,2,10.0,1.0,1.0
377,3,20.0,1.0,1.0
378,0,2.0,1.0,0.9999998211860657
378,1,5.0,1.0,0.9999999403953552
378,2,10.0,1.0,1.0
378,3,20.0,1.0,1.0
379,0,2.0,1.0,0.9999998211860657
379,1,5.0,1.0,0.9999999403953552
379,2,10.0,1.0,1.0
379,3,20.0,1.0,1.0
380,0,2.0,1.0,0.9999998211860657
380,1,5.0,1.0,0.9999999403953552
380,2,10.0,1.0,1.0
380,3,20.0,1.0,1.0
381,0,2.0,1.0,0.9999998211860657
381,1,5.0,1.0,0.9999999403953552
