step,env_id,time_s,soc,voltage_ratio
116,4,1.16,0.9539247751235962,0.9861774444580078
116,5,1.16,0.931483805179596,0.9794450998306274
116,6,1.16,0.9816429018974304,0.9944928884506226
116,7,1.16,0.8325175046920776,0.9497552514076233
117,0,1.17,0.7871614098548889,0.9361484050750732
117,1,1.17,0.5221538543701172,0.8566461801528931
117,2,1.17,0.5721223950386047,0.8716367483139038
117,3,1.17,0.5977065563201904,0.8793119788169861
117,4,1.17,0.9538426399230957,0.9861527681350708
117,5,1.17,0.9314292073249817,0.979428768157959
117,6,1.17,0.9815804958343506,0.9944741725921631
117,7,1.17,0.8324957489967346,0.9497487545013428
118,0,1.18,0.787080705165863,0.9361242055892944
118,1,1.18,0.5221155881881714,0.8566346764564514
118,2,1.18,0.572098970413208,0.8716297149658203
118,3,1.18,0.5976813435554504,0.8793044090270996
118,4,1.18,0.9537605047225952,0.9861281514167786
118,5,1.18,0.9313746094703674,0.9794123768806458
118,6,1.18,0.9815180897712708,0.9944554567337036
118,7,1.18,0.8324739933013916,0.9497421979904175
119,0,1.19,0.7870000004768372,0.9361000061035156
119,1,1.19,0.5220773220062256,0.8566231727600098
119,2,1.19,0.5720755457878113,0.8716226816177368
119,3,1.19,0.5976561307907104,0.8792968392372131
119,4,1.19,0.9536783695220947,0.9861035346984863
119,5,1.19,0.9313200116157532,0.9793959856033325
119,6,1.19,0.9814556837081909,0.9944367408752441
119,7,1.19,0.8324522376060486,0.9497356414794922
120,0,1.2,0.7869192957878113,0.9360758066177368
120,1,1.2,0.5220390558242798,0.8566117286682129
120,2,1.2,0.5720521211624146,0.8716156482696533
120,3,1.2,0.5976309180259705,0.8792892694473267
120,4,1.2,0.9535962343215942,0.9860788583755493
120,5,1.2,0.9312654137611389,0.9793796539306641
120,6,1.2,0.9813932776451111,0.9944180250167847
120,7,1.2,0.8324304819107056,0.9497291445732117
121,0,1.21,0.7868385910987854,0.936051607131958
121,1,1.21,0.522000789642334,0.8566002249717712
121,2,1.21,0.5720286965370178,0.8716086149215698
121,3,1.21,0.5976057052612305,0.8792816996574402
121,4,1.21,0.9535140991210938,0.9860542416572571
121,5,1.21,0.9312108159065247,0.979363203048706
121,6,1.21,0.9813308715820312,0.9943992495536804
121,7,1.21,0.8324087262153625,0.9497226476669312
122,0,1.22,0.7867578864097595,0.9360273480415344
122,1,1.22,0.5219625234603882,0.8565887212753296
122,2,1.22,0.5720052719116211,0.8716015815734863
122,3,1.22,0.5975804924964905,0.8792741298675537
122,4,1.22,0.9534319639205933,0.9860296249389648
122,5,1.22,0.9311562180519104,0.9793468713760376
122,6,1.22,0.9812684655189514,0.994380533695221
122,7,1.22,0.8323869705200195,0.9497160911560059
123,0,1.23,0.7866771817207336,0.9360031485557556
123,1,1.23,0.5219242572784424,0.8565772771835327
123,2,1.23,0.5719818472862244,0.8715945482254028
123,3,1.23,0.5975552797317505,0.8792665600776672
123,4,1.23,0.9533498287200928,0.9860049486160278
123,5,1.23,0.9311016201972961,0.9793304800987244
123,6,1.23,0.9812060594558716,0.9943618178367615
123,7,1.23,0.8323652148246765,0.9497095346450806
124,0,1.24,0.7865964770317078,0.9359789490699768
124,1,1.24,0.5218859910964966,0.8565657734870911
124,2,1.24,0.5719584226608276,0.8715875148773193
124,3,1.24,0.5975300669670105,0.8792589902877808
124,4,1.24,0.9532676935195923,0.9859802722930908
124,5,1.24,0.9310470223426819,0.9793140888214111
124,6,1.24,0.9811436533927917,0.994343101978302
124,7,1.24,0.8323434591293335,0.9497030377388
125,0,1.25,0.7865157723426819,0.935954749584198
125,1,1.25,0.5218477249145508,0.8565543293952942
125,2,1.25,0.5719349980354309,0.8715804815292358
125,3,1.25,0.5975048542022705,0.8792514801025391
125,4,1.25,0.9531855583190918,0.9859556555747986
125,5,1.25,0.9309924244880676,0.9792977571487427
125,6,1.25,0.9810812473297119,0.9943243861198425
125,7,1.25,0.8323217034339905,0.9496965408325195
126,0,1.26,0.786435067653656,0.9359304904937744
126,1,1.26,0.521809458732605,0.8565428256988525
126,2,1.26,0.5719115734100342,0.8715734481811523
126,3,1.26,0.5974796414375305,0.8792438507080078
126,4,1.26,0.9531034231185913,0.9859310388565063
126,5,1.26,0.9309378266334534,0.9792813062667847
126,6,1.26,0.9810188412666321,0.9943056106567383
126,7,1.26,0.8322999477386475,0.9496899843215942
127,0,1.27,0.7863543629646301,0.9359062910079956
127,1,1.27,0.5217711925506592,0.8565313816070557
127,2,1.27,0.5718881487846375,0.8715664148330688
127,3,1.27,0.5974544286727905,0.8792363405227661
127,4,1.27,0.9530212879180908,0.9859063625335693
127,5,1.27,0.9308832287788391,0.9792649745941162
127,6,1.27,0.9809564352035522,0.9942868947982788
127,7,1.27,0.8322781920433044,0.949683427810669
128,0,1.28,0.7862736582756042,0.9358820915222168
128,1,1.28,0.5217329263687134,0.856519877910614
128,2,1.28,0.5718647241592407,0.8715593814849854
128,3,1.28,0.5974292159080505,0.8792287707328796
128,4,1.28,0.9529391527175903,0.9858817458152771
128,5,1.28,0.9308286309242249,0.979248583316803
128,6,1.28,0.9808940291404724,0.9942681789398193
128,7,1.28,0.8322564363479614,0.9496769309043884
129,0,1.29,0.7861929535865784,0.935857892036438
129,1,1.29,0.5216946601867676,0.8565083742141724
129,2,1.29,0.571841299533844,0.8715523481369019
129,3,1.29,0.5974040031433105,0.8792212009429932
129,4,1.29,0.9528570175170898,0.9858571290969849
129,5,1.29,0.9307740330696106,0.9792321920394897
129,6,1.29,0.9808316230773926,0.9942494630813599
129,7,1.29,0.8322346806526184,0.9496704339981079
130,0,1.3,0.7861122488975525,0.9358336925506592
130,1,1.3,0.5216563940048218,0.8564969301223755
130,2,1.3,0.5718178749084473,0.8715453743934631
130,3,1.3,0.5973787903785706,0.8792136311531067
130,4,1.3,0.9527748823165894,0.9858324527740479
130,5,1.3,0.9307194352149963,0.9792158603668213
130,6,1.3,0.9807692170143127,0.9942307472229004
130,7,1.3,0.8322129249572754,0.9496638774871826
131,0,1.31,0.7860315442085266,0.9358094930648804
131,1,1.31,0.521618127822876,0.8564854264259338
131,2,1.31,0.5717944502830505,0.8715383410453796
131,3,1.31,0.5973535776138306,0.8792060613632202
131,4,1.31,0.9526927471160889,0.9858078360557556
131,5,1.31,0.9306648373603821,0.9791994094848633
131,6,1.31,0.9807068109512329,0.9942120313644409
131,7,1.31,0.8321911692619324,0.9496573209762573
132,0,1.32,0.7859508395195007,0.9357852339744568
132,1,1.32,0.5215798616409302,0.8564739227294922
132,2,1.32,0.5717710256576538,0.8715313076972961
132,3,1.32,0.5973283648490906,0.8791984915733337
132,4,1.32,0.9526106119155884,0.9857832193374634
132,5,1.32,0.9306102395057678,0.9791830778121948
132,6,1.32,0.9806444048881531,0.9941933155059814
132,7,1.32,0.8321694135665894,0.9496508240699768
133,0,1.33,0.7858701348304749,0.935761034488678
133,1,1.33,0.5215415954589844,0.8564624786376953
133,2,1.33,0.5717476010322571,0.8715242743492126
133,3,1.33,0.5973031520843506,0.8791909217834473
133,4,1.33,0.9525284767150879,0.9857585430145264
133,5,1.33,0.9305556416511536,0.9791666865348816
133,6,1.33,0.9805819988250732,0.994174599647522
133,7,1.33,0.8321476578712463,0.9496443271636963
134,0,1.34,0.785789430141449,0.9357368350028992
134,1,1.34,0.5215033292770386,0.8564509749412537
134,2,1.34,0.5717241764068604,0.8715172410011292
134,3,1.34,0.5972779393196106,0.8791834115982056
134,4,1.34,0.9524463415145874,0.9857338666915894
134,5,1.34,0.9305010437965393,0.9791502952575684
134,6,1.34,0.9805195927619934,0.9941558837890625
134,7,1.34,0.8321259021759033,0.949637770652771
135,0,1.35,0.7857087254524231,0.9357126355171204
135,1,1.35,0.5214650630950928,0.8564395308494568
135,2,1.35,0.5717007517814636,0.8715102076530457
135,3,1.35,0.5972527265548706,0.8791757822036743
135,4,1.35,0.9523642063140869,0.9857092499732971
135,5,1.35,0.930446445941925,0.9791339635848999
135,6,1.35,0.9804571866989136,0.994137167930603
135,7,1.35,0.8321041464805603,0.9496312141418457
136,0,1.36,0.7856280207633972,0.9356883764266968
136,1,1.36,0.521426796913147,0.8564280271530151
136,2,1.36,0.5716773271560669,0.8715031743049622
136,3,1.36,0.5972275137901306,0.8791682720184326
136,4,1.36,0.9522820711135864,0.9856846332550049
136,5,1.36,0.9303918480873108,0.9791175127029419
136,6,1.36,0.9803947806358337,0.9941184520721436
136,7,1.36,0.8320823907852173,0.9496247172355652
137,0,1.37,0.7855473160743713,0.935664176940918
137,1,1.37,0.5213885307312012,0.8564165830612183
137,2,1.37,0.5716539025306702,0.8714962005615234
137,3,1.37,0.5972023010253906,0.8791607022285461
137,4,1.37,0.9521999359130859,0.9856599569320679
137,5,1.37,0.9303372502326965,0.9791011810302734
137,6,1.37,0.9803323745727539,0.9940997362136841
137,7,1.37,0.8320606350898743,0.9496182203292847
138,0,1.38,0.7854666113853455,0.9356399774551392
138,1,1.38,0.5213502645492554,0.8564050793647766
138,2,1.38,0.5716304779052734,0.8714891672134399
138,3,1.38,0.5971770882606506,0.8791531324386597
138,4,1.38,0.9521178007125854,0.9856353402137756
138,5,1.38,0.9302826523780823,0.9790847897529602
138,6,1.38,0.9802699685096741,0.9940810203552246
138,7,1.38,0.8320388793945312,0.9496116638183594
139,0,1.39,0.7853859066963196,0.9356157779693604
139,1,1.39,0.5213119983673096,0.856393575668335
139,2,1.39,0.5716070532798767,0.8714821338653564
139,3,1.39,0.5971518754959106,0.8791455626487732
139,4,1.39,0.952035665512085,0.9856107234954834
139,5,1.39,0.930228054523468,0.979068398475647
139,6,1.39,0.9802075624465942,0.9940623044967651
139,7,1.39,0.8320171236991882,0.9496051073074341
140,0,1.4,0.7853052020072937,0.9355915784835815
140,1,1.4,0.5212737321853638,0.8563821315765381
140,2,1.4,0.57158362865448,0.871475100517273
140,3,1.4,0.5971266627311707,0.8791379928588867
140,4,1.4,0.9519535303115845,0.9855860471725464
140,5,1.4,0.9301734566688538,0.9790520668029785
140,6,1.4,0.9801451563835144,0.9940435886383057
140,7,1.4,0.8319953680038452,0.9495986104011536
141,0,1.41,0.7852244973182678,0.9355673789978027
141,1,1.41,0.521235466003418,0.8563706278800964
141,2,1.41,0.5715602040290833,0.8714680671691895
141,3,1.41,0.5971014499664307,0.8791304230690002
141,4,1.41,0.951871395111084,0.9855614304542542
141,5,1.41,0.9301188588142395,0.9790356159210205
141,6,1.41,0.9800827503204346,0.9940248131752014
141,7,1.41,0.8319736123085022,0.949592113494873
142,0,1.42,0.7851437926292419,0.9355431199073792
142,1,1.42,0.5211971998214722,0.8563591241836548
142,2,1.42,0.5715367794036865,0.871461033821106
142,3,1.42,0.5970762372016907,0.8791228532791138
142,4,1.42,0.9517892599105835,0.9855368137359619
142,5,1.42,0.9300642609596252,0.979019284248352
142,6,1.42,0.9800203442573547,0.9940060973167419
142,7,1.42,0.8319518566131592,0.9495855569839478
143,0,1.43,0.7850630879402161,0.9355189204216003
143,1,1.43,0.5211589336395264,0.8563476800918579
143,2,1.43,0.5715133547782898,0.8714540004730225
143,3,1.43,0.5970510244369507,0.8791152834892273
143,4,1.43,0.951707124710083,0.9855121374130249
143,5,1.43,0.930009663105011,0.9790028929710388
143,6,1.43,0.9799579381942749,0.9939873814582825
143,7,1.43,0.8319301009178162,0.9495790004730225
144,0,1.44,0.7849823832511902,0.9354947209358215
144,1,1.44,0.5211206674575806,0.8563361763954163
144,2,1.44,0.5714899301528931,0.871446967124939
144,3,1.44,0.5970258116722107,0.8791077136993408
144,4,1.44,0.9516249895095825,0.9854874610900879
144,5,1.44,0.9299550652503967,0.9789865016937256
144,6,1.44,0.9798955321311951,0.993968665599823
144,7,1.44,0.8319083452224731,0.9495725035667419
145,0,1.45,0.7849016785621643,0.9354705214500427
145,1,1.45,0.5210824012756348,0.8563247323036194
145,2,1.45,0.5714665055274963,0.8714399337768555
145,3,1.45,0.5970005989074707,0.8791002035140991
145,4,1.45,0.951542854309082,0.9854628443717957
145,5,1.45,0.9299004673957825,0.9789701700210571
145,6,1.45,0.9798331260681152,0.9939499497413635
145,7,1.45,0.8318865895271301,0.9495660066604614
146,0,1.46,0.7848209738731384,0.9354462623596191
146,1,1.46,0.521044135093689,0.8563132286071777
146,2,1.46,0.5714430809020996,0.871432900428772
146,3,1.46,0.5969753861427307,0.8790925741195679
146,4,1.46,0.9514607191085815,0.9854382276535034
146,5,1.46,0.9298458695411682,0.9789537191390991
146,6,1.46,0.9797707200050354,0.9939311742782593
146,7,1.46,0.8318648338317871,0.9495594501495361
147,0,1.47,0.7847402691841125,0.9354220628738403
147,1,1.47,0.5210058689117432,0.8563017845153809
147,2,1.47,0.5714196562767029,0.8714258670806885
147,3,1.47,0.5969501733779907,0.8790850639343262
147,4,1.47,0.951378583908081,0.9854135513305664
147,5,1.47,0.929791271686554,0.9789373874664307
147,6,1.47,0.9797083139419556,0.9939124584197998
147,7,1.47,0.8318430781364441,0.9495528936386108
148,0,1.48,0.7846595644950867,0.9353978633880615
148,1,1.48,0.5209676027297974,0.8562902808189392
148,2,1.48,0.5713962316513062,0.871418833732605
148,3,1.48,0.5969249606132507,0.8790774941444397
148,4,1.48,0.9512964487075806,0.9853889346122742
148,5,1.48,0.9297366738319397,0.9789209961891174
148,6,1.48,0.9796459078788757,0.9938937425613403
148,7,1.48,0.8318213224411011,0.9495463967323303
149,0,1.49,0.7845788598060608,0.9353736639022827
149,1,1.49,0.5209293365478516,0.8562787771224976
149,2,1.49,0.5713728070259094,0.8714118003845215
149,3,1.49,0.5968997478485107,0.8790699243545532
149,4,1.49,0.9512143135070801,0.9853643178939819
149,5,1.49,0.9296820759773254,0.9789046049118042
149,6,1.49,0.9795835018157959,0.9938750267028809
149,7,1.49,0.8317995667457581,0.9495398998260498
150,0,1.5,0.7844981551170349,0.9353494644165039
150,1,1.5,0.5208910703659058,0.8562673330307007
150,2,1.5,0.5713493824005127,0.8714048266410828
150,3,1.5,0.5968745350837708,0.8790623545646667
150,4,1.5,0.9511321783065796,0.9853396415710449
150,5,1.5,0.9296274781227112,0.9788882732391357
150,6,1.5,0.9795210957527161,0.9938563108444214
150,7,1.5,0.831777811050415,0.9495333433151245
151,0,1.51,0.784417450428009,0.9353252649307251
151,1,1.51,0.52085280418396,0.856255829334259
151,2,1.51,0.571325957775116,0.8713977932929993
151,3,1.51,0.5968493223190308,0.8790547847747803
151,4,1.51,0.9510500431060791,0.9853150248527527
151,5,1.51,0.9295728802680969,0.9788718223571777
151,6,1.51,0.9794586896896362,0.9938375949859619
151,7,1.51,0.831756055355072,0.9495267868041992
152,0,1.52,0.7843367457389832,0.9353010058403015
152,1,1.52,0.5208145380020142,0.8562443256378174
152,2,1.52,0.5713025331497192,0.8713907599449158
152,3,1.52,0.5968241095542908,0.8790472149848938
152,4,1.52,0.9509679079055786,0.9852904081344604
152,5,1.52,0.9295182824134827,0.9788554906845093
152,6,1.52,0.9793962836265564,0.9938188791275024
152,7,1.52,0.831734299659729,0.9495202898979187
153,0,1.53,0.7842560410499573,0.9352768063545227
153,1,1.53,0.5207762718200684,0.8562328815460205
153,2,1.53,0.5712791085243225,0.8713837265968323
153,3,1.53,0.5967988967895508,0.8790396451950073
153,4,1.53,0.9508857727050781,0.9852657318115234
153,5,1.53,0.9294636845588684,0.978839099407196
153,6,1.53,0.9793338775634766,0.993800163269043
153,7,1.53,0.831712543964386,0.9495137929916382
154,0,1.54,0.7841753363609314,0.9352526068687439
154,1,1.54,0.5207380056381226,0.8562213778495789
154,2,1.54,0.5712556838989258,0.8713766932487488
154,3,1.54,0.5967736840248108,0.8790321350097656
154,4,1.54,0.9508036375045776,0.9852410554885864
154,5,1.54,0.9294090867042542,0.9788227081298828
154,6,1.54,0.9792714715003967,0.9937814474105835
154,7,1.54,0.831690788269043,0.9495072364807129
155,0,1.55,0.7840946316719055,0.9352284073829651
155,1,1.55,0.5206997394561768,0.856209933757782
155,2,1.55,0.571232259273529,0.8713696599006653
155,3,1.55,0.5967484712600708,0.8790245056152344
155,4,1.55,0.9507215023040771,0.9852164387702942
155,5,1.55,0.9293544888496399,0.9788063764572144
155,6,1.55,0.9792090654373169,0.993762731552124
155,7,1.55,0.8316690325737,0.9495006799697876
156,0,1.56,0.7840139269828796,0.9352041482925415
156,1,1.56,0.520661473274231,0.8561984300613403
156,2,1.56,0.5712088346481323,0.8713626265525818
156,3,1.56,0.5967232584953308,0.8790169954299927
156,4,1.56,0.9506393671035767,0.985191822052002
156,5,1.56,0.9292998909950256,0.9787899255752563
156,6,1.56,0.9791466593742371,0.9937440156936646
156,7,1.56,0.8316472768783569,0.9494941830635071
157,0,1.57,0.7839332222938538,0.9351799488067627
157,1,1.57,0.5206232070922852,0.8561869859695435
157,2,1.57,0.5711854100227356,0.8713556528091431
157,3,1.57,0.5966980457305908,0.8790094256401062
157,4,1.57,0.9505572319030762,0.9851671457290649
157,5,1.57,0.9292452931404114,0.9787735939025879
157,6,1.57,0.9790842533111572,0.9937252998352051
157,7,1.57,0.8316255211830139,0.9494876861572266
158,0,1.58,0.7838525176048279,0.9351557493209839
158,1,1.58,0.5205849409103394,0.8561754822731018
158,2,1.58,0.5711619853973389,0.8713486194610596
158,3,1.58,0.5966728329658508,0.8790018558502197
158,4,1.58,0.9504750967025757,0.9851425290107727
158,5,1.58,0.9291906952857971,0.9787572026252747
158,6,1.58,0.9790218472480774,0.9937065839767456
158,7,1.58,0.8316037654876709,0.9494811296463013
159,0,1.59,0.783771812915802,0.9351315498352051
159,1,1.59,0.5205466747283936,0.8561639785766602
159,2,1.59,0.5711385607719421,0.8713415861129761
159,3,1.59,0.5966476202011108,0.8789942860603333
159,4,1.59,0.9503929615020752,0.9851179122924805
159,5,1.59,0.9291360974311829,0.9787408113479614
159,6,1.59,0.9789594411849976,0.9936878681182861
159,7,1.59,0.8315820097923279,0.949474573135376
160,0,1.6,0.7836911082267761,0.9351073503494263
160,1,1.6,0.5205084085464478,0.8561525344848633
160,2,1.6,0.5711151361465454,0.8713345527648926
160,3,1.6,0.5966224074363708,0.8789867162704468
160,4,1.6,0.9503108263015747,0.9850932359695435
160,5,1.6,0.9290814995765686,0.978724479675293
160,6,1.6,0.9788970351219177,0.9936691522598267
160,7,1.6,0.8315602540969849,0.9494680762290955
161,0,1.61,0.7836104035377502,0.9350831508636475
161,1,1.61,0.520470142364502,0.8561410307884216
161,2,1.61,0.5710917115211487,0.8713275194168091
161,3,1.61,0.5965971946716309,0.8789791464805603
161,4,1.61,0.9502286911010742,0.9850686192512512
161,5,1.61,0.9290269017219543,0.978708028793335
161,6,1.61,0.9788346290588379,0.9936503767967224
161,7,1.61,0.8315384984016418,0.9494615793228149
162,0,1.62,0.7835296988487244,0.9350588917732239
162,1,1.62,0.5204318761825562,0.85612952709198
162,2,1.62,0.571068286895752,0.8713204860687256
162,3,1.62,0.5965719819068909,0.8789715766906738
162,4,1.62,0.9501465559005737,0.985044002532959
162,5,1.62,0.9289723038673401,0.9786916971206665
162,6,1.62,0.9787722229957581,0.9936316609382629
162,7,1.62,0.8315167427062988,0.9494550228118896
163,0,1.63,0.7834489941596985,0.9350346922874451
163,1,1.63,0.5203936100006104,0.8561180830001831
163,2,1.63,0.5710448622703552,0.8713134527206421
163,3,1.63,0.5965467691421509,0.8789640069007874
163,4,1.63,0.9500644207000732,0.985019326210022
163,5,1.63,0.9289177060127258,0.9786753058433533
163,6,1.63,0.9787098169326782,0.9936129450798035
163,7,1.63,0.8314949870109558,0.9494484663009644
164,0,1.64,0.7833682894706726,0.9350104928016663
164,1,1.64,0.5203553438186646,0.8561065793037415
164,2,1.64,0.5710214376449585,0.8713064193725586
164,3,1.64,0.5965215563774109,0.8789564371109009
164,4,1.64,0.9499822854995728,0.984994649887085
164,5,1.64,0.9288631081581116,0.97865891456604
164,6,1.64,0.9786474108695984,0.993594229221344
164,7,1.64,0.8314732313156128,0.9494419693946838
165,0,1.65,0.7832875847816467,0.9349862933158875
165,1,1.65,0.5203170776367188,0.8560951352119446
165,2,1.65,0.5709980130195618,0.8712993860244751
165,3,1.65,0.5964963436126709,0.8789489269256592
165,4,1.65,0.9499001502990723,0.9849700331687927
165,5,1.65,0.9288085103034973,0.9786425828933716
165,6,1.65,0.9785850048065186,0.9935755133628845
165,7,1.65,0.8314514756202698,0.9494354724884033
166,0,1.66,0.7832068800926208,0.9349620342254639
166,1,1.66,0.520278811454773,0.8560836315155029
166,2,1.66,0.570974588394165,0.8712923526763916
166,3,1.66,0.5964711308479309,0.8789412975311279
166,4,1.66,0.9498180150985718,0.9849454164505005
166,5,1.66,0.9287539124488831,0.9786261320114136
166,6,1.66,0.9785225987434387,0.9935567378997803
166,7,1.66,0.8314297199249268,0.949428915977478
167,0,1.67,0.783126175403595,0.9349378347396851
167,1,1.67,0.5202405452728271,0.856072187423706
167,2,1.67,0.5709511637687683,0.8712853193283081
167,3,1.67,0.5964459180831909,0.8789337873458862
167,4,1.67,0.9497358798980713,0.9849207401275635
167,5,1.67,0.9286993145942688,0.9786098003387451
167,6,1.67,0.9784601926803589,0.9935380220413208
167,7,1.67,0.8314079642295837,0.9494223594665527
168,0,1.68,0.7830454707145691,0.9349136352539062
168,1,1.68,0.5202022790908813,0.8560606837272644
168,2,1.68,0.5709277391433716,0.8712782859802246
168,3,1.68,0.5964207053184509,0.8789262175559998
168,4,1.68,0.9496537446975708,0.9848961234092712
168,5,1.68,0.9286447167396545,0.9785934090614319
168,6,1.68,0.978397786617279,0.9935193061828613
168,7,1.68,0.8313862085342407,0.9494158625602722
169,0,1.69,0.7829647660255432,0.9348894357681274
169,1,1.69,0.5201640129089355,0.8560491800308228
169,2,1.69,0.5709043145179749,0.8712712526321411
169,3,1.69,0.5963954925537109,0.8789186477661133
169,4,1.69,0.9495716094970703,0.984871506690979
169,5,1.69,0.9285901188850403,0.9785770177841187
169,6,1.69,0.9783353805541992,0.9935005903244019
169,7,1.69,0.8313644528388977,0.9494093656539917
170,0,1.7,0.7828840613365173,0.9348652362823486
170,1,1.7,0.5201257467269897,0.8560377359390259
170,2,1.7,0.5708808898925781,0.8712642788887024
170,3,1.7,0.596370279788971,0.8789110779762268
170,4,1.7,0.9494894742965698,0.984846830368042
170,5,1.7,0.928535521030426,0.9785606861114502
170,6,1.7,0.9782729744911194,0.9934818744659424
170,7,1.7,0.8313426971435547,0.9494028091430664
171,0,1.71,0.7828033566474915,0.9348410367965698
171,1,1.71,0.520087480545044,0.8560262322425842
171,2,1.71,0.5708574652671814,0.8712572455406189
171,3,1.71,0.596345067024231,0.8789035081863403
171,4,1.71,0.9494073390960693,0.9848222136497498
171,5,1.71,0.9284809231758118,0.9785442352294922
171,6,1.71,0.9782105684280396,0.9934631586074829
171,7,1.71,0.8313209414482117,0.9493962526321411
172,0,1.72,0.7827226519584656,0.9348167777061462
172,1,1.72,0.5200492143630981,0.8560147285461426
172,2,1.72,0.5708340406417847,0.8712502121925354
172,3,1.72,0.596319854259491,0.8788959383964539
172,4,1.72,0.9493252038955688,0.9847975969314575
172,5,1.72,0.9284263253211975,0.9785279035568237
172,6,1.72,0.9781481623649597,0.9934444427490234
172,7,1.72,0.8312991857528687,0.9493897557258606
173,0,1.73,0.7826419472694397,0.9347925782203674
173,1,1.73,0.5200109481811523,0.8560032844543457
173,2,1.73,0.5708106160163879,0.8712431788444519
173,3,1.73,0.596294641494751,0.8788883686065674
173,4,1.73,0.9492430686950684,0.9847729206085205
173,5,1.73,0.9283717274665833,0.9785115122795105
173,6,1.73,0.9780857563018799,0.993425726890564
173,7,1.73,0.8312774300575256,0.9493832588195801
174,0,1.74,0.7825612425804138,0.9347683787345886
174,1,1.74,0.5199726819992065,0.855991780757904
174,2,1.74,0.5707871913909912,0.8712361454963684
174,3,1.74,0.596269428730011,0.8788808584213257
174,4,1.74,0.9491609334945679,0.9847482442855835
174,5,1.74,0.928317129611969,0.9784951210021973
174,6,1.74,0.9780233502388,0.9934070110321045
174,7,1.74,0.8312556743621826,0.9493767023086548
175,0,1.75,0.7824805378913879,0.9347441792488098
175,1,1.75,0.5199344158172607,0.8559803366661072
175,2,1.75,0.5707637667655945,0.8712291121482849
175,3,1.75,0.596244215965271,0.8788732290267944
175,4,1.75,0.9490787982940674,0.9847236275672913
175,5,1.75,0.9282625317573547,0.9784787893295288
175,6,1.75,0.9779609441757202,0.993388295173645
175,7,1.75,0.8312339186668396,0.9493701457977295
176,0,1.76,0.7823998332023621,0.9347199201583862
176,1,1.76,0.5198961496353149,0.8559688329696655
176,2,1.76,0.5707403421401978,0.8712220788002014
176,3,1.76,0.596219003200531,0.8788657188415527
176,4,1.76,0.9489966630935669,0.984699010848999
176,5,1.76,0.9282079339027405,0.9784623384475708
176,6,1.76,0.9778985381126404,0.9933695793151855
176,7,1.76,0.8312121629714966,0.949363648891449
177,0,1.77,0.7823191285133362,0.9346957206726074
177,1,1.77,0.5198578834533691,0.8559573888778687
177,2,1.77,0.570716917514801,0.8712151050567627
177,3,1.77,0.596193790435791,0.8788581490516663
177,4,1.77,0.9489145278930664,0.984674334526062
177,5,1.77,0.9281533360481262,0.9784460067749023
177,6,1.77,0.9778361320495605,0.9933508634567261
177,7,1.77,0.8311904072761536,0.9493571519851685
178,0,1.78,0.7822384238243103,0.9346715211868286
178,1,1.78,0.5198196172714233,0.855945885181427
178,2,1.78,0.5706934928894043,0.8712080717086792
178,3,1.78,0.596168577671051,0.8788505792617798
178,4,1.78,0.9488323926925659,0.9846497178077698
178,5,1.78,0.928098738193512,0.9784296154975891
178,6,1.78,0.9777737259864807,0.9933321475982666
178,7,1.78,0.8311686515808105,0.9493505954742432
179,0,1.79,0.7821577191352844,0.9346473217010498
179,1,1.79,0.5197813510894775,0.8559343814849854
179,2,1.79,0.5706700682640076,0.8712010383605957
179,3,1.79,0.596143364906311,0.8788430094718933
179,4,1.79,0.9487502574920654,0.9846251010894775
179,5,1.79,0.9280441403388977,0.9784132242202759
179,6,1.79,0.9777113199234009,0.9933134317398071
179,7,1.79,0.8311468958854675,0.9493440389633179
180,0,1.8,0.7820770144462585,0.934623122215271
180,1,1.8,0.5197430849075317,0.8559229373931885
180,2,1.8,0.5706466436386108,0.8711940050125122
180,3,1.8,0.596118152141571,0.8788354396820068
180,4,1.8,0.9486681222915649,0.9846004247665405
180,5,1.8,0.9279895424842834,0.9783968925476074
180,6,1.8,0.977648913860321,0.9932947158813477
180,7,1.8,0.8311251401901245,0.9493375420570374
181,0,1.81,0.7819963097572327,0.9345989227294922
181,1,1.81,0.5197048187255859,0.8559114336967468
181,2,1.81,0.5706232190132141,0.8711869716644287
181,3,1.81,0.596092939376831,0.8788278698921204
181,4,1.81,0.9485859870910645,0.9845758080482483
181,5,1.81,0.9279349446296692,0.9783804416656494
181,6,1.81,0.9775865077972412,0.9932759404182434
181,7,1.81,0.8311033844947815,0.9493310451507568
182,0,1.82,0.7819156050682068,0.9345746636390686
182,1,1.82,0.5196665525436401,0.8558999300003052
182,2,1.82,0.5705997943878174,0.8711799383163452
182,3,1.82,0.5960677266120911,0.8788203001022339
182,4,1.82,0.948503851890564,0.984551191329956
182,5,1.82,0.9278803467750549,0.978364109992981
182,6,1.82,0.9775241017341614,0.9932572245597839
182,7,1.82,0.8310816287994385,0.9493244886398315
183,0,1.83,0.7818349003791809,0.9345504641532898
183,1,1.83,0.5196282863616943,0.8558884859085083
183,2,1.83,0.5705763697624207,0.8711729049682617
183,3,1.83,0.5960425138473511,0.8788127303123474
183,4,1.83,0.9484217166900635,0.984526515007019
183,5,1.83,0.9278257489204407,0.9783477187156677
183,6,1.83,0.9774616956710815,0.9932385087013245
183,7,1.83,0.8310598731040955,0.9493179321289062
184,0,1.84,0.781754195690155,0.934526264667511
184,1,1.84,0.5195900201797485,0.8558769822120667
