n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.00016625458985799923,0.00019194458989659323,15.452204995083893
1,1,0.0001607429201249033,0.0001803024997934699,12.168237116364475
1,2,0.00015666040999349207,0.00018599959003040567,18.727884114520315
1,3,0.00015270499978214502,0.00018633375002536924,22.02203614236621
1,4,0.0001565000001573935,0.00017879709019325674,14.247341861622267
4,0,0.00016542291996302083,0.0001888824999332428,14.181577725424146
4,1,0.00016327708988683298,0.00019286124996142461,18.11899029747306
4,2,0.00016406582988565788,0.00019274082995252684,17.47774054283782
4,3,0.0001640766698983498,0.00018581791984615848,13.25066504657732
4,4,0.00016487584012793378,0.00018912458006525412,14.707273011318556
16,0,0.0001713154200115241,0.00020080208021681757,17.21191250811512
16,1,0.0001723404199583456,0.00020802541985176504,20.706111718913327
16,2,0.00018337082990910859,0.00021503416006453337,17.26737571680258
16,3,0.00017030667018843814,0.00020066874974872918,17.827886322183677
16,4,0.00017793000006349757,0.0001980974999605678,11.334513510859932
64,0,0.00022559791977982968,0.00024365290999412537,8.003172295168458
64,1,0.0002217858299263753,0.00024197791004553436,9.104314791374225
64,2,0.00021626166999340058,0.00024275000003399328,12.248277765265112
64,3,0.0002155358300660737,0.00024647166981594637,14.352991676784837
64,4,0.00021579124993877484,0.0002624037500936538,21.6007369011042
128,0,0.0002926266600843519,0.0003133979102130979,7.098208387013857
128,1,0.0002975637500640005,0.0003170899997348897,6.562039114875214
128,2,0.00028502540983026847,0.0003193774999817833,12.052290415781314
128,3,0.0002967745900969021,0.00030466791009530424,2.6597020977519827
128,4,0.00029784624988678845,0.000308499580132775,3.5767884437141246
