step,env_id,time_s,value
18,0,0.18,0.24407537281513214
18,1,0.18,0.5142195820808411
18,2,0.18,-0.08871401846408844
18,3,0.18,0.7556288838386536
19,0,0.19,0.3530294895172119
19,1,0.19,0.7187539339065552
19,2,0.19,-0.12581878900527954
19,3,0.19,0.841063380241394
20,0,0.2,0.5716651082038879
20,1,0.2,0.8491995334625244
20,2,0.2,-0.21001693606376648
20,3,0.2,0.7481372952461243
21,0,0.21,0.5621396899223328
21,1,0.21,0.7136399149894714
21,2,0.21,-0.21983551979064941
21,3,0.21,0.8132495880126953
22,0,0.22,0.5044638514518738
22,1,0.22,0.6524176001548767
22,2,0.22,-0.3224545419216156
22,3,0.22,0.7700034379959106
23,0,0.23,0.44615843892097473
23,1,0.23,0.44358617067337036
23,2,0.23,-0.32441380620002747
23,3,0.23,0.8650563359260559
24,0,0.24,0.254463791847229
24,1,0.24,0.3852146863937378
24,2,0.24,-0.25744298100471497
24,3,0.24,0.7286360263824463
25,0,0.25,0.2410237193107605
25,1,0.25,0.40445756912231445
25,2,0.25,-0.32124701142311096
25,3,0.25,0.9856016039848328
26,0,0.26,0.23744668066501617
26,1,0.26,0.3598540127277374
26,2,0.26,-0.3010893166065216
26,3,0.26,0.9430862069129944
27,0,0.27,0.3422543704509735
27,1,0.27,0.46734681725502014
27,2,0.27,-0.22803062200546265
27,3,0.27,0.7763856053352356
28,0,0.28,0.17765024304389954
28,1,0.28,0.5277353525161743
28,2,0.28,-0.24266977608203888
28,3,0.28,0.5983434915542603
29,0,0.29,0.18786531686782837
29,1,0.29,0.5569318532943726
29,2,0.29,-0.2400054633617401
29,3,0.29,0.6987510323524475
30,0,0.3,0.20074018836021423
30,1,0.3,0.6063356995582581
30,2,0.3,-0.3184683322906494
30,3,0.3,0.28598713874816895
31,0,0.31,0.33233964443206787
31,1,0.31,0.43850207328796387
31,2,0.31,-0.3953852653503418
31,3,0.31,0.2254607379436493
32,0,0.32,0.35803326964378357
32,1,0.32,0.4819856584072113
32,2,0.32,-0.3621734082698822
32,3,0.32,0.3344053626060486
33,0,0.33,0.392363578081131
33,1,0.33,0.4899451434612274
33,2,0.33,-0.35466453433036804
33,3,0.33,0.5983425378799438
34,0,0.34,0.34575843811035156
34,1,0.34,0.558784544467926
34,2,0.34,-0.3749943673610687
34,3,0.34,0.6963439583778381
35,0,0.35,0.2755461633205414
35,1,0.35,0.41488099098205566
35,2,0.35,-0.42022281885147095
35,3,0.35,0.605986475944519
36,0,0.36,0.2440594881772995
36,1,0.36,0.3790445029735565
36,2,0.36,-0.3927989900112152
36,3,0.36,0.8085072040557861
37,0,0.37,0.2911514937877655
37,1,0.37,0.45385056734085083
37,2,0.37,-0.32761865854263306
37,3,0.37,1.032489538192749
38,0,0.38,0.38241225481033325
38,1,0.38,0.5942569971084595
38,2,0.38,-0.4047674834728241
38,3,0.38,0.8505059480667114
39,0,0.39,0.27364012598991394
39,1,0.39,0.734616756439209
39,2,0.39,-0.38172826170921326
39,3,0.39,0.929848313331604
40,0,0.4,0.1095288097858429
40,1,0.4,0.800399899482727
