n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.00017346833017654718,0.0003114045798429288,79.51667576784602
1,1,0.00016158000013092534,0.0002973687500343658,84.03809245786192
1,2,0.00016168000001925975,0.0003098275000229478,91.63007173802592
1,3,0.00017156124988105149,0.00029907249991083517,74.3240388597023
1,4,0.00018068541976390406,0.0003162133300793357,75.00766276134603
4,0,0.00017048707988578826,0.00030689042003359643,80.00802186252865
4,1,0.0001706266700057313,0.00032006208988605067,87.580341265114
4,2,0.00017132415989181026,0.0003437291699810885,100.6308801970198
4,3,0.0001723883399972692,0.00033310624974546954,93.23015103617
4,4,0.0001721570800873451,0.00030725875025382264,78.47581412157592
16,0,0.00018773166986647992,0.00035222208010964094,87.61995797520538
16,1,0.00018167083006119357,0.0003330912502133288,83.34877982399877
16,2,0.00017728083999827505,0.00032393583998782563,82.72467571282804
16,3,0.0001825870797620155,0.00032091083005070687,75.75768804067788
16,4,0.0001793145900592208,0.00034075665986165403,90.03286890883506
64,0,0.00022718124993843957,0.0003713216699543409,63.44732237143681
64,1,0.00022715958009939641,0.0003664237499469891,61.306756152065425
64,2,0.00023088709014700725,0.00038094125018687917,64.99027725817477
64,3,0.00024587207997683435,0.0003739545901771635,52.09314949968979
64,4,0.0002285112498793751,0.00036765415978152306,60.891054587289574
128,0,0.0002877400000579655,0.0004513537499587983,56.86166326123329
128,1,0.0002863408299162984,0.0004405691698775627,53.861805180332645
128,2,0.0002967212500516325,0.0004554299998562783,53.48749028828534
128,3,0.0002849629099364392,0.0004370016700704582,53.35387688451495
128,4,0.00028621915989788247,0.00042242249997798354,47.5870798197772
