n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001847312500467524,0.00020783124986337498,12.504651925852484
1,1,0.00019717250019311904,0.00020779791986569763,5.388895338940069
1,2,0.00018964624992804603,0.0002060895800241269,8.67052741739933
1,3,0.00018538667005486788,0.00021098291996167972,13.806952732489483
1,4,0.00018408875010209158,0.0002070129200001247,12.452781544401756
4,0,0.00017021625011693687,0.0002060983399860561,21.080296296310475
4,1,0.00016845749982167036,0.00021131042012711987,25.43841642599098
4,2,0.0001638637500582263,0.00021064458996988833,28.54862035992661
4,3,0.0001700070800143294,0.00020266167004592717,19.20778242226465
4,4,0.00016889082995476202,0.0001995612500468269,18.159908445165463
16,0,0.00017743333999533205,0.00020219208003254607,13.953826286460803
16,1,0.00018240541976410896,0.00019729416002519428,8.162444010896056
16,2,0.0001826775001245551,0.00019718708994332702,7.942735043384569
16,3,0.00016717708000214772,0.00020483250002143906,22.52427187914012
16,4,0.00016920416004722938,0.00021187833015574143,25.220520640036604
64,0,0.00024085917015327142,0.0002586308302124962,7.378444444492508
64,1,0.00022680708003463223,0.00024712374986847864,8.957687665986516
64,2,0.0002342120898538269,0.0002541937501518987,8.531438454156005
64,3,0.00021863750007469207,0.0002558154202415608,17.004365744288062
64,4,0.00023435207986040042,0.00026755333004985004,14.167252199864002
128,0,0.0002865958301117644,0.00031293749983888117,9.191225747019514
128,1,0.00028230124997207894,0.0003213254199363291,13.823590922147833
128,2,0.00028359875024762003,0.0003261816600570455,15.015196566361755
128,3,0.00027185958024347203,0.0003200454197940417,17.724532461727254
128,4,0.0002739854098763317,0.0003069208300439641,12.020866433179197
