n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001576762500917539,0.000261845409986563,66.06521897507817
1,1,0.00015439582988619805,0.0002654241700656712,71.91148897046624
1,2,0.00016326208016835154,0.0002639404201181605,61.66670168969558
1,3,0.00015933125017909334,0.0002632733399514109,65.23647411005899
1,4,0.00016198166995309293,0.00026765583024825903,65.23834476195208
4,0,0.00016040332993725315,0.00026658790971850977,66.19848841217578
4,1,0.00016031625011237339,0.00027719083009287716,72.90251605721862
4,2,0.0001557033398421481,0.000267546660033986,71.8310347775613
4,3,0.00015833874989766626,0.00027730625006370244,75.13479817348843
4,4,0.0001607012501335703,0.0002745787499588914,70.862858708734
16,0,0.00017350333015201614,0.00029286624980159106,68.79575138125261
16,1,0.00016779750003479422,0.00029145125008653847,73.69224811222075
16,2,0.00017503833019873129,0.0002819187502609566,61.06115154370914
16,3,0.00017710457992507146,0.00028101916977902875,58.674140385257665
16,4,0.0001732300000730902,0.000269761249946896,55.72432594416485
64,0,0.00022952958010137082,0.00032818916981341317,42.98338787901312
64,1,0.0002151750001939945,0.00033199583005625753,54.29107924105557
64,2,0.0002250458300113678,0.0003253825000138022,44.58499408647833
64,3,0.0002260062500135973,0.00032515291997697204,43.86899475452989
64,4,0.00022111958998721092,0.00032709999999497086,47.9290007791212
128,0,0.0002726274999440648,0.0003957920800894499,45.176873268710935
128,1,0.0002686724998056889,0.00038957332988502456,44.99933196243545
128,2,0.00027476624993141743,0.000393528749991674,43.223103306865404
128,3,0.0002725474999169819,0.00039796791999833657,46.017820790709074
128,4,0.00027333792007993907,0.0003921129199443385,43.45353905878228
