n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001576762500917539,0.000297172499995213,88.47004531264814
1,1,0.00015439582988619805,0.0002972541601047851,92.527324296184
1,2,0.00016326208016835154,0.0002824095799587667,72.97928561706024
1,3,0.00015933125017909334,0.0002874887501820922,80.4346290253455
1,4,0.00016198166995309293,0.00029219500022009014,80.3876946723075
4,0,0.00016040332993725315,0.0002911487501114607,81.51041516741128
4,1,0.00016031625011237339,0.00028695083019556475,78.99048287021876
4,2,0.0001557033398421481,0.00028605458996025843,83.71769690377887
4,3,0.00015833874989766626,0.00028938541014213116,82.76348040461345
4,4,0.0001607012501335703,0.00029318042012164367,82.43817013119717
16,0,0.00017350333015201614,0.00029907041986007246,72.3715732706916
16,1,0.00016779750003479422,0.00030291541013866664,80.52438807244124
16,2,0.00017503833019873129,0.0002953270898433402,68.7213820584543
16,3,0.00017710457992507146,0.00029906333016697315,68.86256148401098
16,4,0.0001732300000730902,0.00029826374986441806,72.17788474200363
64,0,0.00022952958010137082,0.0003537524997955188,54.12065827824259
64,1,0.0002151750001939945,0.0003457124999840744,60.66573703840675
64,2,0.0002250458300113678,0.00036351708986330776,61.53024912523166
64,3,0.0002260062500135973,0.00036388375010574234,61.00605628554513
64,4,0.00022111958998721092,0.00036857041995972393,66.6837479126301
128,0,0.0002726274999440648,0.00040700207988265903,49.28871077428506
128,1,0.0002686724998056889,0.0004025858399108984,49.84259282288258
128,2,0.00027476624993141743,0.00040510124992579224,47.43486509966448
128,3,0.0002725474999169819,0.00040058957994915545,46.97973016489796
128,4,0.00027333792007993907,0.0004163220801274292,52.31040025682265
