step,input_action,output_action
111,0.6374239921569824,0.9374240040779114
112,0.6845471262931824,0.9845471382141113
113,0.728968620300293,1.0289685726165771
114,0.7705132365226746,1.0705132484436035
115,0.80901700258255,1.109017014503479
116,0.8443279266357422,1.1443278789520264
117,0.8763066530227661,1.1763067245483398
118,0.9048270583152771,1.204827070236206
119,0.9297764897346497,1.2297765016555786
120,0.9510565400123596,1.2510565519332886
121,0.9685831665992737,1.2685831785202026
122,0.9822872281074524,1.2822872400283813
123,0.9921147227287292,1.2921147346496582
124,0.9980267286300659,1.2980268001556396
125,1.0,1.2999999523162842
126,0.9980267286300659,0.698026716709137
127,0.9921147227287292,0.6921147108078003
128,0.9822872281074524,0.6822872161865234
129,0.9685831665992737,0.6685831546783447
130,0.9510565400123596,0.6510565280914307
131,0.9297764897346497,0.6297764778137207
132,0.9048270583152771,0.6048270463943481
133,0.8763066530227661,0.5763066411018372
134,0.8443279266357422,0.5443279147148132
135,0.80901700258255,0.5090169906616211
136,0.7705132365226746,0.4705132246017456
137,0.728968620300293,0.428968608379364
138,0.6845471262931824,0.3845471143722534
139,0.6374239921569824,0.33742398023605347
140,0.5877852439880371,0.28778523206710815
141,0.5358268022537231,0.2358267903327942
142,0.4817536771297455,0.18175366520881653
143,0.4257792830467224,0.12577927112579346
144,0.3681245446205139,0.06812453269958496
145,0.30901700258255005,0.009016990661621094
146,0.24868988990783691,-0.05131012201309204
147,0.187381312251091,-0.11261869966983795
148,0.12533323466777802,-0.17466677725315094
149,0.06279052048921585,-0.2372094988822937
150,3.6739402930577075e-16,-0.30000001192092896
151,-0.06279052048921585,-0.3627905249595642
152,-0.12533323466777802,-0.42533326148986816
153,-0.187381312251091,-0.48738133907318115
154,-0.24868988990783691,-0.5486899018287659
155,-0.30901700258255005,-0.609017014503479
156,-0.3681245446205139,-0.6681245565414429
157,-0.4257792830467224,-0.7257792949676514
158,-0.4817536771297455,-0.781753659248352
159,-0.5358268022537231,-0.8358268141746521
160,-0.5877852439880371,-0.8877852559089661
161,-0.6374239921569824,-0.9374240040779114
162,-0.6845471262931824,-0.9845471382141113
163,-0.728968620300293,-1.0289685726165771
164,-0.7705132365226746,-1.0705132484436035
165,-0.80901700258255,-1.109017014503479
166,-0.8443279266357422,-1.1443278789520264
167,-0.8763066530227661,-1.1763067245483398
168,-0.9048270583152771,-1.204827070236206
169,-0.9297764897346497,-1.2297765016555786
170,-0.9510565400123596,-1.2510565519332886
171,-0.9685831665992737,-1.2685831785202026
172,-0.9822872281074524,-1.2822872400283813
173,-0.9921147227287292,-1.2921147346496582
174,-0.9980267286300659,-1.2980268001556396
175,-1.0,-1.2999999523162842
176,-0.9980267286300659,-0.698026716709137
177,-0.9921147227287292,-0.6921147108078003
178,-0.9822872281074524,-0.6822872161865234
179,-0.9685831665992737,-0.6685831546783447
180,-0.9510565400123596,-0.6510565280914307
181,-0.9297764897346497,-0.6297764778137207
182,-0.9048270583152771,-0.6048270463943481
183,-0.8763066530227661,-0.5763066411018372
184,-0.8443279266357422,-0.5443279147148132
185,-0.80901700258255,-0.5090169906616211
186,-0.7705132365226746,-0.4705132246017456
187,-0.728968620300293,-0.428968608379364
188,-0.6845471262931824,-0.3845471143722534
189,-0.6374239921569824,-0.33742398023605347
190,-0.5877852439880371,-0.28778523206710815
191,-0.5358268022537231,-0.2358267903327942
192,-0.4817536771297455,-0.18175366520881653
193,-0.4257792830467224,-0.12577927112579346
194,-0.3681245446205139,-0.06812453269958496
195,-0.30901700258255005,-0.009016990661621094
196,-0.24868988990783691,0.05131012201309204
197,-0.187381312251091,0.11261869966983795
198,-0.12533323466777802,0.17466677725315094
199,-0.06279052048921585,0.2372094988822937
200,-4.898587410340671e-16,0.30000001192092896
201,0.06279052048921585,0.3627905249595642
202,0.12533323466777802,0.42533326148986816
203,0.187381312251091,0.48738133907318115
204,0.24868988990783691,0.5486899018287659
205,0.30901700258255005,0.609017014503479
206,0.3681245446205139,0.6681245565414429
207,0.4257792830467224,0.7257792949676514
208,0.4817536771297455,0.781753659248352
209,0.5358268022537231,0.8358268141746521
210,0.5877852439880371,0.8877852559089661
211,0.6374239921569824,0.9374240040779114
212,0.6845471262931824,0.9845471382141113
213,0.728968620300293,1.0289685726165771
214,0.7705132365226746,1.0705132484436035
215,0.80901700258255,1.109017014503479
216,0.8443279266357422,1.1443278789520264
217,0.8763066530227661,1.1763067245483398
218,0.9048270583152771,1.204827070236206
219,0.9297764897346497,1.2297765016555786
220,0.9510565400123596,1.2510565519332886
221,0.9685831665992737,1.2685831785202026
222,0.9822872281074524,1.2822872400283813
223,0.9921147227287292,1.2921147346496582
224,0.9980267286300659,1.2980268001556396
225,1.0,1.2999999523162842
226,0.9980267286300659,0.698026716709137
227,0.9921147227287292,0.6921147108078003
228,0.9822872281074524,0.6822872161865234
229,0.9685831665992737,0.6685831546783447
230,0.9510565400123596,0.6510565280914307
231,0.9297764897346497,0.6297764778137207
232,0.9048270583152771,0.6048270463943481
233,0.8763066530227661,0.5763066411018372
234,0.8443279266357422,0.5443279147148132
235,0.80901700258255,0.5090169906616211
236,0.7705132365226746,0.4705132246017456
237,0.728968620300293,0.428968608379364
238,0.6845471262931824,0.3845471143722534
239,0.6374239921569824,0.33742398023605347
240,0.5877852439880371,0.28778523206710815
241,0.5358268022537231,0.2358267903327942
242,0.4817536771297455,0.18175366520881653
243,0.4257792830467224,0.12577927112579346
244,0.3681245446205139,0.06812453269958496
245,0.30901700258255005,0.009016990661621094
246,0.24868988990783691,-0.05131012201309204
247,0.187381312251091,-0.11261869966983795
248,0.12533323466777802,-0.17466677725315094
249,0.06279052048921585,-0.2372094988822937
250,2.3886801333439364e-15,-0.30000001192092896
251,-0.06279052048921585,-0.3627905249595642
252,-0.12533323466777802,-0.42533326148986816
253,-0.187381312251091,-0.48738133907318115
254,-0.24868988990783691,-0.5486899018287659
255,-0.30901700258255005,-0.609017014503479
256,-0.3681245446205139,-0.6681245565414429
257,-0.4257792830467224,-0.7257792949676514
258,-0.4817536771297455,-0.781753659248352
259,-0.5358268022537231,-0.8358268141746521
260,-0.5877852439880371,-0.8877852559089661
261,-0.6374239921569824,-0.9374240040779114
262,-0.6845471262931824,-0.9845471382141113
263,-0.728968620300293,-1.0289685726165771
264,-0.7705132365226746,-1.0705132484436035
265,-0.80901700258255,-1.109017014503479
266,-0.8443279266357422,-1.1443278789520264
267,-0.8763066530227661,-1.1763067245483398
268,-0.9048270583152771,-1.204827070236206
269,-0.9297764897346497,-1.2297765016555786
270,-0.9510565400123596,-1.2510565519332886
271,-0.9685831665992737,-1.2685831785202026
272,-0.9822872281074524,-1.2822872400283813
273,-0.9921147227287292,-1.2921147346496582
274,-0.9980267286300659,-1.2980268001556396
275,-1.0,-1.2999999523162842
276,-0.9980267286300659,-0.698026716709137
277,-0.9921147227287292,-0.6921147108078003
278,-0.9822872281074524,-0.6822872161865234
279,-0.9685831665992737,-0.6685831546783447
280,-0.9510565400123596,-0.6510565280914307
281,-0.9297764897346497,-0.6297764778137207
282,-0.9048270583152771,-0.6048270463943481
283,-0.8763066530227661,-0.5763066411018372
284,-0.8443279266357422,-0.5443279147148132
285,-0.80901700258255,-0.5090169906616211
286,-0.7705132365226746,-0.4705132246017456
287,-0.728968620300293,-0.428968608379364
288,-0.6845471262931824,-0.3845471143722534
289,-0.6374239921569824,-0.33742398023605347
290,-0.5877852439880371,-0.28778523206710815
291,-0.5358268022537231,-0.2358267903327942
292,-0.4817536771297455,-0.18175366520881653
293,-0.4257792830467224,-0.12577927112579346
294,-0.3681245446205139,-0.06812453269958496
295,-0.30901700258255005,-0.009016990661621094
296,-0.24868988990783691,0.05131012201309204
297,-0.187381312251091,0.11261869966983795
298,-0.12533323466777802,0.17466677725315094
299,-0.06279052048921585,0.2372094988822937
300,-7.347880586115415e-16,0.30000001192092896
301,0.06279052048921585,0.3627905249595642
302,0.12533323466777802,0.42533326148986816
303,0.187381312251091,0.48738133907318115
304,0.24868988990783691,0.5486899018287659
305,0.30901700258255005,0.609017014503479
306,0.3681245446205139,0.6681245565414429
307,0.4257792830467224,0.7257792949676514
308,0.4817536771297455,0.781753659248352
309,0.5358268022537231,0.8358268141746521
310,0.5877852439880371,0.8877852559089661
311,0.6374239921569824,0.9374240040779114
312,0.6845471262931824,0.9845471382141113
313,0.728968620300293,1.0289685726165771
314,0.7705132365226746,1.0705132484436035
315,0.80901700258255,1.109017014503479
316,0.8443279266357422,1.1443278789520264
317,0.8763066530227661,1.1763067245483398
318,0.9048270583152771,1.204827070236206
319,0.9297764897346497,1.2297765016555786
320,0.9510565400123596,1.2510565519332886
321,0.9685831665992737,1.2685831785202026
322,0.9822872281074524,1.2822872400283813
323,0.9921147227287292,1.2921147346496582
324,0.9980267286300659,1.2980268001556396
325,1.0,1.2999999523162842
326,0.9980267286300659,0.698026716709137
327,0.9921147227287292,0.6921147108078003
328,0.9822872281074524,0.6822872161865234
329,0.9685831665992737,0.6685831546783447
330,0.9510565400123596,0.6510565280914307
331,0.9297764897346497,0.6297764778137207
332,0.9048270583152771,0.6048270463943481
333,0.8763066530227661,0.5763066411018372
334,0.8443279266357422,0.5443279147148132
335,0.80901700258255,0.5090169906616211
336,0.7705132365226746,0.4705132246017456
337,0.728968620300293,0.428968608379364
338,0.6845471262931824,0.3845471143722534
339,0.6374239921569824,0.33742398023605347
340,0.5877852439880371,0.28778523206710815
341,0.5358268022537231,0.2358267903327942
342,0.4817536771297455,0.18175366520881653
343,0.4257792830467224,0.12577927112579346
344,0.3681245446205139,0.06812453269958496
345,0.30901700258255005,0.009016990661621094
346,0.24868988990783691,-0.05131012201309204
347,0.187381312251091,-0.11261869966983795
348,0.12533323466777802,-0.17466677725315094
349,0.06279052048921585,-0.2372094988822937
350,4.409966502079898e-15,-0.30000001192092896
351,-0.06279052048921585,-0.3627905249595642
352,-0.12533323466777802,-0.42533326148986816
353,-0.187381312251091,-0.48738133907318115
354,-0.24868988990783691,-0.5486899018287659
355,-0.30901700258255005,-0.609017014503479
356,-0.3681245446205139,-0.6681245565414429
357,-0.4257792830467224,-0.7257792949676514
358,-0.4817536771297455,-0.781753659248352
359,-0.5358268022537231,-0.8358268141746521
360,-0.5877852439880371,-0.8877852559089661
361,-0.6374239921569824,-0.9374240040779114
362,-0.6845471262931824,-0.9845471382141113
363,-0.728968620300293,-1.0289685726165771
364,-0.7705132365226746,-1.0705132484436035
365,-0.80901700258255,-1.109017014503479
366,-0.8443279266357422,-1.1443278789520264
367,-0.8763066530227661,-1.1763067245483398
368,-0.9048270583152771,-1.204827070236206
369,-0.9297764897346497,-1.2297765016555786
370,-0.9510565400123596,-1.2510565519332886
371,-0.9685831665992737,-1.2685831785202026
372,-0.9822872281074524,-1.2822872400283813
373,-0.9921147227287292,-1.2921147346496582
374,-0.9980267286300659,-1.2980268001556396
375,-1.0,-1.2999999523162842
376,-0.9980267286300659,-0.698026716709137
377,-0.9921147227287292,-0.6921147108078003
378,-0.9822872281074524,-0.6822872161865234
379,-0.9685831665992737,-0.6685831546783447
380,-0.9510565400123596,-0.6510565280914307
381,-0.9297764897346497,-0.6297764778137207
382,-0.9048270583152771,-0.6048270463943481
383,-0.8763066530227661,-0.5763066411018372
384,-0.8443279266357422,-0.5443279147148132
385,-0.80901700258255,-0.5090169906616211
386,-0.7705132365226746,-0.4705132246017456
387,-0.728968620300293,-0.428968608379364
388,-0.6845471262931824,-0.3845471143722534
389,-0.6374239921569824,-0.33742398023605347
390,-0.5877852439880371,-0.28778523206710815
391,-0.5358268022537231,-0.2358267903327942
392,-0.4817536771297455,-0.18175366520881653
393,-0.4257792830467224,-0.12577927112579346
394,-0.3681245446205139,-0.06812453269958496
395,-0.30901700258255005,-0.009016990661621094
396,-0.24868988990783691,0.05131012201309204
397,-0.187381312251091,0.11261869966983795
398,-0.12533323466777802,0.17466677725315094
399,-0.06279052048921585,0.2372094988822937
