n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001576762500917539,0.0003184783400502056,101.98244178490978
1,1,0.00015439582988619805,0.0003113074999419041,101.6294741712664
1,2,0.00016326208016835154,0.00032867458008695394,101.31715812271496
1,3,0.00015933125017909334,0.0003233824999188073,102.96238155121182
1,4,0.00016198166995309293,0.0003218395900330506,98.68889493869878
4,0,0.00016040332993725315,0.00032279917009873314,101.24218756867845
4,1,0.00016031625011237339,0.00033793250011513007,110.79117050096725
4,2,0.0001557033398421481,0.0003297120801289566,111.75658817801748
4,3,0.00015833874989766626,0.00031071667006472126,96.23539422001012
4,4,0.0001607012501335703,0.0003121779201319441,94.25979565962976
16,0,0.00017350333015201614,0.00033326042001135647,92.07724700117748
16,1,0.00016779750003479422,0.00033518750016810374,99.75714781126048
16,2,0.00017503833019873129,0.00032237416977295654,84.17347183725201
16,3,0.00017710457992507146,0.0003218391601694748,81.72266369714262
16,4,0.0001732300000730902,0.00032433291984489186,87.22676193964523
64,0,0.00022952958010137082,0.0003774800000246614,64.4581059478037
64,1,0.0002151750001939945,0.00037120207998668774,72.51171355967213
64,2,0.0002250458300113678,0.00038386500003980475,70.57192307025394
64,3,0.0002260062500135973,0.0003881845899741165,71.75834294439291
64,4,0.00022111958998721092,0.0003751733302487992,69.66987423886704
128,0,0.0002726274999440648,0.000427684590104036,56.87507320126709
128,1,0.0002686724998056889,0.00043669083999702706,62.53648598678821
128,2,0.00027476624993141743,0.0004468995801289566,62.647188379396745
128,3,0.0002725474999169819,0.00043488374998560173,59.562553359714386
128,4,0.00027333792007993907,0.0004293054199661128,57.06032292942022
