curriculum_scale,cutoff_hz
0.25,47.708072662353516
0.25,41.74017333984375
0.25,46.14473342895508
0.25,42.07737731933594
0.25,45.459964752197266
0.25,44.81818389892578
0.25,40.06043243408203
0.25,47.33151626586914
0.25,45.62562942504883
0.25,47.32759094238281
0.25,41.748111724853516
0.25,40.11749267578125
0.25,41.2674560546875
0.25,49.38628387451172
0.25,49.622257232666016
0.25,44.01856994628906
0.25,40.65477752685547
0.25,40.33903503417969
0.25,45.52568817138672
0.25,47.58837127685547
0.25,43.08652877807617
0.25,47.98095703125
0.25,42.853145599365234
0.25,44.00777053833008
0.25,48.32773971557617
0.25,40.54632568359375
0.25,47.553497314453125
0.25,48.588966369628906
0.25,44.93349838256836
0.25,44.08687973022461
0.25,42.506526947021484
0.25,43.570804595947266
0.25,44.07754135131836
0.25,47.867889404296875
0.25,47.57975769042969
0.25,44.516868591308594
0.25,46.45624923706055
0.25,43.04342269897461
0.25,48.38804626464844
0.25,48.79880142211914
0.25,42.13679885864258
0.25,48.073238372802734
0.25,41.707279205322266
0.25,40.793190002441406
0.25,43.56440353393555
0.25,48.82025909423828
0.25,41.14128875732422
0.25,41.04483413696289
0.25,49.97922897338867
0.25,42.51793670654297
0.25,41.51795196533203
0.25,41.179237365722656
0.25,47.756980895996094
0.25,43.47550582885742
0.25,46.7717170715332
0.25,40.510414123535156
0.25,40.8482666015625
0.25,42.360015869140625
0.25,49.62995910644531
0.25,45.675872802734375
0.25,47.322349548339844
0.25,47.389251708984375
0.25,45.226722717285156
0.25,47.166587829589844
0.25,46.40789031982422
0.25,48.67264175415039
0.25,46.680477142333984
0.25,47.46901321411133
0.25,40.40219497680664
0.25,46.21385955810547
0.25,47.17059326171875
0.25,47.197509765625
0.25,44.67503356933594
0.25,48.04143524169922
0.25,40.146484375
0.25,41.33523178100586
0.25,49.072235107421875
0.25,43.5198974609375
0.25,47.303131103515625
0.25,44.46872329711914
0.25,40.999595642089844
0.25,45.76740646362305
0.25,42.50953674316406
0.25,45.6245002746582
0.25,44.616329193115234
0.25,42.43424987792969
0.25,46.95443344116211
0.25,47.53541946411133
0.25,49.22963333129883
0.25,42.08174514770508
0.25,49.18723678588867
0.25,46.478614807128906
0.25,46.79222106933594
0.25,45.08472442626953
0.25,47.831233978271484
0.25,41.053226470947266
0.25,41.301177978515625
0.25,46.41105651855469
0.25,43.25181579589844
0.25,49.03429412841797
0.25,42.771324157714844
0.25,49.18062210083008
0.25,48.725345611572266
0.25,44.20771789550781
0.25,48.6024055480957
0.25,45.85200119018555
0.25,40.90355682373047
0.25,46.05977249145508
0.25,44.26683807373047
0.25,45.74659729003906
0.25,44.455787658691406
0.25,45.49512481689453
0.25,47.989200592041016
0.25,43.39278030395508
0.25,43.570716857910156
0.25,41.74715805053711
0.25,44.58739471435547
0.25,41.73796844482422
0.25,46.781463623046875
0.25,46.60054016113281
0.25,48.30751419067383
0.25,45.77863311767578
0.25,48.815067291259766
0.25,43.74231719970703
0.25,48.396278381347656
0.25,45.537513732910156
0.25,48.07841491699219
0.25,48.11676025390625
0.25,41.594146728515625
0.25,44.565853118896484
0.25,49.59843826293945
0.25,47.6234130859375
0.25,40.35953903198242
0.25,49.6717529296875
0.25,41.29124450683594
0.25,42.593894958496094
0.25,47.112571716308594
0.25,48.88051223754883
0.25,40.176856994628906
0.25,44.582889556884766
0.25,48.089752197265625
0.25,49.44649887084961
0.25,43.895240783691406
0.25,49.32073974609375
0.25,48.500694274902344
0.25,44.95378875732422
0.25,41.14574432373047
0.25,44.00534439086914
0.25,41.502174377441406
0.25,43.950477600097656
0.25,40.66405487060547
0.25,40.3922233581543
0.25,47.004886627197266
0.25,42.6143798828125
0.25,46.43598556518555
0.25,40.771484375
0.25,46.058006286621094
0.25,48.06562805175781
0.25,43.69213104248047
0.25,47.194374084472656
0.25,44.55113983154297
0.25,49.69231414794922
0.25,48.91115188598633
0.25,47.97479248046875
0.25,42.6022834777832
0.25,40.8682746887207
0.25,43.1468391418457
0.25,46.29263687133789
0.25,45.67729568481445
0.25,49.2537841796875
0.25,41.46059036254883
0.25,48.83485794067383
0.25,40.133262634277344
0.25,43.29936981201172
0.25,48.71324157714844
0.25,45.74741744995117
0.25,41.478763580322266
0.25,40.68464660644531
0.25,46.463409423828125
0.25,42.508026123046875
0.25,46.46784973144531
0.25,41.49760437011719
0.25,48.40064239501953
0.25,40.023746490478516
0.25,41.943695068359375
0.25,41.677730560302734
0.25,41.862335205078125
0.25,48.36052703857422
0.25,48.66747283935547
0.25,45.26791000366211
0.25,40.789817810058594
0.25,42.129451751708984
0.25,48.24256134033203
0.25,49.195350646972656
0.25,46.26725387573242
0.25,45.430931091308594
0.25,40.7065315246582
0.25,43.25455093383789
0.25,47.279502868652344
0.25,47.66057586669922
0.25,44.227577209472656
0.25,41.91967010498047
0.25,42.07617950439453
0.25,44.69144821166992
0.25,42.91364669799805
0.25,44.223548889160156
0.25,42.2760124206543
0.25,40.1938362121582
0.25,41.302711486816406
0.25,42.99149703979492
0.25,49.961029052734375
0.25,44.278987884521484
0.25,48.63871383666992
0.25,44.415409088134766
0.25,40.35814666748047
0.25,40.255889892578125
0.25,40.10765838623047
0.25,47.413230895996094
0.25,49.048545837402344
0.25,49.53572082519531
0.25,43.43303298950195
0.25,49.032859802246094
0.25,48.28789138793945
0.25,47.70450210571289
0.25,40.46007537841797
0.25,43.636783599853516
0.25,40.09396743774414
0.25,47.35105895996094
0.25,41.5302619934082
0.25,46.30194091796875
0.25,41.546165466308594
0.25,43.156776428222656
0.25,42.85480499267578
0.25,42.56719970703125
0.25,47.562538146972656
0.25,46.455352783203125
0.25,41.37140655517578
0.25,45.8726806640625
0.25,43.45226287841797
0.25,43.666542053222656
0.25,45.83162307739258
0.25,48.77228546142578
0.25,41.30223846435547
0.25,44.84610366821289
0.25,44.13584899902344
0.25,49.20545959472656
0.25,41.689300537109375
0.25,45.520851135253906
0.25,47.39346694946289
0.25,41.38763427734375
0.25,44.35761260986328
0.25,40.18236541748047
0.25,49.600982666015625
0.25,40.12823486328125
0.25,47.549652099609375
0.25,41.317657470703125
0.25,43.55146026611328
0.25,42.21877670288086
0.25,42.0074577331543
0.25,40.212947845458984
0.25,48.72227478027344
0.25,45.537010192871094
0.25,41.61762237548828
0.25,45.81802749633789
0.25,47.98517608642578
0.25,40.4820671081543
0.25,49.26016616821289
0.25,47.76567459106445
0.25,49.48955535888672
0.25,48.76850128173828
0.25,45.399234771728516
0.25,47.96849822998047
0.25,42.46956253051758
0.25,41.521541595458984
0.25,48.35558319091797
0.25,42.55244827270508
0.25,40.836517333984375
0.25,40.95220947265625
0.25,48.01298141479492
0.25,49.64527130126953
0.25,45.64445877075195
0.25,45.26348876953125
0.25,48.22538757324219
0.25,45.66791534423828
0.25,49.6954345703125
0.25,40.24831008911133
0.25,45.74296569824219
0.25,41.23152542114258
0.25,49.299320220947266
0.25,43.902381896972656
0.25,45.88629150390625
0.25,48.08393478393555
0.25,45.79995346069336
0.25,40.08470153808594
0.25,42.37281799316406
0.25,45.127742767333984
0.25,44.57060241699219
0.25,45.43964385986328
0.25,49.64982223510742
0.25,41.87002182006836
0.25,43.68986129760742
0.25,48.26795196533203
0.25,40.81004333496094
0.25,41.890838623046875
0.25,41.03767395019531
0.25,45.784881591796875
0.25,44.2208137512207
0.25,49.063201904296875
0.25,43.1760139465332
0.25,42.02497100830078
0.25,45.622474670410156
0.25,49.897491455078125
0.25,40.7271842956543
0.25,42.112632751464844
0.25,44.75380325317383
0.25,48.736907958984375
0.25,49.864906311035156
0.25,49.7535400390625
0.25,41.655921936035156
0.25,45.348941802978516
0.25,40.67818832397461
0.25,40.97954559326172
0.25,44.87572479248047
0.25,47.75283432006836
0.25,43.341575622558594
0.25,41.177696228027344
0.25,47.310325622558594
0.25,47.121734619140625
0.25,46.927879333496094
0.25,44.09261703491211
0.25,49.31795883178711
0.25,46.428565979003906
0.25,45.91798782348633
0.25,42.87738037109375
0.25,43.73496627807617
0.25,44.39084243774414
0.25,41.30482482910156
0.25,47.904762268066406
0.25,46.92475128173828
0.25,41.440582275390625
0.25,49.07324981689453
0.25,49.123985290527344
0.25,40.784175872802734
0.25,41.15357208251953
0.25,47.43406677246094
0.25,48.43244552612305
0.25,44.45035171508789
0.25,46.409122467041016
0.25,43.9262809753418
0.25,45.25416946411133
0.25,46.4289665222168
0.25,41.81413650512695
0.25,44.16134262084961
0.25,45.242366790771484
0.25,43.450416564941406
0.25,46.4146614074707
0.25,49.03939437866211
0.25,46.80937194824219
0.25,45.192752838134766
0.25,49.74015808105469
0.25,46.677276611328125
0.25,44.649166107177734
0.25,48.75505447387695
0.25,41.85406494140625
0.25,47.98999786376953
0.25,44.64053726196289
0.25,45.97631072998047
0.25,47.564674377441406
0.25,41.21281814575195
0.25,43.23863983154297
0.25,47.72918701171875
0.25,43.03450012207031
0.25,48.328468322753906
0.25,47.80751037597656
0.25,41.576725006103516
0.25,47.24378967285156
0.25,40.93964385986328
0.25,45.71809005737305
0.25,47.58256530761719
0.25,42.549842834472656
0.25,45.97983169555664
0.25,41.0002326965332
0.25,45.0302619934082
0.25,47.12235641479492
0.25,48.59883499145508
0.25,44.272708892822266
0.25,41.28418731689453
0.25,40.34246063232422
0.25,49.06632614135742
0.25,45.527488708496094
0.25,45.03608703613281
0.25,40.555728912353516
0.25,48.66926193237305
0.25,40.09269332885742
0.25,42.45360565185547
0.25,49.24431610107422
0.25,43.25914764404297
0.25,40.14692306518555
0.25,44.81787109375
0.25,44.546329498291016
0.25,47.78684997558594
0.25,40.88788604736328
0.25,41.93096923828125
0.25,47.02711486816406
0.25,43.489959716796875
0.25,42.1048583984375
0.25,43.687747955322266
0.25,47.935302734375
0.25,43.16022872924805
0.25,49.48243713378906
0.25,40.042118072509766
0.25,42.80807113647461
0.25,40.235572814941406
0.25,48.61540222167969
0.25,40.989402770996094
0.25,48.076480865478516
0.25,45.24609375
0.25,42.20133972167969
0.25,45.24502182006836
0.25,41.24630355834961
0.25,43.581695556640625
0.25,47.30266189575195
0.25,49.98746871948242
0.25,43.19617462158203
0.25,46.653236389160156
0.25,49.10321044921875
0.25,44.5108757019043
0.25,42.55414962768555
0.25,40.13746643066406
0.25,40.597293853759766
0.25,49.89410400390625
0.25,47.747398376464844
0.25,40.48719787597656
0.25,40.13325119018555
0.25,47.851470947265625
0.25,44.16178512573242
0.25,40.33032989501953
0.25,43.19723892211914
0.25,41.33224868774414
0.25,47.521209716796875
0.25,47.105918884277344
0.25,42.341278076171875
0.25,44.06301498413086
0.25,41.54507064819336
0.25,41.786529541015625
0.25,45.18846130371094
0.25,41.87879943847656
0.25,46.459266662597656
0.25,46.52296447753906
0.25,46.85581970214844
0.25,46.69157028198242
0.25,43.08125686645508
0.25,44.40727996826172
0.25,45.37416458129883
0.25,45.1455078125
0.25,43.07120895385742
0.25,45.04715347290039
0.25,41.13615417480469
0.25,46.05348205566406
0.25,41.047203063964844
0.25,47.40303039550781
0.25,49.389373779296875
0.25,44.78593063354492
0.25,48.0649299621582
0.25,41.09516525268555
0.25,40.19419860839844
0.25,44.603782653808594
0.25,42.78814697265625
0.25,42.62361145019531
0.25,44.410221099853516
0.25,49.748939514160156
0.25,43.347476959228516
0.25,49.316871643066406
0.25,41.73200988769531
0.25,45.15650177001953
0.25,40.92432403564453
0.25,46.52540588378906
0.25,46.75156784057617
0.25,40.310054779052734
0.25,45.780311584472656
0.25,42.77212142944336
0.25,49.25095748901367
0.25,49.498939514160156
0.25,47.29993438720703
0.25,41.24869918823242
0.25,42.86298370361328
0.25,46.63156509399414
0.25,41.12482452392578
0.25,47.22888946533203
0.25,46.892982482910156
0.25,47.14480209350586
0.25,41.35316848754883
0.25,44.458038330078125
0.25,47.3792724609375
0.25,45.052879333496094
0.25,42.46973419189453
0.25,48.82666778564453
0.25,43.094268798828125
0.25,44.20432662963867
0.25,43.28324508666992
0.25,47.49911880493164
0.25,48.38637924194336
0.25,45.790374755859375
0.25,42.243492126464844
0.25,49.64935302734375
0.25,44.49357604980469
0.25,45.8929443359375
0.25,47.670127868652344
0.25,49.21846008300781
0.25,48.238197326660156
0.25,40.03284454345703
0.25,45.73979187011719
0.25,49.91621398925781
0.25,40.966087341308594
0.25,44.59221267700195
0.25,45.11287307739258
0.25,46.28582000732422
0.25,44.355281829833984
0.25,45.05519485473633
0.25,44.79966735839844
0.25,45.89960479736328
0.25,41.00777053833008
0.25,47.48894500732422
0.25,44.10435104370117
0.25,41.617515563964844
0.25,43.02687454223633
0.25,47.26153564453125
0.25,44.22479248046875
0.25,43.457645416259766
0.25,47.670799255371094
0.25,44.845699310302734
0.25,40.20619201660156
0.25,45.58344650268555
0.25,48.27068328857422
0.25,43.35842514038086
0.25,47.647315979003906
0.25,40.61532974243164
0.25,43.32537078857422
0.25,47.299407958984375
0.25,44.03116989135742
0.25,44.04800033569336
0.25,43.50116729736328
0.25,42.7218017578125
0.25,40.49044418334961
0.25,49.132530212402344
0.25,49.47032928466797
0.25,47.520973205566406
0.25,43.77278518676758
0.25,49.03358459472656
0.25,49.16919708251953
0.25,48.22865295410156
0.25,42.72941207885742
0.25,47.654964447021484
0.25,46.85162353515625
0.25,46.768341064453125
0.25,44.6110725402832
0.25,47.09922409057617
0.25,41.88182830810547
0.25,40.70995330810547
0.25,43.416236877441406
0.25,41.65644836425781
0.25,40.792789459228516
0.25,42.633262634277344
0.25,42.63787841796875
0.25,47.77202224731445
0.25,49.12220001220703
0.25,43.425682067871094
0.25,46.152000427246094
0.25,41.713165283203125
0.25,48.729576110839844
0.25,43.60716247558594
0.25,46.81258773803711
0.25,47.685909271240234
0.25,43.16133117675781
0.25,45.7280158996582
0.25,40.763450622558594
0.25,41.476951599121094
0.25,44.64676284790039
0.25,47.69671630859375
0.25,48.81587600708008
0.25,41.417762756347656
0.25,45.56730270385742
0.25,49.43444061279297
0.25,44.78649139404297
0.25,45.62329864501953
0.25,43.674007415771484
0.25,43.78465270996094
0.25,40.53114318847656
0.25,46.54920959472656
0.25,40.30958938598633
0.25,44.41072082519531
0.25,49.96240997314453
0.25,48.953155517578125
0.25,44.73823165893555
0.25,42.612693786621094
0.25,47.9367790222168
0.25,41.092384338378906
0.25,47.02046203613281
0.25,49.89685821533203
0.25,41.868553161621094
0.25,49.699737548828125
0.25,40.19467544555664
0.25,45.513916015625
0.25,49.49661636352539
0.25,40.98689651489258
0.25,47.44596481323242
0.25,42.781829833984375
0.25,48.10011672973633
0.25,45.63211441040039
0.25,48.877288818359375
0.25,44.56254196166992
0.25,48.998779296875
0.25,49.428245544433594
0.25,44.149269104003906
0.25,47.823585510253906
0.25,43.764217376708984
0.25,46.21599578857422
0.25,40.31300354003906
0.25,49.798858642578125
0.25,46.430206298828125
0.25,44.60352325439453
0.25,49.66265106201172
0.25,40.16354751586914
0.25,49.59844970703125
0.25,46.87120819091797
0.25,48.69321823120117
0.25,47.42013931274414
0.25,47.34620666503906
0.25,40.531185150146484
0.25,46.97054672241211
0.25,46.24127960205078
0.25,40.94457244873047
0.25,46.35874938964844
0.25,46.384037017822266
0.25,44.97948455810547
0.25,43.51373291015625
0.25,47.149662017822266
0.25,40.907867431640625
0.25,42.37770462036133
0.25,46.17523956298828
0.25,45.68790817260742
0.25,41.5466194152832
0.25,44.26731872558594
0.25,45.65247344970703
0.25,44.06745910644531
0.25,44.94638442993164
0.25,40.575565338134766
0.25,49.6549186706543
0.25,49.40303039550781
0.25,44.76190185546875
0.25,41.383056640625
0.25,40.66926574707031
0.25,41.26795959472656
0.25,49.039432525634766
0.25,48.29780960083008
0.25,45.081146240234375
0.25,46.968013763427734
0.25,40.15911102294922
0.25,45.31058883666992
0.25,49.076019287109375
0.25,40.88945770263672
0.25,42.168724060058594
0.25,41.23686599731445
0.25,49.753543853759766
0.25,45.170448303222656
0.25,47.84532165527344
0.25,41.63395309448242
0.25,41.34770202636719
0.25,41.68951416015625
0.25,43.79517364501953
0.25,48.96185302734375
0.25,49.04962158203125
0.25,49.347591400146484
0.25,42.26803207397461
0.25,48.281646728515625
0.25,40.15033721923828
0.25,40.90353775024414
0.25,45.935298919677734
0.25,42.06758499145508
0.25,44.21906661987305
0.25,46.67219543457031
0.25,40.54121017456055
0.25,43.368587493896484
0.25,41.77823257446289
0.25,43.653404235839844
0.25,48.459564208984375
0.25,49.35087203979492
0.25,40.1160774230957
0.25,44.958709716796875
0.25,45.73040008544922
0.25,44.43376541137695
0.25,41.2152099609375
0.25,45.17707824707031
0.25,44.70378494262695
0.25,40.37895965576172
0.25,40.50025939941406
0.25,41.768943786621094
0.25,47.840972900390625
0.25,40.739013671875
0.25,45.30459213256836
0.25,44.95372772216797
0.25,43.653724670410156
0.25,43.655479431152344
0.25,49.7827033996582
0.25,48.18824005126953
0.25,43.59589385986328
0.25,41.16010284423828
0.25,41.748939514160156
0.25,48.660804748535156
0.25,41.49290466308594
0.25,44.432472229003906
0.25,46.09663391113281
0.25,47.97291564941406
0.25,44.94105911254883
0.25,43.185489654541016
0.25,49.028751373291016
0.25,40.66719055175781
0.25,40.18933868408203
0.25,48.04204177856445
0.25,45.28399658203125
0.25,43.51591491699219
0.25,48.4638557434082
0.25,43.33102798461914
0.25,49.784454345703125
0.25,47.06285858154297
0.25,46.15631103515625
0.25,45.695106506347656
0.25,48.647621154785156
0.25,40.141029357910156
0.25,43.3912239074707
0.25,47.11109161376953
0.25,45.858612060546875
0.25,46.52655029296875
0.25,49.246360778808594
0.25,46.528751373291016
0.25,42.70658874511719
0.25,46.06269454956055
0.25,44.0144157409668
0.25,46.739131927490234
0.25,46.80321502685547
0.25,49.83924865722656
0.25,46.083770751953125
0.25,49.55812072753906
0.25,42.894405364990234
0.25,42.01988983154297
0.25,48.001522064208984
0.25,44.38341522216797
0.25,42.32835006713867
0.25,41.52958679199219
0.25,44.61842727661133
0.25,47.501243591308594
0.25,40.51890563964844
0.25,43.76324462890625
0.25,43.08489990234375
0.25,45.71613311767578
0.25,46.488067626953125
0.25,41.00510787963867
0.25,46.87673568725586
0.25,43.71953582763672
0.25,46.71747970581055
0.25,42.48216247558594
0.25,40.439186096191406
0.25,46.49106216430664
0.25,48.48021697998047
0.25,43.885276794433594
0.25,40.574798583984375
0.25,41.451026916503906
0.25,45.9149055480957
0.25,42.11928939819336
0.25,45.421142578125
0.25,44.725101470947266
0.25,47.97651290893555
0.25,44.435211181640625
0.25,47.15148162841797
0.25,48.81096267700195
0.25,42.98075866699219
0.25,48.90363311767578
0.25,44.05746078491211
0.25,42.81052017211914
0.25,43.4289665222168
0.25,49.22414016723633
0.25,42.221435546875
0.25,43.64726638793945
0.25,43.939788818359375
0.25,47.9033317565918
0.25,46.754615783691406
0.25,40.32450485229492
0.25,43.569435119628906
0.25,44.069679260253906
0.25,41.05854797363281
0.25,47.822914123535156
0.25,40.58319854736328
0.25,45.08565902709961
0.25,47.52925109863281
0.25,46.64335632324219
0.25,47.4803352355957
0.25,47.90573501586914
0.25,42.60297393798828
0.25,43.520751953125
0.25,43.844688415527344
0.25,44.74069595336914
0.25,42.28623962402344
0.25,43.40388107299805
0.25,47.09068298339844
0.25,48.41325378417969
0.25,48.88436508178711
0.25,42.336307525634766
0.25,43.266632080078125
0.25,41.349082946777344
0.25,43.57819366455078
0.25,43.868038177490234
0.25,43.907020568847656
0.25,47.67458724975586
0.25,41.361061096191406
0.25,47.338409423828125
0.25,42.11088562011719
0.25,47.1229248046875
0.25,40.856719970703125
0.25,44.1339111328125
0.25,40.80705261230469
0.25,49.90472412109375
0.25,41.411354064941406
0.25,47.990020751953125
0.25,41.83580780029297
0.25,45.024940490722656
0.25,44.21435546875
0.25,46.707096099853516
0.25,49.01779556274414
0.25,41.768951416015625
0.25,45.5096321105957
0.25,40.52313995361328
0.25,47.50922775268555
0.25,48.826263427734375
0.25,43.64362716674805
0.25,41.683990478515625
0.25,49.722625732421875
0.25,41.76264572143555
0.25,44.150390625
0.25,49.360557556152344
0.25,41.55382537841797
0.25,45.06031036376953
0.25,44.47002029418945
0.25,45.822914123535156
0.25,42.279884338378906
0.25,43.52350616455078
0.25,41.33685302734375
0.25,41.93865203857422
0.25,46.61503601074219
0.25,45.118919372558594
0.25,45.63829040527344
0.25,43.8936653137207
0.25,46.3450813293457
0.25,43.906333923339844
0.25,46.24937057495117
0.25,48.812599182128906
0.25,48.64121627807617
0.25,42.421852111816406
0.25,44.33898162841797
0.25,42.67940139770508
0.25,42.862945556640625
0.25,47.289608001708984
0.25,42.76420593261719
0.25,49.9116096496582
0.25,47.931549072265625
0.25,41.56781768798828
0.25,42.2371940612793
0.25,48.051666259765625
0.25,44.9317626953125
0.25,48.78419494628906
0.25,48.00885009765625
0.25,41.44294738769531
0.25,40.698909759521484
0.25,46.79375076293945
0.25,46.70506286621094
0.25,49.900386810302734
0.25,45.73640823364258
0.25,48.808067321777344
0.25,44.60586166381836
0.25,42.02997589111328
0.25,43.027217864990234
0.25,46.79938888549805
0.25,47.913570404052734
0.25,47.766544342041016
0.25,42.616477966308594
0.25,42.05229949951172
0.25,40.18611145019531
0.25,42.319461822509766
0.25,41.05609893798828
0.25,48.997100830078125
0.25,46.79875183105469
0.25,42.56117248535156
0.25,47.597084045410156
0.25,43.677398681640625
0.25,40.0922966003418
0.25,47.080055236816406
0.25,48.11035919189453
0.25,42.35438537597656
0.25,46.700584411621094
0.25,46.27406311035156
0.25,47.09463119506836
0.25,49.03498077392578
0.25,49.812217712402344
0.25,49.71324920654297
0.25,49.84728240966797
0.25,47.696449279785156
0.25,44.84711837768555
0.25,41.27583312988281
0.25,45.04293441772461
0.25,41.11178970336914
0.25,43.77791213989258
0.25,40.882286071777344
0.25,43.881290435791016
0.25,41.22294616699219
0.25,41.18083953857422
0.25,48.99787902832031
0.25,43.81782531738281
0.25,44.15753936767578
0.25,48.91930389404297
0.25,40.2992057800293
0.25,43.872467041015625
0.25,46.77936553955078
0.25,43.44683074951172
0.25,44.19007110595703
0.25,45.22153091430664
0.25,49.6917724609375
0.25,46.566246032714844
0.25,48.105674743652344
0.25,45.58770751953125
0.25,47.59335708618164
0.25,42.68169403076172
0.25,42.22278594970703
0.25,44.38753128051758
0.25,48.47214126586914
0.25,41.502166748046875
0.25,43.628719329833984
0.25,43.565467834472656
0.25,40.98723220825195
0.25,46.41133499145508
0.25,42.113746643066406
0.25,44.83782196044922
0.25,48.84126663208008
0.25,40.99712371826172
0.25,41.77162170410156
0.25,41.47209548950195
0.25,47.76007080078125
0.25,49.3878173828125
0.25,47.637752532958984
0.25,43.818321228027344
0.25,44.29329299926758
0.25,40.2238655090332
0.25,44.7978630065918
0.25,48.590171813964844
0.25,47.71700668334961
0.25,44.8390998840332
0.25,43.33938217163086
0.25,48.557579040527344
0.25,40.50572204589844
0.25,47.3292236328125
0.25,48.393524169921875
0.25,45.254974365234375
0.25,47.48703384399414
0.25,40.268943786621094
0.25,42.18191909790039
0.25,40.794769287109375
0.25,42.68285369873047
0.25,42.05390930175781
0.25,46.639678955078125
0.25,41.30668640136719
0.25,44.0947151184082
0.25,41.21760177612305
0.25,46.104610443115234
0.25,40.36171340942383
0.25,40.15334701538086
0.25,49.34888458251953
0.25,45.87884521484375
0.25,48.0589485168457
0.25,44.68990707397461
0.25,49.061065673828125
0.25,44.716224670410156
0.25,42.33835983276367
0.25,48.32952117919922
0.25,45.48293685913086
0.25,42.524070739746094
0.25,41.77533721923828
0.25,43.452205657958984
0.25,48.906864166259766
0.25,42.806941986083984
0.25,44.6895751953125
0.25,42.6259765625
0.25,45.973670959472656
0.25,46.05378341674805
0.25,41.58879089355469
0.25,44.9190788269043
0.25,49.62262725830078
0.25,45.19257736206055
0.25,43.8747673034668
0.25,49.19972610473633
0.25,42.21586227416992
0.25,42.04890441894531
0.25,48.571964263916016
0.25,40.88373947143555
0.25,46.460304260253906
0.25,48.23847579956055
0.25,41.05030822753906
0.25,48.969573974609375
0.25,48.60349655151367
0.25,47.20824432373047
0.25,44.07114028930664
0.25,43.7346305847168
0.25,46.27105712890625
0.25,45.850181579589844
0.25,41.63877487182617
0.25,41.05301284790039
0.25,45.643497467041016
0.25,43.33439254760742
0.25,41.07258605957031
0.25,49.83427429199219
0.25,49.66976547241211
0.25,48.747520446777344
0.25,41.96186065673828
0.25,46.09050750732422
0.25,44.34101486206055
0.25,44.44465637207031
0.25,43.4953498840332
0.25,46.79356384277344
0.25,40.82821273803711
0.25,42.429039001464844
0.25,49.444435119628906
0.25,47.199310302734375
0.25,48.601802825927734
0.25,45.1656608581543
0.25,45.00453567504883
0.25,43.31863784790039
0.25,43.52789306640625
0.25,48.038414001464844
0.25,47.231327056884766
0.25,40.38520050048828
0.25,47.590087890625
0.25,43.81120681762695
0.25,41.95183563232422
0.25,40.69893264770508
0.25,40.38915252685547
0.25,40.24608612060547
0.25,41.72923278808594
0.25,46.8613395690918
0.25,49.198081970214844
0.25,44.13812255859375
0.25,45.912635803222656
0.25,43.96638488769531
0.25,47.339935302734375
0.25,49.347007751464844
0.25,48.222267150878906
0.25,49.134681701660156
0.25,48.538734436035156
0.25,40.94244384765625
0.25,43.768638610839844
0.25,41.57585906982422
0.25,46.7118034362793
0.25,48.52436447143555
0.25,42.15345001220703
0.25,48.49950408935547
0.25,41.8738899230957
0.25,43.814674377441406
0.25,47.705596923828125
0.25,44.5089225769043
0.25,46.8622932434082
0.25,42.78129196166992
0.25,45.31557083129883
0.25,41.764137268066406
0.25,41.72381591796875
0.25,46.54676055908203
0.25,45.08609390258789
0.25,47.760223388671875
0.25,44.728755950927734
0.25,45.37302780151367
0.25,44.97612762451172
0.25,46.82076644897461
0.25,43.546958923339844
0.25,42.53177261352539
0.25,40.66469955444336
0.25,49.693214416503906
0.25,48.958763122558594
0.25,48.84817886352539
0.25,46.59978103637695
0.25,47.43669509887695
0.25,49.03418731689453
0.25,44.84917068481445
0.25,48.65956497192383
0.25,46.710968017578125
0.25,46.5333251953125
0.25,41.91449737548828
0.25,40.471397399902344
0.25,42.09074020385742
0.25,41.02242660522461
0.25,48.26634216308594
0.25,41.229225158691406
0.25,46.44035720825195
0.25,40.36214828491211
0.25,47.7609748840332
0.25,47.644187927246094
0.25,46.97678756713867
0.25,47.15217971801758
0.25,49.78953552246094
0.25,44.853675842285156
0.25,43.951568603515625
0.25,46.909000396728516
0.25,46.42084884643555
0.25,49.56050109863281
0.25,49.58905029296875
0.25,45.21975326538086
0.25,48.761199951171875
0.25,46.12089538574219
0.25,47.353309631347656
0.25,49.38055419921875
0.25,44.88593292236328
0.25,49.09358215332031
0.25,46.57497024536133
0.25,40.21770477294922
0.25,47.8701171875
0.25,48.80522918701172
0.25,45.85029602050781
0.25,48.89039611816406
0.25,41.302738189697266
0.25,44.733680725097656
0.25,48.90226745605469
0.25,47.423309326171875
0.25,45.566036224365234
0.25,41.381004333496094
0.25,45.8314208984375
0.25,45.6237678527832
0.25,48.19013977050781
0.25,43.67586898803711
0.25,40.59129333496094
0.25,49.166831970214844
0.25,41.233116149902344
0.25,45.85064697265625
0.25,47.02275848388672
0.25,41.8855094909668
0.25,48.500423431396484
0.25,40.718875885009766
0.25,48.493316650390625
0.25,42.33247375488281
0.25,48.3138427734375
0.25,49.83879089355469
0.25,48.46874237060547
0.25,42.48305892944336
0.25,48.408599853515625
0.25,46.994625091552734
0.25,46.32416534423828
0.25,48.725494384765625
0.25,41.173248291015625
0.25,41.124420166015625
0.25,47.68299865722656
0.25,48.43646240234375
0.25,44.86983108520508
0.25,47.346370697021484
0.25,46.03875732421875
0.25,45.486053466796875
0.25,42.43803405761719
0.25,40.335968017578125
0.25,48.680145263671875
0.25,46.415611267089844
0.25,44.59424591064453
0.25,47.294532775878906
0.25,45.97290802001953
0.25,41.69182586669922
0.25,40.809200286865234
