step,env_id,time_s,active
174,5,1.74,1
174,6,1.74,1
174,7,1.74,0
175,0,1.75,1
175,1,1.75,1
175,2,1.75,1
175,3,1.75,1
175,4,1.75,1
175,5,1.75,1
175,6,1.75,1
175,7,1.75,0
176,0,1.76,1
176,1,1.76,1
176,2,1.76,0
176,3,1.76,0
176,4,1.76,1
176,5,1.76,1
176,6,1.76,1
176,7,1.76,1
177,0,1.77,1
177,1,1.77,1
177,2,1.77,1
177,3,1.77,0
177,4,1.77,1
177,5,1.77,1
177,6,1.77,0
177,7,1.77,1
178,0,1.78,1
178,1,1.78,1
178,2,1.78,1
178,3,1.78,0
178,4,1.78,1
178,5,1.78,1
178,6,1.78,0
178,7,1.78,0
179,0,1.79,1
179,1,1.79,1
179,2,1.79,1
179,3,1.79,0
179,4,1.79,0
179,5,1.79,1
179,6,1.79,0
179,7,1.79,0
180,0,1.8,1
180,1,1.8,1
180,2,1.8,1
180,3,1.8,0
180,4,1.8,0
180,5,1.8,1
180,6,1.8,0
180,7,1.8,0
181,0,1.81,1
181,1,1.81,1
181,2,1.81,1
181,3,1.81,0
181,4,1.81,1
181,5,1.81,1
181,6,1.81,0
181,7,1.81,0
182,0,1.82,1
182,1,1.82,1
182,2,1.82,1
182,3,1.82,0
182,4,1.82,1
182,5,1.82,0
182,6,1.82,0
182,7,1.82,1
183,0,1.83,1
183,1,1.83,1
183,2,1.83,1
183,3,1.83,0
183,4,1.83,1
183,5,1.83,0
183,6,1.83,0
183,7,1.83,1
184,0,1.84,1
184,1,1.84,1
184,2,1.84,1
184,3,1.84,0
184,4,1.84,1
184,5,1.84,0
184,6,1.84,1
184,7,1.84,1
185,0,1.85,1
185,1,1.85,1
185,2,1.85,1
185,3,1.85,0
185,4,1.85,1
185,5,1.85,0
185,6,1.85,1
185,7,1.85,1
186,0,1.86,0
186,1,1.86,1
186,2,1.86,1
186,3,1.86,0
186,4,1.86,1
186,5,1.86,1
186,6,1.86,1
186,7,1.86,1
187,0,1.87,0
187,1,1.87,1
187,2,1.87,1
187,3,1.87,0
187,4,1.87,1
187,5,1.87,0
187,6,1.87,1
187,7,1.87,1
188,0,1.88,0
188,1,1.88,0
188,2,1.88,1
188,3,1.88,1
188,4,1.88,1
188,5,1.88,0
188,6,1.88,1
188,7,1.88,1
189,0,1.89,0
189,1,1.89,0
189,2,1.89,1
189,3,1.89,1
189,4,1.89,1
189,5,1.89,0
189,6,1.89,1
189,7,1.89,1
190,0,1.9,1
190,1,1.9,1
190,2,1.9,1
190,3,1.9,1
190,4,1.9,1
190,5,1.9,0
190,6,1.9,1
190,7,1.9,1
191,0,1.91,1
191,1,1.91,1
191,2,1.91,1
191,3,1.91,1
191,4,1.91,1
191,5,1.91,0
191,6,1.91,0
191,7,1.91,1
192,0,1.92,1
192,1,1.92,1
192,2,1.92,1
192,3,1.92,1
192,4,1.92,1
192,5,1.92,0
192,6,1.92,0
192,7,1.92,1
193,0,1.93,1
193,1,1.93,1
193,2,1.93,1
193,3,1.93,1
193,4,1.93,1
193,5,1.93,0
193,6,1.93,0
193,7,1.93,1
194,0,1.94,1
194,1,1.94,1
194,2,1.94,0
194,3,1.94,1
194,4,1.94,1
194,5,1.94,0
194,6,1.94,0
194,7,1.94,1
195,0,1.95,1
195,1,1.95,1
195,2,1.95,1
195,3,1.95,1
195,4,1.95,1
195,5,1.95,0
195,6,1.95,0
195,7,1.95,1
196,0,1.96,1
196,1,1.96,1
196,2,1.96,1
196,3,1.96,1
196,4,1.96,1
196,5,1.96,0
196,6,1.96,0
196,7,1.96,1
197,0,1.97,1
197,1,1.97,1
197,2,1.97,1
197,3,1.97,1
197,4,1.97,1
197,5,1.97,0
197,6,1.97,0
197,7,1.97,1
198,0,1.98,1
198,1,1.98,0
198,2,1.98,1
198,3,1.98,1
198,4,1.98,0
198,5,1.98,0
198,6,1.98,0
198,7,1.98,1
199,0,1.99,1
199,1,1.99,0
199,2,1.99,1
199,3,1.99,0
199,4,1.99,0
199,5,1.99,0
199,6,1.99,0
199,7,1.99,0
200,0,2.0,1
200,1,2.0,0
200,2,2.0,1
200,3,2.0,0
200,4,2.0,0
200,5,2.0,0
200,6,2.0,0
200,7,2.0,0
201,0,2.01,1
201,1,2.01,1
201,2,2.01,0
201,3,2.01,0
201,4,2.01,0
201,5,2.01,0
201,6,2.01,0
201,7,2.01,0
202,0,2.02,1
202,1,2.02,1
202,2,2.02,0
202,3,2.02,0
202,4,2.02,1
202,5,2.02,0
202,6,2.02,0
202,7,2.02,0
203,0,2.03,1
203,1,2.03,1
203,2,2.03,0
203,3,2.03,0
203,4,2.03,1
203,5,2.03,0
203,6,2.03,0
203,7,2.03,0
204,0,2.04,1
204,1,2.04,1
204,2,2.04,0
204,3,2.04,1
204,4,2.04,1
204,5,2.04,0
204,6,2.04,1
204,7,2.04,0
205,0,2.05,1
205,1,2.05,1
205,2,2.05,0
205,3,2.05,1
205,4,2.05,1
205,5,2.05,0
205,6,2.05,1
205,7,2.05,0
206,0,2.06,1
206,1,2.06,1
206,2,2.06,0
206,3,2.06,0
206,4,2.06,1
206,5,2.06,0
206,6,2.06,1
206,7,2.06,0
207,0,2.07,1
207,1,2.07,1
207,2,2.07,0
207,3,2.07,0
207,4,2.07,1
207,5,2.07,0
207,6,2.07,0
207,7,2.07,0
208,0,2.08,0
208,1,2.08,1
208,2,2.08,1
208,3,2.08,1
208,4,2.08,0
208,5,2.08,0
208,6,2.08,1
208,7,2.08,0
209,0,2.09,0
209,1,2.09,1
209,2,2.09,1
209,3,2.09,1
209,4,2.09,0
209,5,2.09,0
209,6,2.09,1
209,7,2.09,0
210,0,2.1,0
210,1,2.1,0
210,2,2.1,1
210,3,2.1,1
210,4,2.1,0
210,5,2.1,0
210,6,2.1,0
210,7,2.1,0
211,0,2.11,0
211,1,2.11,1
211,2,2.11,1
211,3,2.11,1
211,4,2.11,0
211,5,2.11,1
211,6,2.11,0
211,7,2.11,0
212,0,2.12,0
212,1,2.12,1
212,2,2.12,1
212,3,2.12,1
212,4,2.12,0
212,5,2.12,1
212,6,2.12,0
212,7,2.12,1
213,0,2.13,0
213,1,2.13,1
213,2,2.13,1
213,3,2.13,1
213,4,2.13,0
213,5,2.13,1
213,6,2.13,0
213,7,2.13,1
214,0,2.14,0
214,1,2.14,1
214,2,2.14,1
214,3,2.14,1
214,4,2.14,0
214,5,2.14,1
214,6,2.14,0
214,7,2.14,1
215,0,2.15,0
215,1,2.15,1
215,2,2.15,1
215,3,2.15,1
215,4,2.15,0
215,5,2.15,0
215,6,2.15,0
215,7,2.15,1
216,0,2.16,0
216,1,2.16,1
216,2,2.16,1
216,3,2.16,1
216,4,2.16,0
216,5,2.16,1
216,6,2.16,1
216,7,2.16,1
217,0,2.17,0
217,1,2.17,1
217,2,2.17,1
217,3,2.17,1
217,4,2.17,1
217,5,2.17,1
217,6,2.17,1
217,7,2.17,1
218,0,2.18,1
218,1,2.18,1
218,2,2.18,1
218,3,2.18,1
218,4,2.18,1
218,5,2.18,1
218,6,2.18,1
218,7,2.18,1
219,0,2.19,1
219,1,2.19,1
219,2,2.19,1
219,3,2.19,0
219,4,2.19,1
219,5,2.19,1
219,6,2.19,1
219,7,2.19,1
220,0,2.2,1
220,1,2.2,1
220,2,2.2,1
220,3,2.2,0
220,4,2.2,1
220,5,2.2,1
220,6,2.2,1
220,7,2.2,1
221,0,2.21,1
221,1,2.21,1
221,2,2.21,1
221,3,2.21,0
221,4,2.21,1
221,5,2.21,1
221,6,2.21,1
221,7,2.21,0
222,0,2.22,1
222,1,2.22,1
222,2,2.22,1
222,3,2.22,1
222,4,2.22,1
222,5,2.22,1
222,6,2.22,1
222,7,2.22,0
223,0,2.23,1
223,1,2.23,1
223,2,2.23,1
223,3,2.23,1
223,4,2.23,1
223,5,2.23,1
223,6,2.23,1
223,7,2.23,0
224,0,2.24,0
224,1,2.24,1
224,2,2.24,1
224,3,2.24,1
224,4,2.24,1
224,5,2.24,1
224,6,2.24,1
224,7,2.24,0
225,0,2.25,0
225,1,2.25,0
225,2,2.25,1
225,3,2.25,1
225,4,2.25,1
225,5,2.25,1
225,6,2.25,1
225,7,2.25,0
226,0,2.26,0
226,1,2.26,0
226,2,2.26,1
226,3,2.26,1
226,4,2.26,1
226,5,2.26,1
226,6,2.26,1
226,7,2.26,0
227,0,2.27,0
227,1,2.27,1
227,2,2.27,1
227,3,2.27,1
227,4,2.27,1
227,5,2.27,1
227,6,2.27,1
227,7,2.27,0
228,0,2.28,0
228,1,2.28,1
228,2,2.28,1
228,3,2.28,1
228,4,2.28,1
228,5,2.28,1
228,6,2.28,0
228,7,2.28,1
229,0,2.29,0
229,1,2.29,1
229,2,2.29,1
229,3,2.29,1
229,4,2.29,1
229,5,2.29,1
229,6,2.29,0
229,7,2.29,1
230,0,2.3,1
230,1,2.3,1
230,2,2.3,1
230,3,2.3,1
230,4,2.3,1
230,5,2.3,0
230,6,2.3,0
230,7,2.3,1
231,0,2.31,1
231,1,2.31,1
231,2,2.31,1
231,3,2.31,0
231,4,2.31,1
231,5,2.31,0
231,6,2.31,0
231,7,2.31,1
232,0,2.32,1
232,1,2.32,1
232,2,2.32,1
232,3,2.32,1
232,4,2.32,1
232,5,2.32,0
232,6,2.32,0
232,7,2.32,1
233,0,2.33,1
233,1,2.33,1
233,2,2.33,1
233,3,2.33,1
233,4,2.33,1
233,5,2.33,1
233,6,2.33,1
233,7,2.33,1
234,0,2.34,1
234,1,2.34,1
234,2,2.34,1
234,3,2.34,0
234,4,2.34,1
234,5,2.34,1
234,6,2.34,1
234,7,2.34,1
235,0,2.35,1
235,1,2.35,1
235,2,2.35,1
235,3,2.35,0
235,4,2.35,1
235,5,2.35,1
235,6,2.35,1
235,7,2.35,1
236,0,2.36,1
236,1,2.36,1
236,2,2.36,1
236,3,2.36,0
236,4,2.36,0
236,5,2.36,1
236,6,2.36,1
236,7,2.36,1
237,0,2.37,1
237,1,2.37,1
237,2,2.37,1
237,3,2.37,0
237,4,2.37,0
237,5,2.37,1
237,6,2.37,1
237,7,2.37,1
238,0,2.38,1
238,1,2.38,1
238,2,2.38,1
238,3,2.38,0
238,4,2.38,1
238,5,2.38,0
238,6,2.38,1
238,7,2.38,0
239,0,2.39,0
239,1,2.39,1
239,2,2.39,1
239,3,2.39,0
239,4,2.39,1
239,5,2.39,0
239,6,2.39,1
239,7,2.39,0
240,0,2.4,0
240,1,2.4,1
240,2,2.4,1
240,3,2.4,1
240,4,2.4,1
240,5,2.4,1
240,6,2.4,1
240,7,2.4,0
241,0,2.41,0
241,1,2.41,1
241,2,2.41,1
241,3,2.41,1
241,4,2.41,1
241,5,2.41,1
241,6,2.41,1
241,7,2.41,1
242,0,2.42,0
242,1,2.42,1
242,2,2.42,1
242,3,2.42,1
242,4,2.42,1
242,5,2.42,1
242,6,2.42,1
242,7,2.42,1
243,0,2.43,1
243,1,2.43,1
243,2,2.43,1
243,3,2.43,1
243,4,2.43,1
243,5,2.43,1
243,6,2.43,1
243,7,2.43,1
244,0,2.44,1
244,1,2.44,1
244,2,2.44,1
244,3,2.44,1
244,4,2.44,1
244,5,2.44,1
244,6,2.44,1
244,7,2.44,1
245,0,2.45,1
245,1,2.45,1
245,2,2.45,0
245,3,2.45,1
245,4,2.45,1
245,5,2.45,1
245,6,2.45,0
245,7,2.45,1
246,0,2.46,1
246,1,2.46,0
246,2,2.46,0
246,3,2.46,1
246,4,2.46,1
246,5,2.46,1
246,6,2.46,1
246,7,2.46,1
247,0,2.47,1
247,1,2.47,0
247,2,2.47,0
247,3,2.47,1
247,4,2.47,1
247,5,2.47,1
247,6,2.47,1
247,7,2.47,1
248,0,2.48,1
248,1,2.48,0
248,2,2.48,0
248,3,2.48,1
248,4,2.48,1
248,5,2.48,1
248,6,2.48,1
248,7,2.48,0
249,0,2.49,1
249,1,2.49,0
249,2,2.49,0
249,3,2.49,1
249,4,2.49,1
249,5,2.49,1
249,6,2.49,1
249,7,2.49,0
250,0,2.5,1
250,1,2.5,0
250,2,2.5,0
250,3,2.5,1
250,4,2.5,1
250,5,2.5,1
250,6,2.5,1
250,7,2.5,1
251,0,2.51,1
251,1,2.51,0
251,2,2.51,1
251,3,2.51,1
251,4,2.51,1
251,5,2.51,0
251,6,2.51,1
251,7,2.51,1
252,0,2.52,1
252,1,2.52,1
252,2,2.52,1
252,3,2.52,0
252,4,2.52,1
252,5,2.52,0
252,6,2.52,1
252,7,2.52,1
253,0,2.53,1
253,1,2.53,1
253,2,2.53,1
253,3,2.53,1
253,4,2.53,1
253,5,2.53,1
253,6,2.53,1
253,7,2.53,1
254,0,2.54,1
254,1,2.54,1
254,2,2.54,0
254,3,2.54,1
254,4,2.54,1
254,5,2.54,1
254,6,2.54,1
254,7,2.54,0
255,0,2.55,1
255,1,2.55,1
255,2,2.55,0
255,3,2.55,1
255,4,2.55,1
255,5,2.55,1
255,6,2.55,1
255,7,2.55,0
256,0,2.56,1
256,1,2.56,1
256,2,2.56,0
256,3,2.56,1
256,4,2.56,0
256,5,2.56,1
256,6,2.56,1
256,7,2.56,0
257,0,2.57,1
257,1,2.57,1
257,2,2.57,0
257,3,2.57,1
257,4,2.57,0
257,5,2.57,1
257,6,2.57,0
257,7,2.57,0
258,0,2.58,1
258,1,2.58,1
258,2,2.58,0
258,3,2.58,1
258,4,2.58,0
258,5,2.58,1
258,6,2.58,0
258,7,2.58,0
259,0,2.59,1
259,1,2.59,1
259,2,2.59,0
259,3,2.59,1
259,4,2.59,1
259,5,2.59,1
259,6,2.59,0
259,7,2.59,0
260,0,2.6,1
260,1,2.6,1
260,2,2.6,0
260,3,2.6,1
260,4,2.6,1
260,5,2.6,0
260,6,2.6,0
260,7,2.6,1
261,0,2.61,1
261,1,2.61,1
261,2,2.61,0
261,3,2.61,1
261,4,2.61,1
261,5,2.61,0
261,6,2.61,1
261,7,2.61,1
262,0,2.62,1
262,1,2.62,1
262,2,2.62,0
262,3,2.62,1
262,4,2.62,1
262,5,2.62,0
262,6,2.62,1
262,7,2.62,1
263,0,2.63,1
263,1,2.63,1
263,2,2.63,0
263,3,2.63,1
263,4,2.63,1
263,5,2.63,0
263,6,2.63,1
263,7,2.63,1
264,0,2.64,1
264,1,2.64,1
264,2,2.64,1
264,3,2.64,0
264,4,2.64,0
264,5,2.64,0
264,6,2.64,1
264,7,2.64,1
265,0,2.65,1
265,1,2.65,1
265,2,2.65,1
265,3,2.65,0
265,4,2.65,0
265,5,2.65,0
265,6,2.65,1
265,7,2.65,1
266,0,2.66,1
266,1,2.66,1
266,2,2.66,1
266,3,2.66,0
266,4,2.66,0
266,5,2.66,0
266,6,2.66,1
266,7,2.66,1
267,0,2.67,1
267,1,2.67,1
267,2,2.67,1
267,3,2.67,0
267,4,2.67,1
267,5,2.67,0
267,6,2.67,1
267,7,2.67,1
268,0,2.68,1
268,1,2.68,0
268,2,2.68,1
268,3,2.68,0
268,4,2.68,1
268,5,2.68,0
268,6,2.68,1
268,7,2.68,1
269,0,2.69,1
269,1,2.69,0
269,2,2.69,1
269,3,2.69,0
269,4,2.69,1
269,5,2.69,0
269,6,2.69,1
269,7,2.69,1
270,0,2.7,1
270,1,2.7,1
270,2,2.7,1
270,3,2.7,0
270,4,2.7,1
270,5,2.7,0
270,6,2.7,1
270,7,2.7,1
271,0,2.71,1
271,1,2.71,1
271,2,2.71,1
271,3,2.71,0
271,4,2.71,1
271,5,2.71,0
271,6,2.71,1
271,7,2.71,1
272,0,2.72,1
272,1,2.72,1
272,2,2.72,1
272,3,2.72,0
272,4,2.72,1
272,5,2.72,0
272,6,2.72,1
272,7,2.72,1
273,0,2.73,0
273,1,2.73,1
273,2,2.73,1
273,3,2.73,0
273,4,2.73,1
273,5,2.73,0
273,6,2.73,1
273,7,2.73,1
274,0,2.74,0
274,1,2.74,1
274,2,2.74,1
274,3,2.74,0
274,4,2.74,1
274,5,2.74,0
274,6,2.74,1
274,7,2.74,1
275,0,2.75,0
275,1,2.75,1
275,2,2.75,1
275,3,2.75,0
275,4,2.75,1
275,5,2.75,0
275,6,2.75,0
275,7,2.75,1
276,0,2.76,0
276,1,2.76,1
276,2,2.76,1
276,3,2.76,0
276,4,2.76,1
276,5,2.76,0
276,6,2.76,0
276,7,2.76,1
277,0,2.77,1
277,1,2.77,1
277,2,2.77,1
277,3,2.77,0
277,4,2.77,1
277,5,2.77,0
277,6,2.77,1
277,7,2.77,1
278,0,2.78,1
278,1,2.78,1
278,2,2.78,1
278,3,2.78,1
278,4,2.78,1
278,5,2.78,0
278,6,2.78,1
278,7,2.78,1
279,0,2.79,1
279,1,2.79,1
279,2,2.79,1
279,3,2.79,1
279,4,2.79,1
279,5,2.79,1
279,6,2.79,1
279,7,2.79,1
280,0,2.8,1
280,1,2.8,1
280,2,2.8,1
280,3,2.8,1
280,4,2.8,1
280,5,2.8,1
280,6,2.8,0
280,7,2.8,1
281,0,2.81,1
281,1,2.81,1
281,2,2.81,1
281,3,2.81,1
281,4,2.81,0
281,5,2.81,1
281,6,2.81,0
281,7,2.81,1
282,0,2.82,1
282,1,2.82,1
282,2,2.82,1
282,3,2.82,1
282,4,2.82,0
282,5,2.82,1
282,6,2.82,0
282,7,2.82,1
283,0,2.83,1
283,1,2.83,0
283,2,2.83,1
283,3,2.83,1
283,4,2.83,1
283,5,2.83,1
283,6,2.83,1
283,7,2.83,1
284,0,2.84,1
284,1,2.84,0
284,2,2.84,1
284,3,2.84,1
284,4,2.84,1
284,5,2.84,1
284,6,2.84,1
284,7,2.84,1
285,0,2.85,1
285,1,2.85,0
285,2,2.85,1
285,3,2.85,1
285,4,2.85,1
285,5,2.85,1
285,6,2.85,0
285,7,2.85,1
286,0,2.86,1
286,1,2.86,0
286,2,2.86,1
286,3,2.86,1
286,4,2.86,1
286,5,2.86,1
286,6,2.86,0
286,7,2.86,1
287,0,2.87,0
287,1,2.87,0
287,2,2.87,1
287,3,2.87,1
287,4,2.87,1
287,5,2.87,1
287,6,2.87,1
287,7,2.87,1
288,0,2.88,0
288,1,2.88,0
288,2,2.88,1
288,3,2.88,1
288,4,2.88,1
288,5,2.88,0
288,6,2.88,1
288,7,2.88,1
289,0,2.89,0
289,1,2.89,0
289,2,2.89,1
289,3,2.89,1
289,4,2.89,1
289,5,2.89,0
289,6,2.89,1
289,7,2.89,1
290,0,2.9,1
290,1,2.9,0
290,2,2.9,0
290,3,2.9,1
290,4,2.9,0
290,5,2.9,0
290,6,2.9,1
290,7,2.9,1
291,0,2.91,1
291,1,2.91,0
291,2,2.91,0
291,3,2.91,0
291,4,2.91,0
291,5,2.91,0
291,6,2.91,1
291,7,2.91,0
292,0,2.92,1
292,1,2.92,0
292,2,2.92,0
292,3,2.92,0
292,4,2.92,1
292,5,2.92,1
292,6,2.92,0
292,7,2.92,0
293,0,2.93,1
293,1,2.93,0
293,2,2.93,0
293,3,2.93,0
293,4,2.93,1
293,5,2.93,1
293,6,2.93,0
293,7,2.93,0
294,0,2.94,1
294,1,2.94,0
294,2,2.94,0
294,3,2.94,0
294,4,2.94,1
294,5,2.94,1
294,6,2.94,0
294,7,2.94,0
295,0,2.95,1
295,1,2.95,0
295,2,2.95,0
295,3,2.95,0
295,4,2.95,1
295,5,2.95,1
295,6,2.95,0
295,7,2.95,0
296,0,2.96,1
296,1,2.96,0
296,2,2.96,0
296,3,2.96,0
296,4,2.96,1
296,5,2.96,0
296,6,2.96,1
296,7,2.96,0
297,0,2.97,1
297,1,2.97,0
297,2,2.97,0
297,3,2.97,0
297,4,2.97,1
297,5,2.97,1
297,6,2.97,1
297,7,2.97,0
298,0,2.98,1
298,1,2.98,0
298,2,2.98,1
298,3,2.98,0
298,4,2.98,1
298,5,2.98,1
298,6,2.98,1
298,7,2.98,0
299,0,2.99,1
299,1,2.99,0
299,2,2.99,1
299,3,2.99,0
299,4,2.99,1
299,5,2.99,1
299,6,2.99,1
299,7,2.99,0
