n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001588545899721794,0.0001592929201433435,0.27593170033101866
1,1,0.00015627541986759752,0.00016092917008791118,2.9779156723792473
1,2,0.00015752832987345756,0.0001604237500578165,1.8380314110387899
1,3,0.00015623459010384976,0.00016264709003735334,4.104404747528164
1,4,0.00015472125000087544,0.00015771583013702184,1.935467905106415
4,0,0.00016537292016437276,0.00016433000011602415,-0.6306474163436142
4,1,0.0001625208300538361,0.00016085999988717958,-1.0219183387793274
4,2,0.0001634716600528918,0.00016533334011910482,1.1388396408347812
4,3,0.00016402832989115268,0.000165609170217067,0.9637605448786465
4,4,0.00016337749984813855,0.00016431833995738998,0.5758688375853158
16,0,0.00017923499981407077,0.00017473665997385978,-2.5097441040406894
16,1,0.0001757141700363718,0.00017555833997903391,-0.08868383085190672
16,2,0.00017500749992905185,0.00017803165974328294,1.7280172652355412
16,3,0.00017466624994995074,0.00017588292015716434,0.6965685743881432
16,4,0.00017523291986435653,0.0001761524999164976,0.5247758542475379
64,0,0.00022604375000810252,0.00022144791000755504,-2.0331639341422805
64,1,0.00022124624985735863,0.0002251545898616314,1.7665112998717654
64,2,0.00022029458021279423,0.0002285337500507012,3.7400692427150615
64,3,0.00021760584000730888,0.00022114708001026883,1.6273644139518497
64,4,0.00021872207988053561,0.00022398625005735085,2.406784984712328
128,0,0.0002781212498666719,0.0002803754201158881,0.8104991079598772
128,1,0.0002745291698374785,0.0002786716597620398,1.508943449256638
128,2,0.0002765816601458937,0.0002807779199793003,1.517186581060053
128,3,0.00027498791983816774,0.00028245541005162523,2.715570275905995
128,4,0.00027138125005876645,0.0002789987498545088,2.806936659807123
