step,env_id,time_s,theta_x_rad,theta_dot_x_rads
127,3,1.27,-0.016160693019628525,0.18399108946323395
128,0,1.28,0.0018897030968219042,-0.010634539648890495
128,1,1.28,0.0150154959410429,-0.21485665440559387
128,2,1.28,0.01408146321773529,0.20148879289627075
128,3,1.28,-0.014301653020083904,0.18590401113033295
129,0,1.29,0.0017813756130635738,-0.010832748375833035
129,1,1.29,0.012848981656134129,-0.21665143966674805
129,2,1.29,0.016075555235147476,0.19940930604934692
129,3,1.29,-0.012425684370100498,0.1875968873500824
130,0,1.3,0.0016711796633899212,-0.011019594967365265
130,1,1.3,0.010667108930647373,-0.21818728744983673
130,2,1.3,0.018045909702777863,0.19703537225723267
130,3,1.3,-0.01053500734269619,0.18906772136688232
131,0,1.31,0.0015592308482155204,-0.011194882914423943
131,1,1.31,0.008472485467791557,-0.2194623351097107
131,2,1.31,0.0199896153062582,0.19437049329280853
131,3,1.31,-0.00863185990601778,0.19031476974487305
132,0,1.32,0.001445646514184773,-0.011358428746461868
132,1,1.32,0.006267734803259373,-0.22047507762908936
132,2,1.32,0.02190380170941353,0.1914186179637909
132,3,1.32,-0.006718494463711977,0.19133654236793518
133,0,1.33,0.0013305458705872297,-0.011510061100125313
133,1,1.33,0.004055492114275694,-0.22122427821159363
133,2,1.33,0.02378564327955246,0.18818412721157074
133,3,1.33,-0.004797176457941532,0.19213183224201202
134,0,1.34,0.0012140496401116252,-0.011649620719254017
134,1,1.34,0.0018384016584604979,-0.22170904278755188
134,2,1.34,0.025632360950112343,0.1846717894077301
134,3,1.34,-0.0028701797127723694,0.19269968569278717
135,0,1.35,0.0010962800588458776,-0.011776961386203766
135,1,1.35,-0.0003808862529695034,-0.22192879021167755
135,2,1.35,0.027441229671239853,0.18088681995868683
135,3,1.35,-0.0009397853864356875,0.1930394321680069
136,0,1.36,0.0009773605270311236,-0.011891948990523815
136,1,1.36,-0.0025997189804911613,-0.22188326716423035
136,2,1.36,0.029209578409790993,0.1768348067998886
136,3,1.36,0.0009917214047163725,0.19315068423748016
137,0,1.37,0.0008574159001000226,-0.01199446339160204
137,1,1.37,-0.004815444350242615,-0.22157251834869385
137,2,1.37,0.03093479573726654,0.17252175509929657
137,3,1.37,0.0029220543801784515,0.19303329288959503
138,0,1.38,0.0007365719648078084,-0.012084396556019783
138,1,1.38,-0.00702541321516037,-0.2209969162940979
138,2,1.38,0.0326143354177475,0.16795404255390167
138,3,1.38,0.004848928190767765,0.19268739223480225
139,0,1.39,0.0006149554392322898,-0.012161655351519585
139,1,1.39,-0.009226984344422817,-0.22015714645385742
139,2,1.39,0.03424571827054024,0.16313841938972473
139,3,1.39,0.006770062260329723,0.19211341440677643
140,0,1.4,0.0004926938563585281,-0.012226157821714878
140,1,1.4,-0.011417526751756668,-0.2190542221069336
140,2,1.4,0.035826537758111954,0.1580820083618164
140,3,1.4,0.008683182299137115,0.1913120299577713
141,0,1.41,0.0003699155058711767,-0.012277835980057716
141,1,1.41,-0.013594421558082104,-0.21768946945667267
141,2,1.41,0.03735446184873581,0.15279227495193481
141,3,1.41,0.010586024262011051,0.19028417766094208
142,0,1.42,0.00024674914311617613,-0.012316635809838772
142,1,1.42,-0.01575506664812565,-0.21606452763080597
142,2,1.42,0.038827233016490936,0.14727705717086792
142,3,1.42,0.012476335279643536,0.18903109431266785
143,0,1.43,0.00012332397454883903,-0.012342517264187336
143,1,1.43,-0.017896879464387894,-0.2141813486814499
143,2,1.43,0.04024267941713333,0.14154449105262756
143,3,1.43,0.014351878315210342,0.187554270029068
144,0,1.44,-2.3054599296301603e-07,-0.01235545240342617
144,1,1.44,-0.02001730166375637,-0.2120421826839447
144,2,1.44,0.04159871116280556,0.13560305535793304
144,3,1.44,0.016210433095693588,0.1858554482460022
145,0,1.45,-0.00012378481915220618,-0.01235542818903923
145,1,1.45,-0.022113798186182976,-0.20964960753917694
145,2,1.45,0.04289332777261734,0.12946152687072754
145,3,1.45,0.018049798905849457,0.18393664062023163
146,0,1.46,-0.0002472092746756971,-0.012342444621026516
146,1,1.46,-0.024183863773941994,-0.20700648427009583
146,2,1.46,0.04412461817264557,0.1231289878487587
146,3,1.46,0.019867800176143646,0.18180014193058014
147,0,1.47,-0.0003703744150698185,-0.012316514737904072
147,1,1.47,-0.026225022971630096,-0.20411598682403564
147,2,1.47,0.045290764421224594,0.11661478132009506
147,3,1.47,0.021662285551428795,0.1794484704732895
148,0,1.48,-0.0004931510775350034,-0.012277666479349136
148,1,1.48,-0.02823483943939209,-0.20098157227039337
148,2,1.48,0.046390049159526825,0.10992853343486786
148,3,1.48,0.02343112975358963,0.17688442766666412
149,0,1.49,-0.0006154105067253113,-0.012225939892232418
149,1,1.49,-0.030210908502340317,-0.19760701060295105
149,2,1.49,0.04742085188627243,0.10308010876178741
149,3,1.49,0.025172241032123566,0.17411105334758759
150,0,1.5,-0.0007370244129560888,-0.01216138992458582
150,1,1.5,-0.03215087205171585,-0.1939963400363922
150,2,1.5,0.04838164895772934,0.09607962518930435
150,3,1.5,0.026883557438850403,0.17113164067268372
151,0,1.51,-0.0008578652632422745,-0.012084084562957287
151,1,1.51,-0.03405240923166275,-0.19015389680862427
151,2,1.51,0.04927102476358414,0.0889374166727066
151,3,1.51,0.028563054278492928,0.16794972121715546
152,0,1.52,-0.000977806281298399,-0.011994103901088238
152,1,1.52,-0.03591325134038925,-0.18608427047729492
152,2,1.52,0.050087664276361465,0.08166401833295822
152,3,1.52,0.03020874410867691,0.16456906497478485
153,0,1.53,-0.001096721738576889,-0.011891542933881283
153,1,1.53,-0.03773117437958717,-0.18179234862327576
153,2,1.53,0.05083036422729492,0.07427016645669937
153,3,1.53,0.031818680465221405,0.16099369525909424
154,0,1.54,-0.0012144867796450853,-0.011776508763432503
154,1,1.54,-0.03950400650501251,-0.17728327214717865
154,2,1.54,0.05149803310632706,0.06676677614450455
154,3,1.54,0.03339095786213875,0.15722784399986267
155,0,1.55,-0.0013309780042618513,-0.011649122461676598
155,1,1.55,-0.04122963175177574,-0.17256243526935577
155,2,1.55,0.05208968371152878,0.05916491150856018
155,3,1.55,0.03492371737957001,0.1532759666442871
156,0,1.56,-0.0014460731763392687,-0.011509517207741737
156,1,1.56,-0.042905986309051514,-0.1676355004310608
156,2,1.56,0.05260444059967995,0.05147578939795494
156,3,1.56,0.03641514480113983,0.14914275705814362
157,0,1.57,-0.001559651573188603,-0.011357840150594711
157,1,1.57,-0.044531069695949554,-0.16250836849212646
157,2,1.57,0.053041547536849976,0.043710753321647644
157,3,1.57,0.03786347433924675,0.14483311772346497
158,0,1.58,-0.001671594101935625,-0.011194249615073204
158,1,1.58,-0.046102941036224365,-0.15718716382980347
158,2,1.58,0.05340036004781723,0.03588125482201576
158,3,1.58,0.03926699608564377,0.14035215973854065
159,0,1.59,-0.0017817832995206118,-0.01101891789585352
159,1,1.59,-0.04761972278356552,-0.15167826414108276
159,2,1.59,0.05368034914135933,0.027998842298984528
159,3,1.59,0.04062404856085777,0.13570517301559448
160,0,1.6,-0.0018901035655289888,-0.010832028463482857
160,1,1.6,-0.04907960444688797,-0.14598825573921204
160,2,1.6,0.05388110131025314,0.02007513865828514
160,3,1.6,0.041933026164770126,0.13089768588542938
161,0,1.61,-0.001996441278606653,-0.01063377782702446
161,1,1.61,-0.05048084259033203,-0.14012394845485687
161,2,1.61,0.054002318531274796,0.012121831066906452
161,3,1.61,0.04319237917661667,0.1259353756904602
162,0,1.62,-0.0021006849128752947,-0.010424372740089893
162,1,1.62,-0.051821764558553696,-0.13409234583377838
162,2,1.62,0.05404382571578026,0.0041506486013531685
162,3,1.62,0.044400621205568314,0.12082412838935852
163,0,1.63,-0.0022027252707630396,-0.010204033926129341
163,1,1.63,-0.05310077220201492,-0.12790067493915558
163,2,1.63,0.05400555953383446,-0.0038266554474830627
163,3,1.63,0.04555632174015045,0.11556999385356903
164,0,1.64,-0.002302455250173807,-0.009972992353141308
164,1,1.64,-0.054316334426403046,-0.12155632674694061
164,2,1.64,0.05388757586479187,-0.011798316612839699
164,3,1.64,0.04665811359882355,0.11017919331789017
165,0,1.65,-0.002399770077317953,-0.009731490164995193
165,1,1.65,-0.05546700209379196,-0.11506688594818115
165,2,1.65,0.053690049797296524,-0.01975257880985737
165,3,1.65,0.04770469292998314,0.1046581119298935
166,0,1.66,-0.002494567772373557,-0.009479780681431293
166,1,1.66,-0.05655140429735184,-0.1084401085972786
166,2,1.66,0.0534132719039917,-0.027677712962031364
166,3,1.66,0.048694826662540436,0.09901327639818192
167,0,1.67,-0.0025867491494864225,-0.009218128398060799
167,1,1.67,-0.05756824463605881,-0.10168391466140747
167,2,1.67,0.053057651966810226,-0.03556203097105026
167,3,1.67,0.04962734133005142,0.09325137734413147
168,0,1.68,-0.002676217118278146,-0.008946807123720646
168,1,1.68,-0.058516308665275574,-0.09480637311935425
168,2,1.68,0.05262371152639389,-0.04339390620589256
168,3,1.68,0.05050113424658775,0.08737922459840775
169,0,1.69,-0.002762878080829978,-0.008666101843118668
169,1,1.69,-0.059394463896751404,-0.08781569451093674
169,2,1.69,0.052112095057964325,-0.051161784678697586
169,3,1.69,0.051315173506736755,0.08140376955270767
170,0,1.7,-0.002846641233190894,-0.008376306854188442
170,1,1.7,-0.06020166724920273,-0.08072023093700409
170,2,1.7,0.05152355134487152,-0.05885421112179756
170,3,1.7,0.05206849426031113,0.07533207535743713
171,0,1.71,-0.002927418565377593,-0.008077725768089294
171,1,1.71,-0.06093695014715195,-0.07352845370769501
171,2,1.71,0.05085895210504532,-0.06645984202623367
171,3,1.71,0.052760206162929535,0.06917132437229156
172,0,1.72,-0.0030051253270357847,-0.007770671974867582
172,1,1.72,-0.06159944087266922,-0.06624894589185715
172,2,1.72,0.05011927708983421,-0.07396744936704636
172,3,1.72,0.05338949337601662,0.06292881071567535
173,0,1.73,-0.0030796800274401903,-0.007455467712134123
173,1,1.73,-0.062188345938920975,-0.05889039486646652
173,2,1.73,0.049305617809295654,-0.08136596530675888
173,3,1.73,0.05395561084151268,0.056611910462379456
174,0,1.74,-0.003151004435494542,-0.0071324435994029045
174,1,1.74,-0.0627029612660408,-0.051461584866046906
174,2,1.74,0.048419173806905746,-0.08864446729421616
174,3,1.74,0.0544578917324543,0.050228092819452286
175,0,1.75,-0.0032190238125622272,-0.0068019381724298
175,1,1.75,-0.06314267218112946,-0.043971382081508636
175,2,1.75,0.04746125265955925,-0.09579221159219742
175,3,1.75,0.05489574000239372,0.04378490522503853
176,0,1.76,-0.0032836669124662876,-0.006464298348873854
176,1,1.76,-0.06350696086883545,-0.03642871975898743
176,2,1.76,0.04643326625227928,-0.10279865562915802
176,3,1.76,0.05526863783597946,0.03728996589779854
177,0,1.77,-0.0033448657486587763,-0.006119878031313419
177,1,1.77,-0.06379538774490356,-0.02884260192513466
177,2,1.77,0.045336730778217316,-0.10965345054864883
177,3,1.77,0.0555761456489563,0.030750950798392296
178,0,1.78,-0.003402556059882045,-0.005769039038568735
178,1,1.78,-0.06400761008262634,-0.021222077310085297
178,2,1.78,0.04417326673865318,-0.11634647846221924
178,3,1.78,0.05581790208816528,0.02417559176683426
179,0,1.79,-0.003456677542999387,-0.005412148777395487
179,1,1.79,-0.06414337456226349,-0.013576237484812737
179,2,1.79,0.042944587767124176,-0.12286785989999771
179,3,1.79,0.05599362030625343,0.01757165789604187
180,0,1.8,-0.0035071733873337507,-0.00504958163946867
180,1,1.8,-0.06420251727104187,-0.005914201028645039
180,2,1.8,0.041652508080005646,-0.12920796871185303
180,3,1.8,0.056103091686964035,0.010946957394480705
181,0,1.81,-0.0035539905074983835,-0.004681718070060015
181,1,1.81,-0.06418497115373611,0.001754889264702797
181,2,1.81,0.040298935025930405,-0.13535742461681366
181,3,1.81,0.05614618584513664,0.0043093180283904076
182,0,1.82,-0.003597080009058118,-0.0043089441023766994
182,1,1.82,-0.06409075111150742,0.009421886876225471
182,2,1.82,0.03888586163520813,-0.14130716025829315
182,3,1.82,0.05612285062670708,-0.002333414275199175
183,0,1.83,-0.0036363964900374413,-0.003931650426238775
183,1,1.83,-0.06391997635364532,0.017077645286917686
183,2,1.83,0.03741537779569626,-0.14704836905002594
183,3,1.83,0.056033115833997726,-0.008973388001322746
184,0,1.84,-0.003671898739412427,-0.0035502330865710974
184,1,1.84,-0.06367284804582596,0.024713031947612762
184,2,1.84,0.035889651626348495,-0.15257258713245392
184,3,1.84,0.055877089500427246,-0.015602756291627884
185,0,1.85,-0.003703549737110734,-0.0031650918535888195
185,1,1.85,-0.0633496567606926,0.03231893852353096
185,2,1.85,0.03431093692779541,-0.15787163376808167
185,3,1.85,0.05565495416522026,-0.022213684394955635
186,0,1.86,-0.003731315955519676,-0.0027766309212893248
186,1,1.86,-0.06295079737901688,0.039886292070150375
186,2,1.86,0.03268156200647354,-0.16293767094612122
186,3,1.86,0.05536697059869766,-0.028798358514904976
187,0,1.87,-0.0037551685236394405,-0.0023852575104683638
187,1,1.87,-0.062476735562086105,0.04740606248378754
187,2,1.87,0.031003929674625397,-0.16776321828365326
187,3,1.87,0.05501348152756691,-0.03534899652004242
188,0,1.88,-0.0037750822957605124,-0.001991382334381342
188,1,1.88,-0.06192804127931595,0.05486927926540375
188,2,1.88,0.029280519112944603,-0.17234113812446594
188,3,1.88,0.05459490418434143,-0.04185785353183746
189,0,1.89,-0.0037910365499556065,-0.0015954184345901012
189,1,1.89,-0.061305370181798935,0.062267035245895386
189,2,1.89,0.02751387283205986,-0.17666466534137726
189,3,1.89,0.05411173030734062,-0.04831723868846893
190,0,1.9,-0.003803014289587736,-0.0011977810645475984
190,1,1.9,-0.06060946360230446,0.0695905014872551
190,2,1.9,0.025706598535180092,-0.18072739243507385
190,3,1.9,0.05356453359127045,-0.05471951141953468
191,0,1.91,-0.0038110031746327877,-0.0007988873403519392
191,1,1.91,-0.059841156005859375,0.07683093845844269
191,2,1.91,0.023861365392804146,-0.1845233291387558
191,3,1.91,0.05295396223664284,-0.06105710566043854
192,0,1.92,-0.0038149948231875896,-0.0003991557750850916
192,1,1.92,-0.05900136008858681,0.08397970348596573
192,2,1.92,0.021980896592140198,-0.18804684281349182
192,3,1.92,0.0522807352244854,-0.06732252240180969
193,0,1.93,-0.0038149848114699125,9.944778867065907e-07
193,1,1.93,-0.05809107795357704,0.09102825820446014
193,2,1.93,0.02006796933710575,-0.19129271805286407
193,3,1.93,0.051545649766922,-0.0735083594918251
194,0,1.94,-0.0038109733723104,0.00040114368312060833
194,1,1.94,-0.05711139738559723,0.097968190908432
194,2,1.94,0.01812540739774704,-0.19425615668296814
194,3,1.94,0.05074957758188248,-0.07960730046033859
195,0,1.95,-0.003802964696660638,0.0008008721051737666
195,1,1.95,-0.05606348440051079,0.10479121655225754
195,2,1.95,0.01615607924759388,-0.19693276286125183
195,3,1.95,0.04989345744252205,-0.08561213314533234
196,0,1.96,-0.0037909671664237976,0.0011997605906799436
196,1,1.96,-0.0549485944211483,0.1114891767501831
196,2,1.96,0.014162893407046795,-0.19931858777999878
196,3,1.96,0.0489782989025116,-0.09151574969291687
197,0,1.97,-0.0037749933544546366,0.0015973906265571713
197,1,1.97,-0.05376805365085602,0.11805407702922821
197,2,1.97,0.012148791924118996,-0.20141009986400604
197,3,1.97,0.04800518602132797,-0.09731116890907288
198,0,1.98,-0.003755059791728854,0.001993345096707344
198,1,1.98,-0.05252327397465706,0.12447807192802429
198,2,1.98,0.010116750374436378,-0.2032041847705841
198,3,1.98,0.0469752699136734,-0.10299152880907059
199,0,1.99,-0.003731187665835023,0.002387208864092827
199,1,1.99,-0.05121573805809021,0.13075348734855652
199,2,1.99,0.00806976854801178,-0.20469820499420166
199,3,1.99,0.04588976874947548,-0.10855011641979218
200,0,2.0,-0.0037034018896520138,0.002778568770736456
200,1,2.0,-0.049847010523080826,0.1368728131055832
200,2,2.0,0.006010869517922401,-0.20588994026184082
200,3,2.0,0.04474996402859688,-0.11398034542798996
201,0,2.01,-0.003671731799840927,0.0031670143362134695
201,1,2.01,-0.04841872304677963,0.14282874763011932
201,2,2.01,0.003943093121051788,-0.20677761733531952
201,3,2.01,0.04355720430612564,-0.11927579343318939
202,0,2.02,-0.003636210458353162,0.0035521381068974733
202,1,2.02,-0.046932581812143326,0.14861415326595306
202,2,2.02,0.0018694938626140356,-0.2073599249124527
202,3,2.02,0.042312901467084885,-0.12443018704652786
203,0,2.03,-0.0035968751180917025,0.003933535888791084
203,1,2.03,-0.04539036005735397,0.15422211587429047
203,2,2.03,-0.0002068663015961647,-0.2076360136270523
203,3,2.03,0.0410185270011425,-0.1294374167919159
204,0,2.04,-0.003553766990080476,0.004310808144509792
204,1,2.04,-0.043793901801109314,0.1596459299325943
204,2,2.04,-0.002282920992001891,-0.20760546624660492
204,3,2.04,0.03967561200261116,-0.13429155945777893
205,0,2.05,-0.0035069314762949944,0.004683558829128742
205,1,2.05,-0.04214511066675186,0.16487909853458405
205,2,2.05,-0.0043556042946875095,-0.20726832747459412
205,3,2.05,0.038285743445158005,-0.13898687064647675
206,0,2.06,-0.0034564174711704254,0.0050513967871665955
206,1,2.06,-0.0404459573328495,0.1699153631925583
206,2,2.06,-0.0064218551851809025,-0.2066250890493393
206,3,2.06,0.03685056418180466,-0.14351777732372284
207,0,2.07,-0.003402278060093522,0.005413936451077461
207,1,2.07,-0.0386984720826149,0.17474870383739471
207,2,2.07,-0.008478622883558273,-0.20567671954631805
207,3,2.07,0.035371776670217514,-0.14787891507148743
208,0,2.08,-0.003344570053741336,0.005770797375589609
208,1,2.08,-0.03690473735332489,0.17937332391738892
208,2,2.08,-0.010522868484258652,-0.20442460477352142
208,3,2.08,0.033851124346256256,-0.15206512808799744
209,0,2.09,-0.003283353988081217,0.006121605634689331
209,1,2.09,-0.03506689891219139,0.18378368020057678
209,2,2.09,-0.012551574967801571,-0.20287062227725983
209,3,2.09,0.03229041025042534,-0.15607143938541412
210,0,2.1,-0.0032186941243708134,0.0064659928902983665
210,1,2.1,-0.033187154680490494,0.1879744976758957
210,2,2.1,-0.014561745338141918,-0.20101705193519592
210,3,2.1,0.0306914784014225,-0.15989311039447784
211,0,2.11,-0.003150658216327429,0.006803598254919052
211,1,2.11,-0.03126774728298187,0.19194075465202332
211,2,2.11,-0.01655041240155697,-0.19886665046215057
211,3,2.11,0.02905622310936451,-0.16352559626102448
212,0,2.12,-0.0030793175101280212,0.007134067360311747
212,1,2.12,-0.02931096963584423,0.19567769765853882
212,2,2.12,-0.018514638766646385,-0.19642259180545807
212,3,2.12,0.027386577799916267,-0.1669646054506302
213,0,2.13,-0.003004746977239847,0.007457053754478693
213,1,2.13,-0.027319161221385002,0.19918084144592285
213,2,2.13,-0.02045152336359024,-0.1936885118484497
213,3,2.13,0.02568451687693596,-0.17020604014396667
214,0,2.14,-0.0029270248487591743,0.007772218436002731
214,1,2.14,-0.025294700637459755,0.20244599878787994
214,2,2.14,-0.022358207032084465,-0.19066844880580902
214,3,2.14,0.023952055722475052,-0.17324607074260712
215,0,2.15,-0.0028462326154112816,0.008079230785369873
215,1,2.15,-0.02324000746011734,0.2054692506790161
215,2,2.15,-0.02423187531530857,-0.18736687302589417
215,3,2.15,0.02219124510884285,-0.1760810911655426
216,0,2.16,-0.002762455027550459,0.008377769030630589
216,1,2.16,-0.021157538518309593,0.20824696123600006
216,2,2.16,-0.02606976218521595,-0.18378865718841553
216,3,2.16,0.020404167473316193,-0.17870773375034332
217,0,2.17,-0.002675779862329364,0.008667520247399807
217,1,2.17,-0.019049780443310738,0.21077580749988556
217,2,2.17,-0.027869153767824173,-0.17993910610675812
217,3,2.17,0.018592938780784607,-0.18112288415431976
218,0,2.18,-0.002586298156529665,0.008948179893195629
218,1,2.18,-0.016919253394007683,0.21305276453495026
218,2,2.18,-0.029627393931150436,-0.17582392692565918
218,3,2.18,0.016759702935814857,-0.1833236664533615
219,0,2.19,-0.002494103740900755,0.009219453670084476
219,1,2.19,-0.014768502674996853,0.21507509052753448
219,2,2.19,-0.03134188428521156,-0.1714491993188858
219,3,2.19,0.014906628057360649,-0.18530747294425964
220,0,2.2,-0.00239929324015975,0.009481057524681091
220,1,2.2,-0.012600099667906761,0.21684035658836365
220,2,2.2,-0.033010099083185196,-0.16682139039039612
220,3,2.2,0.013035908341407776,-0.18707196414470673
221,0,2.21,-0.0023019660729914904,0.009732716716825962
221,1,2.21,-0.010416635312139988,0.21834644675254822
221,2,2.21,-0.03462957218289375,-0.1619473397731781
221,3,2.21,0.011149758473038673,-0.18861502408981323
222,0,2.22,-0.00220222445204854,0.009974167682230473
222,1,2.22,-0.00822072010487318,0.21959155797958374
222,2,2.22,-0.03619791567325592,-0.15683427453041077
222,3,2.22,0.00925040990114212,-0.1899348348379135
223,0,2.23,-0.0021001729182899,0.010205157101154327
223,1,2.23,-0.006014978047460318,0.22057420015335083
223,2,2.23,-0.037712812423706055,-0.1514897346496582
223,3,2.23,0.007340111769735813,-0.19102981686592102
224,0,2.24,-0.0019959185738116503,0.010425441898405552
224,1,2.24,-0.0038020461797714233,0.22129318118095398
224,2,2.24,-0.03917202726006508,-0.14592163264751434
224,3,2.24,0.005421124864369631,-0.19189868867397308
225,0,2.25,-0.0018895706161856651,0.010634792037308216
225,1,2.25,-0.0015845696907490492,0.22174765169620514
225,2,2.25,-0.04057341068983078,-0.1401381939649582
225,3,2.25,0.0034957206808030605,-0.19254040718078613
226,0,2.26,-0.0017812408041208982,0.010832986794412136
226,1,2.26,0.0006348008755594492,0.22193706035614014
226,2,2.26,-0.041914891451597214,-0.13414795696735382
226,3,2.26,0.0015661786310374737,-0.19295421242713928
227,0,2.27,-0.0016710426425561309,0.011019819416105747
227,1,2.27,0.0028534126468002796,0.22186118364334106
227,2,2.27,-0.0431944876909256,-0.12795978784561157
227,3,2.27,-0.00036521744914352894,-0.19313961267471313
228,0,2.28,-0.0015590917319059372,0.011195093393325806
228,1,2.28,0.0050686136819422245,0.22152011096477509
228,2,2.28,-0.04441031441092491,-0.12158281356096268
228,3,2.28,-0.00229618139564991,-0.19309638440608978
229,0,2.29,-0.0014455055352300406,0.011358625255525112
229,1,2.29,0.007277755998075008,0.22091424465179443
229,2,2.29,-0.045560579746961594,-0.11502645909786224
229,3,2.29,-0.004224427044391632,-0.1928245723247528
230,0,2.3,-0.00133040314540267,0.011510242708027363
230,1,2.3,0.009478199295699596,0.2200443148612976
230,2,2.3,-0.046643584966659546,-0.10830040276050568
230,3,2.3,-0.006147672422230244,-0.19232451915740967
231,0,2.31,-0.0012139052851125598,0.011649787425994873
231,1,2.31,0.011667313054203987,0.21891136467456818
231,2,2.31,-0.04765773192048073,-0.10141457617282867
231,3,2.31,-0.00806364044547081,-0.19159680604934692
232,0,2.32,-0.0010961341904476285,0.011777113191783428
232,1,2.32,0.013842480257153511,0.21751676499843597
232,2,2.32,-0.04860152304172516,-0.09437914937734604
232,3,2.32,-0.009970063343644142,-0.19064229726791382
233,0,2.33,-0.0009772133780643344,0.011892085894942284
233,1,2.33,0.016001101583242416,0.21586216986179352
233,2,2.33,-0.04947356879711151,-0.08720450848340988
233,3,2.33,-0.011864684522151947,-0.18946212530136108
234,0,2.34,-0.0008572675287723541,0.01199458446353674
234,1,2.34,0.018140597268939018,0.21394957602024078
234,2,2.34,-0.05027258023619652,-0.07990123331546783
234,3,2.34,-0.01374526135623455,-0.18805769085884094
235,0,2.35,-0.0007364224875345826,0.01208450272679329
235,1,2.35,0.020258409902453423,0.21178127825260162
235,2,2.35,-0.050997380167245865,-0.07248011231422424
235,3,2.35,-0.015609567984938622,-0.1864306628704071
236,0,2.36,-0.0006148050306364894,0.012161745689809322
236,1,2.36,0.022352008149027824,0.20935988426208496
236,2,2.36,-0.05164689943194389,-0.06495209038257599
236,3,2.36,-0.01745539717376232,-0.18458297848701477
237,0,2.37,-0.0004925426910631359,0.012226232327520847
237,1,2.37,0.024418890476226807,0.2066882848739624
237,2,2.37,-0.0522201806306839,-0.05732826888561249
237,3,2.37,-0.01928056590259075,-0.18251682817935944
238,0,2.38,-0.0003697637584991753,0.012277894653379917
238,1,2.38,0.02645658701658249,0.20376969873905182
238,2,2.38,-0.05271637812256813,-0.049619901925325394
238,3,2.38,-0.021082911640405655,-0.1802346557378769
239,0,2.39,-0.0002465969882905483,0.012316678650677204
239,1,2.39,0.028462663292884827,0.20060761272907257
239,2,2.39,-0.05313476175069809,-0.041838355362415314
239,3,2.39,-0.02286030352115631,-0.1777391880750656
240,0,2.4,-0.0001231715432368219,0.012342544272542
240,1,2.4,0.03043472208082676,0.1972058266401291
240,2,2.4,-0.05347471311688423,-0.03399511054158211
240,3,2.4,-0.02461063675582409,-0.17503337562084198
241,0,2.41,3.8309372030198574e-07,0.012355463579297066
241,1,2.41,0.03237040713429451,0.1935684084892273
241,2,2.41,-0.053735729306936264,-0.0261017307639122
241,3,2.41,-0.026331840083003044,-0.17212042212486267
242,0,2.42,0.00012393732322379947,0.012355423532426357
242,1,2.42,0.034267403185367584,0.18969972431659698
242,2,2.42,-0.053917426615953445,-0.018169861286878586
242,3,2.42,-0.028021877631545067,-0.16900378465652466
243,0,2.43,0.0002473615459166467,0.012342424131929874
243,1,2.43,0.03612344712018967,0.18560442328453064
243,2,2.43,-0.054019536823034286,-0.010211196728050709
243,3,2.43,-0.029678748920559883,-0.1656871736049652
244,0,2.44,0.00037052633706480265,0.012316478416323662
244,1,2.44,0.03793632239103317,0.18128739297389984
244,2,2.44,-0.05404191091656685,-0.0022374745458364487
244,3,2.44,-0.03130049258470535,-0.1621745079755783
245,0,2.45,0.0004933024756610394,0.012277614325284958
245,1,2.45,0.0397038608789444,0.17675381898880005
245,2,2.45,-0.053984515368938446,0.0057395463809370995
245,3,2.45,-0.032885193824768066,-0.15846996009349823
246,0,2.46,0.0006155612063594162,0.012225871905684471
246,1,2.46,0.04142395034432411,0.17200911045074463
246,2,2.46,-0.05384743586182594,0.013708103448152542
246,3,2.46,-0.03443097323179245,-0.15457792580127716
247,0,2.47,0.00073717423947528,0.012161306105554104
247,1,2.47,0.043094538152217865,0.16705897450447083
247,2,2.47,-0.05363086983561516,0.021656446158885956
247,3,2.47,-0.03593600168824196,-0.150503009557724
248,0,2.48,0.0008580141002312303,0.012083984911441803
248,1,2.48,0.04471363127231598,0.1619093269109726
248,2,2.48,-0.05333514139056206,0.029572851955890656
248,3,2.48,-0.037398502230644226,-0.14625005424022675
249,0,2.49,0.0009779540123417974,0.011993988417088985
249,1,2.49,0.04627929627895355,0.156566321849823
249,2,2.49,-0.05296068638563156,0.03744564950466156
249,3,2.49,-0.03881674259901047,-0.14182409644126892
250,0,2.5,0.0010968680726364255,0.011891411617398262
250,1,2.5,0.04778965935111046,0.1510363668203354
250,2,2.5,-0.05250805243849754,0.045263223350048065
250,3,2.5,-0.040189046412706375,-0.13723038136959076
251,0,2.51,0.0012146317167207599,0.011776362545788288
251,1,2.51,0.04924292117357254,0.14532606303691864
251,2,2.51,-0.05197791010141373,0.05301404744386673
251,3,2.51,-0.04151378944516182,-0.13247434794902802
252,0,2.52,0.0013311213115230203,0.011648961342871189
252,1,2.52,0.050637342035770416,0.13944225013256073
252,2,2.52,-0.05137104168534279,0.060686685144901276
252,3,2.52,-0.04278940707445145,-0.12756162881851196
253,0,2.53,0.0014462147373706102,0.011509341187775135
253,1,2.53,0.05197126045823097,0.13339197635650635
253,2,2.53,-0.05068834498524666,0.06826981902122498
253,3,2.53,-0.04401438683271408,-0.1224980428814888
254,0,2.54,0.0015597912715747952,0.011357649229466915
254,1,2.54,0.053243085741996765,0.12718245387077332
254,2,2.54,-0.04993082210421562,0.07575226575136185
254,3,2.54,-0.04518728330731392,-0.11728958785533905
255,0,2.55,0.0016717317048460245,0.011194043792784214
255,1,2.55,0.05445129796862602,0.12082111835479736
