curriculum_scale,limit
0.25,0.9556398391723633
0.25,0.9539080262184143
0.25,0.9400849342346191
0.25,0.960712730884552
0.25,0.9259012341499329
0.25,0.9807815551757812
0.25,0.9272156953811646
0.25,0.9390281438827515
0.25,0.9325944185256958
0.25,0.9509863257408142
0.25,0.9753045439720154
0.25,0.9499862194061279
0.25,0.9728742837905884
0.25,0.9606234431266785
0.25,0.9470435380935669
0.25,0.9744687080383301
0.25,0.9993958473205566
0.25,0.9747564792633057
0.25,0.9694070816040039
0.25,0.9643093347549438
0.25,0.9553952217102051
0.25,0.9945099353790283
0.25,0.9807186126708984
0.25,0.9800607562065125
0.25,0.9811254739761353
0.25,0.9929966926574707
0.25,0.9668757915496826
0.25,0.9616619944572449
0.25,0.9939005970954895
0.25,0.9757633209228516
0.25,0.9605273008346558
0.25,0.9740015268325806
0.25,0.9252471327781677
0.25,0.9901376962661743
0.25,0.9762626886367798
0.25,0.9785944223403931
0.25,0.951018214225769
0.25,0.9263088703155518
0.25,0.9813494682312012
0.25,0.938355565071106
0.25,0.9307652711868286
0.25,0.9579012393951416
0.25,0.9751663208007812
0.25,0.9256335496902466
0.25,0.992952823638916
0.25,0.986052930355072
0.25,0.9446874856948853
0.25,0.9942882657051086
0.25,0.9732342958450317
0.25,0.9477995038032532
0.25,0.9554139375686646
0.25,0.9611033201217651
0.25,0.9774772524833679
0.25,0.9479421973228455
0.25,0.9703848361968994
0.25,0.9953340888023376
0.25,0.940850555896759
0.25,0.969072699546814
0.25,0.9894922971725464
0.25,0.9752956628799438
0.25,0.9832766056060791
0.25,0.9301489591598511
0.25,0.9746110439300537
0.25,0.9632079601287842
0.25,0.9475667476654053
0.25,0.9356217384338379
0.25,0.938602864742279
0.25,0.9758335947990417
0.25,0.9514278173446655
0.25,0.9751417636871338
0.25,0.9860051870346069
0.25,0.9900015592575073
0.25,0.9260672330856323
0.25,0.9592006206512451
0.25,0.9651370048522949
0.25,0.9338051676750183
0.25,0.9786055088043213
0.25,0.9957983493804932
0.25,0.9422242641448975
0.25,0.9541477560997009
0.25,0.9579511880874634
0.25,0.9416629076004028
0.25,0.9773411154747009
0.25,0.9672179818153381
0.25,0.9613510370254517
0.25,0.9726763963699341
0.25,0.9748879671096802
0.25,0.9289639592170715
0.25,0.9675795435905457
0.25,0.9700916409492493
0.25,0.9859960079193115
0.25,0.9870700240135193
0.25,0.994494616985321
0.25,0.9485076069831848
0.25,0.9621621966362
0.25,0.9665926694869995
0.25,0.9523215293884277
0.25,0.9932196736335754
0.25,0.9715894460678101
0.25,0.9605299830436707
0.25,0.9431911110877991
0.25,0.942306637763977
0.25,0.9347111582756042
0.25,0.9709339141845703
0.25,0.9609621167182922
0.25,0.949910044670105
0.25,0.9968835115432739
0.25,0.9782294034957886
0.25,0.9847825765609741
0.25,0.9631778001785278
0.25,0.9469595551490784
0.25,0.9336449503898621
0.25,0.9680476784706116
0.25,0.9971050024032593
0.25,0.9792824983596802
0.25,0.9599916934967041
0.25,0.980164110660553
0.25,0.9386221766471863
0.25,0.9567180871963501
0.25,0.9502407312393188
0.25,0.9658083915710449
0.25,0.9636759757995605
0.25,0.9332354068756104
0.25,0.9627698659896851
0.25,0.9950130581855774
0.25,0.9333012700080872
0.25,0.9859193563461304
0.25,0.9713584184646606
0.25,0.9774608612060547
0.25,0.9852544069290161
0.25,0.9964597821235657
0.25,0.934234082698822
0.25,0.9574533104896545
0.25,0.9513139724731445
0.25,0.9416977167129517
0.25,0.9334729909896851
0.25,0.9949507117271423
0.25,0.941269040107727
0.25,0.9711859226226807
0.25,0.9489137530326843
0.25,0.9403860569000244
0.25,0.9462996125221252
0.25,0.9832507371902466
0.25,0.9371917247772217
0.25,0.9615675210952759
0.25,0.932691752910614
0.25,0.953169584274292
0.25,0.997765839099884
0.25,0.9764609336853027
0.25,0.9509314298629761
0.25,0.9894823431968689
0.25,0.9465134143829346
0.25,0.9995871782302856
0.25,0.9285785555839539
0.25,0.9472214579582214
0.25,0.9629140496253967
0.25,0.9551783800125122
0.25,0.9563448429107666
0.25,0.9787793159484863
0.25,0.9333964586257935
0.25,0.9480328559875488
0.25,0.9405109882354736
0.25,0.9571858048439026
0.25,0.9478170871734619
0.25,0.9587118625640869
0.25,0.9364430904388428
0.25,0.9256788492202759
0.25,0.9418462514877319
0.25,0.9774096012115479
0.25,0.9553440809249878
0.25,0.958187460899353
0.25,0.953018844127655
0.25,0.9993787407875061
0.25,0.9776098728179932
0.25,0.9797914028167725
0.25,0.9536032676696777
0.25,0.9785178899765015
0.25,0.935048520565033
0.25,0.9347003102302551
0.25,0.989397406578064
0.25,0.9551476836204529
0.25,0.9645568132400513
0.25,0.9371200799942017
0.25,0.9580897688865662
0.25,0.9402526617050171
0.25,0.9674490690231323
0.25,0.9322659373283386
0.25,0.952750027179718
0.25,0.9487226009368896
0.25,0.9751559495925903
0.25,0.9910017251968384
0.25,0.9534562826156616
0.25,0.9824755787849426
0.25,0.9409217238426208
0.25,0.946376383304596
0.25,0.9859703779220581
0.25,0.9883072972297668
0.25,0.9473308324813843
0.25,0.9592949748039246
0.25,0.9295765161514282
0.25,0.9331961870193481
0.25,0.9545450210571289
0.25,0.9917759895324707
0.25,0.9978106021881104
0.25,0.9451655149459839
0.25,0.9689356088638306
0.25,0.9659486413002014
0.25,0.9997305870056152
0.25,0.9601362943649292
0.25,0.9800730347633362
0.25,0.9645196795463562
0.25,0.939947783946991
0.25,0.9759168028831482
0.25,0.9942007064819336
0.25,0.9837917685508728
0.25,0.9458065032958984
0.25,0.9908742308616638
0.25,0.997014045715332
0.25,0.998793363571167
0.25,0.9365207552909851
0.25,0.9351956248283386
0.25,0.96561598777771
0.25,0.9909300208091736
0.25,0.9986724853515625
0.25,0.9777050614356995
0.25,0.9470575451850891
0.25,0.9757204651832581
0.25,0.9749060273170471
0.25,0.9822860360145569
0.25,0.9315187335014343
0.25,0.9795451760292053
0.25,0.995182991027832
0.25,0.9674339890480042
0.25,0.9533635377883911
0.25,0.9935314655303955
0.25,0.9314529299736023
0.25,0.9904263615608215
0.25,0.9397993087768555
0.25,0.9395652413368225
0.25,0.9991321563720703
0.25,0.9445272088050842
0.25,0.9859792590141296
0.25,0.9931924343109131
0.25,0.9921792149543762
0.25,0.9684839844703674
0.25,0.9672828316688538
0.25,0.9784809350967407
0.25,0.9673043489456177
0.25,0.9370702505111694
0.25,0.957687258720398
0.25,0.939054548740387
0.25,0.9891601800918579
0.25,0.9648646116256714
0.25,0.9307003021240234
0.25,0.9984848499298096
0.25,0.993356466293335
0.25,0.9466779232025146
0.25,0.9947364330291748
0.25,0.946746289730072
0.25,0.9654391407966614
0.25,0.9833316802978516
0.25,0.9899523854255676
0.25,0.9581688642501831
0.25,0.9331223964691162
0.25,0.9939925074577332
0.25,0.9500081539154053
0.25,0.9629092216491699
0.25,0.9780270457267761
0.25,0.9814161658287048
0.25,0.9835560321807861
0.25,0.9665160179138184
0.25,0.9802052974700928
0.25,0.9865620136260986
0.25,0.9440056681632996
0.25,0.9257833361625671
0.25,0.9304996728897095
0.25,0.9798157215118408
0.25,0.9421771764755249
0.25,0.9924715757369995
0.25,0.9363378882408142
0.25,0.9897297620773315
0.25,0.9268282651901245
0.25,0.9333386421203613
0.25,0.9482792019844055
0.25,0.9466286897659302
0.25,0.9313422441482544
0.25,0.9285268783569336
0.25,0.9554613828659058
0.25,0.9779523015022278
0.25,0.9886661171913147
0.25,0.998024046421051
0.25,0.9675754904747009
0.25,0.9565309882164001
0.25,0.9580720663070679
0.25,0.9857388734817505
0.25,0.9256072044372559
0.25,0.9519149661064148
0.25,0.9788000583648682
0.25,0.9659914970397949
0.25,0.9273073077201843
0.25,0.9477540254592896
0.25,0.954511821269989
0.25,0.9381358623504639
0.25,0.9614911079406738
0.25,0.943859338760376
0.25,0.9947672486305237
0.25,0.9779438972473145
0.25,0.9739601612091064
0.25,0.9683098793029785
0.25,0.9510575532913208
0.25,0.9999246001243591
0.25,0.9945110082626343
0.25,0.9887129664421082
0.25,0.9392428398132324
0.25,0.9263138771057129
0.25,0.9370554089546204
0.25,0.9651353359222412
0.25,0.9618308544158936
0.25,0.9528809785842896
0.25,0.9835622906684875
0.25,0.9842134714126587
0.25,0.938926100730896
0.25,0.9864795207977295
0.25,0.942547082901001
0.25,0.9627110958099365
0.25,0.9578438997268677
0.25,0.9761742353439331
0.25,0.9467793107032776
0.25,0.9947129487991333
0.25,0.9607195854187012
0.25,0.9854605197906494
0.25,0.9464620351791382
0.25,0.9509696364402771
0.25,0.9639167189598083
0.25,0.9655942916870117
0.25,0.9694695472717285
0.25,0.9561575055122375
0.25,0.9787918925285339
0.25,0.9829456806182861
0.25,0.9931701421737671
0.25,0.9641363620758057
0.25,0.9815826416015625
0.25,0.9392319321632385
0.25,0.9370449781417847
0.25,0.9474470615386963
0.25,0.9992894530296326
0.25,0.9623257517814636
0.25,0.9563271403312683
0.25,0.9770937561988831
0.25,0.9889146089553833
0.25,0.974384069442749
0.25,0.9661439061164856
0.25,0.9840815663337708
0.25,0.9618319272994995
0.25,0.962878942489624
0.25,0.9288798570632935
0.25,0.9717274308204651
0.25,0.9546909928321838
0.25,0.9341627359390259
0.25,0.9666502475738525
0.25,0.9950792789459229
0.25,0.971595823764801
0.25,0.9892415404319763
0.25,0.9741925001144409
0.25,0.9742904305458069
0.25,0.9686712622642517
0.25,0.9716870784759521
0.25,0.9545414447784424
0.25,0.9457002878189087
0.25,0.950794517993927
0.25,0.9713109731674194
0.25,0.9383871555328369
0.25,0.9412873387336731
0.25,0.9821041822433472
0.25,0.9917914867401123
0.25,0.9401746988296509
0.25,0.9302094578742981
0.25,0.9364450573921204
0.25,0.9490870237350464
0.25,0.9720756411552429
0.25,0.9329804182052612
0.25,0.9323384761810303
0.25,0.9351266622543335
0.25,0.9534404873847961
0.25,0.9334654211997986
0.25,0.9706763029098511
0.25,0.9733715057373047
0.25,0.9457399845123291
0.25,0.9967730045318604
0.25,0.9904119372367859
0.25,0.9799319505691528
0.25,0.957456648349762
0.25,0.9929710626602173
0.25,0.9882686734199524
0.25,0.9592533111572266
0.25,0.9691802263259888
0.25,0.9726786613464355
0.25,0.9884084463119507
0.25,0.9708206653594971
0.25,0.9316012859344482
0.25,0.9762651920318604
0.25,0.9718276262283325
0.25,0.9962046146392822
0.25,0.9773249626159668
0.25,0.9649983644485474
0.25,0.9952856302261353
0.25,0.9320525527000427
0.25,0.9735034108161926
0.25,0.9308304190635681
0.25,0.9429340958595276
0.25,0.9836602210998535
0.25,0.9409220814704895
0.25,0.9942819476127625
0.25,0.9691338539123535
0.25,0.9683802127838135
0.25,0.9429383277893066
0.25,0.9432345628738403
0.25,0.9664615988731384
0.25,0.94219970703125
0.25,0.9597545862197876
0.25,0.9287488460540771
0.25,0.9818190336227417
0.25,0.9556179046630859
0.25,0.9711110591888428
0.25,0.9368943572044373
0.25,0.9580543041229248
0.25,0.9324090480804443
0.25,0.9735719561576843
0.25,0.9359511733055115
0.25,0.963519811630249
0.25,0.9651604294776917
0.25,0.9907941818237305
0.25,0.9763407707214355
0.25,0.9265180826187134
0.25,0.9584068059921265
0.25,0.9712026715278625
0.25,0.9273312091827393
0.25,0.926711916923523
0.25,0.9899119734764099
0.25,0.938940167427063
0.25,0.9425602555274963
0.25,0.9704928994178772
0.25,0.9308984875679016
0.25,0.9432734251022339
0.25,0.975460946559906
0.25,0.9764424562454224
0.25,0.9345901608467102
0.25,0.9356170296669006
0.25,0.9577688574790955
0.25,0.9797788262367249
0.25,0.9782887697219849
0.25,0.9952637553215027
0.25,0.9370224475860596
0.25,0.9979913830757141
0.25,0.9579468965530396
0.25,0.9915688037872314
0.25,0.9763751029968262
0.25,0.9289153218269348
0.25,0.9509202241897583
0.25,0.9677579402923584
0.25,0.9683533310890198
0.25,0.9533608555793762
0.25,0.9727563261985779
0.25,0.947955846786499
0.25,0.9869059324264526
0.25,0.9304523468017578
0.25,0.9406243562698364
0.25,0.9579353928565979
0.25,0.9463983774185181
0.25,0.9516705870628357
0.25,0.9396303296089172
0.25,0.9839736223220825
0.25,0.9513190388679504
0.25,0.937109112739563
0.25,0.9444258809089661
0.25,0.9848375916481018
0.25,0.9518271088600159
0.25,0.9458751082420349
0.25,0.9694124460220337
0.25,0.9899111986160278
0.25,0.9879515171051025
0.25,0.9693925976753235
0.25,0.9646090865135193
0.25,0.9487460851669312
0.25,0.9642742872238159
0.25,0.9371713995933533
0.25,0.9806458950042725
0.25,0.9718976020812988
0.25,0.9862672090530396
0.25,0.9666913151741028
0.25,0.9519421458244324
0.25,0.9744778871536255
0.25,0.9750774502754211
0.25,0.9843288660049438
0.25,0.9647672176361084
0.25,0.9478865265846252
0.25,0.9569923281669617
0.25,0.9616747498512268
0.25,0.9255201816558838
0.25,0.931965708732605
0.25,0.9708600044250488
0.25,0.9612051844596863
0.25,0.9578092098236084
0.25,0.933451771736145
0.25,0.9751147627830505
0.25,0.9568820595741272
0.25,0.9965716600418091
0.25,0.9636211395263672
0.25,0.9735515713691711
0.25,0.9645834565162659
0.25,0.9708161950111389
0.25,0.9317517876625061
0.25,0.9608588814735413
0.25,0.9732882976531982
0.25,0.9894157648086548
0.25,0.9823997616767883
0.25,0.9750959873199463
0.25,0.9328768849372864
0.25,0.9785104990005493
0.25,0.9567005634307861
0.25,0.9677758812904358
0.25,0.9630184173583984
0.25,0.9311530590057373
0.25,0.9414867758750916
0.25,0.9863604307174683
0.25,0.9841172695159912
0.25,0.9618768692016602
0.25,0.9413015246391296
0.25,0.9625851511955261
0.25,0.9479209184646606
0.25,0.9640710353851318
0.25,0.9297139644622803
0.25,0.9704378247261047
0.25,0.9464051723480225
0.25,0.944391131401062
0.25,0.935116171836853
0.25,0.9319730997085571
0.25,0.9479700922966003
0.25,0.9543769359588623
0.25,0.9422884583473206
0.25,0.9714353680610657
0.25,0.9406962990760803
0.25,0.9736635088920593
0.25,0.9789789319038391
0.25,0.9485375881195068
0.25,0.9628663063049316
0.25,0.9707551002502441
0.25,0.9548079967498779
0.25,0.9673091173171997
0.25,0.944640576839447
0.25,0.9371503591537476
0.25,0.9397203922271729
0.25,0.9833828210830688
0.25,0.9831382632255554
0.25,0.9470406770706177
0.25,0.9564838409423828
0.25,0.9683030247688293
0.25,0.9662793278694153
0.25,0.9628859162330627
0.25,0.9818906188011169
0.25,0.9985279440879822
0.25,0.9977736473083496
0.25,0.9477511644363403
0.25,0.9618529081344604
0.25,0.9300618171691895
0.25,0.985285222530365
0.25,0.9480727910995483
0.25,0.9704455733299255
0.25,0.9535019993782043
0.25,0.9982650279998779
0.25,0.9933871030807495
0.25,0.9975600838661194
0.25,0.9784531593322754
0.25,0.9877241253852844
0.25,0.9871518611907959
0.25,0.9456681609153748
0.25,0.9710714221000671
0.25,0.9258711338043213
0.25,0.9628850221633911
0.25,0.9898301362991333
0.25,0.9995298385620117
0.25,0.927024245262146
0.25,0.9958256483078003
0.25,0.9421791434288025
0.25,0.9634581804275513
0.25,0.9672070145606995
0.25,0.9877543449401855
0.25,0.9924584627151489
0.25,0.9865207672119141
0.25,0.9273633360862732
0.25,0.9747570753097534
0.25,0.9422580003738403
0.25,0.9481157064437866
0.25,0.9338505268096924
0.25,0.9983401298522949
0.25,0.9469845294952393
0.25,0.991220235824585
0.25,0.9638415575027466
0.25,0.9761113524436951
0.25,0.9925425052642822
0.25,0.9753798842430115
0.25,0.9757368564605713
0.25,0.9939277172088623
0.25,0.975594162940979
0.25,0.9610331058502197
0.25,0.9969949722290039
0.25,0.9437242150306702
0.25,0.9957591891288757
0.25,0.9298334717750549
0.25,0.9759887456893921
0.25,0.9883623123168945
0.25,0.989171028137207
0.25,0.9951567649841309
0.25,0.945827841758728
0.25,0.9428615570068359
0.25,0.9963222742080688
0.25,0.9734758734703064
0.25,0.9983714818954468
0.25,0.9383565783500671
0.25,0.9787400960922241
0.25,0.9309121370315552
0.25,0.9451593160629272
0.25,0.981693685054779
0.25,0.9663556218147278
0.25,0.9508060216903687
0.25,0.9930979013442993
0.25,0.9833064079284668
0.25,0.983311653137207
0.25,0.9731188416481018
0.25,0.9782693386077881
0.25,0.9680272340774536
0.25,0.9507041573524475
0.25,0.9519171714782715
0.25,0.9624850153923035
0.25,0.9590181708335876
0.25,0.9525089263916016
0.25,0.9261181354522705
0.25,0.9448686838150024
0.25,0.9364053606987
0.25,0.9838124513626099
0.25,0.9674476385116577
0.25,0.9694005250930786
0.25,0.9377709031105042
0.25,0.9978147745132446
0.25,0.955887496471405
0.25,0.9818434119224548
0.25,0.9412468075752258
0.25,0.9974072575569153
0.25,0.9723196625709534
0.25,0.9592804908752441
0.25,0.9406131505966187
0.25,0.9825157523155212
0.25,0.9699826836585999
0.25,0.9863280057907104
0.25,0.9343550801277161
0.25,0.9785267114639282
0.25,0.9755205512046814
0.25,0.9833120107650757
0.25,0.9431709051132202
0.25,0.9690979719161987
0.25,0.9738281965255737
0.25,0.9542211294174194
0.25,0.9883644580841064
0.25,0.9492754340171814
0.25,0.9945510625839233
0.25,0.9603821039199829
0.25,0.9990673065185547
0.25,0.9876920580863953
0.25,0.9606859087944031
0.25,0.9895446300506592
0.25,0.9627290964126587
0.25,0.9955273270606995
0.25,0.9302176237106323
0.25,0.9276863932609558
0.25,0.9425162076950073
0.25,0.9498003721237183
0.25,0.988985002040863
0.25,0.9536038637161255
0.25,0.980587363243103
0.25,0.9772207736968994
0.25,0.9829279184341431
0.25,0.9909074902534485
0.25,0.9920103549957275
0.25,0.9299784898757935
0.25,0.9495158791542053
0.25,0.9813140034675598
0.25,0.9332497715950012
0.25,0.9277699589729309
0.25,0.9660704135894775
0.25,0.9620457887649536
0.25,0.9387319087982178
0.25,0.9724558591842651
0.25,0.9500112533569336
0.25,0.9768041968345642
0.25,0.9793063402175903
0.25,0.938126802444458
0.25,0.9841827154159546
0.25,0.9620952010154724
0.25,0.9831151366233826
0.25,0.9283579587936401
0.25,0.9508979320526123
0.25,0.9988453388214111
0.25,0.9668287038803101
0.25,0.9386821389198303
0.25,0.960247278213501
0.25,0.9922032356262207
0.25,0.9270033836364746
0.25,0.95633864402771
0.25,0.966035783290863
0.25,0.9527511596679688
0.25,0.9905337691307068
0.25,0.9401828646659851
0.25,0.9696391224861145
0.25,0.9867924451828003
0.25,0.9916232824325562
0.25,0.9912537932395935
0.25,0.9296576380729675
0.25,0.9882941246032715
0.25,0.9896960854530334
0.25,0.9584161043167114
0.25,0.9641748666763306
0.25,0.9823213815689087
0.25,0.9271808862686157
0.25,0.9555251002311707
0.25,0.9911738634109497
0.25,0.9814152717590332
0.25,0.9388108849525452
0.25,0.9564152956008911
0.25,0.9503045678138733
0.25,0.9912145137786865
0.25,0.9829916954040527
0.25,0.9436099529266357
0.25,0.9629043936729431
0.25,0.9744488596916199
0.25,0.9835492372512817
0.25,0.9644242525100708
0.25,0.9917470216751099
0.25,0.9473515748977661
0.25,0.997724711894989
0.25,0.9695093035697937
0.25,0.9877577424049377
0.25,0.976087212562561
0.25,0.9574263691902161
0.25,0.9979491829872131
0.25,0.9761782288551331
0.25,0.9865434765815735
0.25,0.9507729411125183
0.25,0.9431955218315125
0.25,0.9972425103187561
0.25,0.9300415515899658
0.25,0.9306122660636902
0.25,0.9749239087104797
0.25,0.9786555767059326
0.25,0.9901202917098999
0.25,0.9511366486549377
0.25,0.9649056196212769
0.25,0.991818904876709
0.25,0.9260576367378235
0.25,0.9495570063591003
0.25,0.9367775917053223
0.25,0.9487460851669312
0.25,0.9470092058181763
0.25,0.9314858913421631
0.25,0.9474881887435913
0.25,0.9503380060195923
0.25,0.9634057283401489
0.25,0.9926668405532837
0.25,0.9553325176239014
0.25,0.9684065580368042
0.25,0.9653737545013428
0.25,0.9812681674957275
0.25,0.9712738990783691
0.25,0.9373501539230347
0.25,0.9497082829475403
0.25,0.9503406286239624
0.25,0.9875953197479248
0.25,0.9983377456665039
0.25,0.9703435897827148
0.25,0.9298919439315796
0.25,0.9744652509689331
0.25,0.9419611692428589
0.25,0.9494172930717468
0.25,0.9983554482460022
0.25,0.954097330570221
0.25,0.9299740791320801
0.25,0.9874045848846436
0.25,0.9406077861785889
0.25,0.9464579224586487
0.25,0.9795464277267456
0.25,0.96518874168396
0.25,0.9375559091567993
0.25,0.9333258271217346
0.25,0.9895193576812744
0.25,0.957414448261261
0.25,0.9956380128860474
0.25,0.9320541620254517
0.25,0.9423419237136841
0.25,0.950237512588501
0.25,0.9761339426040649
0.25,0.9970976710319519
0.25,0.9283974170684814
0.25,0.9452005624771118
0.25,0.9349765777587891
0.25,0.9898760914802551
0.25,0.9685705304145813
0.25,0.9291180372238159
0.25,0.9933018684387207
0.25,0.9306230545043945
0.25,0.9629656076431274
0.25,0.9443390965461731
0.25,0.9530045986175537
0.25,0.980099081993103
0.25,0.9766130447387695
0.25,0.9813723564147949
0.25,0.9296013712882996
0.25,0.9783117771148682
0.25,0.9706546068191528
0.25,0.9474968314170837
0.25,0.9637653231620789
0.25,0.9852968454360962
0.25,0.9616201519966125
0.25,0.934417724609375
0.25,0.9912270903587341
0.25,0.9710559248924255
0.25,0.9315925240516663
0.25,0.994346022605896
0.25,0.9791032671928406
0.25,0.991943895816803
0.25,0.9437131881713867
0.25,0.977333128452301
0.25,0.9259397387504578
0.25,0.9483634233474731
0.25,0.9252301454544067
0.25,0.972147524356842
0.25,0.9623094201087952
0.25,0.9290120005607605
0.25,0.9343947768211365
0.25,0.971208930015564
0.25,0.9402942657470703
0.25,0.9709688425064087
0.25,0.9302948117256165
0.25,0.9685733318328857
0.25,0.9577161073684692
0.25,0.9881306290626526
0.25,0.9884927272796631
0.25,0.9836257100105286
0.25,0.9258300065994263
0.25,0.9929444193840027
0.25,0.9551404714584351
0.25,0.9835097193717957
0.25,0.9592310786247253
0.25,0.9564104676246643
0.25,0.9277379512786865
0.25,0.9805514216423035
0.25,0.9455578327178955
0.25,0.9695269465446472
0.25,0.9610152244567871
0.25,0.9585998058319092
0.25,0.9587116241455078
0.25,0.9833892583847046
0.25,0.9512629508972168
0.25,0.9923025369644165
0.25,0.9283844232559204
0.25,0.9915760159492493
0.25,0.9492459297180176
0.25,0.9429531097412109
0.25,0.960746169090271
0.25,0.9355179071426392
0.25,0.9959703087806702
0.25,0.94418865442276
0.25,0.9826139807701111
0.25,0.9334728121757507
0.25,0.9904821515083313
0.25,0.9753729701042175
0.25,0.9737894535064697
0.25,0.9252275228500366
0.25,0.9621325135231018
0.25,0.9588214755058289
0.25,0.9270157814025879
0.25,0.9439593553543091
0.25,0.9862037897109985
0.25,0.9505730867385864
0.25,0.936225414276123
0.25,0.9963486194610596
0.25,0.9671456813812256
0.25,0.9902324676513672
0.25,0.9326026439666748
0.25,0.9541658163070679
0.25,0.9651853442192078
0.25,0.9759653210639954
0.25,0.9386816024780273
0.25,0.9936085343360901
0.25,0.959134578704834
0.25,0.9432134032249451
0.25,0.9840408563613892
0.25,0.9450737237930298
0.25,0.9290076494216919
0.25,0.9598363041877747
0.25,0.941780149936676
0.25,0.9858890175819397
0.25,0.9304535984992981
0.25,0.9547726511955261
0.25,0.9775376915931702
0.25,0.9856610894203186
0.25,0.9937538504600525
0.25,0.9803058505058289
0.25,0.980742335319519
0.25,0.9941319823265076
0.25,0.9957014918327332
0.25,0.9970861077308655
0.25,0.9252369403839111
0.25,0.9424993991851807
0.25,0.947791337966919
0.25,0.9415220618247986
0.25,0.9622399806976318
0.25,0.985775351524353
0.25,0.9402931332588196
0.25,0.9704886674880981
0.25,0.9923931360244751
0.25,0.9438654184341431
0.25,0.949229896068573
0.25,0.9477370977401733
0.25,0.9676676392555237
0.25,0.9859285950660706
0.25,0.9296362400054932
0.25,0.939945638179779
0.25,0.973861575126648
0.25,0.9617120027542114
0.25,0.9636334180831909
0.25,0.9330483675003052
0.25,0.9639241695404053
0.25,0.9263803958892822
0.25,0.9955196976661682
0.25,0.9428273439407349
0.25,0.9922744035720825
0.25,0.9935756921768188
0.25,0.9945628643035889
0.25,0.9609822630882263
0.25,0.9863700866699219
0.25,0.9771761298179626
0.25,0.9605386853218079
0.25,0.9998465776443481
0.25,0.9969124794006348
0.25,0.9353196620941162
0.25,0.964523434638977
0.25,0.9814825654029846
0.25,0.9548521041870117
0.25,0.965424120426178
0.25,0.9812783002853394
0.25,0.9857538938522339
0.25,0.9258639216423035
0.25,0.9354150295257568
0.25,0.9372987151145935
0.25,0.9876423478126526
0.25,0.9670509099960327
0.25,0.9821566343307495
0.25,0.9330755472183228
0.25,0.9751452207565308
0.25,0.9797915816307068
0.25,0.943953275680542
0.25,0.9668278694152832
0.25,0.9258653521537781
0.25,0.9901708960533142
0.25,0.97412109375
0.25,0.9449295997619629
0.25,0.9955882430076599
0.25,0.99988853931427
0.25,0.9640876650810242
0.25,0.9589617252349854
0.25,0.9935588836669922
0.25,0.9374366998672485
0.25,0.947094738483429
0.25,0.9319900274276733
0.25,0.9668676853179932
0.25,0.932551383972168
0.25,0.9703511595726013
0.25,0.9642085433006287
0.25,0.9974437952041626
0.25,0.9511202573776245
0.25,0.9422271251678467
0.25,0.945875883102417
0.25,0.929544985294342
0.25,0.9516440033912659
0.25,0.9686362743377686
0.25,0.9803083539009094
0.25,0.9486925601959229
0.25,0.9982030987739563
0.25,0.9304089546203613
0.25,0.9481611847877502
0.25,0.9898017048835754
0.25,0.9380627870559692
0.25,0.9591396450996399
0.25,0.9604271650314331
0.25,0.9589334726333618
0.25,0.9556927680969238
0.25,0.9622538685798645
0.25,0.9297606945037842
0.25,0.9909575581550598
0.25,0.9571433067321777
0.25,0.9624320268630981
0.25,0.988009512424469
0.25,0.9964683055877686
0.25,0.9986940622329712
0.25,0.9383447170257568
0.25,0.9754334688186646
0.25,0.9984290599822998
0.25,0.9452942609786987
0.25,0.9884447455406189
0.25,0.9569575786590576
0.25,0.9307982921600342
0.25,0.9461978077888489
0.25,0.9656650424003601
0.25,0.9426074028015137
0.25,0.9841327667236328
0.25,0.977286696434021
0.25,0.9397900700569153
0.25,0.9855379462242126
0.5,0.9963666796684265
0.5,0.8647698760032654
0.5,0.9464163780212402
0.5,0.993780255317688
0.5,0.8564474582672119
0.5,0.9408535361289978
0.5,0.9714366793632507
0.5,0.8702394962310791
0.5,0.9098793268203735
0.5,0.9846726655960083
0.5,0.8757419586181641
0.5,0.9845304489135742
0.5,0.8533878326416016
0.5,0.9351966977119446
0.5,0.9014427661895752
0.5,0.9394714832305908
0.5,0.9207667112350464
0.5,0.8749297857284546
0.5,0.9908605813980103
0.5,0.8633041381835938
0.5,0.8885724544525146
0.5,0.919317364692688
0.5,0.8699228763580322
0.5,0.9802411794662476
0.5,0.9527403712272644
0.5,0.8992456197738647
0.5,0.9046868085861206
0.5,0.8718709945678711
0.5,0.9004971385002136
0.5,0.9721584320068359
0.5,0.9855029582977295
0.5,0.9539464712142944
0.5,0.9220972061157227
0.5,0.9362595081329346
0.5,0.8832809925079346
0.5,0.9929560422897339
0.5,0.9427260160446167
0.5,0.9457893371582031
0.5,0.9127140045166016
0.5,0.9172189235687256
0.5,0.9992856979370117
0.5,0.9653118252754211
0.5,0.9755352735519409
0.5,0.9226844310760498
0.5,0.9811429381370544
0.5,0.88746178150177
0.5,0.9699416160583496
0.5,0.8590606451034546
0.5,0.8714689016342163
0.5,0.8966474533081055
0.5,0.9838978052139282
0.5,0.9689314961433411
0.5,0.8531695604324341
0.5,0.887216329574585
0.5,0.8538753986358643
0.5,0.8612246513366699
0.5,0.9817854166030884
0.5,0.9491549730300903
0.5,0.8603571653366089
0.5,0.8798457384109497
0.5,0.9677029848098755
0.5,0.8872342705726624
0.5,0.9772660732269287
0.5,0.8589959740638733
0.5,0.9262081384658813
0.5,0.9443777203559875
0.5,0.8801734447479248
