curriculum_scale,delta_mass_kg
0.25,0.01364696305245161
0.25,0.0013370986562222242
0.25,0.012785732746124268
0.25,0.008780313655734062
0.25,-0.009145904332399368
0.25,-0.008691533468663692
0.25,0.02354666031897068
0.25,0.02403910644352436
0.25,-0.007552205119282007
0.25,-0.005715921986848116
0.25,0.023701034486293793
0.25,0.008062123320996761
0.25,0.02315364219248295
0.25,0.00827904511243105
0.25,0.012028176337480545
0.25,-0.01030659954994917
0.25,0.009240712970495224
0.25,0.00560716213658452
0.25,0.0011238586157560349
0.25,0.017715608701109886
0.25,0.020076723769307137
0.25,-0.0012009774800390005
0.25,0.00840880535542965
0.25,0.005668745841830969
0.25,-0.006202711723744869
0.25,-0.010916086845099926
0.25,0.022994453087449074
0.25,0.008208174258470535
0.25,0.018285086378455162
0.25,-0.008856275118887424
0.25,0.013187176547944546
0.25,0.01197659783065319
0.25,0.017930245026946068
0.25,0.01993926800787449
0.25,-0.006917489226907492
0.25,0.013110561296343803
0.25,0.02048734948039055
0.25,-0.01215672679245472
0.25,-0.005352263804525137
0.25,-0.010740994475781918
0.25,-0.0077292039059102535
0.25,0.019967254251241684
0.25,0.01970093511044979
0.25,0.014682691544294357
0.25,0.013241017237305641
0.25,0.011811614967882633
0.25,-0.000980946933850646
0.25,-0.00812334381043911
0.25,0.001319376053288579
0.25,0.005023245234042406
0.25,0.023782772943377495
0.25,0.017506347969174385
0.25,0.024113379418849945
0.25,0.008793997578322887
0.25,-0.006369288079440594
0.25,0.004755679052323103
0.25,0.021228890866041183
0.25,0.012857023626565933
0.25,0.010069450363516808
0.25,0.006397472694516182
0.25,0.010225982405245304
0.25,0.01079581119120121
0.25,0.00992639921605587
0.25,-0.0027130325324833393
0.25,-0.00041319921729154885
0.25,0.0006591815035790205
0.25,0.019238922744989395
0.25,0.014582372270524502
0.25,0.00014360951900016516
0.25,0.006241428665816784
0.25,0.004951719660311937
0.25,0.002939964411780238
0.25,0.016305595636367798
0.25,0.004614557139575481
0.25,0.012061967514455318
0.25,-0.0038483915850520134
0.25,0.017799993976950645
0.25,0.021572118625044823
0.25,0.0031849821098148823
0.25,0.007746110204607248
0.25,0.004414618480950594
0.25,-0.0010561828967183828
0.25,-0.002056973287835717
0.25,-0.012444925494492054
0.25,0.0005889031453989446
0.25,0.00889393500983715
0.25,-0.003690185956656933
0.25,0.022373953834176064
0.25,-0.010755925439298153
0.25,0.005191214382648468
0.25,0.010017004795372486
0.25,0.01351060438901186
0.25,0.008391262032091618
0.25,0.021572565659880638
0.25,0.01607566885650158
0.25,-0.007054981775581837
0.25,0.024746635928750038
0.25,0.007148549426347017
0.25,0.003209408139809966
0.25,-0.004403181839734316
0.25,0.00843797717243433
0.25,0.016617784276604652
0.25,0.008199110627174377
0.25,0.004585034679621458
0.25,0.0037065332289785147
0.25,0.021837161853909492
0.25,0.010166333988308907
0.25,0.016186602413654327
0.25,0.017492078244686127
0.25,0.010371901094913483
0.25,-0.0050994232296943665
0.25,0.0018806327134370804
0.25,0.006501784082502127
0.25,-0.0017160264542326331
0.25,-0.011440771631896496
0.25,-0.0086215166375041
0.25,0.003169697942212224
0.25,-0.005530004855245352
0.25,0.016027098521590233
0.25,-0.0009072308312170208
0.25,-0.00878949649631977
0.25,0.010840042494237423
0.25,0.006900673266500235
0.25,0.018632251769304276
0.25,-0.00028515502344816923
0.25,-0.00869895238429308
0.25,0.003338131820783019
0.25,-0.009398060850799084
0.25,0.013673631474375725
0.25,0.004598099272698164
0.25,0.020461812615394592
0.25,0.002330188872292638
0.25,-0.004953437019139528
0.25,0.007200081367045641
0.25,0.020485054701566696
0.25,0.008018465712666512
0.25,-0.0019733128137886524
0.25,-0.011207162402570248
0.25,0.024178868159651756
0.25,0.000350436894223094
0.25,0.010446171276271343
0.25,0.017086753621697426
0.25,-0.011079533956944942
0.25,0.005410120356827974
0.25,-0.012459661811590195
0.25,0.007912793196737766
0.25,-0.0005136948893778026
0.25,0.019705526530742645
0.25,0.023666689172387123
0.25,0.013474946841597557
0.25,0.014186302199959755
0.25,0.021555786952376366
0.25,-0.008996494114398956
0.25,0.023986706510186195
0.25,-0.007683452218770981
0.25,0.019360041245818138
0.25,-0.00047872334835119545
0.25,0.016743456944823265
0.25,-0.006020632106810808
0.25,0.003537985496222973
0.25,0.0112099414691329
0.25,0.0008133839583024383
0.25,0.00011180074943695217
0.25,0.022565966472029686
0.25,-0.008609077893197536
0.25,0.01826605200767517
0.25,-0.007690477184951305
0.25,0.00999300554394722
0.25,-0.010892136953771114
0.25,0.016858264803886414
0.25,0.011595050804316998
0.25,0.003971598111093044
0.25,0.002537483349442482
0.25,0.0014423106331378222
0.25,0.010530347935855389
0.25,-0.0030641136690974236
0.25,-0.005409010220319033
0.25,0.02071012742817402
0.25,0.013912656344473362
0.25,0.011512724682688713
0.25,0.012992178089916706
0.25,-0.006082993466407061
0.25,0.017189396545290947
0.25,0.012190114706754684
0.25,0.010047007352113724
0.25,-0.0045366487465798855
0.25,0.007425731513649225
0.25,0.0014879930531606078
0.25,-0.005467998795211315
0.25,-0.007884841412305832
0.25,0.015585914254188538
0.25,0.006827933713793755
0.25,0.0012369919568300247
0.25,0.021309781819581985
0.25,0.008966037072241306
0.25,0.012826955877244473
0.25,0.021794354543089867
0.25,-0.010311905294656754
0.25,0.009898216463625431
0.25,0.02224143035709858
0.25,-0.007209097035229206
0.25,0.0022709767799824476
0.25,0.017490828409790993
0.25,0.023469604551792145
0.25,0.01947602815926075
0.25,-0.0086312685161829
0.25,-0.0014039938105270267
0.25,-0.0012988601811230183
0.25,0.002044008346274495
0.25,-0.002466575475409627
0.25,0.0048125977627933025
0.25,0.003085311269387603
0.25,0.0015584658831357956
0.25,0.010271197184920311
0.25,-0.0052707381546497345
0.25,-0.0019215060165151954
0.25,0.007954309694468975
0.25,0.004247530363500118
0.25,0.015089292079210281
0.25,-0.0070413448847830296
0.25,-0.012126071378588676
0.25,0.006720448844134808
0.25,0.006245914846658707
0.25,0.0223697479814291
0.25,-0.011259947903454304
0.25,0.01422470435500145
0.25,0.02126074768602848
0.25,0.01606595702469349
0.25,-0.011069647036492825
0.25,0.0029349911492317915
0.25,0.008415263146162033
0.25,0.01453437190502882
0.25,0.010223503224551678
0.25,0.018178613856434822
0.25,0.011851255781948566
0.25,-0.010284584946930408
0.25,0.01292283646762371
0.25,-0.007734235376119614
0.25,0.02421855740249157
0.25,0.0035436716862022877
0.25,-0.007624099496752024
0.25,0.013790949247777462
0.25,-0.0018757765647023916
0.25,-8.506222366122529e-05
0.25,0.014825072139501572
0.25,-0.011100785806775093
0.25,0.010460441000759602
0.25,0.0026701900642365217
0.25,0.023495018482208252
0.25,0.005029554944485426
0.25,0.006970685441046953
0.25,0.019959045574069023
0.25,0.002814251696690917
0.25,0.013656511902809143
0.25,0.02177411876618862
0.25,0.005712950602173805
0.25,-0.0033908425830304623
0.25,-0.008665145374834538
0.25,-0.0024142994079738855
0.25,-0.0013088916894048452
0.25,0.0017990532796829939
0.25,0.012737392447888851
0.25,0.0022637303918600082
0.25,0.005863890051841736
0.25,0.01984524168074131
0.25,-0.009537980891764164
0.25,-0.0052231489680707455
0.25,0.011063553392887115
0.25,-0.0022152280434966087
0.25,0.0065330518409609795
0.25,0.02034468948841095
0.25,0.01583070494234562
0.25,0.0008009742596186697
0.25,0.019950145855545998
0.25,0.002522217109799385
0.25,0.017804192379117012
0.25,-0.006729088723659515
0.25,-0.0013477725442498922
0.25,0.00025009544333443046
0.25,0.021328972652554512
0.25,-0.005279448349028826
0.25,0.013189208693802357
0.25,0.015540446154773235
0.25,-0.0073389336466789246
0.25,0.018221905454993248
0.25,0.02189900167286396
0.25,-0.006995657924562693
0.25,-0.0022193072363734245
0.25,0.004178798757493496
0.25,-0.0025967475958168507
0.25,-0.006327492650598288
0.25,-0.0010424030479043722
0.25,-0.0034327565226703882
0.25,0.01558884046971798
0.25,-0.00712629035115242
0.25,0.024055615067481995
0.25,0.00557107524946332
0.25,0.012965699657797813
0.25,0.009951324202120304
0.25,-0.0073009757325053215
0.25,0.008083386346697807
0.25,0.013395041227340698
0.25,0.01673479564487934
0.25,0.00530267134308815
0.25,0.006977442651987076
0.25,0.0008759196498431265
0.25,0.010706530883908272
0.25,-0.008886190131306648
0.25,0.02483961544930935
0.25,-0.005027465987950563
0.25,-0.011858359910547733
0.25,-0.001750213443301618
0.25,-0.008396482095122337
0.25,0.014058999717235565
0.25,0.024333499372005463
0.25,0.011012553237378597
0.25,0.024822603911161423
0.25,0.0023298938758671284
0.25,0.004534363280981779
0.25,-0.002553181955590844
0.25,0.011401954106986523
0.25,-0.0024378737434744835
0.25,-0.010048975236713886
0.25,-0.004740621894598007
0.25,0.003773353761062026
0.25,0.011059431359171867
0.25,0.020767351612448692
0.25,0.0015474822139367461
0.25,-0.007645268924534321
0.25,0.008357461541891098
0.25,-0.011613520793616772
0.25,2.43093199969735e-05
0.25,-0.004173888824880123
0.25,0.008631996810436249
0.25,0.0030108194332569838
0.25,0.009901095181703568
0.25,0.00985175371170044
0.25,0.013756775297224522
0.25,0.02335100620985031
0.25,0.020998230203986168
0.25,0.015773063525557518
0.25,0.002720235614106059
0.25,-0.0064075966365635395
0.25,-0.0039279102347791195
0.25,-0.002690276363864541
0.25,-0.003085544565692544
0.25,0.014705273322761059
0.25,0.023268023505806923
0.25,0.016364363953471184
0.25,-0.009800788015127182
0.25,0.0118974344804883
0.25,-0.0044965073466300964
0.25,-0.011682617478072643
0.25,0.006791093852370977
0.25,-0.006686162203550339
0.25,-0.006301101762801409
0.25,0.016218671575188637
0.25,0.02483130432665348
0.25,0.015891918912529945
0.25,0.01791231706738472
0.25,-0.001217084121890366
0.25,-0.0048252297565341
0.25,0.0249674990773201
0.25,0.0037429933436214924
0.25,-0.0009715502383187413
0.25,0.020865529775619507
0.25,-0.002999040996655822
0.25,-0.00543381180614233
0.25,0.01375490427017212
0.25,-0.0054945750162005424
0.25,0.016235647723078728
0.25,-0.011333346366882324
0.25,-0.007540365215390921
0.25,0.0039138454012572765
0.25,-0.0026453828904777765
0.25,0.012905989773571491
0.25,0.01120873261243105
0.25,0.011597022414207458
0.25,0.01778019592165947
0.25,0.006713372189551592
0.25,-0.001763043343089521
0.25,0.0034420741721987724
0.25,0.023472579196095467
0.25,0.021694285795092583
0.25,0.021718056872487068
0.25,0.01281679980456829
0.25,-0.012427234090864658
0.25,-0.0008594182436354458
0.25,0.006801333278417587
0.25,-0.010468094609677792
0.25,0.023794522508978844
0.25,-0.012094047851860523
0.25,0.006797607056796551
0.25,-0.0054053557105362415
0.25,0.0070410557091236115
0.25,0.00941629707813263
0.25,0.01795559749007225
0.25,-0.00841460656374693
0.25,0.00834460649639368
0.25,0.008052818477153778
0.25,-0.007229050155729055
0.25,0.0220645684748888
0.25,0.019864819943904877
0.25,0.013247901573777199
0.25,-0.004025428555905819
0.25,0.0050041391514241695
0.25,0.0031323593575507402
0.25,0.002948860405012965
0.25,0.01454746350646019
0.25,0.010412054136395454
0.25,0.0024171124678105116
0.25,0.010479133576154709
0.25,-0.0016967972042039037
0.25,0.016601739451289177
0.25,0.02418377436697483
0.25,0.01816495694220066
0.25,-0.010246224701404572
0.25,0.01028935145586729
0.25,0.014671580865979195
0.25,0.00475727953016758
0.25,0.016887838020920753
0.25,-0.01167225930839777
0.25,-0.011286682449281216
0.25,0.014511301182210445
0.25,-0.008631405420601368
0.25,-0.004339144099503756
0.25,0.017461540177464485
0.25,0.016606919467449188
0.25,0.003515124088153243
0.25,0.018999505788087845
0.25,-0.011365175247192383
0.25,0.016874758526682854
0.25,-0.007102827541530132
0.25,-0.005105458199977875
0.25,0.003972959239035845
0.25,0.0099578145891428
0.25,0.007828840054571629
0.25,-0.010573300532996655
0.25,0.007500859908759594
0.25,0.013330518268048763
0.25,0.015446691773831844
0.25,0.02167554199695587
0.25,0.022977372631430626
0.25,-0.007543387357145548
0.25,0.012948972173035145
0.25,0.013624446466565132
0.25,-0.003257080679759383
0.25,-0.009586005471646786
0.25,0.018212398514151573
0.25,0.004353846423327923
0.25,0.0030051623471081257
0.25,-0.0019380060257390141
0.25,-0.0024988960940390825
0.25,-0.011506415903568268
0.25,0.015763016417622566
0.25,-0.004842918831855059
0.25,-0.008633488789200783
0.25,0.024986203759908676
0.25,0.01061218697577715
0.25,0.0038256188854575157
0.25,0.0177957434207201
0.25,-0.010600777342915535
0.25,0.00037338989204727113
0.25,0.014470363967120647
0.25,0.013807513751089573
0.25,-0.004807453602552414
0.25,0.007865930907428265
0.25,0.02345322072505951
0.25,0.022337911650538445
0.25,-0.0058130985125899315
0.25,0.006769472733139992
0.25,-0.007837326265871525
0.25,-0.007731658406555653
0.25,-0.011708623729646206
0.25,0.005278622731566429
0.25,0.00930866040289402
0.25,0.0030316379852592945
0.25,0.009792698547244072
0.25,0.0029038486536592245
0.25,0.007788368035107851
0.25,-0.005128475837409496
0.25,0.02262793853878975
0.25,-0.006157907657325268
0.25,-0.0015018497360870242
0.25,0.0057911439798772335
0.25,0.01768914796411991
0.25,0.006047241389751434
0.25,-0.008747032843530178
0.25,0.020794805139303207
0.25,0.0009595531737431884
0.25,0.024135923013091087
0.25,0.009455774910748005
0.25,0.020375385880470276
0.25,-0.0003628027334343642
0.25,-0.0005578194395639002
0.25,0.02329927869141102
0.25,0.010042166337370872
0.25,-0.007222519256174564
0.25,0.013928928412497044
0.25,0.018422964960336685
0.25,0.017003582790493965
0.25,0.024099200963974
0.25,0.00383660476654768
0.25,0.010662520304322243
0.25,0.005866874009370804
0.25,0.021225467324256897
0.25,0.00877152755856514
0.25,0.005617470946162939
0.25,0.005712391808629036
0.25,-0.009916000068187714
0.25,0.003937811125069857
0.25,-0.00535596301779151
0.25,0.018457584083080292
0.25,0.012459122575819492
0.25,0.0002420354139758274
0.25,-0.0021196252200752497
0.25,0.021007854491472244
0.25,0.013745456002652645
0.25,-0.004046662710607052
0.25,0.023395568132400513
0.25,-0.002818682696670294
0.25,0.014670183882117271
0.25,0.008514875546097755
0.25,0.024448798969388008
0.25,0.017533553764224052
0.25,-0.012153532356023788
0.25,-0.011690150015056133
0.25,0.015492336824536324
0.25,-0.004974984098225832
0.25,0.01892263814806938
0.25,-0.005263840314000845
0.25,0.02111508511006832
0.25,-0.0045095160603523254
0.25,0.02138598822057247
0.25,-0.012421301566064358
0.25,0.01585525833070278
0.25,0.007710566278547049
0.25,0.004463238175958395
0.25,-0.01080765388906002
0.25,-0.011134715750813484
0.25,-0.004332984331995249
0.25,-0.00210938579402864
0.25,0.01487633865326643
0.25,-0.008180331438779831
0.25,0.01911875233054161
0.25,0.018836641684174538
0.25,0.0028452936094254255
0.25,-0.002907568821683526
0.25,0.022643888369202614
0.25,-0.00922941043972969
0.25,0.02284426987171173
0.25,-0.007782475091516972
0.25,-0.010228287428617477
0.25,-0.0002090071066049859
0.25,-0.012191913090646267
0.25,0.011410541832447052
0.25,0.004706183448433876
0.25,0.022216608747839928
0.25,-0.011476648040115833
0.25,0.020672505721449852
0.25,0.0051447986625134945
0.25,-0.004082917235791683
0.25,0.021404383704066277
0.25,0.014616872183978558
0.25,0.0071076881140470505
0.25,0.018049797043204308
0.25,0.013444559648633003
0.25,0.013475378043949604
0.25,0.021592896431684494
0.25,0.012615530751645565
0.25,-0.0033071911893785
0.25,-0.011048645712435246
0.25,-0.01004452258348465
0.25,0.002879983512684703
0.25,0.020729247480630875
0.25,0.0184416975826025
0.25,-0.005487254820764065
0.25,0.00018833311332855374
0.25,-0.0058031342923641205
0.25,0.018792089074850082
0.25,0.01389438845217228
0.25,-0.011864814907312393
0.25,0.01916665956377983
0.25,-0.006299939472228289
0.25,0.009399953298270702
0.25,0.0032752652186900377
0.25,-0.007222597487270832
0.25,0.022417603060603142
0.25,0.0003474797704257071
0.25,0.01534037385135889
0.25,-0.0015907627530395985
0.25,0.02499578706920147
0.25,0.017699165269732475
0.25,0.002283884910866618
0.25,0.010358941741287708
0.25,-0.0034661567769944668
0.25,0.0017017606878653169
0.25,0.023217463865876198
0.25,0.012122713029384613
0.25,0.02123122103512287
0.25,0.009993897750973701
0.25,0.0035529788583517075
0.25,-0.010246184654533863
0.25,-0.011873559094965458
0.25,0.02246456779539585
0.25,-0.005834674928337336
0.25,-0.010886338539421558
0.25,-0.007504262961447239
0.25,0.007832979783415794
0.25,0.011035486124455929
0.25,0.01873455010354519
0.25,0.02442735992372036
0.25,0.022541644051671028
0.25,0.024693207815289497
0.25,0.023045748472213745
0.25,-0.004266603849828243
0.25,-0.010348166339099407
0.25,0.011107425205409527
0.25,-0.002677144715562463
0.25,-0.00781370047479868
0.25,-0.011869299225509167
0.25,0.010752135887742043
0.25,0.023373207077383995
0.25,-0.011262400075793266
0.25,0.018657855689525604
0.25,0.00788665097206831
0.25,-0.009826449677348137
0.25,0.013732975348830223
0.25,0.003137777326628566
0.25,0.006065831054002047
0.25,-0.0003098179295193404
0.25,-0.00112664676271379
0.25,0.006568752229213715
0.25,0.01131368987262249
0.25,0.007830576971173286
0.25,0.00213455967605114
0.25,0.018048975616693497
0.25,0.010902605019509792
0.25,0.01308455504477024
0.25,-0.0017151100328192115
0.25,0.0008160572033375502
0.25,0.0017880607629194856
0.25,-0.007236352656036615
0.25,0.019849294796586037
0.25,0.018047019839286804
0.25,-0.01197202317416668
0.25,0.017668554559350014
0.25,-0.002441373886540532
0.25,0.014758452773094177
0.25,-0.00034842611057683825
0.25,0.014011770486831665
0.25,-0.010821989737451077
0.25,0.013279701583087444
0.25,0.019921209663152695
0.25,0.007730781100690365
0.25,0.0030211012344807386
0.25,-0.010916314087808132
0.25,0.010617316700518131
0.25,-0.00610423693433404
0.25,-0.004049671348184347
0.25,0.003205239539965987
0.25,-0.00972900353372097
0.25,-0.01248903013765812
0.25,0.021988213062286377
0.25,-0.0005773593438789248
0.25,0.01722020097076893
0.25,-0.0016771567752584815
0.25,0.011742755770683289
0.25,0.012625508941709995
0.25,0.011922636069357395
0.25,0.01468601729720831
0.25,0.005163663532584906
0.25,0.018243109807372093
0.25,0.019806144759058952
0.25,0.0098943579941988
0.25,0.018470045179128647
0.25,0.010998114012181759
0.25,0.019857177510857582
0.25,0.016658665612339973
0.25,0.015803417190909386
0.25,-0.006503825541585684
0.25,0.018366845324635506
0.25,0.011715753003954887
0.25,-0.012015843763947487
0.25,0.005289629101753235
0.25,-0.006411631125956774
0.25,0.006338958162814379
0.25,0.006583839654922485
0.25,0.010961553081870079
0.25,0.005770680960267782
0.25,-0.009371730498969555
0.25,0.019626015797257423
0.25,0.020430022850632668
0.25,0.023091090843081474
0.25,0.000407228188123554
0.25,0.009014374576508999
0.25,-0.0014709574170410633
0.25,-0.007318135350942612
0.25,0.0034620296210050583
0.25,-0.0008017708314582705
0.25,0.016859347000718117
0.25,0.01789621077477932
0.25,-0.007373165339231491
0.25,0.004336443264037371
0.25,0.017094384878873825
0.25,0.006435088813304901
0.25,-0.01146176178008318
0.25,0.01687110774219036
0.25,-0.006233411841094494
0.25,0.0043428558856248856
0.25,-0.007647926453500986
0.25,-0.0013231163611635566
0.25,-0.0027401028200984
0.25,-0.0023630692157894373
0.25,-0.0033570309169590473
0.25,0.016182979568839073
0.25,-0.0070816269144415855
0.25,0.013566664420068264
0.25,0.01127887424081564
0.25,-0.007060723844915628
0.25,0.008400646969676018
0.25,-0.001281685079447925
0.25,-0.0037650642916560173
0.25,-0.009813101962208748
0.25,0.016453182324767113
0.25,-0.011174789629876614
0.25,-0.010429933667182922
0.25,0.0071818288415670395
0.25,0.008480849675834179
0.25,-0.0051916418597102165
0.25,0.018035301938652992
0.25,0.0019198869122192264
0.25,0.012316949665546417
0.25,-0.0015150663675740361
0.25,-0.005040848162025213
0.25,0.022586802020668983
0.25,0.01890825666487217
0.25,-0.005699976347386837
0.25,0.005117084830999374
0.25,0.015608529560267925
0.25,0.00883516762405634
0.25,0.01658027246594429
0.25,0.01443221140652895
0.25,0.0011838349746540189
0.25,-0.0005659063463099301
0.25,0.013525305315852165
0.25,-0.0071042985655367374
0.25,-0.0024830398615449667
0.25,0.021340902894735336
0.25,0.016144877299666405
0.25,0.02389284409582615
0.25,0.006575180217623711
0.25,0.010487360879778862
0.25,-0.0015833040233701468
0.25,0.01823747530579567
0.25,-0.0019205381395295262
0.25,0.02067338116466999
0.25,-0.009428099729120731
0.25,0.007128960452973843
0.25,-0.007687200792133808
0.25,0.016783207654953003
0.25,0.024667447432875633
0.25,0.001322263851761818
0.25,0.020838294178247452
0.25,0.01759735867381096
0.25,-0.0045160092413425446
0.25,0.02440062165260315
0.25,0.021087925881147385
0.25,0.024920707568526268
0.25,0.018319666385650635
0.25,0.011724802665412426
0.25,-0.0005836983327753842
0.25,0.0036448088940232992
0.25,0.008117638528347015
0.25,-0.0027865273877978325
0.25,-0.009195319376885891
0.25,0.01279617752879858
0.25,-0.012157220393419266
0.25,0.00810598861426115
0.25,0.006749394349753857
0.25,-0.010955467820167542
0.25,0.01667112112045288
0.25,0.024083534255623817
0.25,0.010639743879437447
0.25,0.021624941378831863
0.25,0.010232919827103615
0.25,-0.010327710770070553
0.25,0.01389323454350233
0.25,-0.011478619650006294
0.25,0.005828620865941048
0.25,0.014895657077431679
0.25,0.008379998616874218
0.25,0.0014365885872393847
0.25,-0.012447545304894447
0.25,-0.007657104171812534
0.25,0.019971007481217384
0.25,-0.0001190033508464694
0.25,0.02042911760509014
0.25,-0.006291329860687256
0.25,0.022271016612648964
0.25,0.017237380146980286
0.25,-0.0024642711505293846
0.25,0.021737469360232353
0.25,0.020966531708836555
0.25,-0.009496569633483887
0.25,0.016056157648563385
0.25,0.007769787218421698
0.25,-0.008330718614161015
0.25,0.01612989418208599
0.25,0.016129376366734505
0.25,0.010499938391149044
0.25,-0.006716455332934856
0.25,0.005574316252022982
0.25,0.011648896150290966
0.25,0.018001921474933624
0.25,0.024353912100195885
0.25,0.023388179019093513
0.25,0.021348727867007256
0.25,-0.00045989424688741565
0.25,0.012811927124857903
0.25,-0.012164770625531673
0.25,-0.010942160151898861
0.25,0.01155152078717947
0.25,0.008319854736328125
0.25,-0.010606981813907623
0.25,-0.011520479805767536
0.25,0.011773996986448765
0.25,0.015339971520006657
0.25,0.010583695024251938
0.25,0.0023875858169049025
0.25,0.01969325542449951
0.25,-0.008066100999712944
0.25,0.0052061788737773895
0.25,-0.009317724034190178
0.25,0.01475189533084631
0.25,-0.010791651904582977
0.25,0.013202304020524025
0.25,0.0007350902887992561
0.25,0.020903345197439194
0.25,-0.006663705222308636
0.25,-0.007671824656426907
0.25,0.018812913447618484
0.25,0.014258701354265213
0.25,-0.010917557403445244
0.25,-0.009350894019007683
0.25,0.00926751084625721
0.25,0.010588018223643303
0.25,-0.010658069513738155
0.25,-0.003451540833339095
0.25,0.016054939478635788
0.25,0.02416701428592205
0.25,0.006865131668746471
0.25,0.009737314656376839
0.25,0.021331923082470894
0.25,-0.010627896524965763
0.25,-0.012200703844428062
0.25,0.016589291393756866
0.25,0.01698949933052063
0.25,0.006474105641245842
0.25,0.014962918125092983
0.25,0.02437286637723446
0.25,0.012039629742503166
0.25,-0.0062634595669806
0.25,0.00036571655073203146
0.25,0.014373788610100746
0.25,0.016470730304718018
0.25,0.018831593915820122
0.25,0.0132226487621665
0.25,0.0021459993440657854
0.25,-0.0022718135733157396
0.25,0.02207215316593647
0.25,-0.0021536333952099085
0.25,0.01564389280974865
0.25,-0.012375467456877232
0.25,-0.0062625654973089695
0.25,0.0033787069842219353
0.25,0.0072680264711380005
0.25,-0.009667536243796349
0.25,0.02329104207456112
0.25,0.019385969266295433
0.25,0.007715950720012188
0.25,0.016247568652033806
0.25,0.006897369399666786
0.25,0.006534891203045845
0.25,0.021234946325421333
0.25,0.008712814189493656
0.25,-0.00015036507102195174
0.25,0.0015705290716141462
0.25,0.008033864200115204
0.25,-0.011346455663442612
0.25,0.0005558315315283835
0.25,0.02028784528374672
0.25,-0.0004355956625659019
0.25,-0.005808105226606131
0.25,0.012796691618859768
0.25,-0.0033639934845268726
0.25,0.015605286695063114
0.25,0.01693960279226303
0.25,-0.009510939940810204
0.25,0.006434520706534386
0.25,0.015627728775143623
0.25,0.013856904581189156
0.25,0.004816241096705198
0.25,-0.005300559569150209
0.25,0.004712200723588467
0.25,-0.004352235700935125
0.25,-0.005137264728546143
0.25,0.009014810435473919
0.25,0.023160314187407494
0.25,-0.0121745765209198
0.25,-0.007867400534451008
0.25,0.018706833943724632
0.25,0.009792550466954708
0.25,0.0023233804386109114
0.25,-0.004674950148910284
0.25,-0.0030852784402668476
0.25,0.006436742842197418
0.25,-0.010469119064509869
0.25,0.0022487526293843985
0.25,0.0007568832370452583
0.25,0.005610584281384945
0.25,0.01760258898139
0.25,0.014744318090379238
0.25,-0.007613149471580982
0.25,0.0187541414052248
0.25,-0.001777969766408205
0.25,-0.006755352020263672
0.25,-0.008496107533574104
0.25,0.007072195876389742
0.25,-0.0023744706995785236
0.25,-0.0018632372375577688
0.25,-0.002090862952172756
0.25,0.020355401560664177
0.25,0.014261573553085327
0.25,-0.009068107232451439
0.25,0.007742880377918482
0.25,0.005675811320543289
0.25,0.008418483659625053
0.25,-0.00022196889040060341
0.25,-0.005650601349771023
0.25,-0.01230493001639843
0.25,-0.004043953493237495
0.25,0.013315435498952866
0.25,0.02076566405594349
0.25,-0.0027447990141808987
0.25,-0.00041228055488318205
0.25,0.002226443262770772
0.25,0.01207437738776207
0.25,0.017032023519277573
0.25,0.0022137921769171953
0.25,0.019023755565285683
0.25,-0.012354644946753979
0.25,0.021870465949177742
0.25,-0.007754848338663578
0.25,-0.011645772494375706
0.25,-0.005927443504333496
0.25,0.014452088624238968
0.25,0.023784220218658447
0.25,0.0035077903885394335
0.25,-0.005900864955037832
0.25,0.0246365237981081
0.25,0.021643107756972313
0.25,0.018350986763834953
0.25,0.0023195003159344196
0.25,0.017333727329969406
0.25,0.023287907242774963
0.25,0.01794937625527382
0.25,-0.010806793347001076
0.25,-0.0008170013315975666
0.25,0.009796942584216595
0.25,0.024271853268146515
0.25,-0.003427544143050909
0.25,0.0236803088337183
0.25,-0.003655160777270794
0.25,0.011096627451479435
0.25,-0.003715709550306201
0.25,0.009757366962730885
0.25,0.012707166373729706
0.25,0.01592816226184368
0.25,0.020857861265540123
0.25,-0.010697629302740097
0.25,0.008106649853289127
0.25,0.01971110887825489
0.25,0.005803842097520828
0.25,-0.002283121459186077
0.25,0.0023126942105591297
0.25,0.023806869983673096
0.25,0.012150109745562077
0.25,-0.004203801974654198
0.25,0.0007227565511129797
0.25,0.013873395510017872
0.25,-0.004791420418769121
0.25,-0.004829447716474533
0.25,0.022161884233355522
0.25,0.01752285473048687
0.25,-0.0038821985945105553
0.25,0.009521136060357094
0.25,-0.009951550513505936
0.25,0.00789752509444952
0.25,0.022474316880106926
0.25,0.01873752661049366
0.25,-0.011234871111810207
0.25,0.01942927949130535
0.25,0.021425966173410416
0.25,-0.0042389859445393085
0.25,0.011404328048229218
0.25,0.012941922061145306
0.25,0.005102560389786959
0.25,0.0049725784920156
0.25,-0.004921375773847103
0.25,0.0005040671094320714
0.25,0.00306631438434124
0.25,-0.00782270822674036
0.25,0.00996733270585537
0.25,-0.009324411861598492
0.25,-0.004687540698796511
0.25,-0.003670371137559414
0.25,-0.0011376974871382117
0.25,0.0014364521484822035
0.25,-0.010355466976761818
0.25,0.01069917343556881
0.25,0.015825524926185608
0.25,0.011677233502268791
0.25,-0.0037662421818822622
0.25,-0.005743068177253008
0.25,0.01941303350031376
0.25,0.024305352941155434
0.25,0.017776135355234146
0.25,0.006806170102208853
0.25,0.02173742838203907
0.25,0.0033086654730141163
0.25,-0.00265785725787282
0.25,-0.007408344652503729
0.25,0.0008666660287417471
