step,env_id,time_s,cumulative_drop_rate
135,1,1.35,0.125
135,2,1.35,0.213235
135,3,1.35,0.147059
135,4,1.35,0.117647
135,5,1.35,0.110294
135,6,1.35,0.132353
135,7,1.35,0.088235
136,0,1.36,0.094891
136,1,1.36,0.124088
136,2,1.36,0.211679
136,3,1.36,0.145985
136,4,1.36,0.116788
136,5,1.36,0.109489
136,6,1.36,0.138686
136,7,1.36,0.087591
137,0,1.37,0.101449
137,1,1.37,0.123188
137,2,1.37,0.210145
137,3,1.37,0.144928
137,4,1.37,0.115942
137,5,1.37,0.108696
137,6,1.37,0.144928
137,7,1.37,0.086957
138,0,1.38,0.100719
138,1,1.38,0.122302
138,2,1.38,0.208633
138,3,1.38,0.143885
138,4,1.38,0.115108
138,5,1.38,0.107914
138,6,1.38,0.151079
138,7,1.38,0.086331
139,0,1.39,0.1
139,1,1.39,0.121429
139,2,1.39,0.207143
139,3,1.39,0.142857
139,4,1.39,0.114286
139,5,1.39,0.107143
139,6,1.39,0.157143
139,7,1.39,0.092857
140,0,1.4,0.106383
140,1,1.4,0.120567
140,2,1.4,0.205674
140,3,1.4,0.141844
140,4,1.4,0.113475
140,5,1.4,0.106383
140,6,1.4,0.156028
140,7,1.4,0.092199
141,0,1.41,0.105634
141,1,1.41,0.119718
141,2,1.41,0.211268
141,3,1.41,0.140845
141,4,1.41,0.112676
141,5,1.41,0.105634
141,6,1.41,0.161972
141,7,1.41,0.091549
142,0,1.42,0.104895
142,1,1.42,0.118881
142,2,1.42,0.20979
142,3,1.42,0.13986
142,4,1.42,0.111888
142,5,1.42,0.104895
142,6,1.42,0.160839
142,7,1.42,0.097902
143,0,1.43,0.104167
143,1,1.43,0.118056
143,2,1.43,0.208333
143,3,1.43,0.138889
143,4,1.43,0.111111
143,5,1.43,0.104167
143,6,1.43,0.159722
143,7,1.43,0.097222
144,0,1.44,0.103448
144,1,1.44,0.117241
144,2,1.44,0.206897
144,3,1.44,0.137931
144,4,1.44,0.110345
144,5,1.44,0.103448
144,6,1.44,0.165517
144,7,1.44,0.096552
145,0,1.45,0.10274
145,1,1.45,0.116438
145,2,1.45,0.205479
145,3,1.45,0.136986
145,4,1.45,0.109589
145,5,1.45,0.10274
145,6,1.45,0.164384
145,7,1.45,0.09589
146,0,1.46,0.102041
146,1,1.46,0.115646
146,2,1.46,0.204082
146,3,1.46,0.136054
146,4,1.46,0.108844
146,5,1.46,0.102041
146,6,1.46,0.163265
146,7,1.46,0.095238
147,0,1.47,0.101351
147,1,1.47,0.114865
147,2,1.47,0.202703
147,3,1.47,0.141892
147,4,1.47,0.108108
147,5,1.47,0.101351
147,6,1.47,0.162162
147,7,1.47,0.094595
148,0,1.48,0.100671
148,1,1.48,0.114094
148,2,1.48,0.201342
148,3,1.48,0.147651
148,4,1.48,0.107383
148,5,1.48,0.100671
148,6,1.48,0.161074
148,7,1.48,0.09396
149,0,1.49,0.1
149,1,1.49,0.113333
149,2,1.49,0.2
149,3,1.49,0.146667
149,4,1.49,0.106667
149,5,1.49,0.1
149,6,1.49,0.16
149,7,1.49,0.093333
150,0,1.5,0.099338
150,1,1.5,0.112583
150,2,1.5,0.198675
150,3,1.5,0.145695
150,4,1.5,0.10596
150,5,1.5,0.10596
150,6,1.5,0.15894
150,7,1.5,0.099338
151,0,1.51,0.098684
151,1,1.51,0.111842
151,2,1.51,0.197368
151,3,1.51,0.144737
151,4,1.51,0.105263
151,5,1.51,0.105263
151,6,1.51,0.157895
151,7,1.51,0.098684
152,0,1.52,0.098039
152,1,1.52,0.117647
152,2,1.52,0.196078
152,3,1.52,0.143791
152,4,1.52,0.104575
152,5,1.52,0.111111
152,6,1.52,0.163399
152,7,1.52,0.098039
153,0,1.53,0.097403
153,1,1.53,0.116883
153,2,1.53,0.194805
153,3,1.53,0.142857
153,4,1.53,0.103896
153,5,1.53,0.116883
153,6,1.53,0.162338
153,7,1.53,0.097403
154,0,1.54,0.096774
154,1,1.54,0.116129
154,2,1.54,0.193548
154,3,1.54,0.141935
154,4,1.54,0.109677
154,5,1.54,0.122581
154,6,1.54,0.16129
154,7,1.54,0.096774
155,0,1.55,0.102564
155,1,1.55,0.115385
155,2,1.55,0.192308
155,3,1.55,0.141026
155,4,1.55,0.115385
155,5,1.55,0.121795
155,6,1.55,0.160256
155,7,1.55,0.102564
156,0,1.56,0.101911
156,1,1.56,0.11465
156,2,1.56,0.197452
156,3,1.56,0.140127
156,4,1.56,0.11465
156,5,1.56,0.121019
156,6,1.56,0.165605
156,7,1.56,0.101911
157,0,1.57,0.101266
157,1,1.57,0.113924
157,2,1.57,0.196203
157,3,1.57,0.139241
157,4,1.57,0.113924
157,5,1.57,0.120253
157,6,1.57,0.170886
157,7,1.57,0.101266
158,0,1.58,0.106918
158,1,1.58,0.113208
158,2,1.58,0.201258
158,3,1.58,0.144654
158,4,1.58,0.113208
158,5,1.58,0.119497
158,6,1.58,0.169811
158,7,1.58,0.100629
159,0,1.59,0.10625
159,1,1.59,0.1125
159,2,1.59,0.2
159,3,1.59,0.14375
159,4,1.59,0.1125
159,5,1.59,0.11875
159,6,1.59,0.175
159,7,1.59,0.1
160,0,1.6,0.10559
160,1,1.6,0.111801
160,2,1.6,0.198758
160,3,1.6,0.142857
160,4,1.6,0.118012
160,5,1.6,0.118012
160,6,1.6,0.173913
160,7,1.6,0.099379
161,0,1.61,0.104938
161,1,1.61,0.111111
161,2,1.61,0.203704
161,3,1.61,0.148148
161,4,1.61,0.117284
161,5,1.61,0.117284
161,6,1.61,0.17284
161,7,1.61,0.098765
162,0,1.62,0.104294
162,1,1.62,0.110429
162,2,1.62,0.202454
162,3,1.62,0.147239
162,4,1.62,0.116564
162,5,1.62,0.122699
162,6,1.62,0.171779
162,7,1.62,0.09816
163,0,1.63,0.103659
163,1,1.63,0.109756
163,2,1.63,0.20122
163,3,1.63,0.152439
163,4,1.63,0.115854
163,5,1.63,0.121951
163,6,1.63,0.170732
163,7,1.63,0.097561
164,0,1.64,0.10303
164,1,1.64,0.109091
164,2,1.64,0.2
164,3,1.64,0.151515
164,4,1.64,0.115152
164,5,1.64,0.127273
164,6,1.64,0.169697
164,7,1.64,0.09697
165,0,1.65,0.10241
165,1,1.65,0.108434
165,2,1.65,0.204819
165,3,1.65,0.150602
165,4,1.65,0.114458
165,5,1.65,0.126506
165,6,1.65,0.168675
165,7,1.65,0.096386
166,0,1.66,0.101796
166,1,1.66,0.107784
166,2,1.66,0.209581
166,3,1.66,0.155689
166,4,1.66,0.113772
166,5,1.66,0.125749
166,6,1.66,0.167665
166,7,1.66,0.101796
167,0,1.67,0.10119
167,1,1.67,0.107143
167,2,1.67,0.208333
167,3,1.67,0.154762
167,4,1.67,0.113095
167,5,1.67,0.125
167,6,1.67,0.166667
167,7,1.67,0.10119
168,0,1.68,0.100592
168,1,1.68,0.106509
168,2,1.68,0.207101
168,3,1.68,0.153846
168,4,1.68,0.112426
168,5,1.68,0.12426
168,6,1.68,0.16568
168,7,1.68,0.100592
169,0,1.69,0.1
169,1,1.69,0.105882
169,2,1.69,0.211765
169,3,1.69,0.152941
169,4,1.69,0.111765
169,5,1.69,0.129412
169,6,1.69,0.164706
169,7,1.69,0.1
170,0,1.7,0.099415
170,1,1.7,0.105263
170,2,1.7,0.210526
170,3,1.7,0.152047
170,4,1.7,0.111111
170,5,1.7,0.128655
170,6,1.7,0.163743
170,7,1.7,0.099415
171,0,1.71,0.098837
171,1,1.71,0.104651
171,2,1.71,0.215116
171,3,1.71,0.151163
171,4,1.71,0.116279
171,5,1.71,0.127907
171,6,1.71,0.168605
171,7,1.71,0.104651
172,0,1.72,0.098266
172,1,1.72,0.104046
172,2,1.72,0.219653
172,3,1.72,0.150289
172,4,1.72,0.115607
172,5,1.72,0.127168
172,6,1.72,0.16763
172,7,1.72,0.104046
173,0,1.73,0.097701
173,1,1.73,0.103448
173,2,1.73,0.218391
173,3,1.73,0.149425
173,4,1.73,0.12069
173,5,1.73,0.132184
173,6,1.73,0.166667
173,7,1.73,0.103448
174,0,1.74,0.097143
174,1,1.74,0.102857
174,2,1.74,0.217143
174,3,1.74,0.148571
174,4,1.74,0.12
174,5,1.74,0.131429
174,6,1.74,0.165714
174,7,1.74,0.102857
175,0,1.75,0.102273
175,1,1.75,0.102273
175,2,1.75,0.215909
175,3,1.75,0.147727
175,4,1.75,0.119318
175,5,1.75,0.130682
175,6,1.75,0.164773
175,7,1.75,0.102273
176,0,1.76,0.107345
176,1,1.76,0.101695
176,2,1.76,0.214689
176,3,1.76,0.152542
176,4,1.76,0.118644
176,5,1.76,0.129944
176,6,1.76,0.163842
176,7,1.76,0.101695
177,0,1.77,0.11236
177,1,1.77,0.106742
177,2,1.77,0.213483
177,3,1.77,0.151685
177,4,1.77,0.117978
177,5,1.77,0.129213
177,6,1.77,0.162921
177,7,1.77,0.101124
178,0,1.78,0.111732
178,1,1.78,0.106145
178,2,1.78,0.21229
178,3,1.78,0.150838
178,4,1.78,0.117318
178,5,1.78,0.134078
178,6,1.78,0.162011
178,7,1.78,0.100559
179,0,1.79,0.111111
179,1,1.79,0.111111
179,2,1.79,0.211111
179,3,1.79,0.155556
179,4,1.79,0.116667
179,5,1.79,0.133333
179,6,1.79,0.161111
179,7,1.79,0.1
180,0,1.8,0.110497
180,1,1.8,0.116022
180,2,1.8,0.209945
180,3,1.8,0.154696
180,4,1.8,0.116022
180,5,1.8,0.132597
180,6,1.8,0.160221
180,7,1.8,0.099448
181,0,1.81,0.10989
181,1,1.81,0.115385
181,2,1.81,0.208791
181,3,1.81,0.153846
181,4,1.81,0.115385
181,5,1.81,0.137363
181,6,1.81,0.164835
181,7,1.81,0.098901
182,0,1.82,0.10929
182,1,1.82,0.114754
182,2,1.82,0.20765
182,3,1.82,0.153005
182,4,1.82,0.114754
182,5,1.82,0.136612
182,6,1.82,0.163934
182,7,1.82,0.103825
183,0,1.83,0.108696
183,1,1.83,0.11413
183,2,1.83,0.206522
183,3,1.83,0.157609
183,4,1.83,0.11413
183,5,1.83,0.13587
183,6,1.83,0.168478
183,7,1.83,0.103261
184,0,1.84,0.108108
184,1,1.84,0.118919
184,2,1.84,0.205405
184,3,1.84,0.156757
184,4,1.84,0.118919
184,5,1.84,0.135135
184,6,1.84,0.167568
184,7,1.84,0.102703
185,0,1.85,0.107527
185,1,1.85,0.11828
185,2,1.85,0.209677
185,3,1.85,0.155914
185,4,1.85,0.11828
185,5,1.85,0.139785
185,6,1.85,0.166667
185,7,1.85,0.102151
186,0,1.86,0.106952
186,1,1.86,0.117647
186,2,1.86,0.208556
186,3,1.86,0.15508
186,4,1.86,0.117647
186,5,1.86,0.139037
186,6,1.86,0.165775
186,7,1.86,0.101604
187,0,1.87,0.111702
187,1,1.87,0.12234
187,2,1.87,0.207447
187,3,1.87,0.154255
187,4,1.87,0.117021
187,5,1.87,0.138298
187,6,1.87,0.164894
187,7,1.87,0.101064
188,0,1.88,0.111111
188,1,1.88,0.121693
188,2,1.88,0.206349
188,3,1.88,0.153439
188,4,1.88,0.116402
188,5,1.88,0.137566
188,6,1.88,0.164021
188,7,1.88,0.10582
189,0,1.89,0.110526
189,1,1.89,0.121053
189,2,1.89,0.205263
189,3,1.89,0.152632
189,4,1.89,0.115789
189,5,1.89,0.142105
189,6,1.89,0.163158
189,7,1.89,0.105263
190,0,1.9,0.109948
190,1,1.9,0.120419
190,2,1.9,0.204188
190,3,1.9,0.151832
190,4,1.9,0.115183
190,5,1.9,0.141361
190,6,1.9,0.162304
190,7,1.9,0.104712
191,0,1.91,0.109375
191,1,1.91,0.119792
191,2,1.91,0.203125
191,3,1.91,0.151042
191,4,1.91,0.114583
191,5,1.91,0.140625
191,6,1.91,0.161458
191,7,1.91,0.104167
192,0,1.92,0.108808
192,1,1.92,0.119171
192,2,1.92,0.202073
192,3,1.92,0.150259
192,4,1.92,0.11399
192,5,1.92,0.145078
192,6,1.92,0.160622
192,7,1.92,0.108808
193,0,1.93,0.108247
193,1,1.93,0.118557
193,2,1.93,0.201031
193,3,1.93,0.149485
193,4,1.93,0.113402
193,5,1.93,0.14433
193,6,1.93,0.159794
193,7,1.93,0.108247
194,0,1.94,0.107692
194,1,1.94,0.117949
194,2,1.94,0.2
194,3,1.94,0.148718
194,4,1.94,0.112821
194,5,1.94,0.14359
194,6,1.94,0.158974
194,7,1.94,0.107692
195,0,1.95,0.107143
195,1,1.95,0.117347
195,2,1.95,0.19898
195,3,1.95,0.147959
195,4,1.95,0.112245
195,5,1.95,0.142857
195,6,1.95,0.158163
195,7,1.95,0.107143
196,0,1.96,0.106599
196,1,1.96,0.116751
196,2,1.96,0.19797
196,3,1.96,0.147208
196,4,1.96,0.111675
196,5,1.96,0.142132
196,6,1.96,0.15736
196,7,1.96,0.106599
197,0,1.97,0.106061
197,1,1.97,0.116162
197,2,1.97,0.19697
197,3,1.97,0.146465
197,4,1.97,0.116162
197,5,1.97,0.141414
197,6,1.97,0.156566
197,7,1.97,0.111111
198,0,1.98,0.105528
198,1,1.98,0.115578
198,2,1.98,0.19598
198,3,1.98,0.150754
198,4,1.98,0.115578
198,5,1.98,0.145729
198,6,1.98,0.155779
198,7,1.98,0.110553
199,0,1.99,0.105
199,1,1.99,0.12
199,2,1.99,0.195
199,3,1.99,0.155
199,4,1.99,0.115
199,5,1.99,0.145
199,6,1.99,0.16
199,7,1.99,0.115
200,0,2.0,0.104478
200,1,2.0,0.119403
200,2,2.0,0.199005
200,3,2.0,0.154229
200,4,2.0,0.114428
200,5,2.0,0.144279
200,6,2.0,0.159204
200,7,2.0,0.119403
201,0,2.01,0.10396
201,1,2.01,0.123762
201,2,2.01,0.20297
201,3,2.01,0.158416
201,4,2.01,0.113861
201,5,2.01,0.143564
201,6,2.01,0.158416
201,7,2.01,0.118812
202,0,2.02,0.103448
202,1,2.02,0.123153
202,2,2.02,0.20197
202,3,2.02,0.157635
202,4,2.02,0.118227
202,5,2.02,0.142857
202,6,2.02,0.157635
202,7,2.02,0.118227
203,0,2.03,0.102941
203,1,2.03,0.122549
203,2,2.03,0.20098
203,3,2.03,0.156863
203,4,2.03,0.117647
203,5,2.03,0.142157
203,6,2.03,0.156863
203,7,2.03,0.122549
204,0,2.04,0.102439
204,1,2.04,0.121951
204,2,2.04,0.2
204,3,2.04,0.160976
204,4,2.04,0.117073
204,5,2.04,0.141463
204,6,2.04,0.156098
204,7,2.04,0.121951
205,0,2.05,0.101942
205,1,2.05,0.126214
205,2,2.05,0.203883
205,3,2.05,0.160194
205,4,2.05,0.116505
205,5,2.05,0.140777
205,6,2.05,0.15534
205,7,2.05,0.121359
206,0,2.06,0.101449
206,1,2.06,0.125604
206,2,2.06,0.202899
206,3,2.06,0.15942
206,4,2.06,0.115942
206,5,2.06,0.140097
206,6,2.06,0.154589
206,7,2.06,0.120773
207,0,2.07,0.105769
207,1,2.07,0.129808
207,2,2.07,0.201923
207,3,2.07,0.158654
207,4,2.07,0.120192
207,5,2.07,0.139423
207,6,2.07,0.153846
207,7,2.07,0.125
208,0,2.08,0.105263
208,1,2.08,0.129187
208,2,2.08,0.200957
208,3,2.08,0.157895
208,4,2.08,0.119617
208,5,2.08,0.138756
208,6,2.08,0.15311
208,7,2.08,0.124402
209,0,2.09,0.104762
209,1,2.09,0.128571
209,2,2.09,0.204762
209,3,2.09,0.157143
209,4,2.09,0.119048
209,5,2.09,0.138095
209,6,2.09,0.152381
209,7,2.09,0.12381
210,0,2.1,0.109005
210,1,2.1,0.127962
210,2,2.1,0.203791
210,3,2.1,0.156398
210,4,2.1,0.118483
210,5,2.1,0.14218
210,6,2.1,0.156398
210,7,2.1,0.123223
211,0,2.11,0.108491
211,1,2.11,0.127358
211,2,2.11,0.207547
211,3,2.11,0.15566
211,4,2.11,0.117925
211,5,2.11,0.141509
211,6,2.11,0.15566
211,7,2.11,0.122642
212,0,2.12,0.107981
212,1,2.12,0.131455
212,2,2.12,0.206573
212,3,2.12,0.15493
212,4,2.12,0.117371
212,5,2.12,0.140845
212,6,2.12,0.15493
212,7,2.12,0.122066
213,0,2.13,0.107477
213,1,2.13,0.130841
213,2,2.13,0.21028
213,3,2.13,0.158879
213,4,2.13,0.116822
213,5,2.13,0.140187
213,6,2.13,0.154206
213,7,2.13,0.126168
214,0,2.14,0.111628
214,1,2.14,0.134884
214,2,2.14,0.213953
214,3,2.14,0.15814
214,4,2.14,0.116279
214,5,2.14,0.139535
214,6,2.14,0.153488
214,7,2.14,0.125581
215,0,2.15,0.111111
215,1,2.15,0.138889
215,2,2.15,0.212963
215,3,2.15,0.157407
215,4,2.15,0.115741
215,5,2.15,0.143519
215,6,2.15,0.152778
215,7,2.15,0.125
216,0,2.16,0.110599
216,1,2.16,0.138249
216,2,2.16,0.211982
216,3,2.16,0.156682
216,4,2.16,0.115207
216,5,2.16,0.142857
216,6,2.16,0.152074
216,7,2.16,0.124424
217,0,2.17,0.110092
217,1,2.17,0.142202
217,2,2.17,0.211009
217,3,2.17,0.155963
217,4,2.17,0.114679
217,5,2.17,0.146789
217,6,2.17,0.155963
217,7,2.17,0.123853
218,0,2.18,0.114155
218,1,2.18,0.141553
218,2,2.18,0.210046
218,3,2.18,0.155251
218,4,2.18,0.114155
218,5,2.18,0.146119
218,6,2.18,0.155251
218,7,2.18,0.127854
219,0,2.19,0.113636
219,1,2.19,0.140909
219,2,2.19,0.209091
219,3,2.19,0.154545
219,4,2.19,0.113636
219,5,2.19,0.145455
219,6,2.19,0.154545
219,7,2.19,0.127273
220,0,2.2,0.113122
220,1,2.2,0.140271
220,2,2.2,0.208145
220,3,2.2,0.153846
220,4,2.2,0.113122
220,5,2.2,0.144796
220,6,2.2,0.153846
220,7,2.2,0.126697
221,0,2.21,0.112613
221,1,2.21,0.13964
221,2,2.21,0.207207
221,3,2.21,0.153153
221,4,2.21,0.112613
221,5,2.21,0.144144
221,6,2.21,0.153153
221,7,2.21,0.126126
222,0,2.22,0.112108
222,1,2.22,0.139013
222,2,2.22,0.206278
222,3,2.22,0.152466
222,4,2.22,0.112108
222,5,2.22,0.143498
222,6,2.22,0.152466
222,7,2.22,0.125561
223,0,2.23,0.111607
223,1,2.23,0.138393
223,2,2.23,0.205357
223,3,2.23,0.151786
223,4,2.23,0.111607
223,5,2.23,0.142857
223,6,2.23,0.151786
223,7,2.23,0.129464
224,0,2.24,0.111111
224,1,2.24,0.137778
224,2,2.24,0.204444
224,3,2.24,0.155556
224,4,2.24,0.115556
224,5,2.24,0.142222
224,6,2.24,0.151111
224,7,2.24,0.128889
225,0,2.25,0.115044
225,1,2.25,0.137168
225,2,2.25,0.20354
225,3,2.25,0.154867
225,4,2.25,0.115044
225,5,2.25,0.141593
225,6,2.25,0.150442
225,7,2.25,0.128319
226,0,2.26,0.114537
226,1,2.26,0.140969
226,2,2.26,0.202643
226,3,2.26,0.154185
226,4,2.26,0.114537
226,5,2.26,0.145374
226,6,2.26,0.14978
226,7,2.26,0.127753
227,0,2.27,0.114035
227,1,2.27,0.140351
227,2,2.27,0.201754
227,3,2.27,0.153509
227,4,2.27,0.114035
227,5,2.27,0.144737
227,6,2.27,0.149123
227,7,2.27,0.127193
228,0,2.28,0.113537
228,1,2.28,0.139738
228,2,2.28,0.200873
228,3,2.28,0.152838
228,4,2.28,0.113537
228,5,2.28,0.144105
228,6,2.28,0.152838
228,7,2.28,0.126638
229,0,2.29,0.117391
229,1,2.29,0.13913
229,2,2.29,0.2
229,3,2.29,0.156522
229,4,2.29,0.113043
229,5,2.29,0.143478
229,6,2.29,0.152174
229,7,2.29,0.126087
230,0,2.3,0.121212
230,1,2.3,0.138528
230,2,2.3,0.199134
230,3,2.3,0.155844
230,4,2.3,0.116883
230,5,2.3,0.142857
230,6,2.3,0.151515
230,7,2.3,0.12987
231,0,2.31,0.12069
231,1,2.31,0.137931
231,2,2.31,0.198276
231,3,2.31,0.155172
231,4,2.31,0.116379
231,5,2.31,0.146552
231,6,2.31,0.150862
231,7,2.31,0.12931
232,0,2.32,0.120172
232,1,2.32,0.141631
232,2,2.32,0.197425
232,3,2.32,0.154506
232,4,2.32,0.11588
232,5,2.32,0.145923
232,6,2.32,0.150215
232,7,2.32,0.128755
233,0,2.33,0.119658
233,1,2.33,0.141026
233,2,2.33,0.196581
233,3,2.33,0.153846
233,4,2.33,0.115385
233,5,2.33,0.145299
233,6,2.33,0.149573
233,7,2.33,0.128205
234,0,2.34,0.119149
234,1,2.34,0.140426
234,2,2.34,0.195745
234,3,2.34,0.153191
234,4,2.34,0.114894
234,5,2.34,0.148936
234,6,2.34,0.148936
234,7,2.34,0.12766
235,0,2.35,0.118644
235,1,2.35,0.139831
235,2,2.35,0.194915
235,3,2.35,0.15678
235,4,2.35,0.114407
235,5,2.35,0.148305
235,6,2.35,0.148305
235,7,2.35,0.127119
236,0,2.36,0.122363
236,1,2.36,0.139241
236,2,2.36,0.194093
236,3,2.36,0.156118
236,4,2.36,0.113924
236,5,2.36,0.147679
236,6,2.36,0.147679
236,7,2.36,0.126582
237,0,2.37,0.121849
237,1,2.37,0.138655
237,2,2.37,0.193277
237,3,2.37,0.155462
237,4,2.37,0.113445
237,5,2.37,0.147059
237,6,2.37,0.147059
237,7,2.37,0.12605
238,0,2.38,0.121339
238,1,2.38,0.142259
238,2,2.38,0.192469
238,3,2.38,0.154812
238,4,2.38,0.112971
238,5,2.38,0.146444
238,6,2.38,0.146444
238,7,2.38,0.125523
239,0,2.39,0.120833
239,1,2.39,0.141667
239,2,2.39,0.191667
239,3,2.39,0.154167
239,4,2.39,0.116667
239,5,2.39,0.145833
239,6,2.39,0.145833
239,7,2.39,0.125
240,0,2.4,0.120332
240,1,2.4,0.141079
240,2,2.4,0.190871
240,3,2.4,0.153527
240,4,2.4,0.116183
240,5,2.4,0.145228
240,6,2.4,0.145228
240,7,2.4,0.124481
241,0,2.41,0.119835
241,1,2.41,0.140496
241,2,2.41,0.190083
241,3,2.41,0.152893
241,4,2.41,0.115702
241,5,2.41,0.14876
241,6,2.41,0.144628
241,7,2.41,0.123967
242,0,2.42,0.123457
242,1,2.42,0.139918
242,2,2.42,0.1893
242,3,2.42,0.156379
242,4,2.42,0.115226
242,5,2.42,0.152263
242,6,2.42,0.144033
242,7,2.42,0.123457
243,0,2.43,0.127049
243,1,2.43,0.139344
243,2,2.43,0.188525
243,3,2.43,0.155738
243,4,2.43,0.114754
243,5,2.43,0.151639
243,6,2.43,0.143443
243,7,2.43,0.122951
244,0,2.44,0.126531
244,1,2.44,0.138776
244,2,2.44,0.191837
244,3,2.44,0.155102
244,4,2.44,0.114286
244,5,2.44,0.15102
244,6,2.44,0.142857
244,7,2.44,0.122449
245,0,2.45,0.130081
245,1,2.45,0.138211
245,2,2.45,0.191057
245,3,2.45,0.158537
245,4,2.45,0.117886
245,5,2.45,0.154472
245,6,2.45,0.142276
245,7,2.45,0.121951
246,0,2.46,0.133603
246,1,2.46,0.137652
246,2,2.46,0.190283
246,3,2.46,0.161943
246,4,2.46,0.121457
246,5,2.46,0.153846
246,6,2.46,0.1417
246,7,2.46,0.125506
247,0,2.47,0.133065
247,1,2.47,0.137097
247,2,2.47,0.189516
247,3,2.47,0.165323
247,4,2.47,0.120968
247,5,2.47,0.153226
247,6,2.47,0.141129
247,7,2.47,0.125
248,0,2.48,0.13253
248,1,2.48,0.136546
248,2,2.48,0.188755
248,3,2.48,0.164659
248,4,2.48,0.120482
248,5,2.48,0.15261
248,6,2.48,0.140562
248,7,2.48,0.124498
249,0,2.49,0.132
249,1,2.49,0.14
249,2,2.49,0.188
249,3,2.49,0.164
249,4,2.49,0.12
249,5,2.49,0.152
249,6,2.49,0.14
249,7,2.49,0.124
250,0,2.5,0.131474
250,1,2.5,0.139442
250,2,2.5,0.187251
250,3,2.5,0.163347
250,4,2.5,0.119522
250,5,2.5,0.151394
250,6,2.5,0.139442
250,7,2.5,0.12749
251,0,2.51,0.130952
251,1,2.51,0.138889
251,2,2.51,0.186508
251,3,2.51,0.162698
251,4,2.51,0.119048
251,5,2.51,0.150794
251,6,2.51,0.138889
251,7,2.51,0.126984
252,0,2.52,0.130435
252,1,2.52,0.13834
252,2,2.52,0.185771
252,3,2.52,0.162055
252,4,2.52,0.12253
252,5,2.52,0.150198
252,6,2.52,0.13834
252,7,2.52,0.126482
253,0,2.53,0.129921
253,1,2.53,0.137795
253,2,2.53,0.185039
253,3,2.53,0.161417
253,4,2.53,0.122047
253,5,2.53,0.149606
253,6,2.53,0.137795
253,7,2.53,0.125984
254,0,2.54,0.129412
254,1,2.54,0.141176
254,2,2.54,0.184314
254,3,2.54,0.160784
254,4,2.54,0.121569
254,5,2.54,0.14902
254,6,2.54,0.137255
254,7,2.54,0.12549
255,0,2.55,0.128906
255,1,2.55,0.140625
255,2,2.55,0.183594
255,3,2.55,0.160156
255,4,2.55,0.121094
255,5,2.55,0.152344
255,6,2.55,0.136719
255,7,2.55,0.125
256,0,2.56,0.128405
256,1,2.56,0.140078
256,2,2.56,0.182879
256,3,2.56,0.159533
256,4,2.56,0.120623
256,5,2.56,0.151751
256,6,2.56,0.140078
256,7,2.56,0.124514
257,0,2.57,0.131783
257,1,2.57,0.139535
257,2,2.57,0.182171
257,3,2.57,0.158915
257,4,2.57,0.120155
257,5,2.57,0.151163
257,6,2.57,0.139535
257,7,2.57,0.124031
258,0,2.58,0.135135
258,1,2.58,0.138996
258,2,2.58,0.181467
258,3,2.58,0.158301
258,4,2.58,0.119691
258,5,2.58,0.150579
258,6,2.58,0.138996
258,7,2.58,0.123552
259,0,2.59,0.134615
259,1,2.59,0.142308
259,2,2.59,0.180769
259,3,2.59,0.161538
259,4,2.59,0.119231
259,5,2.59,0.15
259,6,2.59,0.138462
259,7,2.59,0.123077
260,0,2.6,0.1341
260,1,2.6,0.141762
260,2,2.6,0.180077
260,3,2.6,0.16092
260,4,2.6,0.118774
260,5,2.6,0.149425
260,6,2.6,0.137931
260,7,2.6,0.122605
261,0,2.61,0.133588
261,1,2.61,0.141221
261,2,2.61,0.179389
261,3,2.61,0.160305
261,4,2.61,0.118321
261,5,2.61,0.148855
261,6,2.61,0.137405
261,7,2.61,0.122137
262,0,2.62,0.13308
262,1,2.62,0.144487
262,2,2.62,0.178707
262,3,2.62,0.159696
262,4,2.62,0.117871
262,5,2.62,0.148289
262,6,2.62,0.136882
262,7,2.62,0.121673
263,0,2.63,0.132576
263,1,2.63,0.143939
263,2,2.63,0.17803
263,3,2.63,0.159091
263,4,2.63,0.117424
263,5,2.63,0.147727
263,6,2.63,0.140152
263,7,2.63,0.125
264,0,2.64,0.132075
264,1,2.64,0.143396
264,2,2.64,0.177358
264,3,2.64,0.162264
264,4,2.64,0.120755
264,5,2.64,0.14717
264,6,2.64,0.139623
264,7,2.64,0.124528
265,0,2.65,0.135338
265,1,2.65,0.142857
265,2,2.65,0.176692
265,3,2.65,0.161654
265,4,2.65,0.120301
265,5,2.65,0.146617
265,6,2.65,0.139098
265,7,2.65,0.12406
266,0,2.66,0.134831
266,1,2.66,0.142322
266,2,2.66,0.17603
266,3,2.66,0.164794
266,4,2.66,0.11985
266,5,2.66,0.146067
266,6,2.66,0.138577
266,7,2.66,0.127341
267,0,2.67,0.134328
267,1,2.67,0.141791
267,2,2.67,0.175373
267,3,2.67,0.164179
267,4,2.67,0.119403
267,5,2.67,0.145522
267,6,2.67,0.13806
267,7,2.67,0.126866
268,0,2.68,0.137546
268,1,2.68,0.144981
268,2,2.68,0.174721
268,3,2.68,0.163569
268,4,2.68,0.118959
268,5,2.68,0.144981
268,6,2.68,0.137546
268,7,2.68,0.126394
269,0,2.69,0.137037
269,1,2.69,0.144444
269,2,2.69,0.177778
269,3,2.69,0.162963
269,4,2.69,0.118519
269,5,2.69,0.144444
269,6,2.69,0.137037
