curriculum_scale,noise_sigma
0.25,0.011610734276473522
0.25,0.006693744100630283
0.25,9.09142181626521e-05
0.25,0.00800355151295662
0.25,0.008628993295133114
0.25,0.009394158609211445
0.25,0.011101538315415382
0.25,0.006385268177837133
0.25,0.0018322609830647707
0.25,0.003299684962257743
0.25,8.814484317554161e-05
0.25,0.005960576236248016
0.25,0.009040804579854012
0.25,0.003525141626596451
0.25,0.010194418951869011
0.25,0.010916326195001602
0.25,0.005019021220505238
0.25,0.0076260315254330635
0.25,0.008484983816742897
0.25,0.010389129631221294
0.25,0.008258100599050522
0.25,0.005396292544901371
0.25,0.00462533300742507
0.25,0.008480888791382313
0.25,0.002989973872900009
0.25,0.007589262910187244
0.25,0.004739351570606232
0.25,0.0037109151016920805
0.25,0.012025522068142891
0.25,0.00509668979793787
0.25,0.008014206774532795
0.25,0.008389112539589405
0.25,0.0033383399713784456
0.25,0.012072526849806309
0.25,0.00022613555483985692
0.25,0.010899989865720272
0.25,0.003825648920610547
0.25,0.008639904670417309
0.25,0.00576420733705163
0.25,0.009308612905442715
0.25,0.008000528439879417
0.25,0.008093633688986301
0.25,0.004525444004684687
0.25,0.00237573916092515
0.25,0.004541527014225721
0.25,0.006703008897602558
0.25,0.004357104189693928
0.25,0.002684251172468066
0.25,0.007662110961973667
0.25,0.01197841577231884
0.25,0.0016767606139183044
0.25,0.0033162259496748447
0.25,0.011689754202961922
0.25,0.00997938122600317
0.25,0.005983859300613403
0.25,0.008748406544327736
0.25,0.007975365966558456
0.25,0.00971202366054058
0.25,0.008810400031507015
0.25,0.012147057801485062
0.25,0.00494992733001709
0.25,0.007843310944736004
0.25,0.0001064643292920664
0.25,0.010219624266028404
0.25,0.011936094611883163
0.25,0.00589850265532732
0.25,0.0010829896200448275
0.25,0.004283681511878967
0.25,0.009384174831211567
0.25,0.0068413144908845425
0.25,0.002676192671060562
0.25,0.006135065108537674
0.25,0.012394743971526623
0.25,0.002898573875427246
0.25,0.003975532483309507
0.25,0.007551190443336964
0.25,0.007996114902198315
0.25,0.008725134655833244
0.25,0.006547451950609684
0.25,0.011727312579751015
0.25,0.011513415724039078
0.25,0.012295561842620373
0.25,0.006482318043708801
0.25,0.006862470414489508
0.25,0.008545607328414917
0.25,0.002860046224668622
0.25,0.008020260371267796
0.25,0.011535925790667534
0.25,0.010274062864482403
0.25,0.00022935196466278285
0.25,0.003331900341436267
0.25,0.010256278328597546
0.25,0.0036323757376521826
0.25,0.006845179945230484
0.25,0.011869694106280804
0.25,0.011117631569504738
0.25,0.005587918218225241
0.25,0.002661904087290168
0.25,0.0026891136076301336
0.25,0.006227638106793165
0.25,0.005339884199202061
0.25,0.006318414118140936
0.25,0.0024424598086625338
0.25,0.008598556742072105
0.25,0.008026042953133583
0.25,0.0017363697988912463
0.25,0.005985277239233255
0.25,0.012248707935214043
0.25,0.0028149180579930544
0.25,0.001574251102283597
0.25,0.006159856915473938
0.25,0.0016408645315095782
0.25,0.004541316535323858
0.25,0.002802930772304535
0.25,0.011506224982440472
0.25,0.0061354003846645355
0.25,0.009614282287657261
0.25,0.0038973346818238497
0.25,0.010159720666706562
0.25,0.00351344863884151
0.25,0.0008734450093470514
0.25,0.008830933831632137
0.25,0.000613722950220108
0.25,0.003382895840331912
0.25,0.005788710899651051
0.25,0.011814767494797707
0.25,0.0067491247318685055
0.25,0.009252151474356651
0.25,0.0008659556624479592
0.25,0.008685526438057423
0.25,0.006384571082890034
0.25,0.012046880088746548
0.25,0.011850109323859215
0.25,0.007352601736783981
0.25,0.011197761632502079
0.25,0.004210036247968674
0.25,0.012058788910508156
0.25,0.005153981503099203
0.25,0.007359437178820372
0.25,0.008055370301008224
0.25,0.01170071680098772
0.25,0.006936769932508469
0.25,0.0090773431584239
0.25,0.006326892878860235
0.25,0.0041613951325416565
0.25,0.003405508352443576
0.25,0.008641133084893227
0.25,0.002108317567035556
0.25,0.010575488209724426
0.25,0.006716584321111441
0.25,0.011538544669747353
0.25,0.005659656133502722
0.25,0.0038151033222675323
0.25,0.010827395133674145
0.25,0.003944035153836012
0.25,0.006454066373407841
0.25,0.0001446440874133259
0.25,0.0041227336041629314
0.25,1.1061877557949629e-05
0.25,0.008949286304414272
0.25,0.009521260857582092
0.25,0.010241846553981304
0.25,0.0009542405605316162
0.25,0.005848608445376158
0.25,0.010482369922101498
0.25,0.0003148801624774933
0.25,0.0008816779009066522
0.25,0.006436348892748356
0.25,0.010417391546070576
0.25,0.0016900309128686786
0.25,0.0008451700559817255
0.25,0.005860710982233286
0.25,0.003918499685823917
0.25,0.007296491414308548
0.25,0.011431869119405746
0.25,0.006619492080062628
0.25,0.005118137691169977
0.25,0.005210536997765303
0.25,0.003949616104364395
0.25,0.012039895169436932
0.25,0.0032308497466146946
0.25,0.004962115082889795
0.25,0.006708960980176926
0.25,0.006994079332798719
0.25,0.009366540238261223
0.25,0.010914537124335766
0.25,0.005150360520929098
0.25,0.0041681923903524876
0.25,0.012298070825636387
0.25,0.010696077719330788
0.25,0.008501379750669003
0.25,0.00871916301548481
0.25,0.010460960678756237
0.25,0.012496213428676128
0.25,0.011417399160563946
0.25,0.00975786056369543
0.25,0.004056145902723074
0.25,0.0012907997006550431
0.25,0.0008675247663632035
0.25,0.005827441345900297
0.25,0.002058324171230197
0.25,0.002299513667821884
0.25,0.00847962498664856
0.25,0.006763207260519266
0.25,0.011670867912471294
0.25,0.010835018008947372
0.25,0.01131394598633051
0.25,0.0030110813677310944
0.25,0.0015056856209412217
0.25,0.004536579828709364
0.25,0.01162947341799736
0.25,0.006513087544590235
0.25,0.006715395953506231
0.25,0.004035984165966511
0.25,0.007757204119116068
0.25,0.008690382353961468
0.25,0.006117671728134155
0.25,0.004687516484409571
0.25,0.0023901090025901794
0.25,0.0012839846312999725
0.25,0.008975881151854992
0.25,0.001104842172935605
0.25,0.0010315589606761932
0.25,0.005095075350254774
0.25,0.012209228239953518
0.25,5.1623585022753105e-05
0.25,0.006974575109779835
0.25,0.011212097480893135
0.25,0.0016112759476527572
0.25,0.011799328029155731
0.25,0.005753153469413519
0.25,0.005419512279331684
0.25,0.01200758945196867
0.25,0.0015938349533826113
0.25,0.005997940897941589
0.25,0.010799168609082699
0.25,0.006064699497073889
0.25,0.00903052557259798
0.25,0.0005832299939356744
0.25,0.0021679915953427553
0.25,0.01191792730242014
0.25,0.004594852682203054
0.25,0.00791135709732771
0.25,0.00648041907697916
0.25,0.012086276896297932
0.25,0.010337834246456623
0.25,0.0022750594653189182
0.25,0.0024062753655016422
0.25,0.011698038317263126
0.25,0.010372021235525608
0.25,0.006102574057877064
0.25,0.0018771328032016754
0.25,0.002554476959630847
0.25,0.00949082151055336
0.25,0.010738770477473736
0.25,0.001967738615348935
0.25,7.046014070510864e-05
0.25,0.008598769083619118
0.25,0.0098110968247056
0.25,0.004668659996241331
0.25,0.006175329443067312
0.25,0.001471828669309616
0.25,0.011270071379840374
0.25,0.009019343182444572
0.25,0.005685178097337484
0.25,0.0034867979120463133
0.25,0.0053129056468605995
0.25,0.010445451363921165
0.25,0.009551461786031723
0.25,0.005569119937717915
0.25,0.010213646106421947
0.25,0.004541927017271519
0.25,0.0115968007594347
0.25,0.0003508247609715909
0.25,0.0048505584709346294
0.25,0.011249048635363579
0.25,0.005097019020467997
0.25,0.002468019723892212
0.25,0.003906715661287308
0.25,0.0069915116764605045
0.25,0.003250668989494443
0.25,0.009165114723145962
0.25,0.004233952611684799
0.25,0.008572454564273357
0.25,0.012475215829908848
0.25,0.008159549906849861
0.25,0.011520209722220898
0.25,0.0019608319271355867
0.25,0.008005505427718163
0.25,0.005280396435409784
0.25,0.007210962008684874
0.25,0.0032753930427134037
0.25,0.012267371639609337
0.25,0.006131449248641729
0.25,0.0082663893699646
0.25,0.0004177272494416684
0.25,0.005221336614340544
0.25,0.0096758296713233
0.25,0.009646634571254253
0.25,0.0019644193816930056
0.25,0.005254813935607672
0.25,0.007196449674665928
0.25,0.004847235977649689
0.25,0.010793175548315048
0.25,0.0050119198858737946
0.25,0.010778628289699554
0.25,0.007065428886562586
0.25,0.012273936532437801
0.25,0.008409199304878712
0.25,0.005292278714478016
0.25,0.0021039352286607027
0.25,0.004960262216627598
0.25,0.006169935222715139
0.25,0.0011487856972962618
0.25,0.004205824341624975
0.25,0.009671106934547424
0.25,0.005163473542779684
0.25,9.513721306575462e-05
0.25,0.008202150464057922
0.25,0.004965083207935095
0.25,0.005529435817152262
0.25,0.003474930766969919
0.25,0.007682605180889368
0.25,0.005668499507009983
0.25,0.011716910637915134
0.25,0.004566762130707502
0.25,0.004489514511078596
0.25,0.0005147352931089699
0.25,0.01018400490283966
0.25,0.003304342972114682
0.25,0.009761111810803413
0.25,0.002248212695121765
0.25,0.0109340725466609
0.25,0.011295252479612827
0.25,0.011668656021356583
0.25,0.010321304202079773
0.25,0.000869058829266578
0.25,0.0009311013272963464
0.25,0.009824873879551888
0.25,0.0008443601545877755
0.25,0.005459412932395935
0.25,0.0020234629046171904
0.25,0.0027054757811129093
0.25,0.009806678630411625
0.25,0.01135510578751564
0.25,0.0030709460843354464
0.25,0.00043318347888998687
0.25,0.0111000407487154
0.25,0.005014489870518446
0.25,0.002767857862636447
0.25,0.0050380639731884
0.25,0.003997703082859516
0.25,0.007899115793406963
0.25,0.012173578143119812
0.25,0.0019602016545832157
0.25,0.0011825651163235307
0.25,0.009072930552065372
0.25,0.003271667752414942
0.25,0.0009949997765943408
0.25,0.006895512342453003
0.25,0.003175178309902549
0.25,0.0015492044622078538
0.25,0.010069804266095161
0.25,0.002031964948400855
0.25,0.009752744808793068
0.25,0.0029565170407295227
0.25,0.0020182274747639894
0.25,0.0016578137874603271
0.25,0.004534644074738026
0.25,0.012142881751060486
0.25,0.008443513885140419
0.25,0.010431989096105099
0.25,0.003186142537742853
0.25,0.0025643573608249426
0.25,0.008905496448278427
0.25,0.009516961872577667
0.25,0.009715894237160683
0.25,0.010289202444255352
0.25,0.0021670476999133825
0.25,0.007334885653108358
0.25,0.00033600255846977234
0.25,0.009913540445268154
0.25,0.009895945899188519
0.25,0.012127624824643135
0.25,0.00562817370519042
0.25,0.00794245582073927
0.25,0.006871494930237532
0.25,0.010784171521663666
0.25,0.011843913234770298
0.25,0.008318033069372177
0.25,0.0052679963409900665
0.25,0.010706089437007904
0.25,0.004333042539656162
0.25,0.005568969529122114
0.25,0.008048633113503456
0.25,0.008486658334732056
0.25,0.007918558083474636
0.25,0.010418113321065903
0.25,0.0063406722620129585
0.25,0.011952852830290794
0.25,0.0047841318883001804
0.25,0.004345146473497152
0.25,0.004779849201440811
0.25,0.00843858253210783
0.25,0.0034892738331109285
0.25,0.004796575289219618
0.25,6.830692291259766e-05
0.25,0.011438845656812191
0.25,0.0040566399693489075
0.25,0.0034908109810203314
0.25,0.003098266664892435
0.25,0.00490857008844614
0.25,0.00519958371296525
0.25,0.011306802742183208
0.25,0.0014402427477762103
0.25,0.00704468647018075
0.25,0.006905748974531889
0.25,0.009175635874271393
0.25,0.012424683198332787
0.25,0.010995002463459969
0.25,0.01240976806730032
0.25,0.0049813478253781796
0.25,0.005431304220110178
0.25,0.006219887174665928
0.25,0.00792998168617487
0.25,0.003676019608974457
0.25,0.005335167981684208
0.25,0.007756728213280439
0.25,0.0030972608365118504
0.25,0.0030199370812624693
0.25,0.005221390165388584
0.25,0.011263088323175907
0.25,0.003945210017263889
0.25,0.0025037385057657957
0.25,0.003043732838705182
0.25,0.004510186146944761
0.25,0.0002980612334795296
0.25,0.003024619072675705
0.25,0.009730054996907711
0.25,0.006635620724409819
0.25,0.009569440968334675
0.25,0.00761380372568965
0.25,0.006581694819033146
0.25,0.00040275006904266775
0.25,0.0010047995019704103
0.25,0.011117790825664997
0.25,0.003887966275215149
0.25,0.0028024360071867704
0.25,0.0027809031307697296
0.25,0.00838112086057663
0.25,0.004447941668331623
0.25,0.010856362991034985
0.25,0.0058283633552491665
0.25,0.009044071659445763
0.25,0.0018451422220095992
0.25,0.006835039705038071
0.25,0.001896658563055098
0.25,0.007190084550529718
0.25,0.012378431856632233
0.25,0.005635667126625776
0.25,0.002954583615064621
0.25,0.008391833864152431
0.25,0.005252277012914419
0.25,0.0039803022518754005
0.25,0.01033006515353918
0.25,0.012373898178339005
0.25,0.010964631102979183
0.25,0.0047380621545016766
0.25,0.0011084870202466846
0.25,0.003930023405700922
0.25,0.012404482811689377
0.25,0.009663536213338375
0.25,0.008038543164730072
0.25,0.011552376672625542
0.25,0.005690689664334059
0.25,0.01168767362833023
0.25,0.007773009594529867
0.25,0.0034999640192836523
0.25,0.01022002287209034
0.25,0.0008578888955526054
0.25,0.0038173296488821507
0.25,0.008981897495687008
0.25,0.004485825542360544
0.25,0.006518432404845953
0.25,0.012440177612006664
0.25,0.0008815430337563157
0.25,0.0023971900809556246
0.25,0.009324676357209682
0.25,0.00242168758995831
0.25,0.0033888891339302063
0.25,0.008401572704315186
0.25,0.00024112984829116613
0.25,0.008410600014030933
0.25,0.009909087792038918
0.25,0.0008134327945299447
0.25,0.006841727998107672
0.25,0.010305657051503658
0.25,0.000794108200352639
0.25,0.005762480199337006
0.25,0.002591328462585807
0.25,0.010922819375991821
0.25,0.006945402827113867
0.25,0.002611856907606125
0.25,0.009320159442722797
0.25,0.0077902087941765785
0.25,0.004135991912335157
0.25,0.0120380949229002
0.25,0.0018273204332217574
0.25,0.0019145458936691284
0.25,0.011958789080381393
0.25,0.009367143735289574
0.25,0.002720440970733762
0.25,0.0037145488895475864
0.25,0.007658172398805618
0.25,0.012330887839198112
0.25,3.127381205558777e-05
0.25,0.007174833212047815
0.25,0.004347363952547312
0.25,0.004063428845256567
0.25,0.00963470246642828
0.25,0.002290858421474695
0.25,0.009113403968513012
0.25,0.012068691663444042
0.25,0.004510884638875723
0.25,0.008789287880063057
0.25,0.004327726550400257
0.25,0.0032150268089026213
0.25,0.0008640900487080216
0.25,0.012114671990275383
0.25,0.0022193684708327055
0.25,0.004836155567318201
0.25,0.002106182277202606
0.25,0.006677279714494944
0.25,0.00420532887801528
0.25,0.004929554648697376
0.25,0.005918579641729593
0.25,0.005049500148743391
0.25,0.010166247375309467
0.25,0.003143834415823221
0.25,0.00731676584109664
0.25,0.0018324822885915637
0.25,0.004187790211290121
0.25,0.004148377571254969
0.25,0.004871724639087915
0.25,0.00860025268048048
0.25,0.010860244743525982
0.25,8.07315154816024e-05
0.25,0.008266252465546131
0.25,0.008086612448096275
0.25,0.0038256444968283176
0.25,0.011121481657028198
0.25,0.0006882809102535248
0.25,0.0010847769444808364
0.25,0.006890060845762491
0.25,0.012096263468265533
0.25,0.003979804459959269
0.25,0.0029990659095346928
0.25,0.012262370437383652
0.25,0.010341187939047813
0.25,0.0003663472889456898
0.25,0.0008189938962459564
0.25,0.006440745200961828
0.25,0.0036276436876505613
0.25,0.0058060321025550365
0.25,0.003052344312891364
0.25,0.0013115600449964404
0.25,0.004433739464730024
0.25,0.00265701487660408
0.25,0.009907612577080727
0.25,0.0036843165289610624
0.25,0.009927159175276756
0.25,0.008046392351388931
0.25,0.005732715129852295
0.25,0.010833974927663803
0.25,0.0028655105270445347
0.25,0.012296768836677074
0.25,0.005554031580686569
0.25,0.0037328407634049654
0.25,0.0031438202131539583
0.25,0.007330141495913267
0.25,0.0015099107986316085
0.25,0.011860477738082409
0.25,0.008716592565178871
0.25,0.004209543112665415
0.25,0.01198593620210886
0.25,0.010765396989881992
0.25,0.00858601089566946
0.25,0.00023098886595107615
0.25,0.011751717887818813
0.25,0.007274683099240065
0.25,0.011982182040810585
0.25,0.00715281069278717
0.25,0.008998754434287548
0.25,0.008039903827011585
0.25,0.00297373766079545
0.25,0.009807071648538113
0.25,0.00556018203496933
0.25,0.010944447480142117
0.25,0.0020691968966275454
0.25,0.010772928595542908
0.25,0.0009459562716074288
0.25,0.008387533016502857
0.25,0.011373220942914486
0.25,0.009446552954614162
0.25,0.007653339300304651
0.25,0.009225009009242058
0.25,0.0010905303061008453
0.25,0.0024896301329135895
0.25,0.008304787799715996
0.25,0.004397273994982243
0.25,0.007052652072161436
0.25,0.006512410938739777
0.25,0.0023683749604970217
0.25,0.005438284482806921
0.25,0.002909769071266055
0.25,0.011194869875907898
0.25,0.011760447174310684
0.25,0.0049959407187998295
0.25,0.00945976097136736
0.25,0.011731063015758991
0.25,0.005220412742346525
0.25,0.009144390933215618
0.25,0.0003158159670419991
0.25,0.006959296762943268
0.25,0.007573460694402456
0.25,0.0096570560708642
0.25,0.00923765730112791
0.25,0.011813605204224586
0.25,0.012469354085624218
0.25,0.007887396030128002
0.25,0.003041885094717145
0.25,0.0010749876964837313
0.25,0.0006889171781949699
0.25,0.005285074468702078
0.25,0.005030411761254072
0.25,0.00014106334128882736
0.25,0.008374963887035847
0.25,0.01206356380134821
0.25,0.004073669668287039
0.25,0.004034483339637518
0.25,0.0016647704178467393
0.25,0.007593573071062565
0.25,0.0026327036321163177
0.25,0.004702562931925058
0.25,0.012220638804137707
0.25,1.8765776985674165e-05
0.25,0.012479362078011036
0.25,0.0036211058031767607
0.25,0.003367408411577344
0.25,0.008713806979358196
0.25,0.010871374048292637
0.25,0.007477365434169769
0.25,0.009291330352425575
0.25,0.00421700207516551
0.25,0.0008747644606046379
0.25,0.002063010586425662
0.25,0.0019385553896427155
0.25,0.002795349806547165
0.25,0.003065188182517886
0.25,0.004784693475812674
0.25,0.007517341524362564
0.25,0.006873107049614191
0.25,0.011419909074902534
0.25,0.00032150745391845703
0.25,0.007878992706537247
0.25,0.0030718923080712557
0.25,0.012313063256442547
0.25,0.00992053747177124
0.25,0.003667794167995453
0.25,0.000563391309697181
0.25,0.008545046672224998
0.25,0.004335647914558649
0.25,0.008245880715548992
0.25,0.0015810885233804584
0.25,0.004656224977225065
0.25,0.010293676517903805
0.25,0.011727912351489067
0.25,0.0004590339958667755
0.25,0.008059732615947723
0.25,0.005319483578205109
0.25,0.01095159724354744
0.25,0.0005663260817527771
0.25,0.006419795099645853
0.25,0.006535036023706198
0.25,0.011783224530518055
0.25,0.007022196892648935
0.25,0.004929660353809595
0.25,0.0021305778063833714
0.25,0.005158791784197092
0.25,0.012044397182762623
0.25,0.01093384437263012
0.25,0.005554263945668936
0.25,0.010032052174210548
0.25,0.010142594575881958
0.25,0.006388464476913214
0.25,0.0052977027371525764
0.25,0.008740760385990143
0.25,0.0036803297698497772
0.25,0.004621988628059626
0.25,0.002769768936559558
0.25,0.007339681964367628
0.25,0.0007933333399705589
0.25,0.0026854523457586765
0.25,0.007717200554907322
0.25,0.010584092698991299
0.25,0.0027573721017688513
0.25,0.007163727190345526
0.25,0.010667676106095314
0.25,0.005762848537415266
0.25,0.011127732694149017
0.25,0.0020029947627335787
0.25,0.01163232047110796
0.25,0.0038619989063590765
0.25,0.0014310457045212388
0.25,0.009071997366845608
0.25,0.004700902383774519
0.25,0.01231521274894476
0.25,0.003168372204527259
0.25,0.011379936710000038
0.25,0.0031108164694160223
0.25,0.008070750162005424
0.25,0.01007791981101036
0.25,0.00032106638536788523
0.25,0.012059302069246769
0.25,0.012435335665941238
0.25,0.0019213311607018113
0.25,0.006660084705799818
0.25,0.006395960692316294
0.25,0.002310065319761634
0.25,0.006351815070956945
0.25,0.008760105818510056
0.25,0.008038594387471676
0.25,0.004985652398318052
0.25,6.2227250055002514e-06
0.25,0.011546419933438301
0.25,0.004379726946353912
0.25,0.010543952696025372
0.25,0.009280027821660042
0.25,0.0022472247947007418
0.25,0.01147527527064085
0.25,0.0011418185895308852
0.25,0.010529628954827785
0.25,0.01105028111487627
0.25,0.0123002203181386
0.25,0.0031944557558745146
0.25,0.0020437135826796293
0.25,0.0014135405654087663
0.25,0.0013617180520668626
0.25,0.004712329711765051
0.25,0.00021485389152076095
0.25,0.0007037341711111367
0.25,0.006153698544949293
0.25,9.938925359165296e-05
0.25,0.0032472528982907534
0.25,0.004123014397919178
0.25,0.009474262595176697
0.25,0.0009696133784018457
0.25,0.006584051996469498
0.25,0.011736930347979069
0.25,0.009522971697151661
0.25,0.007900907658040524
0.25,0.00037100911140441895
0.25,0.0045951493084430695
0.25,0.011933522298932076
0.25,0.001773563795723021
0.25,0.007428051438182592
0.25,0.010725132189691067
0.25,0.0052796341478824615
0.25,0.0036137669812887907
0.25,0.0065863654017448425
0.25,0.002642865525558591
0.25,0.0019333697855472565
0.25,0.008490687236189842
0.25,0.00795901007950306
0.25,0.004531282465904951
0.25,0.005231356713920832
0.25,0.0017677426803857088
0.25,0.007386954966932535
0.25,0.0037790543865412474
0.25,0.010225444100797176
0.25,0.003858022391796112
0.25,0.007155922241508961
0.25,0.0029670975636690855
0.25,0.011295457370579243
0.25,0.0042816768400371075
0.25,0.010204777121543884
0.25,0.0023656978737562895
0.25,0.008700108155608177
0.25,0.0026995614171028137
0.25,0.003240949707105756
0.25,0.0010284393792971969
0.25,0.003067959100008011
0.25,0.007728390395641327
0.25,0.011549930088222027
0.25,0.004935969598591328
0.25,0.0037305967416614294
0.25,0.0008114770171232522
0.25,0.0020636492408812046
0.25,0.010035059414803982
0.25,0.0012047134805470705
0.25,0.006396458484232426
0.25,0.008164511062204838
0.25,0.006456839386373758
0.25,0.005391671787947416
0.25,0.0024277970660477877
0.25,0.0070274448953568935
0.25,0.003448229283094406
0.25,0.006797772832214832
0.25,0.0001979619264602661
0.25,0.009684848599135876
0.25,0.0031792500521987677
0.25,0.0064191813580691814
0.25,0.009599722921848297
0.25,0.005741325672715902
0.25,0.007153288461267948
0.25,0.005959330592304468
0.25,0.0022968121338635683
0.25,0.0017122760182246566
0.25,0.0030084147583693266
0.25,0.003365021198987961
0.25,0.006374820601195097
0.25,0.0019427686929702759
0.25,0.00713982293382287
0.25,0.009008698165416718
0.25,0.005393680185079575
0.25,0.008820208720862865
0.25,0.003094717161729932
0.25,0.006665016058832407
0.25,0.005267178174108267
0.25,0.008848011493682861
0.25,0.0004749171494040638
0.25,0.009620480239391327
0.25,0.008730228058993816
0.25,0.005652140825986862
0.25,0.007937243208289146
0.25,0.001580614596605301
0.25,0.009128985926508904
0.25,0.003758659353479743
0.25,0.003971993923187256
0.25,0.01136054378002882
0.25,0.0029209591448307037
0.25,0.011425548233091831
0.25,0.009665296413004398
0.25,0.011576812714338303
0.25,0.00847142469137907
0.25,0.007161653134971857
0.25,0.003648194018751383
0.25,0.004884511232376099
0.25,0.008496244437992573
0.25,0.006733891554176807
0.25,0.008764224126935005
0.25,0.00620231544598937
0.25,0.010504609905183315
0.25,0.007654314395040274
0.25,0.005024162586778402
0.25,0.007098212838172913
0.25,0.0090817054733634
0.25,0.004926743451505899
0.25,0.00355412601493299
0.25,0.008873842656612396
0.25,0.0008598514250479639
0.25,0.009685325436294079
0.25,0.0033993260003626347
0.25,0.0011226878268644214
0.25,0.005323336459696293
0.25,0.00016904249787330627
0.25,0.004899480380117893
0.25,0.007415188010782003
0.25,0.008773645386099815
0.25,0.01027799304574728
0.25,0.00536753237247467
0.25,0.012034031562507153
0.25,0.006999989505857229
0.25,0.0009099603048525751
0.25,0.006176499184221029
0.25,0.012206132523715496
0.25,0.012387977913022041
0.25,0.007647804915904999
0.25,0.002716498216614127
0.25,0.009438198059797287
0.25,0.0015101380413398147
0.25,0.0052224136888980865
0.25,0.009832590818405151
0.25,0.006621500011533499
0.25,0.00819757953286171
0.25,0.00031321050482802093
0.25,0.009944799356162548
0.25,0.0017716818256303668
0.25,0.006948976311832666
0.25,0.00756608322262764
0.25,0.009070780128240585
0.25,0.0029632977675646544
0.25,0.003962767776101828
0.25,0.0007348418585024774
0.25,0.003325404366478324
0.25,0.007250687573105097
0.25,0.007458910346031189
0.25,0.002548806369304657
0.25,0.0030135817360132933
0.25,0.002134921494871378
0.25,0.0007960521033965051
0.25,0.00359746883623302
0.25,0.010682067833840847
0.25,0.007693812251091003
0.25,0.007519166450947523
0.25,0.003647258272394538
0.25,0.0012031600344926119
0.25,0.008774570189416409
0.25,0.006360647734254599
0.25,0.0049104406498372555
0.25,0.009593654423952103
0.25,0.004598460625857115
0.25,0.010976911522448063
0.25,0.008255557157099247
0.25,0.011275327764451504
0.25,0.0012142256600782275
0.25,0.00778862414881587
0.25,0.0032642290461808443
0.25,0.009292579255998135
0.25,0.010602208785712719
0.25,0.005568585824221373
0.25,0.010284283198416233
0.25,0.009419634938240051
0.25,0.004287404008209705
0.25,0.01148578803986311
0.25,0.00785683374851942
0.25,0.011694137938320637
0.25,0.008094770833849907
0.25,0.004292343743145466
0.25,0.0006974555435590446
0.25,0.0031403489410877228
0.25,0.01082539837807417
0.25,0.012112745083868504
0.25,0.0029334374703466892
0.25,0.001583126257173717
0.25,0.004003971349447966
0.25,0.00805903971195221
0.25,0.011183331720530987
0.25,0.002260123146697879
0.25,0.008420085534453392
0.25,0.005852402653545141
0.25,0.011649488471448421
0.25,0.0071184150874614716
0.25,0.008901226334273815
0.25,0.01044976245611906
0.25,0.0009096294525079429
0.25,0.010520934127271175
0.25,0.01137141790241003
0.25,0.006889509502798319
0.25,0.011097214184701443
0.25,0.0054697818122804165
0.25,0.006392143666744232
0.25,0.0034336962271481752
0.25,0.009017438627779484
0.25,0.004646220710128546
0.25,0.00010423064668430015
0.25,0.0018818676471710205
0.25,0.0026987530291080475
0.25,0.011578300967812538
0.25,0.009109895676374435
0.25,0.009682352654635906
0.25,0.0009298801305703819
0.25,0.01025544572621584
0.25,0.009343980811536312
0.25,7.447823736583814e-05
0.25,8.935704681789503e-05
0.25,0.004502718802541494
0.25,0.0003805883170571178
0.25,0.011697232723236084
0.25,0.007517893798649311
0.25,0.0056093367747962475
0.25,0.007368774153292179
0.25,0.005578860640525818
0.25,0.004888927098363638
0.25,0.011700833216309547
0.25,0.0023891993332654238
0.25,0.008333955891430378
0.25,0.009064093232154846
0.25,0.006263446994125843
0.25,0.008218007162213326
0.25,0.0007618159288540483
0.25,0.008168783038854599
0.25,0.004437416326254606
0.25,0.007406755816191435
0.25,0.001574881374835968
0.25,0.006758228875696659
0.25,0.009180703200399876
0.25,0.009766219183802605
0.25,0.007451341487467289
0.25,0.004841204732656479
0.25,0.0062152305617928505
0.25,0.0048563978634774685
0.25,0.007807590998709202
0.25,0.009626725688576698
0.25,0.00945105031132698
0.25,0.003267727792263031
0.25,0.011077801696956158
0.25,0.008084219880402088
0.25,0.0001277394621865824
0.25,0.005263456609100103
0.25,0.010632498189806938
0.25,0.011491740122437477
0.25,0.002634258707985282
0.25,0.004403471946716309
0.25,0.007590908091515303
0.25,0.006554015912115574
0.25,0.0004554934857878834
0.25,0.007975829765200615
0.25,0.004176602698862553
0.25,0.0009949974482879043
0.25,0.0003217928169760853
0.25,0.005534377880394459
0.25,0.008689302019774914
0.25,0.009869232773780823
0.25,0.009655170142650604
0.25,0.008366627618670464
0.25,0.0042838240042328835
0.25,0.004223580937832594
0.25,0.008082973770797253
0.25,0.004491052124649286
0.25,0.005242258310317993
0.25,0.005450499709695578
0.25,0.003339029150083661
0.25,0.0012464619940146804
0.25,0.006043823901563883
0.25,0.009666523896157742
0.25,0.009122999384999275
0.25,0.009216212667524815
0.25,0.005034612026065588
0.25,0.0024916850961744785
0.25,0.007529112976044416
0.25,0.012347563169896603
0.25,0.0041402168571949005
0.25,0.00962055567651987
0.25,0.005905547644942999
0.25,0.0003561347839422524
0.25,0.008429191075265408
0.25,0.0023639388382434845
0.25,0.0001935936597874388
0.25,0.0003864966274704784
0.25,0.00022091121354606003
0.25,0.0058146449737250805
0.25,0.0031582601368427277
0.25,0.00837684329599142
0.25,0.009145240299403667
0.25,0.0033876709640026093
0.25,0.00446739187464118
0.25,0.005588449537754059
0.25,0.006295926868915558
0.25,0.01230444386601448
0.25,0.0007970713195390999
0.25,0.0024035887327045202
0.25,0.0003287762519903481
