step,env_id,threshold,input_action,output_action
24,0,0.009999999776482582,-0.17593985795974731,-0.17593985795974731
24,1,0.019999999552965164,-0.17593985795974731,-0.17593985795974731
24,2,0.03500000014901161,-0.17593985795974731,-0.17593985795974731
24,3,0.05000000074505806,-0.17593985795974731,-0.17593985795974731
25,0,0.009999999776482582,-0.17493735253810883,-0.17493735253810883
25,1,0.019999999552965164,-0.17493735253810883,-0.17493735253810883
25,2,0.03500000014901161,-0.17493735253810883,-0.17493735253810883
25,3,0.05000000074505806,-0.17493735253810883,-0.17493735253810883
26,0,0.009999999776482582,-0.17393484711647034,-0.17393484711647034
26,1,0.019999999552965164,-0.17393484711647034,-0.17393484711647034
26,2,0.03500000014901161,-0.17393484711647034,-0.17393484711647034
26,3,0.05000000074505806,-0.17393484711647034,-0.17393484711647034
27,0,0.009999999776482582,-0.17293234169483185,-0.17293234169483185
27,1,0.019999999552965164,-0.17293234169483185,-0.17293234169483185
27,2,0.03500000014901161,-0.17293234169483185,-0.17293234169483185
27,3,0.05000000074505806,-0.17293234169483185,-0.17293234169483185
28,0,0.009999999776482582,-0.17192982137203217,-0.17192982137203217
28,1,0.019999999552965164,-0.17192982137203217,-0.17192982137203217
28,2,0.03500000014901161,-0.17192982137203217,-0.17192982137203217
28,3,0.05000000074505806,-0.17192982137203217,-0.17192982137203217
29,0,0.009999999776482582,-0.17092731595039368,-0.17092731595039368
29,1,0.019999999552965164,-0.17092731595039368,-0.17092731595039368
29,2,0.03500000014901161,-0.17092731595039368,-0.17092731595039368
29,3,0.05000000074505806,-0.17092731595039368,-0.17092731595039368
30,0,0.009999999776482582,-0.1699248105287552,-0.1699248105287552
30,1,0.019999999552965164,-0.1699248105287552,-0.1699248105287552
30,2,0.03500000014901161,-0.1699248105287552,-0.1699248105287552
30,3,0.05000000074505806,-0.1699248105287552,-0.1699248105287552
31,0,0.009999999776482582,-0.1689223051071167,-0.1689223051071167
31,1,0.019999999552965164,-0.1689223051071167,-0.1689223051071167
31,2,0.03500000014901161,-0.1689223051071167,-0.1689223051071167
31,3,0.05000000074505806,-0.1689223051071167,-0.1689223051071167
32,0,0.009999999776482582,-0.1679197996854782,-0.1679197996854782
32,1,0.019999999552965164,-0.1679197996854782,-0.1679197996854782
32,2,0.03500000014901161,-0.1679197996854782,-0.1679197996854782
32,3,0.05000000074505806,-0.1679197996854782,-0.1679197996854782
33,0,0.009999999776482582,-0.16691729426383972,-0.16691729426383972
33,1,0.019999999552965164,-0.16691729426383972,-0.16691729426383972
33,2,0.03500000014901161,-0.16691729426383972,-0.16691729426383972
33,3,0.05000000074505806,-0.16691729426383972,-0.16691729426383972
34,0,0.009999999776482582,-0.16591478884220123,-0.16591478884220123
34,1,0.019999999552965164,-0.16591478884220123,-0.16591478884220123
34,2,0.03500000014901161,-0.16591478884220123,-0.16591478884220123
34,3,0.05000000074505806,-0.16591478884220123,-0.16591478884220123
35,0,0.009999999776482582,-0.16491228342056274,-0.16491228342056274
35,1,0.019999999552965164,-0.16491228342056274,-0.16491228342056274
35,2,0.03500000014901161,-0.16491228342056274,-0.16491228342056274
35,3,0.05000000074505806,-0.16491228342056274,-0.16491228342056274
36,0,0.009999999776482582,-0.16390977799892426,-0.16390977799892426
36,1,0.019999999552965164,-0.16390977799892426,-0.16390977799892426
36,2,0.03500000014901161,-0.16390977799892426,-0.16390977799892426
36,3,0.05000000074505806,-0.16390977799892426,-0.16390977799892426
37,0,0.009999999776482582,-0.16290727257728577,-0.16290727257728577
37,1,0.019999999552965164,-0.16290727257728577,-0.16290727257728577
37,2,0.03500000014901161,-0.16290727257728577,-0.16290727257728577
37,3,0.05000000074505806,-0.16290727257728577,-0.16290727257728577
38,0,0.009999999776482582,-0.16190476715564728,-0.16190476715564728
38,1,0.019999999552965164,-0.16190476715564728,-0.16190476715564728
38,2,0.03500000014901161,-0.16190476715564728,-0.16190476715564728
38,3,0.05000000074505806,-0.16190476715564728,-0.16190476715564728
39,0,0.009999999776482582,-0.1609022617340088,-0.1609022617340088
39,1,0.019999999552965164,-0.1609022617340088,-0.1609022617340088
39,2,0.03500000014901161,-0.1609022617340088,-0.1609022617340088
39,3,0.05000000074505806,-0.1609022617340088,-0.1609022617340088
40,0,0.009999999776482582,-0.1598997563123703,-0.1598997563123703
40,1,0.019999999552965164,-0.1598997563123703,-0.1598997563123703
40,2,0.03500000014901161,-0.1598997563123703,-0.1598997563123703
40,3,0.05000000074505806,-0.1598997563123703,-0.1598997563123703
41,0,0.009999999776482582,-0.1588972508907318,-0.1588972508907318
41,1,0.019999999552965164,-0.1588972508907318,-0.1588972508907318
41,2,0.03500000014901161,-0.1588972508907318,-0.1588972508907318
41,3,0.05000000074505806,-0.1588972508907318,-0.1588972508907318
42,0,0.009999999776482582,-0.15789474546909332,-0.15789474546909332
42,1,0.019999999552965164,-0.15789474546909332,-0.15789474546909332
42,2,0.03500000014901161,-0.15789474546909332,-0.15789474546909332
42,3,0.05000000074505806,-0.15789474546909332,-0.15789474546909332
43,0,0.009999999776482582,-0.15689224004745483,-0.15689224004745483
43,1,0.019999999552965164,-0.15689224004745483,-0.15689224004745483
43,2,0.03500000014901161,-0.15689224004745483,-0.15689224004745483
43,3,0.05000000074505806,-0.15689224004745483,-0.15689224004745483
44,0,0.009999999776482582,-0.15588973462581635,-0.15588973462581635
44,1,0.019999999552965164,-0.15588973462581635,-0.15588973462581635
44,2,0.03500000014901161,-0.15588973462581635,-0.15588973462581635
44,3,0.05000000074505806,-0.15588973462581635,-0.15588973462581635
45,0,0.009999999776482582,-0.15488722920417786,-0.15488722920417786
45,1,0.019999999552965164,-0.15488722920417786,-0.15488722920417786
45,2,0.03500000014901161,-0.15488722920417786,-0.15488722920417786
45,3,0.05000000074505806,-0.15488722920417786,-0.15488722920417786
46,0,0.009999999776482582,-0.15388470888137817,-0.15388470888137817
46,1,0.019999999552965164,-0.15388470888137817,-0.15388470888137817
46,2,0.03500000014901161,-0.15388470888137817,-0.15388470888137817
46,3,0.05000000074505806,-0.15388470888137817,-0.15388470888137817
47,0,0.009999999776482582,-0.15288220345973969,-0.15288220345973969
47,1,0.019999999552965164,-0.15288220345973969,-0.15288220345973969
47,2,0.03500000014901161,-0.15288220345973969,-0.15288220345973969
47,3,0.05000000074505806,-0.15288220345973969,-0.15288220345973969
48,0,0.009999999776482582,-0.1518796980381012,-0.1518796980381012
48,1,0.019999999552965164,-0.1518796980381012,-0.1518796980381012
48,2,0.03500000014901161,-0.1518796980381012,-0.1518796980381012
48,3,0.05000000074505806,-0.1518796980381012,-0.1518796980381012
49,0,0.009999999776482582,-0.1508771926164627,-0.1508771926164627
49,1,0.019999999552965164,-0.1508771926164627,-0.1508771926164627
49,2,0.03500000014901161,-0.1508771926164627,-0.1508771926164627
49,3,0.05000000074505806,-0.1508771926164627,-0.1508771926164627
50,0,0.009999999776482582,-0.14987468719482422,-0.14987468719482422
50,1,0.019999999552965164,-0.14987468719482422,-0.14987468719482422
50,2,0.03500000014901161,-0.14987468719482422,-0.14987468719482422
50,3,0.05000000074505806,-0.14987468719482422,-0.14987468719482422
51,0,0.009999999776482582,-0.14887218177318573,-0.14887218177318573
51,1,0.019999999552965164,-0.14887218177318573,-0.14887218177318573
51,2,0.03500000014901161,-0.14887218177318573,-0.14887218177318573
51,3,0.05000000074505806,-0.14887218177318573,-0.14887218177318573
52,0,0.009999999776482582,-0.14786967635154724,-0.14786967635154724
52,1,0.019999999552965164,-0.14786967635154724,-0.14786967635154724
52,2,0.03500000014901161,-0.14786967635154724,-0.14786967635154724
52,3,0.05000000074505806,-0.14786967635154724,-0.14786967635154724
53,0,0.009999999776482582,-0.14686717092990875,-0.14686717092990875
53,1,0.019999999552965164,-0.14686717092990875,-0.14686717092990875
53,2,0.03500000014901161,-0.14686717092990875,-0.14686717092990875
53,3,0.05000000074505806,-0.14686717092990875,-0.14686717092990875
54,0,0.009999999776482582,-0.14586466550827026,-0.14586466550827026
54,1,0.019999999552965164,-0.14586466550827026,-0.14586466550827026
54,2,0.03500000014901161,-0.14586466550827026,-0.14586466550827026
54,3,0.05000000074505806,-0.14586466550827026,-0.14586466550827026
55,0,0.009999999776482582,-0.14486216008663177,-0.14486216008663177
55,1,0.019999999552965164,-0.14486216008663177,-0.14486216008663177
55,2,0.03500000014901161,-0.14486216008663177,-0.14486216008663177
55,3,0.05000000074505806,-0.14486216008663177,-0.14486216008663177
56,0,0.009999999776482582,-0.1438596546649933,-0.1438596546649933
56,1,0.019999999552965164,-0.1438596546649933,-0.1438596546649933
56,2,0.03500000014901161,-0.1438596546649933,-0.1438596546649933
56,3,0.05000000074505806,-0.1438596546649933,-0.1438596546649933
57,0,0.009999999776482582,-0.1428571492433548,-0.1428571492433548
57,1,0.019999999552965164,-0.1428571492433548,-0.1428571492433548
57,2,0.03500000014901161,-0.1428571492433548,-0.1428571492433548
57,3,0.05000000074505806,-0.1428571492433548,-0.1428571492433548
58,0,0.009999999776482582,-0.1418546438217163,-0.1418546438217163
58,1,0.019999999552965164,-0.1418546438217163,-0.1418546438217163
58,2,0.03500000014901161,-0.1418546438217163,-0.1418546438217163
58,3,0.05000000074505806,-0.1418546438217163,-0.1418546438217163
59,0,0.009999999776482582,-0.14085213840007782,-0.14085213840007782
59,1,0.019999999552965164,-0.14085213840007782,-0.14085213840007782
59,2,0.03500000014901161,-0.14085213840007782,-0.14085213840007782
59,3,0.05000000074505806,-0.14085213840007782,-0.14085213840007782
60,0,0.009999999776482582,-0.13984963297843933,-0.13984963297843933
60,1,0.019999999552965164,-0.13984963297843933,-0.13984963297843933
60,2,0.03500000014901161,-0.13984963297843933,-0.13984963297843933
60,3,0.05000000074505806,-0.13984963297843933,-0.13984963297843933
61,0,0.009999999776482582,-0.13884712755680084,-0.13884712755680084
61,1,0.019999999552965164,-0.13884712755680084,-0.13884712755680084
61,2,0.03500000014901161,-0.13884712755680084,-0.13884712755680084
61,3,0.05000000074505806,-0.13884712755680084,-0.13884712755680084
62,0,0.009999999776482582,-0.13784462213516235,-0.13784462213516235
62,1,0.019999999552965164,-0.13784462213516235,-0.13784462213516235
62,2,0.03500000014901161,-0.13784462213516235,-0.13784462213516235
62,3,0.05000000074505806,-0.13784462213516235,-0.13784462213516235
63,0,0.009999999776482582,-0.13684211671352386,-0.13684211671352386
63,1,0.019999999552965164,-0.13684211671352386,-0.13684211671352386
63,2,0.03500000014901161,-0.13684211671352386,-0.13684211671352386
63,3,0.05000000074505806,-0.13684211671352386,-0.13684211671352386
64,0,0.009999999776482582,-0.13583961129188538,-0.13583961129188538
64,1,0.019999999552965164,-0.13583961129188538,-0.13583961129188538
64,2,0.03500000014901161,-0.13583961129188538,-0.13583961129188538
64,3,0.05000000074505806,-0.13583961129188538,-0.13583961129188538
65,0,0.009999999776482582,-0.1348370909690857,-0.1348370909690857
65,1,0.019999999552965164,-0.1348370909690857,-0.1348370909690857
65,2,0.03500000014901161,-0.1348370909690857,-0.1348370909690857
65,3,0.05000000074505806,-0.1348370909690857,-0.1348370909690857
66,0,0.009999999776482582,-0.1338345855474472,-0.1338345855474472
66,1,0.019999999552965164,-0.1338345855474472,-0.1338345855474472
66,2,0.03500000014901161,-0.1338345855474472,-0.1338345855474472
66,3,0.05000000074505806,-0.1338345855474472,-0.1338345855474472
67,0,0.009999999776482582,-0.13283208012580872,-0.13283208012580872
67,1,0.019999999552965164,-0.13283208012580872,-0.13283208012580872
67,2,0.03500000014901161,-0.13283208012580872,-0.13283208012580872
67,3,0.05000000074505806,-0.13283208012580872,-0.13283208012580872
68,0,0.009999999776482582,-0.13182957470417023,-0.13182957470417023
68,1,0.019999999552965164,-0.13182957470417023,-0.13182957470417023
68,2,0.03500000014901161,-0.13182957470417023,-0.13182957470417023
68,3,0.05000000074505806,-0.13182957470417023,-0.13182957470417023
69,0,0.009999999776482582,-0.13082706928253174,-0.13082706928253174
69,1,0.019999999552965164,-0.13082706928253174,-0.13082706928253174
69,2,0.03500000014901161,-0.13082706928253174,-0.13082706928253174
69,3,0.05000000074505806,-0.13082706928253174,-0.13082706928253174
70,0,0.009999999776482582,-0.12982456386089325,-0.12982456386089325
70,1,0.019999999552965164,-0.12982456386089325,-0.12982456386089325
70,2,0.03500000014901161,-0.12982456386089325,-0.12982456386089325
70,3,0.05000000074505806,-0.12982456386089325,-0.12982456386089325
71,0,0.009999999776482582,-0.12882205843925476,-0.12882205843925476
71,1,0.019999999552965164,-0.12882205843925476,-0.12882205843925476
71,2,0.03500000014901161,-0.12882205843925476,-0.12882205843925476
71,3,0.05000000074505806,-0.12882205843925476,-0.12882205843925476
72,0,0.009999999776482582,-0.12781955301761627,-0.12781955301761627
72,1,0.019999999552965164,-0.12781955301761627,-0.12781955301761627
72,2,0.03500000014901161,-0.12781955301761627,-0.12781955301761627
72,3,0.05000000074505806,-0.12781955301761627,-0.12781955301761627
73,0,0.009999999776482582,-0.12681704759597778,-0.12681704759597778
73,1,0.019999999552965164,-0.12681704759597778,-0.12681704759597778
73,2,0.03500000014901161,-0.12681704759597778,-0.12681704759597778
73,3,0.05000000074505806,-0.12681704759597778,-0.12681704759597778
74,0,0.009999999776482582,-0.1258145421743393,-0.1258145421743393
74,1,0.019999999552965164,-0.1258145421743393,-0.1258145421743393
74,2,0.03500000014901161,-0.1258145421743393,-0.1258145421743393
74,3,0.05000000074505806,-0.1258145421743393,-0.1258145421743393
75,0,0.009999999776482582,-0.1248120367527008,-0.1248120367527008
75,1,0.019999999552965164,-0.1248120367527008,-0.1248120367527008
75,2,0.03500000014901161,-0.1248120367527008,-0.1248120367527008
75,3,0.05000000074505806,-0.1248120367527008,-0.1248120367527008
76,0,0.009999999776482582,-0.12380953133106232,-0.12380953133106232
76,1,0.019999999552965164,-0.12380953133106232,-0.12380953133106232
76,2,0.03500000014901161,-0.12380953133106232,-0.12380953133106232
76,3,0.05000000074505806,-0.12380953133106232,-0.12380953133106232
77,0,0.009999999776482582,-0.12280702590942383,-0.12280702590942383
77,1,0.019999999552965164,-0.12280702590942383,-0.12280702590942383
77,2,0.03500000014901161,-0.12280702590942383,-0.12280702590942383
77,3,0.05000000074505806,-0.12280702590942383,-0.12280702590942383
78,0,0.009999999776482582,-0.12180451303720474,-0.12180451303720474
78,1,0.019999999552965164,-0.12180451303720474,-0.12180451303720474
78,2,0.03500000014901161,-0.12180451303720474,-0.12180451303720474
78,3,0.05000000074505806,-0.12180451303720474,-0.12180451303720474
79,0,0.009999999776482582,-0.12080200761556625,-0.12080200761556625
79,1,0.019999999552965164,-0.12080200761556625,-0.12080200761556625
79,2,0.03500000014901161,-0.12080200761556625,-0.12080200761556625
79,3,0.05000000074505806,-0.12080200761556625,-0.12080200761556625
80,0,0.009999999776482582,-0.11979950219392776,-0.11979950219392776
80,1,0.019999999552965164,-0.11979950219392776,-0.11979950219392776
80,2,0.03500000014901161,-0.11979950219392776,-0.11979950219392776
80,3,0.05000000074505806,-0.11979950219392776,-0.11979950219392776
81,0,0.009999999776482582,-0.11879699677228928,-0.11879699677228928
81,1,0.019999999552965164,-0.11879699677228928,-0.11879699677228928
81,2,0.03500000014901161,-0.11879699677228928,-0.11879699677228928
81,3,0.05000000074505806,-0.11879699677228928,-0.11879699677228928
82,0,0.009999999776482582,-0.11779449135065079,-0.11779449135065079
82,1,0.019999999552965164,-0.11779449135065079,-0.11779449135065079
82,2,0.03500000014901161,-0.11779449135065079,-0.11779449135065079
82,3,0.05000000074505806,-0.11779449135065079,-0.11779449135065079
83,0,0.009999999776482582,-0.1167919859290123,-0.1167919859290123
83,1,0.019999999552965164,-0.1167919859290123,-0.1167919859290123
83,2,0.03500000014901161,-0.1167919859290123,-0.1167919859290123
83,3,0.05000000074505806,-0.1167919859290123,-0.1167919859290123
84,0,0.009999999776482582,-0.11578948050737381,-0.11578948050737381
84,1,0.019999999552965164,-0.11578948050737381,-0.11578948050737381
84,2,0.03500000014901161,-0.11578948050737381,-0.11578948050737381
84,3,0.05000000074505806,-0.11578948050737381,-0.11578948050737381
85,0,0.009999999776482582,-0.11478697508573532,-0.11478697508573532
85,1,0.019999999552965164,-0.11478697508573532,-0.11478697508573532
85,2,0.03500000014901161,-0.11478697508573532,-0.11478697508573532
85,3,0.05000000074505806,-0.11478697508573532,-0.11478697508573532
86,0,0.009999999776482582,-0.11378446966409683,-0.11378446966409683
86,1,0.019999999552965164,-0.11378446966409683,-0.11378446966409683
86,2,0.03500000014901161,-0.11378446966409683,-0.11378446966409683
86,3,0.05000000074505806,-0.11378446966409683,-0.11378446966409683
87,0,0.009999999776482582,-0.11278195679187775,-0.11278195679187775
87,1,0.019999999552965164,-0.11278195679187775,-0.11278195679187775
87,2,0.03500000014901161,-0.11278195679187775,-0.11278195679187775
87,3,0.05000000074505806,-0.11278195679187775,-0.11278195679187775
88,0,0.009999999776482582,-0.11177945137023926,-0.11177945137023926
88,1,0.019999999552965164,-0.11177945137023926,-0.11177945137023926
88,2,0.03500000014901161,-0.11177945137023926,-0.11177945137023926
88,3,0.05000000074505806,-0.11177945137023926,-0.11177945137023926
89,0,0.009999999776482582,-0.11077694594860077,-0.11077694594860077
89,1,0.019999999552965164,-0.11077694594860077,-0.11077694594860077
89,2,0.03500000014901161,-0.11077694594860077,-0.11077694594860077
89,3,0.05000000074505806,-0.11077694594860077,-0.11077694594860077
90,0,0.009999999776482582,-0.10977444052696228,-0.10977444052696228
90,1,0.019999999552965164,-0.10977444052696228,-0.10977444052696228
90,2,0.03500000014901161,-0.10977444052696228,-0.10977444052696228
90,3,0.05000000074505806,-0.10977444052696228,-0.10977444052696228
91,0,0.009999999776482582,-0.10877193510532379,-0.10877193510532379
91,1,0.019999999552965164,-0.10877193510532379,-0.10877193510532379
91,2,0.03500000014901161,-0.10877193510532379,-0.10877193510532379
91,3,0.05000000074505806,-0.10877193510532379,-0.10877193510532379
92,0,0.009999999776482582,-0.1077694296836853,-0.1077694296836853
92,1,0.019999999552965164,-0.1077694296836853,-0.1077694296836853
92,2,0.03500000014901161,-0.1077694296836853,-0.1077694296836853
92,3,0.05000000074505806,-0.1077694296836853,-0.1077694296836853
93,0,0.009999999776482582,-0.10676692426204681,-0.10676692426204681
93,1,0.019999999552965164,-0.10676692426204681,-0.10676692426204681
93,2,0.03500000014901161,-0.10676692426204681,-0.10676692426204681
93,3,0.05000000074505806,-0.10676692426204681,-0.10676692426204681
94,0,0.009999999776482582,-0.10576441884040833,-0.10576441884040833
94,1,0.019999999552965164,-0.10576441884040833,-0.10576441884040833
94,2,0.03500000014901161,-0.10576441884040833,-0.10576441884040833
94,3,0.05000000074505806,-0.10576441884040833,-0.10576441884040833
95,0,0.009999999776482582,-0.10476191341876984,-0.10476191341876984
95,1,0.019999999552965164,-0.10476191341876984,-0.10476191341876984
95,2,0.03500000014901161,-0.10476191341876984,-0.10476191341876984
95,3,0.05000000074505806,-0.10476191341876984,-0.10476191341876984
96,0,0.009999999776482582,-0.10375940799713135,-0.10375940799713135
96,1,0.019999999552965164,-0.10375940799713135,-0.10375940799713135
96,2,0.03500000014901161,-0.10375940799713135,-0.10375940799713135
96,3,0.05000000074505806,-0.10375940799713135,-0.10375940799713135
97,0,0.009999999776482582,-0.10275689512491226,-0.10275689512491226
97,1,0.019999999552965164,-0.10275689512491226,-0.10275689512491226
97,2,0.03500000014901161,-0.10275689512491226,-0.10275689512491226
97,3,0.05000000074505806,-0.10275689512491226,-0.10275689512491226
98,0,0.009999999776482582,-0.10175438970327377,-0.10175438970327377
98,1,0.019999999552965164,-0.10175438970327377,-0.10175438970327377
98,2,0.03500000014901161,-0.10175438970327377,-0.10175438970327377
98,3,0.05000000074505806,-0.10175438970327377,-0.10175438970327377
99,0,0.009999999776482582,-0.10075188428163528,-0.10075188428163528
99,1,0.019999999552965164,-0.10075188428163528,-0.10075188428163528
99,2,0.03500000014901161,-0.10075188428163528,-0.10075188428163528
99,3,0.05000000074505806,-0.10075188428163528,-0.10075188428163528
100,0,0.009999999776482582,-0.0997493788599968,-0.0997493788599968
100,1,0.019999999552965164,-0.0997493788599968,-0.0997493788599968
100,2,0.03500000014901161,-0.0997493788599968,-0.0997493788599968
100,3,0.05000000074505806,-0.0997493788599968,-0.0997493788599968
101,0,0.009999999776482582,-0.0987468734383583,-0.0987468734383583
101,1,0.019999999552965164,-0.0987468734383583,-0.0987468734383583
101,2,0.03500000014901161,-0.0987468734383583,-0.0987468734383583
101,3,0.05000000074505806,-0.0987468734383583,-0.0987468734383583
102,0,0.009999999776482582,-0.09774436801671982,-0.09774436801671982
102,1,0.019999999552965164,-0.09774436801671982,-0.09774436801671982
102,2,0.03500000014901161,-0.09774436801671982,-0.09774436801671982
102,3,0.05000000074505806,-0.09774436801671982,-0.09774436801671982
103,0,0.009999999776482582,-0.09674186259508133,-0.09674186259508133
103,1,0.019999999552965164,-0.09674186259508133,-0.09674186259508133
103,2,0.03500000014901161,-0.09674186259508133,-0.09674186259508133
103,3,0.05000000074505806,-0.09674186259508133,-0.09674186259508133
104,0,0.009999999776482582,-0.09573935717344284,-0.09573935717344284
104,1,0.019999999552965164,-0.09573935717344284,-0.09573935717344284
104,2,0.03500000014901161,-0.09573935717344284,-0.09573935717344284
104,3,0.05000000074505806,-0.09573935717344284,-0.09573935717344284
105,0,0.009999999776482582,-0.09473685175180435,-0.09473685175180435
105,1,0.019999999552965164,-0.09473685175180435,-0.09473685175180435
