frequency_hz,ou_power,white_noise_ref
0.0,7.473957866893971e-15,0.0003020631556864828
0.048828125,2.201852702535689,0.0003020631556864828
0.09765625,2.5428900653496385,0.0003020631556864828
0.146484375,1.4744876623153687,0.0003020631556864828
0.1953125,2.1433044977020472,0.0003020631556864828
0.244140625,0.7332717590034008,0.0003020631556864828
0.29296875,0.5197858180617914,0.0003020631556864828
0.341796875,0.11312943915254436,0.0003020631556864828
0.390625,0.2532499129883945,0.0003020631556864828
0.439453125,0.26664484199136496,0.0003020631556864828
0.48828125,0.5013331114314497,0.0003020631556864828
0.537109375,0.3834856627508998,0.0003020631556864828
0.5859375,0.124000059440732,0.0003020631556864828
0.634765625,0.045932372100651264,0.0003020631556864828
0.68359375,0.163329506496666,0.0003020631556864828
0.732421875,0.09335157368332148,0.0003020631556864828
0.78125,0.3002914473618148,0.0003020631556864828
0.830078125,0.11467324965633452,0.0003020631556864828
0.87890625,0.058940282091498375,0.0003020631556864828
0.927734375,0.09509407926816493,0.0003020631556864828
0.9765625,0.2803591820120346,0.0003020631556864828
1.025390625,0.12502701985067688,0.0003020631556864828
1.07421875,0.13126050566916092,0.0003020631556864828
1.123046875,0.2155290530063212,0.0003020631556864828
1.171875,0.18608580727595836,0.0003020631556864828
1.220703125,0.060121899616206065,0.0003020631556864828
1.26953125,0.029799501644447446,0.0003020631556864828
1.318359375,0.04172626816216507,0.0003020631556864828
1.3671875,0.0061691037262789905,0.0003020631556864828
1.416015625,0.07345380145125091,0.0003020631556864828
1.46484375,0.10541999252745882,0.0003020631556864828
1.513671875,0.025397927383892238,0.0003020631556864828
1.5625,0.06316573760705069,0.0003020631556864828
1.611328125,0.03616645674628671,0.0003020631556864828
1.66015625,0.026136129046790302,0.0003020631556864828
1.708984375,0.00679604202741757,0.0003020631556864828
1.7578125,0.06203578371787444,0.0003020631556864828
1.806640625,0.05120837398862932,0.0003020631556864828
1.85546875,0.017306299530901015,0.0003020631556864828
1.904296875,0.02178565296344459,0.0003020631556864828
1.953125,0.03259617411822546,0.0003020631556864828
2.001953125,0.046247473524999805,0.0003020631556864828
2.05078125,0.018220677753561176,0.0003020631556864828
2.099609375,0.016677371510013472,0.0003020631556864828
2.1484375,0.01810950509388931,0.0003020631556864828
2.197265625,0.01678314727905672,0.0003020631556864828
2.24609375,0.010429319634567946,0.0003020631556864828
2.294921875,0.005807531561003998,0.0003020631556864828
