n_envs,round,baseline_s_per_step,perturbed_s_per_step,overhead_pct
1,0,0.0001847312500467524,0.00019018916005734355,2.954513656573998
1,1,0.00019717250019311904,0.00019498209003359078,-1.1109105769733982
1,2,0.00018964624992804603,0.00021457041992107407,13.142453384912468
1,3,0.00018538667005486788,0.00018290625012014062,-1.3379710277945753
1,4,0.00018408875010209158,0.00018249999993713573,-0.8630349024993486
4,0,0.00017021625011693687,0.00017663209000602366,3.7692287808474028
4,1,0.00016845749982167036,0.0001732770900707692,2.8610125724297704
4,2,0.0001638637500582263,0.00018067625002004205,10.26004833640248
4,3,0.0001700070800143294,0.00018960707995574922,11.52893158318335
4,4,0.00016889082995476202,0.00017753624997567384,5.118939863832467
16,0,0.00017743333999533205,0.00018293165980139747,3.0988087166763942
16,1,0.00018240541976410896,0.00019101292011328041,4.718884099114425
16,2,0.0001826775001245551,0.00020276625000406056,10.996838617677792
16,3,0.00016717708000214772,0.0002031691701267846,21.529320959652182
16,4,0.00016920416004722938,0.00019755458983127026,16.755161206513794
64,0,0.00024085917015327142,0.00023602458008099348,-2.0072269074087683
64,1,0.00022680708003463223,0.00023925832996610552,5.489797730111449
64,2,0.0002342120898538269,0.0002307820800342597,-1.4644887980410826
64,3,0.00021863750007469207,0.00023178249975899234,6.012234717196095
64,4,0.00023435207986040042,0.0002246433400432579,-4.142800790556602
128,0,0.0002865958301117644,0.0002956445902236737,3.157324413401471
128,1,0.00028230124997207894,0.0002905270800692961,2.9138482730879587
128,2,0.00028359875024762003,0.0002789566700812429,-1.6368478924268772
128,3,0.00027185958024347203,0.00029403458000160754,8.156784373122338
128,4,0.0002739854098763317,0.0002866429198184051,4.619775172621996
