step,env_id,time_s,force_magnitude_N,active
225,5,2.25,0.0,0
225,6,2.25,0.0,0
225,7,2.25,0.0,0
226,0,2.26,1.9454541206359863,1
226,1,2.26,0.0,0
226,2,2.26,0.0,0
226,3,2.26,0.0,0
226,4,2.26,0.0,0
226,5,2.26,0.0,0
226,6,2.26,0.0,0
226,7,2.26,6.782128810882568,1
227,0,2.27,1.9454541206359863,1
227,1,2.27,0.0,0
227,2,2.27,0.0,0
227,3,2.27,3.5267300605773926,1
227,4,2.27,0.0,0
227,5,2.27,0.0,0
227,6,2.27,0.0,0
227,7,2.27,6.782128810882568,1
228,0,2.28,1.9454541206359863,1
228,1,2.28,0.0,0
228,2,2.28,0.0,0
228,3,2.28,3.5267300605773926,1
228,4,2.28,0.0,0
228,5,2.28,0.0,0
228,6,2.28,0.0,0
228,7,2.28,6.782128810882568,1
229,0,2.29,0.0,0
229,1,2.29,0.0,0
229,2,2.29,0.0,0
229,3,2.29,3.5267300605773926,1
229,4,2.29,0.0,0
229,5,2.29,0.0,0
229,6,2.29,0.0,0
229,7,2.29,6.782128810882568,1
230,0,2.3,0.0,0
230,1,2.3,0.0,0
230,2,2.3,0.0,0
230,3,2.3,3.5267300605773926,1
230,4,2.3,0.0,0
230,5,2.3,0.0,0
230,6,2.3,0.0,0
230,7,2.3,6.782128810882568,1
231,0,2.31,0.0,0
231,1,2.31,0.0,0
231,2,2.31,0.0,0
231,3,2.31,3.5267300605773926,1
231,4,2.31,0.0,0
231,5,2.31,0.0,0
231,6,2.31,0.0,0
231,7,2.31,6.782128810882568,1
232,0,2.32,0.0,0
232,1,2.32,0.0,0
232,2,2.32,9.867968559265137,1
232,3,2.32,3.5267300605773926,1
232,4,2.32,0.0,0
232,5,2.32,0.0,0
232,6,2.32,0.0,0
232,7,2.32,6.782128810882568,1
233,0,2.33,0.0,0
233,1,2.33,0.0,0
233,2,2.33,9.867968559265137,1
233,3,2.33,3.5267300605773926,1
233,4,2.33,0.0,0
233,5,2.33,0.0,0
233,6,2.33,0.0,0
233,7,2.33,6.782128810882568,1
234,0,2.34,0.0,0
234,1,2.34,0.0,0
234,2,2.34,9.867968559265137,1
234,3,2.34,3.5267300605773926,1
234,4,2.34,1.958827018737793,1
234,5,2.34,0.0,0
234,6,2.34,0.0,0
234,7,2.34,6.782128810882568,1
235,0,2.35,0.0,0
235,1,2.35,0.0,0
235,2,2.35,9.867968559265137,1
235,3,2.35,0.0,0
235,4,2.35,1.958827018737793,1
235,5,2.35,0.0,0
235,6,2.35,0.0,0
235,7,2.35,6.782128810882568,1
236,0,2.36,0.0,0
236,1,2.36,0.0,0
236,2,2.36,9.867968559265137,1
236,3,2.36,0.0,0
236,4,2.36,1.958827018737793,1
236,5,2.36,0.0,0
236,6,2.36,0.0,0
236,7,2.36,6.782128810882568,1
237,0,2.37,0.0,0
237,1,2.37,0.0,0
237,2,2.37,0.0,0
237,3,2.37,0.0,0
237,4,2.37,1.958827018737793,1
237,5,2.37,0.0,0
237,6,2.37,0.0,0
237,7,2.37,6.782128810882568,1
238,0,2.38,0.0,0
238,1,2.38,0.0,0
238,2,2.38,0.0,0
238,3,2.38,0.0,0
238,4,2.38,1.958827018737793,1
238,5,2.38,0.0,0
238,6,2.38,0.0,0
238,7,2.38,6.782128810882568,1
239,0,2.39,0.0,0
239,1,2.39,0.0,0
239,2,2.39,0.0,0
239,3,2.39,0.0,0
239,4,2.39,1.958827018737793,1
239,5,2.39,0.0,0
239,6,2.39,0.0,0
239,7,2.39,6.782128810882568,1
240,0,2.4,0.0,0
240,1,2.4,0.0,0
240,2,2.4,0.0,0
240,3,2.4,0.0,0
240,4,2.4,1.958827018737793,1
240,5,2.4,0.0,0
240,6,2.4,0.0,0
240,7,2.4,6.782128810882568,1
241,0,2.41,0.0,0
241,1,2.41,0.0,0
241,2,2.41,0.0,0
241,3,2.41,7.043623924255371,1
241,4,2.41,1.958827018737793,1
241,5,2.41,0.0,0
241,6,2.41,0.0,0
241,7,2.41,0.0,0
242,0,2.42,0.0,0
242,1,2.42,0.0,0
242,2,2.42,0.0,0
242,3,2.42,7.043623924255371,1
242,4,2.42,0.0,0
242,5,2.42,6.261030673980713,1
242,6,2.42,0.0,0
242,7,2.42,0.0,0
243,0,2.43,0.0,0
243,1,2.43,0.0,0
243,2,2.43,0.0,0
243,3,2.43,7.043623924255371,1
243,4,2.43,0.0,0
243,5,2.43,6.261030673980713,1
243,6,2.43,0.0,0
243,7,2.43,0.0,0
244,0,2.44,0.0,0
244,1,2.44,0.0,0
244,2,2.44,0.0,0
244,3,2.44,7.043623924255371,1
244,4,2.44,9.825400352478027,1
244,5,2.44,6.261030673980713,1
244,6,2.44,0.0,0
244,7,2.44,0.0,0
245,0,2.45,0.0,0
245,1,2.45,0.0,0
245,2,2.45,0.0,0
245,3,2.45,7.043623924255371,1
245,4,2.45,9.825400352478027,1
245,5,2.45,6.261030673980713,1
245,6,2.45,0.0,0
245,7,2.45,3.748553991317749,1
246,0,2.46,0.0,0
246,1,2.46,0.0,0
246,2,2.46,0.0,0
246,3,2.46,7.043623924255371,1
246,4,2.46,9.825400352478027,1
246,5,2.46,0.0,0
246,6,2.46,0.0,0
246,7,2.46,3.748553991317749,1
247,0,2.47,0.0,0
247,1,2.47,0.0,0
247,2,2.47,3.4736950397491455,1
247,3,2.47,7.043623924255371,1
247,4,2.47,9.825400352478027,1
247,5,2.47,0.0,0
247,6,2.47,0.0,0
247,7,2.47,3.748553991317749,1
248,0,2.48,0.0,0
248,1,2.48,0.0,0
248,2,2.48,3.4736950397491455,1
248,3,2.48,7.043623924255371,1
248,4,2.48,9.825400352478027,1
248,5,2.48,0.0,0
248,6,2.48,0.0,0
248,7,2.48,3.748553991317749,1
249,0,2.49,0.0,0
249,1,2.49,0.0,0
249,2,2.49,3.4736950397491455,1
249,3,2.49,7.043623924255371,1
249,4,2.49,9.825400352478027,1
249,5,2.49,0.0,0
249,6,2.49,0.0,0
249,7,2.49,3.748553991317749,1
250,0,2.5,0.0,0
250,1,2.5,0.0,0
250,2,2.5,3.4736950397491455,1
250,3,2.5,7.043623924255371,1
250,4,2.5,9.825400352478027,1
250,5,2.5,0.0,0
250,6,2.5,0.0,0
250,7,2.5,3.748553991317749,1
251,0,2.51,0.0,0
251,1,2.51,0.0,0
251,2,2.51,3.4736950397491455,1
251,3,2.51,7.043623924255371,1
251,4,2.51,9.825400352478027,1
251,5,2.51,0.0,0
251,6,2.51,0.0,0
251,7,2.51,3.748553991317749,1
252,0,2.52,0.0,0
252,1,2.52,0.0,0
252,2,2.52,3.4736950397491455,1
252,3,2.52,0.0,0
252,4,2.52,9.825400352478027,1
252,5,2.52,8.362563133239746,1
252,6,2.52,0.0,0
252,7,2.52,3.748553991317749,1
253,0,2.53,0.0,0
253,1,2.53,0.0,0
253,2,2.53,3.4736950397491455,1
253,3,2.53,5.147802829742432,1
253,4,2.53,9.825400352478027,1
253,5,2.53,8.362563133239746,1
253,6,2.53,0.0,0
253,7,2.53,3.748553991317749,1
254,0,2.54,0.0,0
254,1,2.54,0.0,0
254,2,2.54,0.0,0
254,3,2.54,5.147802829742432,1
254,4,2.54,9.825400352478027,1
254,5,2.54,8.362563133239746,1
254,6,2.54,0.0,0
254,7,2.54,3.748553991317749,1
255,0,2.55,0.0,0
255,1,2.55,0.0,0
255,2,2.55,0.0,0
255,3,2.55,5.147802829742432,1
255,4,2.55,9.825400352478027,1
255,5,2.55,8.362563133239746,1
255,6,2.55,0.0,0
255,7,2.55,0.0,0
256,0,2.56,0.0,0
256,1,2.56,0.0,0
256,2,2.56,0.0,0
256,3,2.56,5.147802829742432,1
256,4,2.56,9.825400352478027,1
256,5,2.56,8.362563133239746,1
256,6,2.56,0.0,0
256,7,2.56,0.0,0
257,0,2.57,0.0,0
257,1,2.57,0.0,0
257,2,2.57,0.0,0
257,3,2.57,5.147802829742432,1
257,4,2.57,0.0,0
257,5,2.57,8.362563133239746,1
257,6,2.57,0.0,0
257,7,2.57,0.0,0
258,0,2.58,0.0,0
258,1,2.58,0.0,0
258,2,2.58,0.0,0
258,3,2.58,5.147802829742432,1
258,4,2.58,0.0,0
258,5,2.58,8.362563133239746,1
258,6,2.58,0.0,0
258,7,2.58,0.0,0
259,0,2.59,0.0,0
259,1,2.59,0.0,0
259,2,2.59,0.0,0
259,3,2.59,5.147802829742432,1
259,4,2.59,0.0,0
259,5,2.59,8.362563133239746,1
259,6,2.59,0.0,0
259,7,2.59,0.0,0
260,0,2.6,0.0,0
260,1,2.6,0.0,0
260,2,2.6,0.0,0
260,3,2.6,5.147802829742432,1
260,4,2.6,0.0,0
260,5,2.6,8.362563133239746,1
260,6,2.6,0.0,0
260,7,2.6,0.0,0
261,0,2.61,0.0,0
261,1,2.61,0.0,0
261,2,2.61,9.682311058044434,1
261,3,2.61,5.147802829742432,1
261,4,2.61,0.0,0
261,5,2.61,0.0,0
261,6,2.61,0.0,0
261,7,2.61,0.0,0
262,0,2.62,0.0,0
262,1,2.62,5.957911968231201,1
262,2,2.62,9.682311058044434,1
262,3,2.62,0.0,0
262,4,2.62,1.6528706550598145,1
262,5,2.62,0.0,0
262,6,2.62,0.0,0
262,7,2.62,0.0,0
263,0,2.63,0.0,0
263,1,2.63,5.957911968231201,1
263,2,2.63,9.682311058044434,1
263,3,2.63,0.0,0
263,4,2.63,1.6528706550598145,1
263,5,2.63,0.0,0
263,6,2.63,0.0,0
263,7,2.63,0.0,0
264,0,2.64,4.659206390380859,1
264,1,2.64,5.957911968231201,1
264,2,2.64,9.682311058044434,1
264,3,2.64,0.0,0
264,4,2.64,1.6528706550598145,1
264,5,2.64,0.0,0
264,6,2.64,0.0,0
264,7,2.64,0.0,0
265,0,2.65,4.659206390380859,1
265,1,2.65,5.957911968231201,1
265,2,2.65,0.0,0
265,3,2.65,0.0,0
265,4,2.65,1.6528706550598145,1
265,5,2.65,0.0,0
265,6,2.65,0.0,0
265,7,2.65,0.0,0
266,0,2.66,4.659206390380859,1
266,1,2.66,5.957911968231201,1
266,2,2.66,0.0,0
266,3,2.66,0.0,0
266,4,2.66,1.6528706550598145,1
266,5,2.66,0.0,0
266,6,2.66,0.0,0
266,7,2.66,0.0,0
267,0,2.67,4.659206390380859,1
267,1,2.67,5.957911968231201,1
267,2,2.67,0.0,0
267,3,2.67,0.0,0
267,4,2.67,1.6528706550598145,1
267,5,2.67,0.0,0
267,6,2.67,0.0,0
267,7,2.67,0.0,0
268,0,2.68,0.0,0
268,1,2.68,5.957911968231201,1
268,2,2.68,0.0,0
268,3,2.68,0.0,0
268,4,2.68,1.6528706550598145,1
268,5,2.68,0.0,0
268,6,2.68,0.0,0
268,7,2.68,0.0,0
269,0,2.69,0.0,0
269,1,2.69,5.957911968231201,1
269,2,2.69,0.0,0
269,3,2.69,0.0,0
269,4,2.69,0.0,0
269,5,2.69,0.0,0
269,6,2.69,0.0,0
269,7,2.69,0.0,0
270,0,2.7,0.0,0
270,1,2.7,5.957911968231201,1
270,2,2.7,0.0,0
270,3,2.7,0.0,0
270,4,2.7,0.0,0
270,5,2.7,0.0,0
270,6,2.7,0.0,0
270,7,2.7,4.942558765411377,1
271,0,2.71,0.0,0
271,1,2.71,5.957911968231201,1
271,2,2.71,0.0,0
271,3,2.71,0.0,0
271,4,2.71,0.0,0
271,5,2.71,0.0,0
271,6,2.71,1.263485074043274,1
271,7,2.71,4.942558765411377,1
272,0,2.72,8.6361722946167,1
272,1,2.72,5.957911968231201,1
272,2,2.72,0.0,0
272,3,2.72,0.0,0
272,4,2.72,0.0,0
272,5,2.72,0.0,0
272,6,2.72,1.263485074043274,1
272,7,2.72,4.942558765411377,1
273,0,2.73,8.6361722946167,1
273,1,2.73,5.957911968231201,1
273,2,2.73,0.0,0
273,3,2.73,3.773653268814087,1
273,4,2.73,0.0,0
273,5,2.73,0.0,0
273,6,2.73,1.263485074043274,1
273,7,2.73,4.942558765411377,1
274,0,2.74,8.6361722946167,1
274,1,2.74,5.957911968231201,1
274,2,2.74,0.0,0
274,3,2.74,3.773653268814087,1
274,4,2.74,0.0,0
274,5,2.74,0.0,0
274,6,2.74,1.263485074043274,1
274,7,2.74,4.942558765411377,1
275,0,2.75,0.0,0
275,1,2.75,5.957911968231201,1
275,2,2.75,0.0,0
275,3,2.75,3.773653268814087,1
275,4,2.75,0.0,0
275,5,2.75,0.0,0
275,6,2.75,1.263485074043274,1
275,7,2.75,4.942558765411377,1
276,0,2.76,0.0,0
276,1,2.76,0.0,0
276,2,2.76,0.0,0
276,3,2.76,3.773653268814087,1
276,4,2.76,0.0,0
276,5,2.76,8.380245208740234,1
276,6,2.76,1.263485074043274,1
276,7,2.76,4.942558765411377,1
277,0,2.77,0.0,0
277,1,2.77,0.0,0
277,2,2.77,0.0,0
277,3,2.77,3.773653268814087,1
277,4,2.77,0.0,0
277,5,2.77,8.380245208740234,1
277,6,2.77,1.263485074043274,1
277,7,2.77,4.942558765411377,1
278,0,2.78,0.0,0
278,1,2.78,0.0,0
278,2,2.78,0.0,0
278,3,2.78,0.0,0
278,4,2.78,0.0,0
278,5,2.78,8.380245208740234,1
278,6,2.78,1.263485074043274,1
278,7,2.78,4.942558765411377,1
279,0,2.79,0.0,0
279,1,2.79,0.0,0
279,2,2.79,0.0,0
279,3,2.79,0.0,0
279,4,2.79,0.0,0
279,5,2.79,8.380245208740234,1
279,6,2.79,1.263485074043274,1
279,7,2.79,4.942558765411377,1
280,0,2.8,0.0,0
280,1,2.8,0.0,0
280,2,2.8,0.0,0
280,3,2.8,0.0,0
280,4,2.8,0.0,0
280,5,2.8,8.380245208740234,1
280,6,2.8,1.263485074043274,1
280,7,2.8,0.0,0
281,0,2.81,0.0,0
281,1,2.81,0.0,0
281,2,2.81,0.0,0
281,3,2.81,0.0,0
281,4,2.81,0.0,0
281,5,2.81,8.380245208740234,1
281,6,2.81,1.263485074043274,1
281,7,2.81,0.0,0
282,0,2.82,0.0,0
282,1,2.82,0.0,0
282,2,2.82,0.0,0
282,3,2.82,0.0,0
282,4,2.82,4.279467582702637,1
282,5,2.82,0.0,0
282,6,2.82,1.263485074043274,1
282,7,2.82,0.0,0
283,0,2.83,0.0,0
283,1,2.83,0.0,0
283,2,2.83,0.0,0
283,3,2.83,0.0,0
283,4,2.83,4.279467582702637,1
283,5,2.83,0.0,0
283,6,2.83,0.0,0
283,7,2.83,0.0,0
284,0,2.84,0.0,0
284,1,2.84,7.498595237731934,1
284,2,2.84,0.0,0
284,3,2.84,0.0,0
284,4,2.84,4.279467582702637,1
284,5,2.84,0.0,0
284,6,2.84,0.0,0
284,7,2.84,0.0,0
285,0,2.85,0.0,0
285,1,2.85,7.498595237731934,1
285,2,2.85,0.0,0
285,3,2.85,3.2373318672180176,1
285,4,2.85,0.0,0
285,5,2.85,0.0,0
285,6,2.85,0.0,0
285,7,2.85,0.0,0
286,0,2.86,0.0,0
286,1,2.86,7.498595237731934,1
286,2,2.86,0.0,0
286,3,2.86,3.2373318672180176,1
286,4,2.86,0.0,0
286,5,2.86,0.0,0
286,6,2.86,0.0,0
286,7,2.86,1.9018127918243408,1
287,0,2.87,0.0,0
287,1,2.87,7.498595237731934,1
287,2,2.87,0.0,0
287,3,2.87,3.2373318672180176,1
287,4,2.87,0.0,0
287,5,2.87,0.0,0
287,6,2.87,0.0,0
287,7,2.87,1.9018127918243408,1
288,0,2.88,0.0,0
288,1,2.88,7.498595237731934,1
288,2,2.88,0.0,0
288,3,2.88,3.2373318672180176,1
288,4,2.88,0.0,0
288,5,2.88,0.0,0
288,6,2.88,0.0,0
288,7,2.88,1.9018127918243408,1
289,0,2.89,0.0,0
289,1,2.89,7.498595237731934,1
289,2,2.89,0.0,0
289,3,2.89,3.2373318672180176,1
289,4,2.89,0.0,0
289,5,2.89,0.0,0
289,6,2.89,0.0,0
289,7,2.89,1.9018127918243408,1
290,0,2.9,0.0,0
290,1,2.9,7.498595237731934,1
290,2,2.9,0.0,0
290,3,2.9,0.0,0
290,4,2.9,0.0,0
290,5,2.9,0.0,0
290,6,2.9,0.0,0
290,7,2.9,0.0,0
291,0,2.91,0.0,0
291,1,2.91,0.0,0
291,2,2.91,7.62714958190918,1
291,3,2.91,0.0,0
291,4,2.91,0.0,0
291,5,2.91,0.0,0
291,6,2.91,0.0,0
291,7,2.91,0.0,0
292,0,2.92,0.0,0
292,1,2.92,0.0,0
292,2,2.92,7.62714958190918,1
292,3,2.92,0.0,0
292,4,2.92,0.0,0
292,5,2.92,0.0,0
292,6,2.92,0.0,0
292,7,2.92,0.0,0
293,0,2.93,0.0,0
293,1,2.93,0.0,0
293,2,2.93,7.62714958190918,1
293,3,2.93,0.0,0
293,4,2.93,0.0,0
293,5,2.93,0.0,0
293,6,2.93,0.0,0
293,7,2.93,0.0,0
294,0,2.94,0.0,0
294,1,2.94,0.0,0
294,2,2.94,7.62714958190918,1
294,3,2.94,0.0,0
294,4,2.94,0.0,0
294,5,2.94,0.0,0
294,6,2.94,0.0,0
294,7,2.94,0.0,0
295,0,2.95,0.0,0
295,1,2.95,0.0,0
295,2,2.95,7.62714958190918,1
295,3,2.95,1.9523789882659912,1
295,4,2.95,0.0,0
295,5,2.95,0.0,0
295,6,2.95,2.5325329303741455,1
295,7,2.95,0.0,0
296,0,2.96,0.0,0
296,1,2.96,0.0,0
296,2,2.96,7.62714958190918,1
296,3,2.96,1.9523789882659912,1
296,4,2.96,0.0,0
296,5,2.96,0.0,0
296,6,2.96,2.5325329303741455,1
296,7,2.96,0.0,0
297,0,2.97,0.0,0
297,1,2.97,1.4387707710266113,1
297,2,2.97,7.62714958190918,1
297,3,2.97,1.9523789882659912,1
297,4,2.97,0.0,0
297,5,2.97,5.36990213394165,1
297,6,2.97,2.5325329303741455,1
297,7,2.97,0.0,0
298,0,2.98,0.0,0
298,1,2.98,1.4387707710266113,1
298,2,2.98,7.62714958190918,1
298,3,2.98,1.9523789882659912,1
298,4,2.98,0.0,0
298,5,2.98,5.36990213394165,1
298,6,2.98,2.5325329303741455,1
298,7,2.98,0.0,0
299,0,2.99,0.0,0
299,1,2.99,1.4387707710266113,1
299,2,2.99,7.62714958190918,1
299,3,2.99,1.9523789882659912,1
299,4,2.99,0.0,0
299,5,2.99,5.36990213394165,1
299,6,2.99,2.5325329303741455,1
299,7,2.99,0.0,0
300,0,3.0,0.0,0
300,1,3.0,1.4387707710266113,1
300,2,3.0,0.0,0
300,3,3.0,1.9523789882659912,1
300,4,3.0,0.0,0
300,5,3.0,5.36990213394165,1
300,6,3.0,2.5325329303741455,1
300,7,3.0,0.0,0
301,0,3.01,0.0,0
301,1,3.01,1.4387707710266113,1
301,2,3.01,0.0,0
301,3,3.01,1.9523789882659912,1
301,4,3.01,0.0,0
301,5,3.01,0.0,0
301,6,3.01,2.5325329303741455,1
301,7,3.01,0.0,0
302,0,3.02,0.0,0
302,1,3.02,1.4387707710266113,1
302,2,3.02,0.0,0
302,3,3.02,1.9523789882659912,1
302,4,3.02,0.0,0
302,5,3.02,7.505497932434082,1
302,6,3.02,2.5325329303741455,1
302,7,3.02,0.0,0
303,0,3.03,0.0,0
303,1,3.03,1.4387707710266113,1
303,2,3.03,0.0,0
303,3,3.03,1.9523789882659912,1
303,4,3.03,0.0,0
303,5,3.03,7.505497932434082,1
303,6,3.03,2.5325329303741455,1
303,7,3.03,0.0,0
304,0,3.04,0.0,0
304,1,3.04,1.4387707710266113,1
304,2,3.04,0.0,0
304,3,3.04,1.9523789882659912,1
304,4,3.04,0.0,0
304,5,3.04,7.505497932434082,1
304,6,3.04,2.5325329303741455,1
304,7,3.04,0.0,0
305,0,3.05,0.0,0
305,1,3.05,1.4387707710266113,1
305,2,3.05,0.0,0
305,3,3.05,1.9523789882659912,1
305,4,3.05,0.0,0
305,5,3.05,7.505497932434082,1
305,6,3.05,2.5325329303741455,1
305,7,3.05,0.0,0
306,0,3.06,0.0,0
306,1,3.06,1.4387707710266113,1
306,2,3.06,0.0,0
306,3,3.06,1.9523789882659912,1
306,4,3.06,0.0,0
306,5,3.06,7.505497932434082,1
306,6,3.06,0.0,0
306,7,3.06,8.61575698852539,1
307,0,3.07,0.0,0
307,1,3.07,1.4387707710266113,1
307,2,3.07,0.0,0
307,3,3.07,1.9523789882659912,1
307,4,3.07,0.0,0
307,5,3.07,0.0,0
307,6,3.07,0.0,0
307,7,3.07,8.61575698852539,1
308,0,3.08,0.0,0
308,1,3.08,1.4387707710266113,1
308,2,3.08,0.0,0
308,3,3.08,1.9523789882659912,1
308,4,3.08,0.0,0
308,5,3.08,0.0,0
308,6,3.08,0.0,0
308,7,3.08,8.61575698852539,1
309,0,3.09,0.0,0
309,1,3.09,0.0,0
309,2,3.09,0.0,0
309,3,3.09,0.0,0
309,4,3.09,0.0,0
309,5,3.09,0.0,0
309,6,3.09,0.0,0
309,7,3.09,8.61575698852539,1
310,0,3.1,0.0,0
310,1,3.1,0.0,0
310,2,3.1,0.0,0
310,3,3.1,0.0,0
310,4,3.1,0.0,0
310,5,3.1,0.0,0
310,6,3.1,6.748591423034668,1
310,7,3.1,8.61575698852539,1
311,0,3.11,0.0,0
311,1,3.11,0.0,0
311,2,3.11,0.0,0
311,3,3.11,0.0,0
311,4,3.11,0.0,0
311,5,3.11,0.0,0
311,6,3.11,6.748591423034668,1
311,7,3.11,8.61575698852539,1
312,0,3.12,0.0,0
312,1,3.12,0.0,0
312,2,3.12,0.0,0
312,3,3.12,0.0,0
312,4,3.12,0.0,0
312,5,3.12,0.0,0
312,6,3.12,6.748591423034668,1
312,7,3.12,8.61575698852539,1
313,0,3.13,0.0,0
313,1,3.13,0.0,0
313,2,3.13,0.0,0
313,3,3.13,0.0,0
313,4,3.13,0.0,0
313,5,3.13,0.0,0
313,6,3.13,0.0,0
313,7,3.13,8.61575698852539,1
314,0,3.14,0.0,0
314,1,3.14,0.0,0
314,2,3.14,0.0,0
314,3,3.14,5.602497577667236,1
314,4,3.14,0.0,0
314,5,3.14,0.0,0
314,6,3.14,0.0,0
314,7,3.14,8.61575698852539,1
315,0,3.15,0.0,0
315,1,3.15,0.0,0
315,2,3.15,0.0,0
315,3,3.15,5.602497577667236,1
315,4,3.15,0.0,0
315,5,3.15,0.0,0
315,6,3.15,0.0,0
315,7,3.15,8.61575698852539,1
316,0,3.16,0.0,0
316,1,3.16,0.0,0
316,2,3.16,0.0,0
316,3,3.16,5.602497577667236,1
316,4,3.16,0.0,0
316,5,3.16,0.0,0
316,6,3.16,0.0,0
316,7,3.16,0.0,0
317,0,3.17,0.0,0
317,1,3.17,0.0,0
317,2,3.17,0.0,0
317,3,3.17,5.602497577667236,1
317,4,3.17,0.0,0
317,5,3.17,0.0,0
317,6,3.17,0.0,0
317,7,3.17,0.0,0
318,0,3.18,0.0,0
318,1,3.18,0.0,0
318,2,3.18,0.0,0
318,3,3.18,5.602497577667236,1
318,4,3.18,0.0,0
318,5,3.18,0.0,0
318,6,3.18,0.0,0
318,7,3.18,0.0,0
319,0,3.19,0.0,0
319,1,3.19,0.0,0
319,2,3.19,7.136388301849365,1
319,3,3.19,5.602497577667236,1
319,4,3.19,0.0,0
319,5,3.19,0.0,0
319,6,3.19,0.0,0
319,7,3.19,0.0,0
320,0,3.2,0.0,0
320,1,3.2,0.0,0
320,2,3.2,7.136388301849365,1
320,3,3.2,5.602497577667236,1
320,4,3.2,0.0,0
320,5,3.2,0.0,0
320,6,3.2,0.0,0
320,7,3.2,0.0,0
321,0,3.21,0.0,0
321,1,3.21,0.0,0
321,2,3.21,7.136388301849365,1
321,3,3.21,0.0,0
321,4,3.21,0.0,0
321,5,3.21,0.0,0
321,6,3.21,0.0,0
321,7,3.21,0.0,0
322,0,3.22,0.0,0
322,1,3.22,7.108656406402588,1
322,2,3.22,7.136388301849365,1
322,3,3.22,0.0,0
322,4,3.22,0.0,0
322,5,3.22,0.0,0
322,6,3.22,0.0,0
322,7,3.22,0.0,0
323,0,3.23,0.0,0
323,1,3.23,7.108656406402588,1
323,2,3.23,7.136388301849365,1
323,3,3.23,1.4713306427001953,1
323,4,3.23,0.0,0
323,5,3.23,0.0,0
323,6,3.23,0.0,0
323,7,3.23,0.0,0
324,0,3.24,0.0,0
324,1,3.24,7.108656406402588,1
324,2,3.24,7.136388301849365,1
324,3,3.24,1.4713306427001953,1
324,4,3.24,0.0,0
324,5,3.24,0.0,0
324,6,3.24,0.0,0
324,7,3.24,0.0,0
325,0,3.25,0.0,0
325,1,3.25,7.108656406402588,1
325,2,3.25,7.136388301849365,1
325,3,3.25,1.4713306427001953,1
325,4,3.25,0.0,0
325,5,3.25,0.0,0
325,6,3.25,0.0,0
325,7,3.25,9.048972129821777,1
326,0,3.26,0.0,0
326,1,3.26,7.108656406402588,1
326,2,3.26,7.136388301849365,1
326,3,3.26,1.4713306427001953,1
326,4,3.26,0.0,0
326,5,3.26,0.0,0
326,6,3.26,0.0,0
326,7,3.26,9.048972129821777,1
327,0,3.27,0.0,0
327,1,3.27,7.108656406402588,1
327,2,3.27,7.136388301849365,1
327,3,3.27,1.4713306427001953,1
327,4,3.27,0.0,0
327,5,3.27,0.0,0
327,6,3.27,0.0,0
327,7,3.27,9.048972129821777,1
328,0,3.28,4.296580791473389,1
328,1,3.28,7.108656406402588,1
328,2,3.28,7.136388301849365,1
328,3,3.28,0.0,0
328,4,3.28,0.0,0
328,5,3.28,0.0,0
328,6,3.28,0.0,0
328,7,3.28,9.048972129821777,1
329,0,3.29,4.296580791473389,1
329,1,3.29,7.108656406402588,1
329,2,3.29,7.136388301849365,1
329,3,3.29,0.0,0
329,4,3.29,0.0,0
329,5,3.29,6.6831231117248535,1
329,6,3.29,0.0,0
329,7,3.29,0.0,0
330,0,3.3,4.296580791473389,1
330,1,3.3,0.0,0
330,2,3.3,7.136388301849365,1
330,3,3.3,0.0,0
330,4,3.3,0.0,0
330,5,3.3,6.6831231117248535,1
330,6,3.3,0.0,0
330,7,3.3,0.0,0
331,0,3.31,4.296580791473389,1
331,1,3.31,0.0,0
331,2,3.31,7.136388301849365,1
331,3,3.31,0.0,0
331,4,3.31,0.0,0
331,5,3.31,6.6831231117248535,1
331,6,3.31,7.71328592300415,1
331,7,3.31,0.0,0
332,0,3.32,4.296580791473389,1
332,1,3.32,0.0,0
332,2,3.32,7.136388301849365,1
332,3,3.32,0.0,0
332,4,3.32,0.0,0
332,5,3.32,6.6831231117248535,1
332,6,3.32,7.71328592300415,1
332,7,3.32,0.0,0
333,0,3.33,4.296580791473389,1
333,1,3.33,0.0,0
333,2,3.33,7.136388301849365,1
333,3,3.33,0.0,0
333,4,3.33,0.0,0
333,5,3.33,6.6831231117248535,1
333,6,3.33,7.71328592300415,1
333,7,3.33,0.0,0
334,0,3.34,4.296580791473389,1
334,1,3.34,0.0,0
334,2,3.34,0.0,0
334,3,3.34,0.0,0
334,4,3.34,0.0,0
334,5,3.34,6.6831231117248535,1
334,6,3.34,7.71328592300415,1
334,7,3.34,0.0,0
335,0,3.35,4.296580791473389,1
335,1,3.35,0.0,0
335,2,3.35,0.0,0
335,3,3.35,0.0,0
335,4,3.35,0.0,0
335,5,3.35,0.0,0
335,6,3.35,7.71328592300415,1
335,7,3.35,0.0,0
336,0,3.36,0.0,0
336,1,3.36,0.0,0
336,2,3.36,0.0,0
336,3,3.36,0.0,0
336,4,3.36,0.0,0
336,5,3.36,0.0,0
336,6,3.36,7.71328592300415,1
336,7,3.36,0.0,0
337,0,3.37,0.0,0
337,1,3.37,0.0,0
337,2,3.37,0.0,0
337,3,3.37,0.0,0
337,4,3.37,0.0,0
337,5,3.37,0.0,0
337,6,3.37,7.71328592300415,1
337,7,3.37,0.0,0
338,0,3.38,0.0,0
338,1,3.38,0.0,0
338,2,3.38,0.0,0
