slug,category,name,overhead_median_pct,overhead_q1_pct,overhead_q3_pct,overhead_min_pct,overhead_max_pct
cat5_turbulence,5,turbulence,72.17788474200363,68.86256148401098,72.3715732706916,68.7213820584543,80.52438807244124
cat5_blade_vortex_interaction,5,blade vortex interaction,76.16969256773879,72.08335325919131,77.83016012588298,70.99659803670009,78.12445874486083
cat5_wind_shear,5,wind shear,81.68042482782167,78.04457448787187,84.96749358969043,73.87231896050419,87.27930441697437
cat5_payload_sway,5,payload sway,82.51504289368876,82.47632453447937,85.25585202116,81.70832421700042,95.51120841979768
cat5_ground_effect_boundary,5,ground effect boundary,87.22676193964523,84.17347183725201,92.07724700117748,81.72266369714262,99.75714781126048
cat5_wind_gust,5,wind gust,89.1989467880426,88.12343232018111,89.20101590126576,80.3514519912997,97.47935444452813
cat5_proximity_disturbance,5,proximity disturbance,106.18114452735855,104.06768601954121,111.99232875328295,103.35584469732373,113.32012702779797
cat6_action_deadzone,6,action deadzone,0.47061548349236176,-5.065040680770487,3.9043664893088783,-5.271564822697791,8.35010428735565
cat6_actuator_hysteresis,6,actuator hysteresis,1.4649392171585431,-3.17583506304464,3.7576005066399576,-4.110939670417957,7.558440013977613
cat6_action_saturation,6,action saturation,1.8645375442935659,0.8557681457156815,10.787663339260279,-7.233639350876089,22.797278367725692
cat6_esc_low_pass_filter,6,esc low pass filter,2.2299995125238254,0.23972647137604744,6.290401015456112,-5.334759581277307,7.791747947509975
cat6_action_noise,6,action noise,16.120623012004252,11.066137110548938,17.374996298603424,6.8794455832126,22.528600489014863
cat7_payload_mass,7,payload mass,-0.5998366375515533,-0.7652834403116595,2.089970980985777,-1.084153667333041,4.3447537037688475
cat7_payload_com_offset,7,payload com offset,0.41164026090591466,0.29463802735916966,3.3483453466020716,-0.4936534424358878,6.431353183881104
cat7_asymmetric_prop_guard_drag,7,asymmetric prop guard drag,66.6451235565078,65.74716173460811,70.74251610837507,60.92999244267669,75.4830838176179
cat8_body_force_disturbance,8,body force disturbance,57.40258235195106,56.53968509992915,57.45846220550417,53.35882164752398,58.32303137117353
cat8_body_torque_disturbance,8,body torque disturbance,60.113013869645094,52.860817688982195,60.28077348374129,50.35934786204964,65.68176576851852
