step,env_id,time_s,phase_offset_s
176,0,1.76,3.8103559063529246e-07
176,1,1.76,5.33598995389184e-06
176,2,1.76,-5.676853902514267e-07
176,3,1.76,2.19953494706715e-06
177,0,1.77,6.445527560572373e-07
177,1,1.77,5.610600510408403e-06
177,2,1.77,-9.787233921088045e-07
177,3,1.77,2.037537797150435e-06
178,0,1.78,8.425117812294047e-07
178,1,1.78,5.197813152335584e-06
178,2,1.78,-9.795895721254055e-07
178,3,1.78,1.9371120743016945e-06
179,0,1.79,5.519331125469762e-07
179,1,1.79,5.552609309233958e-06
179,2,1.79,-1.3302253591973567e-06
179,3,1.79,2.3785919438523706e-06
180,0,1.8,9.580525102137472e-07
180,1,1.8,5.797287485620473e-06
180,2,1.8,-1.7341408238280565e-06
180,3,1.8,2.03688387045986e-06
181,0,1.81,1.3572857824328821e-06
181,1,1.81,6.213480901351431e-06
181,2,1.81,-1.50425898937101e-06
181,3,1.81,2.317252437933348e-06
182,0,1.82,1.7686259070615051e-06
182,1,1.82,6.515756922453875e-06
182,2,1.82,-1.8127047951566055e-06
182,3,1.82,2.333021711820038e-06
183,0,1.83,1.5738974070700351e-06
183,1,1.83,6.8686422309838235e-06
183,2,1.83,-2.1025769001425942e-06
183,3,1.83,2.6131274353247136e-06
184,0,1.84,1.7704336414681165e-06
184,1,1.84,6.573992777703097e-06
184,2,1.84,-1.990153350561741e-06
184,3,1.84,2.422255874989787e-06
185,0,1.85,2.191841758758528e-06
185,1,1.85,6.975507858442143e-06
185,2,1.85,-1.723564309941139e-06
185,3,1.85,2.1119724351592595e-06
186,0,1.86,2.2020192318450427e-06
186,1,1.86,6.478772320406279e-06
186,2,1.86,-1.5561738564429106e-06
186,3,1.86,1.919823944263044e-06
187,0,1.87,2.609685452625854e-06
187,1,1.87,6.607855084439507e-06
187,2,1.87,-1.615337168914266e-06
187,3,1.87,2.4141236281138845e-06
188,0,1.88,2.8637973628065083e-06
188,1,1.88,6.435047907871194e-06
188,2,1.88,-1.9194135347788688e-06
188,3,1.88,2.3671075268794084e-06
189,0,1.89,3.0327619242598303e-06
189,1,1.89,6.464636044256622e-06
189,2,1.89,-2.325225750610116e-06
189,3,1.89,2.027140453719767e-06
190,0,1.9,2.853949354175711e-06
190,1,1.9,6.649971055594506e-06
190,2,1.9,-2.0563206817314494e-06
190,3,1.9,1.5758420204292634e-06
191,0,1.91,3.141236675219261e-06
191,1,1.91,6.25800248599262e-06
191,2,1.91,-2.4602938992757117e-06
191,3,1.91,1.7909000007421128e-06
192,0,1.92,3.592877192204469e-06
192,1,1.92,5.960813268757192e-06
192,2,1.92,-2.957576498374692e-06
192,3,1.92,1.9360886653885245e-06
193,0,1.93,3.441664148340351e-06
193,1,1.93,6.393546755134594e-06
193,2,1.93,-3.1696586120233405e-06
193,3,1.93,1.5140931282076053e-06
194,0,1.94,3.6452106542128604e-06
194,1,1.94,6.528854100906756e-06
194,2,1.94,-3.6045505567017244e-06
194,3,1.94,1.9490466911520343e-06
195,0,1.95,3.920273684343556e-06
195,1,1.95,6.6247102950001135e-06
195,2,1.95,-3.132971869490575e-06
195,3,1.95,1.6252652130788192e-06
196,0,1.96,4.075103333889274e-06
196,1,1.96,6.711018613714259e-06
196,2,1.96,-2.7468906864669407e-06
196,3,1.96,2.1251589714665897e-06
197,0,1.97,3.6571125292539364e-06
197,1,1.97,6.786327503505163e-06
197,2,1.97,-2.9343113965296652e-06
197,3,1.97,1.8430993122819928e-06
198,0,1.98,3.7231404803605983e-06
198,1,1.98,6.321901764749782e-06
198,2,1.98,-2.961231984954793e-06
198,3,1.98,2.267725676574628e-06
199,0,1.99,3.8164657780725975e-06
199,1,1.99,6.8177905632182956e-06
199,2,1.99,-3.4356357900833245e-06
199,3,1.99,2.200761628046166e-06
200,0,2.0,3.546383823049837e-06
200,1,2.0,7.158629614423262e-06
200,2,2.0,-3.3858223105198704e-06
200,3,2.0,2.333265456400113e-06
201,0,2.01,3.944537638744805e-06
201,1,2.01,7.2424745667376556e-06
201,2,2.01,-3.2792233923828462e-06
201,3,2.01,2.4775301881163614e-06
202,0,2.02,4.319868367019808e-06
202,1,2.02,7.540849310316844e-06
202,2,2.02,-2.945679625554476e-06
202,3,2.02,2.431375833111815e-06
203,0,2.03,4.597512088366784e-06
203,1,2.03,7.349302450165851e-06
203,2,2.03,-2.7494718324305722e-06
203,3,2.03,1.9512701783241937e-06
204,0,2.04,4.923270353174303e-06
204,1,2.04,7.790410563757177e-06
204,2,2.04,-2.6270311082043918e-06
204,3,2.04,1.5868315585976234e-06
205,0,2.05,5.358600901672617e-06
205,1,2.05,7.874109542171936e-06
205,2,2.05,-2.7774792670243187e-06
205,3,2.05,1.1078390116381343e-06
206,0,2.06,5.715436600439716e-06
206,1,2.06,8.085788067546673e-06
206,2,2.06,-2.747297685345984e-06
206,3,2.06,7.101077130755584e-07
207,0,2.07,5.367344328988111e-06
207,1,2.07,8.287179298349656e-06
207,2,2.07,-3.039651801373111e-06
207,3,2.07,1.1577329814826953e-06
208,0,2.08,5.4675101637258194e-06
208,1,2.08,8.663135304232128e-06
208,2,2.08,-2.910976945713628e-06
208,3,2.08,1.1360170901753008e-06
209,0,2.09,5.512047209776938e-06
209,1,2.09,8.836073902784847e-06
209,2,2.09,-3.052431793548749e-06
209,3,2.09,7.866698865655053e-07
210,0,2.1,5.310363576427335e-06
210,1,2.1,8.52724497235613e-06
210,2,2.1,-3.0420662824326428e-06
210,3,2.1,8.728379725653213e-07
211,0,2.11,5.4495781114383135e-06
211,1,2.11,8.69416180648841e-06
211,2,2.11,-3.2864479635463795e-06
211,3,2.11,1.2345795994406217e-06
212,0,2.12,5.143224370840471e-06
212,1,2.12,8.226729732996318e-06
212,2,2.12,-3.264344059061841e-06
212,3,2.12,7.830050776647113e-07
213,0,2.13,4.646964043786284e-06
213,1,2.13,7.99815734353615e-06
213,2,2.13,-2.791014594549779e-06
213,3,2.13,9.06981199477741e-07
214,0,2.14,4.463013283384498e-06
214,1,2.14,7.576397820230341e-06
214,2,2.14,-3.207187774023623e-06
214,3,2.14,1.0418659712740919e-06
215,0,2.15,4.744704256154364e-06
215,1,2.15,7.739582542853896e-06
215,2,2.15,-3.260041012254078e-06
215,3,2.15,1.3480730558512732e-06
216,0,2.16,4.741272732644575e-06
216,1,2.16,8.008018994587474e-06
216,2,2.16,-3.4743327432806836e-06
216,3,2.16,8.797787813819014e-07
217,0,2.17,4.480972620513057e-06
217,1,2.17,8.237198017013725e-06
217,2,2.17,-3.099567948083859e-06
217,3,2.17,1.32522791318479e-06
218,0,2.18,4.1229404814657755e-06
218,1,2.18,7.813851880200673e-06
218,2,2.18,-2.976271844090661e-06
218,3,2.18,9.457104397370131e-07
219,0,2.19,3.6363308026921004e-06
219,1,2.19,7.830190043023322e-06
219,2,2.19,-3.014130925294012e-06
219,3,2.19,1.279905745832366e-06
220,0,2.2,3.3668479773041327e-06
220,1,2.2,7.763099347357638e-06
220,2,2.2,-3.1387287435791222e-06
220,3,2.2,7.972425350999401e-07
221,0,2.21,3.170090849380358e-06
221,1,2.21,7.814841410436202e-06
221,2,2.21,-3.1159202080743853e-06
221,3,2.21,7.828415391486487e-07
222,0,2.22,2.8364540867187316e-06
222,1,2.22,7.600904154969612e-06
222,2,2.22,-3.26334065903211e-06
222,3,2.22,7.033119686639111e-07
223,0,2.23,3.26906047121156e-06
223,1,2.23,7.4713707363116555e-06
223,2,2.23,-3.493670647003455e-06
223,3,2.23,6.613453251702595e-07
224,0,2.24,3.6086796626477735e-06
224,1,2.24,7.87699445936596e-06
224,2,2.24,-3.8323705666698515e-06
224,3,2.24,9.851145250650006e-07
225,0,2.25,4.071817784279119e-06
225,1,2.25,7.953416570671834e-06
225,2,2.25,-3.832221409538761e-06
225,3,2.25,1.1429870028223377e-06
226,0,2.26,4.4435782911023125e-06
226,1,2.26,7.749525138933677e-06
226,2,2.26,-4.042991349706426e-06
226,3,2.26,1.5081834590091603e-06
227,0,2.27,4.584169801091775e-06
227,1,2.27,7.96240237832535e-06
227,2,2.27,-3.5648595257953275e-06
227,3,2.27,1.7011268482747255e-06
228,0,2.28,4.436852123035351e-06
228,1,2.28,7.771919626975432e-06
228,2,2.28,-3.3019794045685558e-06
228,3,2.28,1.2149909025538363e-06
229,0,2.29,4.6848945203237236e-06
229,1,2.29,7.602695404784754e-06
229,2,2.29,-3.161188260492054e-06
229,3,2.29,1.7108670817833627e-06
230,0,2.3,4.823644758289447e-06
230,1,2.3,8.043641173571814e-06
230,2,2.3,-3.4903923733509146e-06
230,3,2.3,1.9100032204732997e-06
231,0,2.31,4.795010681846179e-06
231,1,2.31,7.617786650371272e-06
231,2,2.31,-3.2317661862180103e-06
231,3,2.31,1.4292552350525511e-06
232,0,2.32,4.707032985606929e-06
232,1,2.32,7.79788115323754e-06
232,2,2.32,-3.241598960812553e-06
232,3,2.32,1.2659484127652831e-06
233,0,2.33,4.3426803131296765e-06
233,1,2.33,7.827832632756326e-06
233,2,2.33,-2.751349711616058e-06
233,3,2.33,1.6580390820308821e-06
234,0,2.34,3.95434335587197e-06
234,1,2.34,7.824734893802088e-06
234,2,2.34,-2.364400870646932e-06
234,3,2.34,1.7226285535798525e-06
235,0,2.35,3.9681467569607776e-06
235,1,2.35,7.475218808394857e-06
235,2,2.35,-2.304730742253014e-06
235,3,2.35,1.6166573004738893e-06
236,0,2.36,4.165743575867964e-06
236,1,2.36,7.334690508287167e-06
236,2,2.36,-2.1721052689827047e-06
236,3,2.36,1.8298962913831929e-06
237,0,2.37,4.42879263573559e-06
237,1,2.37,6.865186151117086e-06
237,2,2.37,-2.085935875584255e-06
237,3,2.37,2.02661635739787e-06
238,0,2.38,4.595558493747376e-06
238,1,2.38,6.500501058326336e-06
238,2,2.38,-1.665184981902712e-06
238,3,2.38,2.228895027656108e-06
239,0,2.39,4.79583195556188e-06
239,1,2.39,6.738187948940322e-06
239,2,2.39,-1.633094370845356e-06
239,3,2.39,2.0555512492137495e-06
240,0,2.4,5.0105754780815914e-06
240,1,2.4,7.008719876466785e-06
240,2,2.4,-1.9559315660444554e-06
240,3,2.4,1.7445096318624564e-06
241,0,2.41,5.235996468400117e-06
241,1,2.41,7.390932751150103e-06
241,2,2.41,-1.9843441805278417e-06
241,3,2.41,1.805953274924832e-06
242,0,2.42,5.358862381399376e-06
242,1,2.42,7.0505839175893925e-06
242,2,2.42,-2.4028825009736465e-06
242,3,2.42,2.245405994472094e-06
243,0,2.43,5.575029263127362e-06
243,1,2.43,7.168702722992748e-06
243,2,2.43,-1.9642334336822387e-06
243,3,2.43,2.528535560486489e-06
244,0,2.44,6.0269726418482605e-06
244,1,2.44,7.233076303236885e-06
244,2,2.44,-2.1177506823732983e-06
244,3,2.44,2.764151531664538e-06
245,0,2.45,5.9368412621552125e-06
245,1,2.45,6.960021437407704e-06
245,2,2.45,-2.353106310692965e-06
245,3,2.45,3.1862923606240656e-06
246,0,2.46,6.10800952927093e-06
246,1,2.46,7.057991751935333e-06
246,2,2.46,-2.122450041497359e-06
246,3,2.46,3.070204456889769e-06
247,0,2.47,6.000891062285518e-06
247,1,2.47,7.017466941761086e-06
247,2,2.47,-1.7500982494311756e-06
247,3,2.47,3.065243390665273e-06
248,0,2.48,6.02144245931413e-06
248,1,2.48,6.861687779746717e-06
248,2,2.48,-1.5051588206915767e-06
248,3,2.48,2.8291049147810554e-06
249,0,2.49,5.9831227190443315e-06
249,1,2.49,7.315202765312279e-06
249,2,2.49,-1.4594627373298863e-06
249,3,2.49,3.103485596511746e-06
250,0,2.5,6.335792932077311e-06
250,1,2.5,7.3056626206380315e-06
250,2,2.5,-1.3604582136395038e-06
250,3,2.5,3.095685769949341e-06
251,0,2.51,6.2403196352534e-06
251,1,2.51,7.154093054850819e-06
251,2,2.51,-1.675512180554506e-06
251,3,2.51,3.5647847198561067e-06
252,0,2.52,6.005249360896414e-06
252,1,2.52,7.148721579142148e-06
252,2,2.52,-1.207475634146249e-06
252,3,2.52,3.4609815884323325e-06
253,0,2.53,6.413845767383464e-06
253,1,2.53,7.181992259575054e-06
253,2,2.53,-1.328953544543765e-06
253,3,2.53,3.2507361993339146e-06
254,0,2.54,6.7421501626085956e-06
254,1,2.54,6.745012342435075e-06
254,2,2.54,-1.3348733318707673e-06
254,3,2.54,3.6963290312996833e-06
255,0,2.55,7.054934485495323e-06
255,1,2.55,6.4470305005670525e-06
255,2,2.55,-1.5162368072196841e-06
255,3,2.55,3.733635139724356e-06
256,0,2.56,7.4159052019240335e-06
256,1,2.56,6.513491371151758e-06
256,2,2.56,-1.392654894516454e-06
256,3,2.56,3.3233920930797467e-06
257,0,2.57,7.273557912412798e-06
257,1,2.57,6.602053872484248e-06
257,2,2.57,-1.3859188356946106e-06
257,3,2.57,3.0200810670066858e-06
258,0,2.58,7.59283375373343e-06
258,1,2.58,6.181561275298009e-06
258,2,2.58,-1.4011041002959246e-06
258,3,2.58,2.61372588283848e-06
259,0,2.59,7.837377779651433e-06
259,1,2.59,6.15702583672828e-06
259,2,2.59,-1.4861458339510136e-06
259,3,2.59,2.3528673409600742e-06
260,0,2.6,7.485014521080302e-06
260,1,2.6,6.094932814448839e-06
260,2,2.6,-1.519774627922743e-06
260,3,2.6,2.3223942662298214e-06
261,0,2.61,7.2673960858082864e-06
261,1,2.61,6.3506709011562634e-06
261,2,2.61,-1.241068275703583e-06
261,3,2.61,2.2176996026246343e-06
262,0,2.62,7.636715963599272e-06
262,1,2.62,5.99838858761359e-06
262,2,2.62,-9.537177447782597e-07
262,3,2.62,2.7121463972434867e-06
263,0,2.63,7.955104592838325e-06
263,1,2.63,6.396231583494227e-06
263,2,2.63,-9.509778351457499e-07
263,3,2.63,2.6732404876383953e-06
264,0,2.64,7.5699895205616485e-06
264,1,2.64,6.892449164297432e-06
264,2,2.64,-1.1895278930751374e-06
264,3,2.64,2.8097838367102668e-06
265,0,2.65,7.394398380711209e-06
265,1,2.65,7.125662705220748e-06
265,2,2.65,-1.6151611816894729e-06
265,3,2.65,3.191518999301479e-06
266,0,2.66,7.071737854857929e-06
266,1,2.66,7.428915068885544e-06
266,2,2.66,-1.971772917386261e-06
266,3,2.66,3.28658416037797e-06
267,0,2.67,6.6228362811671104e-06
267,1,2.67,7.172370715124998e-06
267,2,2.67,-2.3280663299374282e-06
267,3,2.67,2.843587481038412e-06
268,0,2.68,6.504433713416802e-06
268,1,2.68,6.722311354678823e-06
268,2,2.68,-1.8860569070966449e-06
268,3,2.68,3.1803758702153573e-06
269,0,2.69,6.1443929553206544e-06
269,1,2.69,6.525685421365779e-06
269,2,2.69,-1.92846596291929e-06
269,3,2.69,3.6078397442906862e-06
270,0,2.7,5.9669009715435095e-06
270,1,2.7,6.517874680866953e-06
270,2,2.7,-2.257251935589011e-06
270,3,2.7,4.029218871437479e-06
271,0,2.71,6.3062516346690245e-06
271,1,2.71,6.920672603882849e-06
271,2,2.71,-1.8073289993481012e-06
271,3,2.71,4.117363459954504e-06
272,0,2.72,5.867956588190282e-06
272,1,2.72,7.341832315432839e-06
272,2,2.72,-2.019391786234337e-06
272,3,2.72,3.8666444197588135e-06
273,0,2.73,5.794286153104622e-06
273,1,2.73,7.646975973329972e-06
273,2,2.73,-2.051998080787598e-06
273,3,2.73,3.583048282962409e-06
274,0,2.74,6.208807462826371e-06
274,1,2.74,7.315112725336803e-06
274,2,2.74,-1.7853465124062495e-06
274,3,2.74,3.116801281066728e-06
275,0,2.75,6.628722530876985e-06
275,1,2.75,7.145582458178978e-06
275,2,2.75,-1.5889562519078027e-06
275,3,2.75,3.5670757370098727e-06
276,0,2.76,6.863131602585781e-06
276,1,2.76,7.231112704175757e-06
276,2,2.76,-1.5327279925259063e-06
276,3,2.76,3.827479304163717e-06
277,0,2.77,6.392199793481268e-06
277,1,2.77,7.652811291336548e-06
277,2,2.77,-1.6471669823658885e-06
277,3,2.77,3.353164629515959e-06
278,0,2.78,6.110609774623299e-06
278,1,2.78,7.231323252199218e-06
278,2,2.78,-2.11720771403634e-06
278,3,2.78,3.173019877067418e-06
279,0,2.79,5.626796792057576e-06
279,1,2.79,6.973626568651525e-06
279,2,2.79,-2.0299560219427804e-06
279,3,2.79,3.183355602232041e-06
280,0,2.8,5.976406555419089e-06
280,1,2.8,6.741634933860041e-06
280,2,2.8,-1.8077744243782945e-06
280,3,2.8,2.8520685191324446e-06
281,0,2.81,5.9445792430778965e-06
281,1,2.81,6.96313327352982e-06
281,2,2.81,-1.89171657893894e-06
281,3,2.81,2.960166511911666e-06
282,0,2.82,5.649225840897998e-06
282,1,2.82,7.303172878891928e-06
282,2,2.82,-2.16173270928266e-06
282,3,2.82,2.578964540589368e-06
283,0,2.83,5.22810296388343e-06
283,1,2.83,7.073276265145978e-06
283,2,2.83,-1.6685344235156663e-06
283,3,2.83,2.3294221591640962e-06
284,0,2.84,4.8190931920544244e-06
284,1,2.84,7.120269856386585e-06
284,2,2.84,-2.1665396161552053e-06
284,3,2.84,2.0949751160515007e-06
285,0,2.85,4.9943978410738055e-06
285,1,2.85,6.8205504248908255e-06
285,2,2.85,-1.920498107210733e-06
285,3,2.85,2.5795279725571163e-06
286,0,2.86,5.298275482346071e-06
286,1,2.86,6.964370186324231e-06
286,2,2.86,-1.6303796428474016e-06
286,3,2.86,2.788761548799812e-06
287,0,2.87,4.8119354687514715e-06
287,1,2.87,6.823262992838863e-06
287,2,2.87,-1.7847820572569617e-06
287,3,2.87,2.6143375180254225e-06
288,0,2.88,5.268455879559042e-06
288,1,2.88,7.16287104296498e-06
288,2,2.88,-1.9221927232138114e-06
288,3,2.88,2.8267027118999977e-06
289,0,2.89,5.711223820981104e-06
289,1,2.89,7.534375527029624e-06
289,2,2.89,-1.657390612308518e-06
289,3,2.89,3.291634129709564e-06
290,0,2.9,6.010210199747235e-06
290,1,2.9,7.361036750808125e-06
290,2,2.9,-1.8172949012296158e-06
290,3,2.9,3.5474686228553765e-06
291,0,2.91,5.968566256342456e-06
291,1,2.91,7.035766884655459e-06
291,2,2.91,-1.7309939721599221e-06
291,3,2.91,4.029913725389633e-06
292,0,2.92,5.881838660570793e-06
292,1,2.92,6.5539884417376015e-06
292,2,2.92,-1.3089268122712383e-06
292,3,2.92,3.959701189160114e-06
293,0,2.93,6.085611403250368e-06
293,1,2.93,6.567116997757694e-06
293,2,2.93,-1.587247425050009e-06
293,3,2.93,4.352435553300893e-06
294,0,2.94,5.740765573136741e-06
294,1,2.94,6.244069481908809e-06
294,2,2.94,-1.3256718602860929e-06
294,3,2.94,4.762197931995615e-06
295,0,2.95,5.664541731675854e-06
295,1,2.95,6.507834314106731e-06
295,2,2.95,-9.770805036168895e-07
295,3,2.95,4.303491095924983e-06
296,0,2.96,5.391894319473067e-06
296,1,2.96,6.540223694173619e-06
296,2,2.96,-5.660796205120278e-07
296,3,2.96,4.074805929121794e-06
297,0,2.97,4.9866675908560865e-06
297,1,2.97,6.4457126427441835e-06
297,2,2.97,-9.447496722714277e-07
297,3,2.97,4.482744316192111e-06
298,0,2.98,4.509042810241226e-06
298,1,2.98,6.705875875923084e-06
298,2,2.98,-1.2341271258264896e-06
298,3,2.98,4.044627985422267e-06
299,0,2.99,4.609128154697828e-06
299,1,2.99,7.156856099754805e-06
299,2,2.99,-1.0658247902028961e-06
299,3,2.99,4.411377631186042e-06
300,0,3.0,5.0741637096507475e-06
300,1,3.0,6.806237706769025e-06
300,2,3.0,-1.1586849950617761e-06
300,3,3.0,4.359619651950197e-06
301,0,3.01,5.527801022253698e-06
301,1,3.01,6.5284425545542035e-06
301,2,3.01,-8.749021844778326e-07
301,3,3.01,4.818242359760916e-06
302,0,3.02,5.821473223477369e-06
302,1,3.02,6.566045612999005e-06
302,2,3.02,-5.819738362333737e-07
302,3,3.02,4.4712869566865265e-06
303,0,3.03,5.409153800428612e-06
303,1,3.03,6.82192239764845e-06
303,2,3.03,-4.4902901663590455e-07
303,3,3.03,4.784926204592921e-06
304,0,3.04,5.550664809561567e-06
304,1,3.04,6.721546469634632e-06
304,2,3.04,-1.6673141089995624e-07
304,3,3.04,4.764718141814228e-06
305,0,3.05,5.658121153828688e-06
305,1,3.05,7.149843440856785e-06
305,2,3.05,2.254380149224744e-08
305,3,3.05,4.62593970951275e-06
306,0,3.06,5.279823653836502e-06
306,1,3.06,7.62904574003187e-06
306,2,3.06,-3.275602011854062e-07
306,3,3.06,4.960543265042361e-06
307,0,3.07,5.34933815288241e-06
307,1,3.07,7.432049642375205e-06
307,2,3.07,-3.276121844919544e-07
307,3,3.07,5.110031906951917e-06
308,0,3.08,5.760429303336423e-06
308,1,3.08,6.938641490705777e-06
308,2,3.08,1.539487186619226e-07
308,3,3.08,5.082412371848477e-06
309,0,3.09,5.337164111551829e-06
309,1,3.09,6.769276751583675e-06
309,2,3.09,1.9107329762846348e-07
309,3,3.09,4.766946403833572e-06
310,0,3.1,4.997405085305218e-06
310,1,3.1,7.109475518518593e-06
310,2,3.1,3.449546284173266e-07
310,3,3.1,5.037090886617079e-06
311,0,3.11,5.1210299716331065e-06
311,1,3.11,7.528195965278428e-06
311,2,3.11,-1.3334386039787205e-07
311,3,3.11,5.416860403784085e-06
312,0,3.12,5.481442258314928e-06
312,1,3.12,7.932364496809896e-06
312,2,3.12,-2.6030409117083764e-07
312,3,3.12,5.505729859578423e-06
313,0,3.13,5.156251518201316e-06
313,1,3.13,7.913184163044207e-06
313,2,3.13,-3.3130376664303185e-07
313,3,3.13,5.066764515504474e-06
314,0,3.14,5.035539743403206e-06
314,1,3.14,7.473062851204304e-06
314,2,3.14,-7.188523341028485e-07
314,3,3.14,5.019437139708316e-06
315,0,3.15,4.898490715277148e-06
315,1,3.15,7.6699207056663e-06
315,2,3.15,-3.2094177981889516e-07
315,3,3.15,5.2437408157857135e-06
316,0,3.16,4.67470999865327e-06
316,1,3.16,7.483805347874295e-06
316,2,3.16,-6.901663027747418e-07
316,3,3.16,5.455595328385243e-06
317,0,3.17,4.471010015549837e-06
317,1,3.17,7.441159596055513e-06
317,2,3.17,-7.341797072513145e-07
317,3,3.17,5.840903213538695e-06
318,0,3.18,4.353761141828727e-06
318,1,3.18,7.740482033113949e-06
318,2,3.18,-6.914243613209692e-07
318,3,3.18,6.086555004003458e-06
319,0,3.19,4.342360625742003e-06
319,1,3.19,7.3557089308451395e-06
319,2,3.19,-6.162077283988765e-07
319,3,3.19,6.302773272182094e-06
320,0,3.2,4.828168584936066e-06
320,1,3.2,7.709617420914583e-06
320,2,3.2,-1.6278443126793718e-07
320,3,3.2,6.690134341624798e-06
321,0,3.21,4.369961970951408e-06
321,1,3.21,7.474571702914545e-06
321,2,3.21,-6.587039820260543e-07
321,3,3.21,6.9210436777211726e-06
322,0,3.22,4.604064088198356e-06
322,1,3.22,7.259835001605097e-06
322,2,3.22,-4.1508639014864457e-07
322,3,3.22,6.722168564010644e-06
323,0,3.23,4.835809704673011e-06
323,1,3.23,7.0150367719179485e-06
323,2,3.23,-2.617907739477232e-07
323,3,3.23,6.867683168820804e-06
324,0,3.24,5.035240974393673e-06
324,1,3.24,7.289367658813717e-06
324,2,3.24,-5.791939088339859e-07
324,3,3.24,6.976929853408365e-06
325,0,3.25,5.030402917327592e-06
325,1,3.25,7.61377896196791e-06
325,2,3.25,-1.8145078684028704e-07
325,3,3.25,7.333498615480494e-06
326,0,3.26,5.365875495044747e-06
326,1,3.26,7.792596079525538e-06
326,2,3.26,-3.0873121659169556e-07
326,3,3.26,7.747770723653957e-06
327,0,3.27,5.288137344905408e-06
327,1,3.27,7.332948825933272e-06
327,2,3.27,-5.700421752408147e-07
327,3,3.27,7.952913620101754e-06
328,0,3.28,5.514595613931306e-06
328,1,3.28,7.6471951615531e-06
328,2,3.28,-7.37847585696727e-07
328,3,3.28,8.36081107991049e-06
329,0,3.29,5.858495569555089e-06
329,1,3.29,7.812445801391732e-06
329,2,3.29,-7.142579079300049e-07
329,3,3.29,8.705530490260571e-06
330,0,3.3,5.591439276031451e-06
330,1,3.3,7.81847211328568e-06
330,2,3.3,-9.596856216376182e-07
330,3,3.3,8.982147846836597e-06
331,0,3.31,5.4513002396561205e-06
331,1,3.31,8.121512109937612e-06
331,2,3.31,-9.613918336981442e-07
331,3,3.31,8.617411367595196e-06
332,0,3.32,5.351819709176198e-06
332,1,3.32,8.581961992604192e-06
332,2,3.32,-8.917781428863236e-07
332,3,3.32,8.604925824329257e-06
333,0,3.33,5.539815447264118e-06
333,1,3.33,8.975465789262671e-06
333,2,3.33,-4.969813289790181e-07
333,3,3.33,8.984356099972501e-06
334,0,3.34,5.236835022515152e-06
334,1,3.34,9.134243555308785e-06
334,2,3.34,-8.248260314758227e-07
334,3,3.34,8.977211109595373e-06
335,0,3.35,4.935602646582993e-06
335,1,3.35,8.807181984593626e-06
335,2,3.35,-8.951791983236035e-07
335,3,3.35,8.749535481911153e-06
336,0,3.36,5.08083894601441e-06
336,1,3.36,8.35406990518095e-06
336,2,3.36,-9.117665058511193e-07
336,3,3.36,9.063805919140577e-06
337,0,3.37,4.799931048182771e-06
337,1,3.37,8.287393029604573e-06
337,2,3.37,-1.177223111881176e-06
337,3,3.37,9.437292646907736e-06
338,0,3.38,4.93521656608209e-06
338,1,3.38,8.409791917074472e-06
338,2,3.38,-7.750869599476573e-07
338,3,3.38,9.421244612894952e-06
339,0,3.39,5.165806214790791e-06
339,1,3.39,8.538479050912429e-06
339,2,3.39,-5.709195534109313e-07
339,3,3.39,9.610071174392942e-06
340,0,3.4,4.667012035497464e-06
340,1,3.4,8.520421033608727e-06
340,2,3.4,-9.172385944111738e-07
340,3,3.4,9.392650099471211e-06
341,0,3.41,4.437557890923927e-06
341,1,3.41,8.81124651641585e-06
341,2,3.41,-1.0349808690079954e-06
341,3,3.41,9.826673704083078e-06
342,0,3.42,4.81478673464153e-06
342,1,3.42,8.749217158765532e-06
342,2,3.42,-8.798772341833683e-07
342,3,3.42,9.486843737249728e-06
343,0,3.43,5.105552190798335e-06
343,1,3.43,8.672227522765752e-06
343,2,3.43,-6.656991899944842e-07
343,3,3.43,9.309152119385544e-06
344,0,3.44,4.94168034492759e-06
344,1,3.44,9.073981345864013e-06
344,2,3.44,-8.852312589624489e-07
344,3,3.44,9.532438525639009e-06
345,0,3.45,4.960643764206907e-06
345,1,3.45,9.302116268372629e-06
345,2,3.45,-7.276438509506988e-07
345,3,3.45,9.093973858398385e-06
346,0,3.46,5.43246824236121e-06
346,1,3.46,8.951999916462228e-06
346,2,3.46,-1.2117675396439154e-06
346,3,3.46,9.506341484666336e-06
347,0,3.47,5.76983620703686e-06
347,1,3.47,9.254533324565273e-06
347,2,3.47,-7.802595973771531e-07
347,3,3.47,9.69232314673718e-06
348,0,3.48,6.141347057564417e-06
348,1,3.48,9.611688255972695e-06
348,2,3.48,-1.2630586070372374e-06
348,3,3.48,9.584404324414209e-06
349,0,3.49,6.556766948051518e-06
349,1,3.49,9.582939128449652e-06
349,2,3.49,-1.18894695333438e-06
349,3,3.49,9.519693776383065e-06
350,0,3.5,6.076987574488157e-06
350,1,3.5,1.0004678188124672e-05
350,2,3.5,-1.478963895351626e-06
350,3,3.5,9.669796781963669e-06
351,0,3.51,6.02286854700651e-06
351,1,3.51,9.966330253519118e-06
351,2,3.51,-1.8381989548288402e-06
351,3,3.51,9.441709153179545e-06
352,0,3.52,6.08305253990693e-06
352,1,3.52,1.0161802492802963e-05
352,2,3.52,-2.205199507443467e-06
352,3,3.52,9.90079206530936e-06
353,0,3.53,5.918916940572672e-06
353,1,3.53,1.0134646799997427e-05
353,2,3.53,-1.8679446611713502e-06
353,3,3.53,9.738191693031695e-06
354,0,3.54,5.481522748596035e-06
354,1,3.54,9.663493983680382e-06
354,2,3.54,-1.593552042322699e-06
